signal_time,entry_time,year,entry,stop,target,risk,result_points,bars_held,exit_reason,stage1_lower_wick_pct,stage1_range_expansion,stage2_body_pct,stage2_lower_wick_pct,dist_pdh,dist_vwap,hour,minute,is_sniper,idx,ts_event,symbol,open,high,low,close,volume,trade_date_utc,hour_utc,minute_utc,weekday,vwap_day,dist_vwap_day,return_1m,return_5m,return_15m,ema_9,ema_20,ema_50,dist_ema_9,dist_ema_20,dist_ema_50,true_range,atr_14,atr_50,vol_avg_20,vol_avg_50,rel_vol_20,rel_vol_50,bar_range,body,body_abs,body_pct,upper_wick,lower_wick,fwd_return_5m,fwd_return_15m,fwd_return_30m,fwd_return_60m,event_date_utc,usd_event_count,high_impact_event_count,cpi_event_count,fomc_event_count,nfp_event_count,ppi_event_count,pmi_ism_event_count,jobs_event_count,fed_speech_event_count,has_high_impact_usd_event,has_cpi,has_fomc,has_nfp,has_ppi,has_pmi_ism,has_jobs,has_fed_speech,trade_date_ct,hour_ct,minute_ct,weekday_ct,minute_of_day_ct,is_rth,is_opening_30m,is_premarket_window,is_morning_trade_window,is_lunch_window,is_pm_window,upper_wick_pct,lower_wick_pct,candle_direction,avg_range_20,avg_body_20,range_expansion_20,body_expansion_20,is_displacement_candle,bull_displacement,bear_displacement,bull_fvg,bear_fvg,bull_fvg_low,bull_fvg_high,bear_fvg_low,bear_fvg_high,bull_fvg_size,bear_fvg_size,bull_fvg_min_2pt,bear_fvg_min_2pt,prior_high,prior_low,prior_open,prior_close,prior_body,prior_body_pct,swept_prior_bar_high,swept_prior_bar_low,prior_high_sweep_close_back_below,prior_low_sweep_close_back_above,prior_rth_high,prior_rth_low,prior_rth_close,premarket_high,premarket_low,or_high_30m,or_low_30m,or_range_30m,premarket_range,prior_day_range,swept_prior_rth_high,swept_prior_rth_low,pdh_sweep_close_back_below,pdl_sweep_close_back_above,pmh_sweep_close_back_below,pml_sweep_close_back_above,above_or_high,below_or_low,dist_prior_rth_high,dist_prior_rth_low,dist_premarket_high,dist_premarket_low,dist_or_high_30m,dist_or_low_30m,fwd_points_5m,fwd_points_15m,fwd_points_30m,fwd_points_60m,fwd_points_120m,future_high_30m,future_low_30m,future_high_60m,future_low_60m,mfe_30m,mae_30m,mfe_60m,mae_60m,ict_session_date,is_asia_session,is_london_session,is_ny_rth_session,dol,session_high_so_far,session_low_so_far,pdh,pdl,pdc,prior_session_mid,prior_session_range,asia_high,asia_low,london_high,london_low,ny_open,vwap,dist_dol,dist_pdh_right,dist_pdl,dist_prior_session_mid,dist_asia_high,dist_asia_low,dist_london_high,dist_london_low,dist_ny_open,dist_vwap_right,above_dol,below_dol,above_vwap,below_vwap,prior_range_position,premium_vs_prior_range,discount_vs_prior_range,pdh_sweep_reclaim_now,pdh_sweep_reclaim_last_30m,pdl_sweep_reclaim_now,pdl_sweep_reclaim_last_30m,pmh_sweep_reclaim_now,pmh_sweep_reclaim_last_30m,pml_sweep_reclaim_now,pml_sweep_reclaim_last_30m,asia_high_sweep_reclaim_now,asia_high_sweep_reclaim_last_30m,asia_low_sweep_reclaim_now,asia_low_sweep_reclaim_last_30m,london_high_sweep_reclaim_now,london_high_sweep_reclaim_last_30m,london_low_sweep_reclaim_now,london_low_sweep_reclaim_last_30m,any_liquidity_sweep_reclaim_last_30m,liquidity_sweep_reclaim_count_last_30m,dol_cross_now,bull_dol_reclaim_now,bear_dol_reclaim_now,dol_cross_last_10m,bull_dol_reclaim_last_10m,bear_dol_reclaim_last_10m,inside_bull_fvg_current_bar,inside_bear_fvg_current_bar,recent_bull_fvg_last_120m,recent_bear_fvg_last_120m,bull_ifvg_proxy_fast,bear_ifvg_proxy_fast,any_ifvg_proxy_fast,prior_10m_high,prior_10m_low,prior_10m_open,bull_v_reversal_proxy,bear_v_reversal_proxy,any_v_reversal_proxy
2020-06-11T07:35:00.000000,2020-06-11T07:36:00.000000,2020,9917.25,9933.0,9885.75,15.75,31.5,3,target,0.4426229508196721,1.6245006657789616,0.7735849056603774,0.09433962264150944,-238.5,-49.65208267931121,7,36,0,852915,2020-06-11T13:36:00.000000,NQM0,9917.25,9926.75,9912.25,9921.75,2513,2020-06-11,13,36,4,9966.039100781174,-44.28910078117406,0.00047897549662190286,-0.0016602520564485967,-0.0013085382118321887,9927.027314921947,9929.410983937853,9928.271075602033,-5.277314921946527,-7.660983937852507,-6.5210756020333065,14.5,11.964285714285714,8.3,1465.35,871.76,1.7149486470809023,2.8826741304946317,14.5,4.5,4.5,0.3103448275862069,5.0,5.0,-0.002368533776803461,-0.0009322952100183635,0.001889787587875169,0.004157532693325194,2020-06-11,5,0,0,0,0,1,0,0,0,false,false,false,false,true,false,false,false,2020-06-11,7,36,3,456,false,false,true,false,false,false,0.3448275862068966,0.3448275862068966,bull,10.025,4.625,1.4463840399002492,0.972972972972973,false,false,false,false,false,,,,,,,false,false,9929.0,9915.75,9927.25,9917.0,-10.25,0.7735849056603774,false,true,false,true,10155.5,10017.75,10088.25,9971.25,9876.0,9981.0,9888.0,93.0,95.25,137.75,false,true,false,false,false,false,false,false,-233.75,-96.0,-49.5,45.75,-59.25,33.75,-23.5,-9.25,18.75,41.25,-37.25,9943.5,9876.0,9977.5,9876.0,21.75,45.75,55.75,45.75,2020-06-11,false,false,false,10045.75,10095.5,9895.75,10155.5,9958.5,10046.0,10057.0,197.0,10095.5,9982.0,10016.5,9895.75,10045.75,9966.039100781174,-124.0,-233.75,-36.75,-135.25,-173.75,-60.25,-94.75,26.0,-124.0,-44.28910078117406,false,true,false,true,-0.1865482233502538,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,false,false,false,false,false,false,false,false,true,true,true,false,true,9954.5,9908.0,9942.0,true,true,true
2020-06-11T07:37:00.000000,2020-06-11T07:38:00.000000,2020,9911.0,9928.75,9875.5,17.75,-17.75,20,stop,0.3448275862068966,1.4463840399002492,0.7592592592592593,0.05555555555555555,-244.25,-54.27548244575519,7,38,0,852917,2020-06-11T13:38:00.000000,NQM0,9911.0,9911.75,9881.0,9883.5,3708,2020-06-11,13,38,4,9963.920737659077,-80.42073765907662,-0.0027998486568293623,-0.003955556675316774,-0.004858156920985679,9915.797481550046,9923.473617237109,9925.874030188575,-32.29748155004563,-39.973617237108556,-42.37403018857549,30.75,14.535714285714286,8.895,1705.4,962.14,2.1742699659903835,3.85390899453302,30.75,-27.5,27.5,0.8943089430894309,0.75,2.5,0.0011888501037082833,0.0033388981636059967,0.004957757879293867,0.009611979561896078,2020-06-11,5,0,0,0,0,1,0,0,0,false,false,false,false,true,false,false,false,2020-06-11,7,38,3,458,false,false,true,false,false,false,0.024390243902439025,0.08130081300813008,bear,11.5875,6.175,2.6537216828478964,4.4534412955465585,true,false,true,false,true,,,9911.75,9912.25,,0.5,false,false,9924.0,9910.5,9921.5,9911.25,-10.25,0.7592592592592593,false,true,false,false,10155.5,10017.75,10088.25,9971.25,9876.0,9981.0,9888.0,93.0,95.25,137.75,false,true,false,false,false,false,false,true,-272.0,-134.25,-87.75,7.5,-97.5,-4.5,11.75,33.0,49.0,95.0,9.0,9946.5,9876.0,9977.5,9876.0,63.0,7.5,94.0,7.5,2020-06-11,false,false,false,10045.75,10095.5,9881.0,10155.5,9958.5,10046.0,10057.0,197.0,10095.5,9982.0,10016.5,9895.75,10045.75,9963.920737659077,-162.25,-272.0,-75.0,-173.5,-212.0,-98.5,-133.0,-12.25,-162.25,-80.42073765907662,false,true,false,true,-0.38071065989847713,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,false,false,false,false,false,false,false,false,true,true,false,true,true,9954.5,9881.0,9933.5,false,true,true
2020-06-11T09:45:00.000000,2020-06-11T09:46:00.000000,2020,9871.75,9882.0,9851.25,10.25,20.5,1,target,0.7222222222222222,1.3416149068322982,0.7272727272727273,0.0,-283.75,-69.73007753193087,9,46,0,853045,2020-06-11T15:46:00.000000,NQM0,9871.75,9871.75,9850.75,9853.25,2936,2020-06-11,15,46,4,9940.797816737077,-87.54781673707657,-0.0018740344923645624,-0.0018993111831442366,-0.004445679355376542,9872.6801037829,9881.519062497156,9895.390739643579,-19.430103782899096,-28.269062497156483,-42.140739643578854,21.0,10.428571428571429,10.865,1277.35,1415.58,2.298508631150429,2.0740615154212407,21.0,-18.5,18.5,0.8809523809523809,0.0,2.5,0.0011163829193412411,-0.000025372339075957484,-0.003856595539542762,-0.00738335067109841,2020-06-11,5,0,0,0,0,1,0,0,0,false,false,false,false,true,false,false,false,2020-06-11,9,46,3,586,true,false,false,true,false,false,0.0,0.11904761904761904,bear,10.2625,4.7,2.046285018270402,3.9361702127659575,true,false,true,false,false,,,,,,,false,false,9880.0,9871.75,9877.75,9871.75,-6.0,0.7272727272727273,false,true,false,false,10155.5,10017.75,10088.25,9971.25,9876.0,9981.0,9888.0,93.0,95.25,137.75,false,true,false,false,false,false,false,true,-302.25,-164.5,-118.0,-22.75,-127.75,-34.75,11.0,-0.25,-38.0,-72.75,-125.75,9877.5,9815.5,9877.5,9761.0,24.25,37.75,24.25,92.25,2020-06-11,false,false,true,10045.75,10095.5,9850.75,10155.5,9958.5,10046.0,10057.0,197.0,10095.5,9982.0,10016.5,9895.75,10045.75,9940.797816737077,-192.5,-302.25,-105.25,-203.75,-242.25,-128.75,-163.25,-42.5,-192.5,-87.54781673707657,false,true,false,true,-0.5342639593908629,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,true,2,false,false,false,false,false,false,false,false,true,true,false,true,true,9895.25,9850.75,9884.75,false,true,true
2020-06-11T09:54:00.000000,2020-06-11T09:55:00.000000,2020,9865.0,9879.5,9836.0,14.5,29.0,14,target,0.4153846153846154,1.4332965821389194,0.5121951219512195,0.0975609756097561,-290.25,-73.11224661537562,9,55,0,853054,2020-06-11T15:55:00.000000,NQM0,9865.0,9877.5,9861.0,9874.25,1209,2020-06-11,15,55,4,9938.165191305454,-63.915191305453845,0.0009122931501990283,0.0007854862413216868,0.0003039128783082212,9867.755118784544,9872.223419482129,9886.294544135075,6.494881215456189,2.02658051787148,-12.04454413507483,16.5,12.678571428571429,10.73,1430.85,1349.2,0.8449523010797778,0.896086569819152,16.5,9.25,9.25,0.5606060606060606,3.25,4.0,-0.000962098387219279,-0.0039749854419323105,-0.009595665493581818,-0.015292300681064352,2020-06-11,5,0,0,0,0,1,0,0,0,false,false,false,false,true,false,false,false,2020-06-11,9,55,3,595,true,false,false,true,false,false,0.19696969696969696,0.24242424242424243,bull,11.9375,6.125,1.382198952879581,1.510204081632653,false,false,false,false,false,,,,,,,false,false,9874.5,9864.25,9870.5,9865.25,-5.25,0.5121951219512195,true,true,true,true,10155.5,10017.75,10088.25,9971.25,9876.0,9981.0,9888.0,93.0,95.25,137.75,false,true,false,false,false,false,false,true,-281.25,-143.5,-97.0,-1.75,-106.75,-13.75,-9.5,-39.25,-94.75,-151.0,-120.5,9877.5,9790.25,9877.5,9717.5,3.25,84.0,3.25,156.75,2020-06-11,false,false,true,10045.75,10095.5,9848.25,10155.5,9958.5,10046.0,10057.0,197.0,10095.5,9982.0,10016.5,9895.75,10045.75,9938.165191305454,-171.5,-281.25,-84.25,-182.75,-221.25,-107.75,-142.25,-21.5,-171.5,-63.915191305453845,false,true,false,true,-0.4276649746192893,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,true,2,false,false,false,false,false,false,false,false,true,true,true,false,true,9877.5,9848.25,9871.75,true,false,true
2020-06-11T10:28:00.000000,2020-06-11T10:29:00.000000,2020,9780.0,9788.25,9763.5,8.25,-8.25,2,stop,0.24358974358974358,1.5709969788519638,0.6236559139784946,0.11827956989247312,-375.25,-145.03561675011406,10,29,0,853088,2020-06-11T16:29:00.000000,NQM0,9780.0,9783.0,9768.75,9777.0,1540,2020-06-11,16,29,4,9924.770291128929,-147.77029112892887,-0.0003323023440096051,-0.0019140953985146147,-0.005341065160994973,9785.688038488428,9802.540490370217,9833.03676862919,-8.688038488427992,-25.540490370216503,-56.03676862919019,14.25,13.678571428571429,12.645,1671.45,1488.52,0.9213557091148404,1.0345846881466154,14.25,-3.0,3.0,0.21052631578947367,3.0,8.25,0.002633732228700003,-0.0006136851795028875,-0.007057379564283539,-0.002531451365449522,2020-06-11,5,0,0,0,0,1,0,0,0,false,false,false,false,true,false,false,false,2020-06-11,10,29,3,629,true,false,false,true,false,false,0.21052631578947367,0.5789473684210527,bear,13.175,6.3125,1.081593927893738,0.4752475247524752,false,false,false,false,false,,,,,,,false,false,9786.25,9763.0,9765.75,9780.25,14.5,0.6236559139784946,false,false,false,false,10155.5,10017.75,10088.25,9971.25,9876.0,9981.0,9888.0,93.0,95.25,137.75,false,true,false,false,false,false,false,true,-378.5,-240.75,-194.25,-99.0,-204.0,-111.0,25.75,-6.0,-69.0,-24.75,-69.0,9813.75,9707.25,9813.75,9701.0,36.75,69.75,36.75,76.0,2020-06-11,false,false,true,10045.75,10095.5,9761.0,10155.5,9958.5,10046.0,10057.0,197.0,10095.5,9982.0,10016.5,9895.75,10045.75,9924.770291128929,-268.75,-378.5,-181.5,-280.0,-318.5,-205.0,-239.5,-118.75,-268.75,-147.77029112892887,false,true,false,true,-0.9213197969543148,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,false,false,false,false,false,false,false,false,true,true,false,true,true,9809.75,9761.0,9794.25,true,true,true
2020-06-11T11:28:00.000000,2020-06-11T11:29:00.000000,2020,9748.0,9773.0,9698.0,25.0,50.0,43,target,0.265625,1.4935822637106184,0.7758620689655172,0.0,-407.5,-149.1814330180532,11,29,0,853148,2020-06-11T17:29:00.000000,NQM0,9748.0,9756.25,9748.0,9752.25,946,2020-06-11,17,29,4,9896.923719988647,-144.67371998864655,0.00043598686910129025,-0.0027354535228550914,-0.0009731861602684244,9762.64838903958,9762.299346698028,9766.1979749499,-10.398389039579342,-10.049346698027875,-13.947974949900527,8.25,10.357142857142858,13.225,1239.1,1523.96,0.7634573480752159,0.6207512008189191,8.25,4.25,4.25,0.5151515151515151,4.0,0.0,0.0013330257120152122,-0.002999307852034172,-0.0008972288446256194,-0.004537414442820853,2020-06-11,5,0,0,0,0,1,0,0,0,false,false,false,false,true,false,false,false,2020-06-11,11,29,3,689,true,false,false,true,false,false,0.48484848484848486,0.0,bull,10.6375,5.95,0.7755581668625148,0.7142857142857143,false,false,false,false,false,,,,,,,false,false,9762.5,9748.0,9759.25,9748.0,-11.25,0.7758620689655172,false,false,false,false,10155.5,10017.75,10088.25,9971.25,9876.0,9981.0,9888.0,93.0,95.25,137.75,false,true,false,false,false,false,false,true,-403.25,-265.5,-219.0,-123.75,-228.75,-135.75,13.0,-29.25,-8.75,-44.25,-139.25,9771.0,9718.25,9771.0,9681.0,18.75,34.0,18.75,71.25,2020-06-11,false,false,true,10045.75,10095.5,9701.0,10155.5,9958.5,10046.0,10057.0,197.0,10095.5,9982.0,10016.5,9895.75,10045.75,9896.923719988647,-293.5,-403.25,-206.25,-304.75,-343.25,-229.75,-264.25,-143.5,-293.5,-144.67371998864655,false,true,false,true,-1.0469543147208122,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,false,false,false,false,false,false,false,false,true,true,true,false,true,9783.75,9748.0,9761.25,false,true,true
2020-06-11T12:45:00.000000,2020-06-11T12:46:00.000000,2020,9665.25,9672.75,9650.25,7.5,15.0,2,target,0.3108108108108108,1.5400624349635796,0.8135593220338984,0.0847457627118644,-490.25,-205.6599813523444,12,46,0,853225,2020-06-11T18:46:00.000000,NQM0,9665.25,9670.75,9654.5,9662.75,1518,2020-06-11,18,46,4,9870.399740832243,-207.64974083224297,-0.00025865859651841294,0.0002846790890269624,-0.004532928117031987,9662.879198778804,9673.320050210334,9693.632794055571,-0.12919877880449349,-10.570050210333648,-30.88279405557114,16.25,12.321428571428571,12.415,1290.45,1213.2,1.176333837033593,1.251236399604352,16.25,-2.5,2.5,0.15384615384615385,5.5,8.25,-0.0029494709063154767,-0.0013195001422990904,-0.0009314118651522207,-0.0024837649737393663,2020-06-11,5,0,0,0,0,1,0,0,0,false,false,false,false,true,false,false,false,2020-06-11,12,46,3,766,true,false,false,false,true,false,0.3384615384615385,0.5076923076923077,bear,12.8375,5.5375,1.2658227848101264,0.4514672686230249,false,false,false,false,false,,,,,,,false,false,9666.75,9652.0,9653.25,9665.25,12.0,0.8135593220338984,true,false,true,false,10155.5,10017.75,10088.25,9971.25,9876.0,9981.0,9888.0,93.0,95.25,137.75,false,true,false,false,false,false,false,true,-492.75,-355.0,-308.5,-213.25,-318.25,-225.25,-28.5,-12.75,-9.0,-24.0,-29.25,9690.0,9617.25,9690.0,9590.25,27.25,45.5,27.25,72.5,2020-06-11,false,false,true,10045.75,10095.5,9643.0,10155.5,9958.5,10046.0,10057.0,197.0,10095.5,9982.0,10016.5,9895.75,10045.75,9870.399740832243,-383.0,-492.75,-295.75,-394.25,-432.75,-319.25,-353.75,-233.0,-383.0,-207.64974083224297,false,true,false,true,-1.501269035532995,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,false,false,false,false,false,false,false,false,true,true,false,true,true,9675.0,9643.0,9669.0,true,false,true
2020-06-11T16:58:00.000000,2020-06-11T16:59:00.000000,2020,9654.0,9660.75,9640.5,6.75,-6.75,2,stop,0.8529411764705882,1.3572854291417165,0.5217391304347826,0.0,-502.0,-163.00910632074738,16,59,0,853403,2020-06-11T22:59:00.000000,NQM0,9654.0,9658.75,9653.75,9655.5,112,2020-06-11,22,59,4,9816.486413857325,-160.9864138573248,0.00020717874346098952,0.001374160595296825,0.002621946470756198,9648.276548287044,9641.367992732832,9631.22774879786,7.223451712956376,14.132007267167864,24.27225120213916,5.25,6.75,7.02,88.4,78.46,1.2669683257918551,1.4274789701758859,5.0,1.5,1.5,0.3,3.25,0.25,-0.000207135829320082,-0.0011133550825953575,-0.0009580032106053515,0.002330278079850867,2020-06-11,5,0,0,0,0,1,0,0,0,false,false,false,false,true,false,false,false,2020-06-11,16,59,3,1019,false,false,false,false,false,false,0.65,0.05,bull,6.325,2.875,0.7905138339920948,0.5217391304347826,false,false,false,true,false,9652.0,9653.75,,,1.75,,false,false,9656.25,9650.5,9650.5,9653.5,3.0,0.5217391304347826,true,false,true,false,10155.5,10017.75,10088.25,9971.25,9876.0,9981.0,9888.0,93.0,95.25,137.75,false,true,false,false,false,false,false,true,-500.0,-362.25,-315.75,-220.5,-325.5,-232.5,-2.0,-10.75,-9.25,22.5,-11.25,9662.5,9631.75,9696.25,9631.75,7.0,23.75,40.75,23.75,2020-06-11,false,false,false,10045.75,10095.5,9584.5,10155.5,9958.5,10046.0,10057.0,197.0,10095.5,9982.0,10016.5,9895.75,10045.75,9816.486413857325,-390.25,-500.0,-303.0,-401.5,-440.0,-326.5,-361.0,-240.25,-390.25,-160.9864138573248,false,true,false,true,-1.5380710659898478,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,false,false,false,false,false,false,false,false,true,true,true,false,true,9658.75,9638.25,9643.25,true,false,true
2020-06-11T17:22:00.000000,2020-06-11T17:23:00.000000,2020,9640.75,9646.5,9629.25,5.75,-5.75,3,stop,0.5526315789473685,1.4100185528756957,0.7777777777777778,0.0,-453.5,-174.01414811998438,17,23,0,853427,2020-06-11T23:23:00.000000,NQM0,9640.75,9644.5,9637.75,9642.75,44,2020-06-11,23,23,4,9816.004582145475,-173.25458214547507,0.0000777846919726155,0.0003112113903369629,-0.0007512953367875275,9641.825260007938,9643.364967760293,9639.897863325476,0.9247399920623138,-0.6149677602934389,2.852136674524445,6.75,6.928571428571429,6.59,77.15,86.36,0.5703175631885936,0.5094951366373321,6.75,2.0,2.0,0.2962962962962963,1.75,3.0,0.0008037126338440448,0.002748178683466884,0.005055611729019249,0.0030333670374114163,2020-06-11,5,0,0,0,0,1,0,0,0,false,false,false,false,true,false,false,false,2020-06-11,17,23,3,1043,false,false,false,false,false,false,0.25925925925925924,0.4444444444444444,bull,6.5,3.2875,1.0384615384615385,0.6083650190114068,false,false,false,false,false,,,,,,,false,false,9643.0,9638.5,9638.5,9642.0,3.5,0.7777777777777778,true,true,true,true,10155.5,10017.75,10088.25,9971.25,9876.0,9981.0,9888.0,93.0,95.25,137.75,false,true,false,false,false,false,false,true,-512.75,-375.0,-328.5,-233.25,-338.25,-245.25,7.75,26.5,48.75,29.25,12.0,9696.0,9637.75,9696.25,9636.0,53.25,5.0,53.5,6.75,2020-06-12,true,false,false,9656.25,9662.5,9631.75,10095.5,9584.5,9655.5,9840.0,511.0,9740.75,9603.0,9799.5,9663.75,9656.25,9816.004582145475,-13.5,-452.75,58.25,-197.25,-98.0,39.75,-156.75,-21.0,-13.5,-173.25458214547507,false,true,false,true,0.11399217221135029,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,false,false,false,false,false,false,false,false,true,true,true,false,true,9653.0,9631.75,9653.0,true,false,true
2020-06-12T08:40:00.000000,2020-06-12T08:41:00.000000,2020,9718.0,9738.25,9677.5,20.25,-20.25,4,stop,0.21794871794871795,1.4233576642335768,0.8372093023255814,0.13953488372093023,-377.75,-33.294714286514136,8,41,0,854345,2020-06-12T14:41:00.000000,NQU0,9718.0,9722.0,9709.25,9720.25,908,2020-06-12,14,41,5,9750.888966250954,-30.638966250953672,0.0002572611972935235,-0.0018227562127747232,-0.005372080530045231,9731.68651555874,9747.08751533983,9768.353800610785,-11.436515558740211,-26.837515339830134,-48.103800610784674,12.75,14.321428571428571,14.8,891.3,866.16,1.018736676764277,1.04830516301838,12.75,2.25,2.25,0.17647058823529413,1.75,8.75,0.001285975154960095,-0.00619840024690721,-0.008950387078521693,-0.003883644967979216,2020-06-12,2,1,0,0,0,0,0,0,0,true,false,false,false,false,false,false,false,2020-06-12,8,41,4,521,true,true,false,true,false,false,0.13725490196078433,0.6862745098039216,bull,13.125,7.475,0.9714285714285714,0.3010033444816054,false,false,false,false,false,,,,,,,false,false,9718.0,9707.25,9708.75,9717.75,9.0,0.8372093023255814,true,false,false,false,9981.0,9584.5,9621.0,9849.25,9750.75,9757.25,9630.5,126.75,98.5,396.5,false,false,false,false,false,false,false,false,-260.75,135.75,-129.0,-30.5,-37.0,89.75,12.5,-60.25,-87.0,-37.75,-52.5,9747.75,9596.0,9747.75,9568.0,27.5,124.25,27.5,152.25,2020-06-12,false,false,true,9656.25,9849.25,9603.0,10095.5,9584.5,9655.5,9840.0,511.0,9740.75,9603.0,9799.5,9663.75,9656.25,9750.888966250954,64.0,-375.25,135.75,-119.75,-20.5,117.25,-79.25,56.5,64.0,-30.638966250953672,true,false,false,true,0.2656555772994129,false,true,false,false,false,false,false,false,false,true,false,true,false,false,false,true,false,false,true,3,false,false,false,false,false,false,false,false,true,true,true,false,true,9757.0,9707.25,9750.75,false,true,true
2020-06-12T08:46:00.000000,2020-06-12T08:47:00.000000,2020,9745.75,9749.75,9737.75,4.0,8.0,1,target,0.6132075471698113,1.944954128440367,0.6857142857142857,0.0,-362.75,-17.567815009902915,8,47,0,854351,2020-06-12T14:47:00.000000,NQM0,9745.75,9747.75,9726.25,9731.25,1465,2020-06-12,14,47,5,9750.167011720121,-18.91701172012108,-0.00015411882561455759,0.0015695759571840995,-0.002383515300630523,9729.28532593463,9738.268353389369,9759.545829770312,1.9646740653697634,-7.018353389368713,-28.295829770311684,21.5,14.696428571428571,14.51,954.1,901.08,1.535478461377214,1.6258267856350157,21.5,-14.5,14.5,0.6744186046511628,2.0,5.0,-0.004367373153500331,-0.01194605009633909,-0.013179190751445136,-0.0029543994861913614,2020-06-12,2,1,0,0,0,0,0,0,0,true,false,false,false,false,false,false,false,2020-06-12,8,47,4,527,true,true,false,true,false,false,0.09302325581395349,0.23255813953488372,bear,13.4375,7.3125,1.6,1.982905982905983,true,false,true,false,false,,,,,,,false,false,9735.5,9726.75,9726.75,9732.75,6.0,0.6857142857142857,true,true,true,true,9981.0,9584.5,9621.0,9849.25,9750.75,9757.25,9630.5,126.75,98.5,396.5,false,false,false,false,false,false,false,false,-249.75,146.75,-118.0,-19.5,-26.0,100.75,-42.5,-116.25,-128.25,-28.75,-108.0,9747.75,9596.0,9747.75,9568.0,16.5,135.25,16.5,163.25,2020-06-12,false,false,true,9656.25,9849.25,9603.0,10095.5,9584.5,9655.5,9840.0,511.0,9740.75,9603.0,9799.5,9663.75,9656.25,9750.167011720121,75.0,-364.25,146.75,-108.75,-9.5,128.25,-68.25,67.5,75.0,-18.91701172012108,true,false,false,true,0.2871819960861057,false,true,false,false,false,false,false,false,false,true,true,true,false,false,false,false,false,false,true,2,false,false,false,false,false,false,false,false,true,true,false,true,true,9747.75,9702.5,9725.25,true,true,true
2020-06-12T10:44:00.000000,2020-06-12T10:45:00.000000,2020,9651.25,9669.75,9614.25,18.5,-18.5,14,stop,0.36486486486486486,1.2627986348122866,0.46808510638297873,0.14893617021276595,-445.25,-64.10410969171062,10,45,0,854469,2020-06-12T16:45:00.000000,NQM0,9651.25,9655.5,9634.5,9636.75,845,2020-06-12,16,45,5,9714.1362871616,-77.3862871616002,-0.0013989274889251169,-0.002406832298136652,-0.001579983423124709,9650.730582227878,9658.733876763854,9672.197352903962,-13.980582227877676,-21.983876763853914,-35.44735290396238,21.0,15.535714285714286,15.53,682.75,697.04,1.2376418894177956,1.2122690232985196,21.0,-14.5,14.5,0.6904761904761905,4.25,2.25,0.0003372506291021704,0.0012711754481542492,-0.002464523828054066,-0.010325057721742303,2020-06-12,2,1,0,0,0,0,0,0,0,true,false,false,false,false,false,false,false,2020-06-12,10,45,4,645,true,false,false,true,false,false,0.20238095238095238,0.10714285714285714,bear,14.9625,8.7375,1.4035087719298245,1.6595135908440628,false,false,false,false,false,,,,,,,false,false,9660.25,9648.5,9655.75,9650.25,-5.5,0.46808510638297873,false,true,false,false,9981.0,9584.5,9621.0,9849.25,9750.75,9757.25,9630.5,126.75,98.5,396.5,false,false,false,false,false,false,false,false,-344.25,52.25,-212.5,-114.0,-120.5,6.25,3.25,12.25,-23.75,-99.5,-78.5,9679.5,9599.5,9679.5,9536.5,42.75,37.25,42.75,100.25,2020-06-12,false,false,true,9656.25,9849.25,9568.0,10095.5,9584.5,9655.5,9840.0,511.0,9740.75,9603.0,9799.5,9663.75,9656.25,9714.1362871616,-19.5,-458.75,52.25,-203.25,-104.0,33.75,-162.75,-27.0,-19.5,-77.3862871616002,false,true,false,true,0.1022504892367906,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,1,false,false,false,true,true,true,false,false,true,true,false,true,true,9669.75,9629.5,9645.5,false,true,true
