signal_time,entry_time,trade_date,year,month,day_of_week,hour,minute,side,entry_price,stop_price,target_price,risk_points,result_points,result_rr,exit_reason,bars_held,fill_bars,mfe_points,mae_points,lower_wick_pct,body_pct,range_expansion_20,rel_vol_20,atr_14,atr_50,dist_vwap,dist_vwap_day,dist_ema_20,dist_ema_50,dist_dol,dist_pdh,dist_pdl,dist_or_high_30m,dist_or_low_30m,or_range_30m,premarket_range,prior_day_range,liquidity_sweep_reclaim_count_last_30m,has_high_impact_usd_event,has_cpi,has_fomc,has_nfp,has_ppi,has_pmi_ism,has_jobs,has_fed_speech,idx,ts_event,symbol,open,high,low,close,volume,trade_date_utc,hour_utc,minute_utc,weekday,vwap_day,dist_vwap_day_right,return_1m,return_5m,return_15m,ema_9,ema_20,ema_50,dist_ema_9,dist_ema_20_right,dist_ema_50_right,true_range,atr_14_right,atr_50_right,vol_avg_20,vol_avg_50,rel_vol_20_right,rel_vol_50,bar_range,body,body_abs,body_pct_right,upper_wick,lower_wick,fwd_return_5m,fwd_return_15m,fwd_return_30m,fwd_return_60m,event_date_utc,usd_event_count,high_impact_event_count,cpi_event_count,fomc_event_count,nfp_event_count,ppi_event_count,pmi_ism_event_count,jobs_event_count,fed_speech_event_count,has_high_impact_usd_event_right,has_cpi_right,has_fomc_right,has_nfp_right,has_ppi_right,has_pmi_ism_right,has_jobs_right,has_fed_speech_right,trade_date_ct,hour_ct,minute_ct,weekday_ct,minute_of_day_ct,is_rth,is_opening_30m,is_premarket_window,is_morning_trade_window,is_lunch_window,is_pm_window,upper_wick_pct,lower_wick_pct_right,candle_direction,avg_range_20,avg_body_20,range_expansion_20_right,body_expansion_20,is_displacement_candle,bull_displacement,bear_displacement,bull_fvg,bear_fvg,bull_fvg_low,bull_fvg_high,bear_fvg_low,bear_fvg_high,bull_fvg_size,bear_fvg_size,bull_fvg_min_2pt,bear_fvg_min_2pt,prior_high,prior_low,prior_open,prior_close,prior_body,prior_body_pct,swept_prior_bar_high,swept_prior_bar_low,prior_high_sweep_close_back_below,prior_low_sweep_close_back_above,prior_rth_high,prior_rth_low,prior_rth_close,premarket_high,premarket_low,or_high_30m,or_low_30m,or_range_30m_right,premarket_range_right,prior_day_range_right,swept_prior_rth_high,swept_prior_rth_low,pdh_sweep_close_back_below,pdl_sweep_close_back_above,pmh_sweep_close_back_below,pml_sweep_close_back_above,above_or_high,below_or_low,dist_prior_rth_high,dist_prior_rth_low,dist_premarket_high,dist_premarket_low,dist_or_high_30m_right,dist_or_low_30m_right,fwd_points_5m,fwd_points_15m,fwd_points_30m,fwd_points_60m,fwd_points_120m,future_high_30m,future_low_30m,future_high_60m,future_low_60m,mfe_30m,mae_30m,mfe_60m,mae_60m,ict_session_date,is_asia_session,is_london_session,is_ny_rth_session,dol,session_high_so_far,session_low_so_far,pdh,pdl,pdc,prior_session_mid,prior_session_range,asia_high,asia_low,london_high,london_low,ny_open,vwap,dist_dol_right,dist_pdh_right,dist_pdl_right,dist_prior_session_mid,dist_asia_high,dist_asia_low,dist_london_high,dist_london_low,dist_ny_open,dist_vwap_right,above_dol,below_dol,above_vwap,below_vwap,prior_range_position,premium_vs_prior_range,discount_vs_prior_range,pdh_sweep_reclaim_now,pdh_sweep_reclaim_last_30m,pdl_sweep_reclaim_now,pdl_sweep_reclaim_last_30m,pmh_sweep_reclaim_now,pmh_sweep_reclaim_last_30m,pml_sweep_reclaim_now,pml_sweep_reclaim_last_30m,asia_high_sweep_reclaim_now,asia_high_sweep_reclaim_last_30m,asia_low_sweep_reclaim_now,asia_low_sweep_reclaim_last_30m,london_high_sweep_reclaim_now,london_high_sweep_reclaim_last_30m,london_low_sweep_reclaim_now,london_low_sweep_reclaim_last_30m,any_liquidity_sweep_reclaim_last_30m,liquidity_sweep_reclaim_count_last_30m_right,dol_cross_now,bull_dol_reclaim_now,bear_dol_reclaim_now,dol_cross_last_10m,bull_dol_reclaim_last_10m,bear_dol_reclaim_last_10m,inside_bull_fvg_current_bar,inside_bear_fvg_current_bar,recent_bull_fvg_last_120m,recent_bear_fvg_last_120m,bull_ifvg_proxy_fast,bear_ifvg_proxy_fast,any_ifvg_proxy_fast,prior_10m_high,prior_10m_low,prior_10m_open,bull_v_reversal_proxy,bear_v_reversal_proxy,any_v_reversal_proxy
2024-02-16T08:32:00.000000,2024-02-16T08:33:00.000000,2024-02-16,2024,2024-02,5,8,33,short,17903.94,17911.25,17889.31,7.31,14.62,2.0,target,1,1,17.19,-1.06,0.023529411764705882,0.9764705882352941,2.2606382978723403,3.3875030470463963,10.821428571428571,8.705,-66.45926457668247,-66.45926457668247,-36.550607220044185,-46.601600004636566,-63.5,-79.75,108.0,-41.5,134.5,176.0,106.75,152.5,2,true,false,true,false,false,false,false,false,2154167,2024-02-16T14:33:00.000000,NQH4,17888.75,17905.0,17886.75,17904.0,2969,2024-02-16,14,33,5,17953.901014198782,-49.90101419878192,0.0008664784638174883,-0.00140831323117252,-0.00163104847141482,17914.192125485162,17923.045787484803,17933.88192941622,-10.19212548516225,-19.04578748480344,-29.881929416220373,18.25,11.553571428571429,8.92,1356.95,971.04,2.1879951361509264,3.0575465480309774,18.25,15.25,15.25,0.8356164383561644,1.0,2.0,0.00011170688114381377,-0.0017873100983020196,-0.008601429848078657,-0.009076184092940087,2024-02-16,4,1,0,3,0,0,0,0,0,true,false,true,false,false,false,false,false,2024-02-16,8,33,4,513,true,true,false,true,false,false,0.0547945205479452,0.1095890410958904,bull,10.025,5.7375,1.8204488778054861,2.657952069716776,true,true,false,false,false,,,,,,,false,false,17909.25,17888.0,17909.25,17888.5,-20.75,0.9764705882352941,false,true,false,true,17933.0,17780.5,17919.0,18009.75,17903.0,17930.0,17754.0,176.0,106.75,152.5,false,false,false,false,false,true,false,false,-29.0,123.5,-105.75,1.0,-26.0,150.0,2.0,-32.0,-154.0,-162.5,-40.5,17924.25,17717.0,17924.25,17717.0,20.25,187.0,20.25,187.0,2024-02-16,false,false,true,17952.0,18026.0,17886.75,17968.25,17780.5,17955.0,17874.375,187.75,17959.0,17911.25,18026.0,17932.0,17952.0,17953.901014198782,-48.0,-64.25,123.5,29.625,-55.0,-7.25,-122.0,-28.0,-48.0,-49.90101419878192,false,true,false,true,0.6577896138482024,true,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,true,true,2,false,false,false,false,false,false,false,false,true,true,true,false,true,17936.25,17886.75,17927.25,true,true,true
2024-02-23T10:13:00.000000,2024-02-23T10:14:00.000000,2024-02-23,2024,2024-02,5,10,14,short,17967.0,17975.75,17949.5,8.75,17.5,2.0,target,1,1,21.0,-5.25,0.046296296296296294,0.8796296296296297,1.7880794701986755,1.3393216532847487,15.803571428571429,14.18,-113.65582979240207,-113.65582979240207,-40.46006939748986,-71.67585608152876,-75.25,-139.0,272.0,-196.75,-112.75,84.0,81.25,223.0,3,false,false,true,false,false,false,false,false,2160928,2024-02-23T16:14:00.000000,NQH4,17947.5,17972.25,17946.0,17966.75,2877,2024-02-23,16,14,5,18060.85360604538,-94.10360604538073,0.0010446846445286706,-0.000013914398619641055,-0.0028167059802969296,17969.890702378492,17986.392443740588,18017.600332313625,-3.1407023784922785,-19.642443740587623,-50.850332313624676,26.25,16.089285714285715,14.355,2447.2,2109.48,1.1756292906178492,1.3638432220262813,26.25,19.25,19.25,0.7333333333333333,5.5,1.5,0.0004313523592192059,0.0022263347572599734,0.002490712009684648,0.004508327883451457,2024-02-23,1,0,0,1,0,0,0,0,0,false,false,true,false,false,false,false,false,2024-02-23,10,14,4,614,true,false,false,true,false,false,0.20952380952380953,0.05714285714285714,bull,15.9125,8.0,1.6496465043205029,2.40625,true,true,false,false,false,,,,,,,false,false,17973.75,17946.75,17971.75,17948.0,-23.75,0.8796296296296297,false,true,false,true,18087.0,17864.0,18035.25,18113.0,18031.75,18144.75,18060.75,84.0,81.25,223.0,false,false,false,false,false,false,false,true,-120.25,102.75,-146.25,-65.0,-178.0,-94.0,7.75,40.0,44.75,81.0,80.75,18019.25,17946.0,18064.25,17946.0,52.5,20.75,97.5,20.75,2024-02-23,false,false,true,18023.25,18144.75,17946.0,18087.0,17676.0,18023.5,17881.5,411.0,18054.75,18015.5,18065.25,17999.25,18023.25,18060.85360604538,-56.5,-120.25,290.75,85.25,-88.0,-48.75,-98.5,-32.5,-56.5,-94.10360604538073,false,true,false,true,0.7074209245742092,true,false,false,false,false,false,false,false,false,true,false,true,false,true,false,false,false,false,true,3,false,false,false,false,false,false,false,false,true,true,true,false,true,17982.0,17946.0,17964.5,true,false,true
2025-01-02T08:39:00.000000,2025-01-02T08:40:00.000000,2025-01-02,2025,2025-01,4,8,40,short,21202.06,21213.75,21178.69,11.69,23.38,2.0,target,1,1,35.56,-6.69,0.08387096774193549,0.7483870967741936,1.5523284927391088,1.4741771105908277,31.178571428571427,18.94,-169.35020829871064,-169.35020829871064,-114.41256044607144,-167.08021901621032,-92.75,-348.5,-5.75,-232.75,9.75,242.5,131.5,306.5,2,true,false,false,false,false,true,true,false,2463908,2025-01-02T14:40:00.000000,NQH5,21177.25,21208.75,21166.5,21192.5,2822,2025-01-02,14,40,4,21343.163810896007,-150.6638108960069,0.0007673691045393394,-0.0015547336929636613,-0.007655928076418794,21233.391271130975,21281.313745165495,21337.415308466556,-40.89127113097493,-88.81374516549477,-144.91530846655587,42.25,33.107142857142854,19.335,1935.55,1088.28,1.4579835188964378,2.593082662550079,42.25,15.25,15.25,0.3609467455621302,16.25,10.75,0.0014391883921198723,0.009283944791789622,0.011147811725846335,0.0032558688215169607,2025-01-02,5,1,0,0,0,0,2,1,0,true,false,false,false,false,true,true,false,2025-01-02,8,40,3,520,true,true,false,true,false,false,0.38461538461538464,0.25443786982248523,bull,26.3375,12.7,1.6041765543426674,1.2007874015748032,false,false,false,false,false,,,,,,,false,false,21211.75,21173.0,21205.25,21176.25,-29.0,0.7483870967741936,false,true,false,true,21488.5,21182.0,21229.25,21466.5,21335.0,21409.0,21166.5,242.5,131.5,306.5,false,true,false,true,false,false,false,false,-296.0,10.5,-274.0,-142.5,-216.5,26.0,30.5,196.75,236.25,69.0,125.25,21444.0,21166.5,21444.0,21166.5,251.5,26.0,251.5,26.0,2025-01-02,false,false,true,21269.0,21490.5,21121.75,21524.75,21182.0,21234.25,21353.375,342.75,21376.5,21121.75,21490.5,21318.0,21269.0,21343.163810896007,-76.5,-332.25,10.5,-160.875,-184.0,70.75,-298.0,-125.5,-76.5,-150.6638108960069,false,true,false,true,0.030634573304157548,false,true,false,false,true,true,false,false,false,true,false,true,false,false,false,false,false,false,true,3,false,false,false,true,false,true,false,false,true,true,true,false,true,21373.0,21166.5,21341.25,false,true,true
2025-02-07T10:46:00.000000,2025-02-07T10:47:00.000000,2025-02-07,2025,2025-02,5,10,47,short,21651.5,21663.25,21628.0,11.75,23.5,2.0,target,1,1,28.5,-0.5,0.07051282051282051,0.8141025641025641,1.808695652173913,1.8376886435471662,21.75,25.67,-162.775895999559,-162.775895999559,-36.401234184646455,-58.73894834728344,-192.75,-257.25,-80.75,-343.0,-244.75,98.25,139.75,170.75,1,false,false,true,false,false,false,false,false,2499224,2025-02-07T16:47:00.000000,NQH5,21625.25,21652.0,21623.0,21646.5,1971,2025-02-07,16,47,5,21786.975181735575,-140.47518173557546,0.0009942196531791403,-0.0006809394656356327,-0.0005079071915040645,21651.049994979552,21659.982069024205,21682.278597431705,-4.549994979552139,-13.482069024204975,-35.77859743170484,29.0,22.232142857142858,25.805,1155.0,1567.28,1.7064935064935065,1.2575927721913123,29.0,21.25,21.25,0.7327586206896551,5.5,2.25,-0.0016168895664425698,-0.0012935116531540558,-0.0008661908391657258,0.0010047813734321842,2025-02-07,6,0,0,3,0,0,0,0,0,false,false,true,false,false,false,false,false,2025-02-07,10,47,4,647,true,false,false,true,false,false,0.1896551724137931,0.07758620689655173,bull,21.95,10.1125,1.3211845102505695,2.1013597033374536,false,false,false,false,false,,,,,,,false,false,21661.25,21622.25,21656.75,21625.0,-31.75,0.8141025641025641,false,false,false,false,21882.25,21711.5,21851.75,21930.0,21790.25,21968.0,21869.75,98.25,139.75,170.75,false,true,false,false,false,false,false,true,-235.75,-65.0,-283.5,-143.75,-321.5,-223.25,-35.0,-28.0,-18.75,21.75,8.25,21675.0,21585.0,21675.0,21585.0,28.5,61.5,28.5,61.5,2025-02-07,false,false,true,21817.75,21968.0,21613.0,21882.25,21705.75,21845.25,21794.0,176.5,21899.25,21807.5,21881.75,21826.25,21817.75,21786.975181735575,-171.25,-235.75,-59.25,-147.5,-252.75,-161.0,-235.25,-179.75,-171.25,-140.47518173557546,false,true,false,true,-0.3356940509915014,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,1,false,false,false,false,false,false,false,false,true,true,true,false,true,21684.75,21622.25,21659.5,true,true,true
2025-02-25T08:31:00.000000,2025-02-25T08:32:00.000000,2025-02-25,2025,2025-02,2,8,32,short,21363.56,21376.0,21338.69,12.44,24.88,2.0,target,1,1,28.31,-0.19,0.08383233532934131,0.874251497005988,3.336663336663337,4.750949538795442,14.892857142857142,10.795,-50.949847509320534,-50.949847509320534,-47.82438924977032,-60.45872051569677,-106.75,-477.25,-71.75,-61.75,125.0,186.75,95.0,393.0,2,true,false,true,false,false,false,false,false,2515407,2025-02-25T14:32:00.000000,NQH5,21336.25,21363.75,21335.25,21350.25,3686,2025-02-25,14,32,2,21385.79379404525,-35.54379404525025,0.0006796105128716867,-0.00040966337375347717,-0.0024063452755032078,21367.832851811472,21380.40063789265,21394.406417750375,-17.58285181147221,-30.150637892649684,-44.15641775037511,28.5,16.571428571428573,11.2,1098.45,613.42,3.355637489189312,6.008933520263441,28.5,14.0,14.0,0.49122807017543857,13.5,1.0,0.0000702567885622063,-0.002962494584372588,-0.006791489561012165,-0.013910844135314626,2025-02-25,6,1,0,3,0,0,0,0,0,true,false,true,false,false,false,false,false,2025-02-25,8,32,1,512,true,true,false,true,false,false,0.47368421052631576,0.03508771929824561,bull,13.5875,8.2375,2.097516099356026,1.699544764795144,false,false,false,false,true,,,21363.75,21369.75,,6.0,false,true,21374.0,21332.25,21372.25,21335.75,-36.5,0.874251497005988,false,false,false,false,21801.75,21408.75,21421.0,21451.75,21356.75,21397.5,21210.75,186.75,95.0,393.0,false,true,false,false,false,false,false,false,-451.5,-58.5,-101.5,-6.5,-47.25,139.5,1.5,-63.25,-145.0,-297.0,-348.5,21397.5,21186.0,21397.5,21028.25,47.25,164.25,47.25,322.0,2025-02-25,false,false,true,21442.5,21675.0,21286.0,21813.0,21407.5,21427.25,21610.25,405.5,21675.0,21366.5,21449.75,21286.0,21442.5,21385.79379404525,-92.25,-462.75,-57.25,-260.0,-324.75,-16.25,-99.5,64.25,-92.25,-35.54379404525025,false,true,false,true,-0.14118372379778052,false,true,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,true,2,false,false,false,false,false,false,false,false,true,true,true,false,true,21402.0,21332.25,21402.0,true,false,true
2025-02-26T08:30:00.000000,2025-02-26T08:31:00.000000,2025-02-26,2025,2025-02,3,8,31,short,21228.75,21242.75,21200.75,14.0,28.0,2.0,target,1,1,36.5,-10.5,0.010416666666666666,0.9479166666666666,3.2764505119453924,5.731000731281993,16.303571428571427,11.645,-78.67814517554507,-78.67814517554507,-51.04200351150212,-69.37553095431213,-37.25,-481.75,203.25,-119.75,4.25,124.0,108.5,407.5,2,true,false,true,false,false,false,true,false,2516786,2025-02-26T14:31:00.000000,NQH5,21194.5,21239.25,21192.25,21238.25,4008,2025-02-26,14,31,3,21270.580952143322,-32.330952143322065,0.0021233175657344727,-0.0000353123970054936,-0.0002706646582564254,21234.01504872449,21243.716574605645,21261.669627779633,4.234951275509957,-5.466574605645292,-23.41962777963272,47.0,18.178571428571427,12.335,1070.45,639.68,3.744219720678219,6.265632816408204,47.0,43.75,43.75,0.9308510638297872,1.0,2.25,-0.001130036608477658,-0.00025896672277614385,0.0024248702223581553,0.003354796181417985,2025-02-26,10,2,0,3,0,0,0,1,0,true,false,true,false,false,false,true,false,2025-02-26,8,31,2,511,true,true,false,true,false,false,0.02127659574468085,0.047872340425531915,bull,16.5875,11.1,2.8334589299171067,3.9414414414414414,true,true,false,false,false,,,,,,,false,false,21240.75,21192.75,21238.75,21193.25,-45.5,0.9479166666666666,false,true,false,true,21397.5,20990.0,21164.0,21332.5,21224.0,21313.0,21189.0,124.0,108.5,407.5,false,false,false,false,false,true,false,false,-159.25,248.25,-94.25,14.25,-74.75,49.25,-24.0,-5.5,51.5,71.25,120.75,21313.0,21189.0,21373.0,21189.0,74.75,49.25,134.75,49.25,2025-02-26,false,false,true,21230.5,21332.5,21192.25,21675.0,20990.0,21196.0,21332.5,685.0,21280.5,21200.0,21329.25,21259.5,21230.5,21270.580952143322,7.75,-436.75,248.25,-94.25,-42.25,38.25,-91.0,-21.25,7.75,-32.330952143322065,true,false,false,true,0.3624087591240876,false,true,false,false,false,false,false,false,true,true,false,true,true,true,false,false,false,true,true,4,true,true,false,true,true,true,false,false,true,true,true,false,true,21261.0,21192.25,21255.75,true,true,true
2025-07-23T08:34:00.000000,2025-07-23T08:35:00.000000,2025-07-23,2025,2025-07,3,8,35,short,23163.06,23169.25,23150.69,6.19,12.38,2.0,target,1,1,12.56,-4.19,0.04477611940298507,0.9552238805970149,1.5005599104143337,1.4039758608448705,9.964285714285714,13.94,-61.96891530054563,-61.96891530054563,-23.87409459229093,-31.934437797659484,-31.25,-215.75,43.25,-52.25,0.75,53.0,128.0,98.25,1,false,false,false,false,false,false,false,false,2659419,2025-07-23T14:35:00.000000,NQU5,23151.25,23167.25,23150.5,23166.0,1446,2025-07-23,14,35,3,23212.848733504656,-46.848733504655684,0.0006371146266399563,-0.0007548471973601867,-0.0004638268954879621,23171.107712215144,23174.25513320255,23182.510538276183,-5.1077122151436924,-8.255133202550496,-16.51053827618307,16.75,10.482142857142858,13.61,1103.4,1397.82,1.310494834148994,1.0344679572477145,16.75,14.75,14.75,0.8805970149253731,1.25,0.75,-0.00012950012950008194,0.0007877924544590353,0.0008417508417508657,0.0018993352326686086,2025-07-23,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,2025-07-23,8,35,2,515,true,true,false,true,false,false,0.07462686567164178,0.04477611940298507,bull,10.7,6.3125,1.5654205607476637,2.3366336633663365,true,true,false,false,false,,,,,,,false,false,23167.25,23150.5,23167.25,23151.25,-16.0,0.9552238805970149,false,false,false,false,23257.75,23159.5,23199.0,23274.75,23146.75,23203.5,23150.5,53.0,128.0,98.25,false,true,false,true,false,false,false,false,-91.75,6.5,-108.75,19.25,-37.5,15.5,-3.0,18.25,19.5,44.0,43.75,23217.75,23150.5,23217.75,23150.5,51.75,15.5,51.75,15.5,2025-07-23,false,false,true,23182.5,23283.75,23146.75,23367.0,23108.0,23182.0,23237.5,259.0,23268.0,23181.0,23283.75,23230.25,23182.5,23212.848733504656,-16.5,-201.0,58.0,-71.5,-102.0,-15.0,-117.75,-64.25,-16.5,-46.848733504655684,false,true,false,true,0.22393822393822393,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,1,false,false,false,true,true,true,false,false,true,true,true,false,true,23194.75,23150.5,23186.0,true,true,true
2025-08-14T10:14:00.000000,2025-08-14T10:15:00.000000,2025-08-14,2025,2025-08,4,10,15,short,23879.75,23886.75,23865.75,7.0,14.0,2.0,target,1,1,15.0,-2.25,0.1125,0.7,1.7278617710583155,1.109744699690098,12.303571428571429,12.985,-45.4737406263157,-45.4737406263157,-32.04446343619202,-41.5663686219923,-81.75,-201.5,-19.0,-140.75,-73.5,67.25,143.75,87.25,2,false,false,false,false,false,false,false,false,2681597,2025-08-14T16:15:00.000000,NQU5,23867.0,23882.0,23864.75,23875.75,1323,2025-08-14,16,15,4,23912.305292445308,-36.555292445307714,0.00036661499141077414,-0.0007219687774662198,-0.0021419317089480527,23884.95063213345,23896.825943108935,23907.279452205443,-9.20063213344838,-21.075943108935462,-31.529452205442794,17.25,12.767857142857142,12.715,1033.55,1145.56,1.280054182187606,1.1548936764551836,17.25,8.75,8.75,0.5072463768115942,6.25,2.25,0.00008376700208367893,0.0007329612682323017,0.0012669759065160324,0.003507743212255221,2025-08-14,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,2025-08-14,10,15,3,615,true,false,false,true,false,false,0.36231884057971014,0.13043478260869565,bull,11.8125,5.9,1.4603174603174602,1.483050847457627,false,false,false,false,false,,,,,,,false,false,23884.75,23864.75,23881.0,23867.0,-14.0,0.7,false,false,false,false,23973.25,23886.0,23927.75,23960.25,23816.5,24007.75,23940.5,67.25,143.75,87.25,false,true,false,false,false,false,false,true,-97.5,-10.25,-84.5,59.25,-132.0,-64.75,2.0,17.5,30.25,83.75,32.5,23918.25,23864.75,23962.0,23864.75,42.5,11.0,86.25,11.0,2025-08-14,false,false,true,23948.75,24007.75,23793.25,24068.5,23886.0,23949.0,23977.25,182.5,23964.25,23897.75,23966.75,23793.25,23948.75,23912.305292445308,-73.0,-192.75,-10.25,-101.5,-88.5,-22.0,-91.0,82.5,-73.0,-36.555292445307714,false,true,false,true,-0.056164383561643834,false,true,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,true,2,false,false,false,false,false,false,false,false,true,true,true,false,true,23912.5,23864.75,23910.5,false,true,true
2025-09-03T10:40:00.000000,2025-09-03T10:41:00.000000,2025-09-03,2025,2025-09,3,10,41,short,23415.56,23424.0,23398.69,8.44,16.88,2.0,target,1,1,17.81,-0.44,0.04854368932038835,0.9514563106796117,2.3303167420814477,5.126650790214333,9.464285714285714,10.895,-25.817315708249225,-25.817315708249225,-30.976090621508774,-34.29874412771096,56.0,-87.0,372.25,-127.75,-34.75,93.0,102.25,359.0,1,false,false,false,false,false,false,false,false,2700702,2025-09-03T16:41:00.000000,NQU5,23398.0,23416.0,23397.75,23413.25,1251,2025-09-03,16,41,3,23423.28111670633,-10.031116706330067,0.0006731488406881425,-0.0008854655628574015,-0.0012477338167857788,23421.006037927087,23427.025986752793,23431.071342397212,-7.7560379270871636,-13.77598675279296,-17.821342397211993,18.5,9.803571428571429,11.08,915.4,846.46,1.3666156871313087,1.4779198071970323,18.25,15.25,15.25,0.8356164383561644,2.75,0.25,0.00018152114721359247,-0.0001281325745037254,0.001644368039464883,-0.0008435394488163217,2025-09-03,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,2025-09-03,10,41,2,641,true,false,false,true,false,false,0.1506849315068493,0.0136986301369863,bull,11.3375,6.7125,1.609702315325248,2.271880819366853,true,true,false,false,true,,,23416.0,23421.25,,5.25,false,true,23422.0,23396.25,23422.0,23397.5,-24.5,0.9514563106796117,false,false,false,false,23386.0,23027.0,23379.5,23472.25,23370.0,23525.25,23432.25,93.0,102.25,359.0,true,false,false,false,false,false,false,true,27.25,386.25,-59.0,43.25,-112.0,-19.0,4.25,-3.0,38.5,-19.75,-82.5,23440.75,23391.5,23462.0,23391.5,27.5,21.75,48.75,21.75,2025-09-03,false,false,true,23341.5,23525.25,23298.25,23484.5,23025.25,23341.5,23254.875,459.25,23345.5,23298.25,23458.5,23309.5,23341.5,23423.28111670633,71.75,-71.25,388.0,158.375,67.75,115.0,-45.25,103.75,71.75,-10.031116706330067,true,false,false,true,0.8448557430593359,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,1,false,false,false,false,false,false,false,false,true,true,true,false,true,23438.75,23396.25,23435.0,true,true,true
2025-11-04T10:40:00.000000,2025-11-04T10:41:00.000000,2025-11-04,2025,2025-11,2,10,41,short,25780.38,25790.25,25760.62,9.88,19.75,2.0,target,1,1,24.62,-1.12,0.05555555555555555,0.8492063492063492,1.992094861660079,1.311795874273368,16.0,17.045,-38.87731181982599,-38.87731181982599,-13.147674471114442,-24.56383940051819,-346.0,-507.5,-254.25,-122.25,95.5,217.75,82.0,250.5,1,false,false,false,false,false,false,false,false,2761360,2025-11-04T16:41:00.000000,NQZ5,25758.5,25781.5,25755.75,25779.0,1016,2025-11-04,16,41,2,25797.327016321287,-18.327016321287374,0.0007958537958343559,-0.00008727272727271362,0.001233141403450766,25774.305140882017,25772.347895950057,25782.904473149516,4.69485911798256,6.652104049942864,-3.9044731495159795,25.75,16.892857142857142,17.045,964.35,1162.88,1.0535593923368072,0.8736929003852504,25.75,20.5,20.5,0.7961165048543689,2.5,2.75,-0.0008728034446642274,-0.0019007719461576755,-0.0029384382637029915,-0.004199154350440271,2025-11-04,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,2025-11-04,10,41,1,641,true,false,false,true,false,false,0.0970873786407767,0.10679611650485436,bull,16.0125,7.2125,1.6081186572989852,2.8422876949740035,true,true,false,false,true,,,25781.5,25784.0,,2.5,false,true,25788.25,25756.75,25785.25,25758.5,-26.75,0.8492063492063492,false,true,false,true,26266.0,26015.5,26103.5,25766.0,25684.0,25880.75,25663.0,217.75,82.0,250.5,false,true,false,false,false,false,false,false,-487.0,-236.5,13.0,95.0,-101.75,116.0,-22.5,-49.0,-75.75,-108.25,-156.75,25796.5,25701.25,25796.5,25642.25,17.5,77.75,17.5,136.75,2025-11-04,false,false,true,26104.5,26104.5,25645.0,26266.0,26012.75,26109.5,26139.375,253.25,26104.5,25807.0,25825.5,25645.0,26104.5,25797.327016321287,-325.5,-487.0,-233.75,-360.375,-325.5,-28.0,-46.5,134.0,-325.5,-18.327016321287374,false,true,false,true,-0.9230009871668312,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,1,false,false,false,false,false,false,false,false,true,true,true,false,true,25795.0,25752.0,25776.75,true,false,true
2025-12-04T08:34:00.000000,2025-12-04T08:35:00.000000,2025-12-04,2025,2025-12,4,8,35,short,25604.44,25621.25,25570.81,16.81,33.62,2.0,target,1,1,53.69,-9.81,0.10970464135021098,0.8818565400843882,3.4649122807017543,4.388793350530238,20.535714285714285,12.49,-85.4535655949112,-85.4535655949112,-104.38500498604117,-106.7324048954033,-83.75,-118.75,145.0,-146.5,26.25,172.75,114.25,255.25,4,false,false,false,false,false,false,false,false,2790482,2025-12-04T14:35:00.000000,NQZ5,25567.5,25614.25,25550.75,25608.25,4560,2025-12-04,14,35,4,25649.91201237502,-41.66201237502173,0.0016329963037569062,-0.002366667965249869,-0.0037347909392415612,25640.150827982852,25664.919766415944,25670.68407529166,-31.900827982852206,-56.66976641594374,-62.43407529166143,63.5,24.5,13.605,1603.7,903.52,2.84342458065723,5.04692757216221,63.5,40.75,40.75,0.6417322834645669,6.0,16.75,0.0011617349877481864,-0.00030263684554787673,-0.001435084396629982,-0.0004100241133228044,2025-12-04,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,2025-12-04,8,35,3,515,true,true,false,true,false,false,0.09448818897637795,0.2637795275590551,bull,19.8125,13.0125,3.2050473186119874,3.1316042267050914,false,false,false,false,true,,,25614.25,25615.5,,1.25,false,false,25619.25,25560.0,25618.75,25566.5,-52.25,0.8818565400843882,false,true,false,true,25685.25,25430.0,25658.0,25732.5,25618.25,25713.0,25540.25,172.75,114.25,255.25,false,false,false,false,false,false,false,false,-77.0,178.25,-124.25,-10.0,-104.75,68.0,29.75,-7.75,-36.75,-10.5,-25.25,25642.75,25540.25,25642.75,25520.5,34.5,68.0,34.5,87.75,2025-12-04,false,false,true,25650.25,25732.5,25550.75,25685.25,25421.5,25645.75,25553.375,263.75,25666.0,25613.25,25692.5,25603.25,25650.25,25649.91201237502,-42.0,-77.0,186.75,54.875,-57.75,-5.0,-84.25,5.0,-42.0,-41.66201237502173,false,true,false,true,0.7080568720379147,true,false,false,true,false,false,false,false,false,true,false,true,false,false,false,true,true,true,true,5,false,false,false,true,true,true,false,false,true,true,true,false,true,25713.0,25550.75,25691.25,true,true,true
