setup_family,direction,trade_date,year,month,hour_ct,minute_ct,signal_ts,entry_ts,vwap_aligned,directional_v_reversal,directional_displacement,has_liq_sweep,body_lt_60,rel_vol_ge_1_25,risk_le_20,body_pct,rel_vol_20,dist_vwap,atr_14,entry,stop,risk_points,mfe_points,mae_points,tp1_hit,tp2_hit,tp3_hit,scaleout_r,fixed_1R,fixed_1_5R,fixed_2R,ifvg_score,ifvg_grade,combo
ifvg_strict,long,2018-02-21,2018,2,10,28,2018-02-21T10:27:00.000000,2018-02-21T10:28:00.000000,true,true,false,true,true,false,true,0.5833333333333334,0.8830664725861233,30.957330194641145,3.2857142857142856,6852.0,6843.25,8.75,10.75,-2.25,true,false,false,0.333,1.0,-1.0,-1.0,8,A+,VWAP|VREV|LIQ|BODY_LT60|RISK20|
ifvg_strict,long,2018-02-28,2018,2,8,31,2018-02-28T08:30:00.000000,2018-02-28T08:31:00.000000,true,false,false,true,true,true,true,0.22727272727272727,5.346000770317114,23.510239472146168,2.4642857142857144,6947.875,6943.0,4.875,0.625,-6.875,false,false,false,-1.0,-1.0,-1.0,-1.0,8,A+,VWAP|LIQ|BODY_LT60|RVOL|RISK20|
ifvg_strict,short,2018-02-28,2018,2,10,53,2018-02-28T10:52:00.000000,2018-02-28T10:53:00.000000,true,true,false,true,true,false,true,0.42857142857142855,0.6328717828365799,-25.046816248604955,6.732142857142857,6904.0,6909.25,5.25,0.0,-5.25,false,false,false,-1.0,-1.0,-1.0,-1.0,8,A+,VWAP|VREV|LIQ|BODY_LT60|RISK20|
ifvg_strict,long,2018-03-01,2018,3,8,8,2018-03-01T08:07:00.000000,2018-03-01T08:08:00.000000,true,true,false,true,true,false,true,0.5625,1.1968319155177471,13.718136756346212,3.357142857142857,6878.875,6874.5,4.375,2.125,-6.625,false,false,false,-1.0,-1.0,-1.0,-1.0,8,A+,VWAP|VREV|LIQ|BODY_LT60|RISK20|
ifvg_strict,short,2018-03-02,2018,3,8,7,2018-03-02T08:05:00.000000,2018-03-02T08:07:00.000000,true,true,false,true,true,false,true,0.3076923076923077,0.740153317472905,-42.33889637829543,4.142857142857143,6679.5,6685.25,5.75,10.25,-1.0,true,true,false,1.167,1.0,1.5,-1.0,8,A+,VWAP|VREV|LIQ|BODY_LT60|RISK20|
ifvg_strict,long,2018-03-07,2018,3,8,29,2018-03-07T08:28:00.000000,2018-03-07T08:29:00.000000,true,true,true,true,true,true,true,0.3333333333333333,2.3431988958748655,16.76469755799826,3.392857142857143,6860.125,6854.5,5.625,11.625,-3.875,true,true,true,1.5,1.0,1.5,2.0,10,A+,VWAP|VREV|DISP|LIQ|BODY_LT60|RVOL|RISK20|
ifvg_strict,short,2018-03-07,2018,3,8,30,2018-03-07T08:19:00.000000,2018-03-07T08:30:00.000000,false,true,false,true,true,true,true,0.45161290322580644,6.9719106904002475,23.316019184034303,4.357142857142857,6868.5,6873.0,4.5,0.0,-10.75,false,false,false,-1.0,-1.0,-1.0,-1.0,8,A+,VREV|LIQ|BODY_LT60|RVOL|RISK20|
ifvg_strict,long,2018-03-08,2018,3,8,9,2018-03-08T08:08:00.000000,2018-03-08T08:09:00.000000,true,true,false,true,true,true,true,0.4444444444444444,1.3911991531831243,19.13643833176866,2.4642857142857144,6966.0,6959.0,7.0,1.0,-7.25,false,false,false,-1.0,-1.0,-1.0,-1.0,10,A+,VWAP|VREV|LIQ|BODY_LT60|RVOL|RISK20|
ifvg_strict,long,2018-03-09,2018,3,10,16,2018-03-09T10:15:00.000000,2018-03-09T10:16:00.000000,true,true,false,true,true,false,true,0.5333333333333333,1.1008684034736138,46.83557527937228,2.9464285714285716,7082.625,7078.0,4.625,2.375,-4.625,false,false,false,-1.0,-1.0,-1.0,-1.0,8,A+,VWAP|VREV|LIQ|BODY_LT60|RISK20|
ifvg_strict,long,2018-03-13,2018,3,8,8,2018-03-13T08:06:00.000000,2018-03-13T08:08:00.000000,true,true,false,true,true,false,true,0.3333333333333333,0.4152491494896938,6.406029456142278,3.875,7194.875,7189.25,5.625,13.625,-3.375,true,true,true,1.5,1.0,1.5,2.0,8,A+,VWAP|VREV|LIQ|BODY_LT60|RISK20|
