idx,ts_event,symbol,open,high,low,close,volume,trade_date_utc,hour_utc,minute_utc,weekday,vwap_day,dist_vwap_day,return_1m,return_5m,return_15m,ema_9,ema_20,ema_50,dist_ema_9,dist_ema_20,dist_ema_50,true_range,atr_14,atr_50,vol_avg_20,vol_avg_50,rel_vol_20,rel_vol_50,bar_range,body,body_abs,body_pct,upper_wick,lower_wick,fwd_return_5m,fwd_return_15m,fwd_return_30m,fwd_return_60m,event_date_utc,usd_event_count,high_impact_event_count,cpi_event_count,fomc_event_count,nfp_event_count,ppi_event_count,pmi_ism_event_count,jobs_event_count,fed_speech_event_count,has_high_impact_usd_event,has_cpi,has_fomc,has_nfp,has_ppi,has_pmi_ism,has_jobs,has_fed_speech,ts_ct,trade_date_ct,hour_ct,minute_ct,weekday_ct,minute_of_day_ct,is_rth,is_opening_30m,is_premarket_window,is_morning_trade_window,is_lunch_window,is_pm_window,upper_wick_pct,lower_wick_pct,candle_direction,avg_range_20,avg_body_20,range_expansion_20,body_expansion_20,is_displacement_candle,bull_displacement,bear_displacement,bull_fvg,bear_fvg,bull_fvg_low,bull_fvg_high,bear_fvg_low,bear_fvg_high,bull_fvg_size,bear_fvg_size,bull_fvg_min_2pt,bear_fvg_min_2pt,prior_high,prior_low,prior_open,prior_close,prior_body,prior_body_pct,swept_prior_bar_high,swept_prior_bar_low,prior_high_sweep_close_back_below,prior_low_sweep_close_back_above,prior_rth_high,prior_rth_low,prior_rth_close,premarket_high,premarket_low,or_high_30m,or_low_30m,or_range_30m,premarket_range,prior_day_range,swept_prior_rth_high,swept_prior_rth_low,pdh_sweep_close_back_below,pdl_sweep_close_back_above,pmh_sweep_close_back_below,pml_sweep_close_back_above,above_or_high,below_or_low,dist_prior_rth_high,dist_prior_rth_low,dist_premarket_high,dist_premarket_low,dist_or_high_30m,dist_or_low_30m,fwd_points_5m,fwd_points_15m,fwd_points_30m,fwd_points_60m,fwd_points_120m,future_high_30m,future_low_30m,future_high_60m,future_low_60m,mfe_30m,mae_30m,mfe_60m,mae_60m,ict_session_date,is_asia_session,is_london_session,is_ny_rth_session,dol,session_high_so_far,session_low_so_far,pdh,pdl,pdc,prior_session_mid,prior_session_range,asia_high,asia_low,london_high,london_low,ny_open,vwap,dist_dol,dist_pdh,dist_pdl,dist_prior_session_mid,dist_asia_high,dist_asia_low,dist_london_high,dist_london_low,dist_ny_open,dist_vwap,above_dol,below_dol,above_vwap,below_vwap,prior_range_position,premium_vs_prior_range,discount_vs_prior_range,pdh_sweep_reclaim_now,pdh_sweep_reclaim_last_30m,pdl_sweep_reclaim_now,pdl_sweep_reclaim_last_30m,pmh_sweep_reclaim_now,pmh_sweep_reclaim_last_30m,pml_sweep_reclaim_now,pml_sweep_reclaim_last_30m,asia_high_sweep_reclaim_now,asia_high_sweep_reclaim_last_30m,asia_low_sweep_reclaim_now,asia_low_sweep_reclaim_last_30m,london_high_sweep_reclaim_now,london_high_sweep_reclaim_last_30m,london_low_sweep_reclaim_now,london_low_sweep_reclaim_last_30m,any_liquidity_sweep_reclaim_last_30m,liquidity_sweep_reclaim_count_last_30m,dol_cross_now,bull_dol_reclaim_now,bear_dol_reclaim_now,dol_cross_last_10m,bull_dol_reclaim_last_10m,bear_dol_reclaim_last_10m,inside_bull_fvg_current_bar,inside_bear_fvg_current_bar,recent_bull_fvg_last_120m,recent_bear_fvg_last_120m,bull_ifvg_proxy_fast,bear_ifvg_proxy_fast,any_ifvg_proxy_fast,prior_10m_high,prior_10m_low,prior_10m_open,bull_v_reversal_proxy,bear_v_reversal_proxy,any_v_reversal_proxy,year,month
1092633,2021-02-18T16:40:00.000000,NQH1,13529.5,13535.25,13528.75,13534.75,877,2021-02-18,16,40,4,13563.120731241583,-28.37073124158269,0.00042501293517638317,-0.0009226964882171895,-0.00241385664271232,13543.669655238999,13547.215636811443,13542.195000991855,-8.91965523899853,-12.465636811442891,-7.445000991854613,6.5,9.821428571428571,9.73,1011.9,1195.02,0.8666864314655599,0.7338789308965541,6.5,5.25,5.25,0.8076923076923077,0.5,0.75,-0.0007757808603778837,-0.00011082583719679295,-0.0019394521509448204,0.0014407358835590856,2021-02-18,5,0,0,1,0,0,1,0,0,false,false,true,false,false,true,false,false,2021-02-18T10:40:00.000000,2021-02-18,10,40,3,640,true,false,false,true,false,false,0.07692307692307693,0.11538461538461539,bull,9.2625,4.975,0.7017543859649124,1.0552763819095479,false,false,false,false,true,,,13535.25,13540.0,,4.75,false,true,13542.0,13528.0,13541.75,13529.0,-12.75,0.9107142857142857,false,false,false,false,13710.5,13543.0,13695.75,13603.75,13526.25,13583.5,13522.5,61.0,77.5,167.5,false,true,false,false,false,false,false,false,-175.75,-8.25,-69.0,8.5,-48.75,12.25,-10.5,-1.5,-26.25,19.5,67.5,13537.5,13496.25,13562.25,13496.25,2.75,38.5,27.5,38.5,2021-02-18,false,false,true,13699.5,13723.25,13468.0,13785.0,13543.0,13699.25,13664.0,242.0,13723.25,13611.75,13654.5,13570.5,13699.5,13563.120731241583,-164.75,-250.25,-8.25,-129.25,-188.5,-77.0,-119.75,-35.75,-164.75,-28.37073124158269,false,true,false,true,-0.03409090909090909,false,true,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,true,2,false,false,false,false,false,false,false,false,true,true,true,false,true,13561.25,13528.0,13543.75,false,true,true,2021,2021-02
1092634,2021-02-18T16:41:00.000000,NQH1,13535.0,13536.0,13526.5,13527.0,733,2021-02-18,16,41,4,13563.044865182383,-36.04486518238264,-0.0005726001588504115,-0.0018447461629279571,-0.0026358961125140246,13540.335724191198,13545.290338067496,13541.599118600017,-13.335724191198096,-18.290338067496123,-14.599118600017391,9.5,9.767857142857142,9.8,1003.8,1188.92,0.7302251444510859,0.6165259226861353,9.5,-8.0,8.0,0.8421052631578947,1.0,0.5,-0.00007392622163082674,0.00044355732978496043,-0.0012197826569083636,0.0020144895394396123,2021-02-18,5,0,0,1,0,0,1,0,0,false,false,true,false,false,true,false,false,2021-02-18T10:41:00.000000,2021-02-18,10,41,3,641,true,false,false,true,false,false,0.10526315789473684,0.05263157894736842,bear,9.375,5.1875,1.0133333333333334,1.5421686746987953,false,false,false,false,false,,,,,,,false,false,13535.25,13528.75,13529.5,13534.75,5.25,0.8076923076923077,true,true,true,false,13710.5,13543.0,13695.75,13603.75,13526.25,13583.5,13522.5,61.0,77.5,167.5,false,true,false,false,false,false,false,false,-183.5,-16.0,-76.75,0.75,-56.5,4.5,-1.0,6.0,-16.5,27.25,74.0,13537.5,13496.25,13562.25,13496.25,10.5,30.75,35.25,30.75,2021-02-18,false,false,true,13699.5,13723.25,13468.0,13785.0,13543.0,13699.25,13664.0,242.0,13723.25,13611.75,13654.5,13570.5,13699.5,13563.044865182383,-172.5,-258.0,-16.0,-137.0,-196.25,-84.75,-127.5,-43.5,-172.5,-36.04486518238264,false,true,false,true,-0.06611570247933884,false,true,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,true,2,false,false,false,false,false,false,false,false,true,true,false,true,true,13561.25,13526.5,13543.0,false,true,true,2021,2021-02
1092638,2021-02-18T16:45:00.000000,NQH1,13534.0,13534.0,13524.0,13524.25,735,2021-02-18,16,45,4,13562.734268083112,-38.4842680831116,-0.0007019488316246658,-0.0007757808603778837,-0.0014397784956160509,13533.075512628715,13539.620565234107,13539.60592974318,-8.825512628714932,-15.370565234106834,-15.35592974318024,10.0,9.553571428571429,9.88,956.5,1166.08,0.7684265551489806,0.630316959385291,10.0,-9.75,9.75,0.975,0.0,0.25,0.00024030907444028138,0.0,-0.0005175887757177255,0.002255208237055717,2021-02-18,5,0,0,1,0,0,1,0,0,false,false,true,false,false,true,false,false,2021-02-18T10:45:00.000000,2021-02-18,10,45,3,645,true,false,false,true,false,false,0.0,0.025,bear,9.425,5.4125,1.0610079575596816,1.8013856812933027,false,false,false,false,false,,,,,,,false,false,13534.5,13526.5,13528.5,13533.75,5.25,0.65625,false,true,false,false,13710.5,13543.0,13695.75,13603.75,13526.25,13583.5,13522.5,61.0,77.5,167.5,false,true,false,false,false,false,false,false,-186.25,-18.75,-79.5,-2.0,-59.25,1.75,3.25,0.0,-7.0,30.5,76.0,13537.5,13496.25,13562.25,13496.25,13.25,28.0,38.0,28.0,2021-02-18,false,false,true,13699.5,13723.25,13468.0,13785.0,13543.0,13699.25,13664.0,242.0,13723.25,13611.75,13654.5,13570.5,13699.5,13562.734268083112,-175.25,-260.75,-18.75,-139.75,-199.0,-87.5,-130.25,-46.25,-175.25,-38.4842680831116,false,true,false,true,-0.07747933884297521,false,true,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,true,2,false,false,false,false,false,false,false,false,true,true,false,true,true,13561.25,13524.0,13547.5,false,true,true,2021,2021-02
1095244,2021-02-22T14:41:00.000000,NQH1,13395.0,13397.25,13377.25,13377.75,2173,2021-02-22,14,41,1,13443.999118506501,-66.24911850650096,-0.0012505132703721777,-0.0013064332505925424,-0.0003922887245012552,13393.464230730127,13393.217022691735,13395.798985753654,-15.714230730127383,-15.46702269173511,-18.04898575365405,20.0,22.910714285714285,10.125,2009.75,978.94,1.081229008583157,2.2197478905755204,20.0,-17.25,17.25,0.8625,2.25,0.5,0.002485470277139301,0.004092616471379706,0.0027097232344750477,-0.003700173796041928,2021-02-22,4,0,0,1,0,0,0,0,0,false,false,true,false,false,false,false,false,2021-02-22T08:41:00.000000,2021-02-22,8,41,0,521,true,true,false,true,false,false,0.1125,0.025,bear,16.95,8.85,1.1799410029498525,1.9491525423728815,false,false,false,false,true,,,13397.25,13401.75,,4.5,false,true,13405.25,13384.75,13404.0,13394.5,-9.5,0.4634146341463415,false,true,false,false,13700.5,13534.75,13572.25,13426.75,13370.5,13439.0,13358.5,80.5,56.25,165.75,false,true,false,false,false,false,false,false,-322.75,-157.0,-49.0,7.25,-61.25,19.25,33.25,54.75,36.25,-49.5,-28.0,13446.0,13370.5,13446.0,13316.25,68.25,7.25,68.25,61.5,2021-02-22,false,false,true,13585.0,13629.0,13358.5,13729.0,13534.75,13573.0,13631.875,194.25,13629.0,13521.5,13537.5,13364.5,13585.0,13443.999118506501,-207.25,-351.25,-157.0,-254.125,-251.25,-143.75,-159.75,13.25,-207.25,-66.24911850650096,false,true,false,true,-0.8082368082368082,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,true,2,false,false,false,false,false,false,false,false,true,true,false,true,true,13424.75,13358.5,13401.75,false,true,true,2021,2021-02
1095246,2021-02-22T14:43:00.000000,NQH1,13388.5,13404.0,13387.75,13401.75,1540,2021-02-22,14,43,1,13443.144879990745,-41.39487999074481,0.0010270391395279521,-0.001136617723783262,0.0009148960005975759,13394.247107667281,13393.580147827022,13395.73851010939,7.502892332719057,8.169852172977699,6.011489890610392,16.25,24.535714285714285,10.69,2162.95,1040.94,0.711990568436626,1.4794320517993351,16.25,13.25,13.25,0.8153846153846154,2.25,0.75,0.0017721566213366735,0.0020892793851550184,0.0019773537038072497,-0.003898744566940837,2021-02-22,4,0,0,1,0,0,0,0,0,false,false,true,false,false,false,false,false,2021-02-22T08:43:00.000000,2021-02-22,8,43,0,523,true,true,false,true,false,false,0.13846153846153847,0.046153846153846156,bull,18.4125,9.8375,0.8825526137135098,1.3468869123252858,false,false,false,false,false,,,,,,,false,false,13390.75,13370.5,13378.0,13388.0,10.0,0.49382716049382713,true,false,false,false,13700.5,13534.75,13572.25,13426.75,13370.5,13439.0,13358.5,80.5,56.25,165.75,false,true,false,false,false,false,false,false,-298.75,-133.0,-25.0,31.25,-37.25,43.25,23.75,28.0,26.5,-52.25,-55.75,13446.0,13387.75,13446.0,13316.25,44.25,14.0,44.25,85.5,2021-02-22,false,false,true,13585.0,13629.0,13358.5,13729.0,13534.75,13573.0,13631.875,194.25,13629.0,13521.5,13537.5,13364.5,13585.0,13443.144879990745,-183.25,-327.25,-133.0,-230.125,-227.25,-119.75,-135.75,37.25,-183.25,-41.39487999074481,false,true,false,true,-0.6846846846846847,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,true,2,false,false,false,false,false,false,false,false,true,true,true,false,true,13424.75,13358.5,13379.0,true,false,true,2021,2021-02
1096605,2021-02-23T14:37:00.000000,NQH1,12943.75,12944.75,12923.75,12924.75,3948,2021-02-23,14,37,2,13093.205762855756,-168.4557628557559,-0.0014486035461814817,-0.004294903894302982,-0.004639969195225246,12956.462807543174,12972.578092920434,12985.627329946286,-31.712807543173767,-47.828092920433846,-60.87732994628641,21.0,18.285714285714285,11.11,2063.8,1073.46,1.9129760635720514,3.677826840310771,21.0,-19.0,19.0,0.9047619047619048,1.0,1.0,-0.0057447919688968785,-0.0055513646298768204,0.00019342733902005804,0.007002069672527478,2021-02-23,5,1,0,1,0,0,0,0,1,true,false,true,false,false,false,false,true,2021-02-23T08:37:00.000000,2021-02-23,8,37,1,517,true,true,false,true,false,false,0.047619047619047616,0.047619047619047616,bear,15.075,7.85,1.3930348258706469,2.4203821656050954,false,false,false,false,false,,,,,,,false,false,12964.0,12928.0,12929.75,12943.5,13.75,0.3819444444444444,false,true,false,false,13446.0,13218.5,13238.0,13030.75,12969.75,13016.25,12757.25,259.0,61.0,227.5,false,true,false,false,false,false,false,false,-521.25,-293.75,-106.0,-45.0,-91.5,167.5,-74.25,-71.75,2.5,90.5,107.0,12944.75,12757.25,13030.0,12757.25,20.0,167.5,105.25,167.5,2021-02-23,false,false,true,13227.0,13335.75,12923.75,13629.0,13215.0,13221.0,13422.0,414.0,13335.75,13194.5,13314.5,12946.5,13227.0,13093.205762855756,-302.25,-704.25,-290.25,-497.25,-411.0,-269.75,-389.75,-21.75,-302.25,-168.4557628557559,false,true,false,true,-0.7010869565217391,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,1,false,false,false,false,false,false,false,false,true,true,false,true,true,13016.25,12923.75,13000.75,false,true,true,2021,2021-02
1096617,2021-02-23T14:49:00.000000,NQH1,12805.0,12811.0,12770.75,12772.75,4054,2021-02-23,14,49,2,13041.397847913153,-268.6478479131529,-0.0024795970166737735,-0.004248767272798104,-0.013630133019286839,12816.74418687946,12864.916017472347,12924.58780368529,-43.99418687945945,-92.16601747234745,-151.83780368529006,40.25,32.392857142857146,17.29,4868.8,2218.44,0.8326487019388761,1.8274102522493283,40.25,-32.25,32.25,0.8012422360248447,6.0,2.0,0.0070853966452018025,0.013172574426024264,0.014151220371493967,0.024935898690571667,2021-02-23,5,1,0,1,0,0,0,0,1,true,false,true,false,false,false,false,true,2021-02-23T08:49:00.000000,2021-02-23,8,49,1,529,true,true,false,true,false,false,0.14906832298136646,0.049689440993788817,bear,30.8,17.0125,1.3068181818181819,1.8956649522409994,false,false,false,false,false,,,,,,,false,false,12817.5,12777.0,12780.0,12804.5,24.5,0.6049382716049383,false,true,false,false,13446.0,13218.5,13238.0,13030.75,12969.75,13016.25,12757.25,259.0,61.0,227.5,false,true,false,false,false,false,false,false,-673.25,-445.75,-258.0,-197.0,-243.5,15.5,90.5,168.25,180.75,318.5,201.5,12971.75,12757.25,13098.25,12757.25,199.0,15.5,325.5,15.5,2021-02-23,false,false,true,13227.0,13335.75,12770.75,13629.0,13215.0,13221.0,13422.0,414.0,13335.75,13194.5,13314.5,12946.5,13227.0,13041.397847913153,-454.25,-856.25,-442.25,-649.25,-563.0,-421.75,-541.75,-173.75,-454.25,-268.6478479131529,false,true,false,true,-1.0682367149758454,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,1,false,false,false,false,false,false,false,false,true,true,false,true,true,12889.75,12770.75,12878.5,false,true,true,2021,2021-02
1096737,2021-02-23T16:49:00.000000,NQH1,12986.0,12986.25,12973.75,12974.25,1124,2021-02-23,16,49,2,13017.83759566658,-43.587595666580455,-0.0009432872598467146,-0.0010009817320834058,-0.006584866292758562,12990.80366519186,13007.04469012549,13025.553586021286,-16.55366519185918,-32.79469012549089,-51.30358602128581,12.75,13.607142857142858,16.445,1244.75,1377.22,0.9029925687889134,0.8161368554043653,12.5,-11.75,11.75,0.94,0.25,0.5,0.002389348131876634,-0.0016956664161704715,0.0006166059695165149,-0.005395302233269783,2021-02-23,5,1,0,1,0,0,0,0,1,true,false,true,false,false,false,false,true,2021-02-23T10:49:00.000000,2021-02-23,10,49,1,649,true,false,false,true,false,false,0.02,0.04,bear,14.5125,8.775,0.8613264427217916,1.339031339031339,false,false,false,false,false,,,,,,,false,false,12989.5,12981.25,12982.0,12986.5,4.5,0.5454545454545454,false,true,false,false,13446.0,13218.5,13238.0,13030.75,12969.75,13016.25,12757.25,259.0,61.0,227.5,false,true,false,false,false,false,false,false,-471.75,-244.25,-56.5,4.5,-42.0,217.0,31.0,-22.0,8.0,-70.0,39.5,13007.5,12913.25,13015.5,12896.75,33.25,61.0,41.25,77.5,2021-02-23,false,false,true,13227.0,13335.75,12757.25,13629.0,13215.0,13221.0,13422.0,414.0,13335.75,13194.5,13314.5,12946.5,13227.0,13017.83759566658,-252.75,-654.75,-240.75,-447.75,-361.5,-220.25,-340.25,27.75,-252.75,-43.587595666580455,false,true,false,true,-0.5815217391304348,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,1,false,false,false,false,false,false,false,false,true,true,false,true,true,13030.25,12973.75,13026.5,false,true,true,2021,2021-02
1099436,2021-02-25T16:18:00.000000,NQH1,13143.0,13156.25,13143.0,13154.0,1060,2021-02-25,16,18,4,13201.37317808975,-47.37317808975058,0.0008559852390102041,0.00053244086103299,0.0011225907110374855,13143.873786518088,13136.984240066851,13134.923984340874,10.126213481911691,17.01575993314873,19.076015659125915,13.5,13.767857142857142,16.725,1361.15,1803.5,0.7787532601109356,0.5877460493484891,13.25,11.0,11.0,0.8301886792452831,2.25,0.0,-0.0030409001064315433,-0.004257260149004072,-0.009426790329937651,-0.012429679185038789,2021-02-25,11,0,0,2,0,0,0,0,0,false,false,true,false,false,false,false,false,2021-02-25T10:18:00.000000,2021-02-25,10,18,3,618,true,false,false,true,false,false,0.16981132075471697,0.0,bull,14.1625,7.9375,0.9355692850838482,1.3858267716535433,false,false,false,false,false,,,,,,,false,false,13143.25,13132.5,13137.5,13142.75,5.25,0.4883720930232558,true,false,false,false,13309.0,12958.0,13294.0,13223.25,13152.75,13290.0,13178.0,112.0,70.5,351.0,false,false,false,false,false,true,false,true,-155.0,196.0,-69.25,1.25,-136.0,-24.0,-40.0,-56.0,-124.0,-163.5,-221.0,13168.75,13021.25,13168.75,12951.0,14.75,132.75,14.75,203.0,2021-02-25,false,false,true,13304.75,13353.75,13056.25,13334.0,12958.0,13314.0,13146.0,376.0,13347.25,13274.25,13353.75,13146.0,13304.75,13201.37317808975,-150.75,-180.0,196.0,8.0,-193.25,-120.25,-199.75,8.0,-150.75,-47.37317808975058,false,true,false,true,0.5212765957446809,true,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,true,true,true,2,false,false,false,false,false,false,false,false,true,true,true,false,true,13156.75,13127.75,13152.75,true,false,true,2021,2021-02
1099454,2021-02-25T16:36:00.000000,NQH1,13082.5,13085.5,13065.0,13066.25,1481,2021-02-25,16,36,4,13195.977027010933,-129.72702701093294,-0.0012039443510166725,-0.002119291278448121,-0.007218159369360766,13089.681918426053,13103.907511443234,13118.748304946588,-23.431918426053016,-37.6575114432344,-52.49830494658818,20.5,16.75,16.205,1332.3,1543.46,1.1116114989116566,0.9595324789758076,20.5,-16.25,16.25,0.7926829268292683,3.0,1.25,-0.0009375298957237099,-0.005223380847603543,-0.005797378742944614,-0.011020759590548157,2021-02-25,11,0,0,2,0,0,0,0,0,false,false,true,false,false,false,false,false,2021-02-25T10:36:00.000000,2021-02-25,10,36,3,636,true,false,false,true,false,false,0.14634146341463414,0.06097560975609756,bear,16.9,9.375,1.2130177514792901,1.7333333333333334,false,false,false,false,false,,,,,,,false,false,13093.75,13080.25,13089.75,13082.0,-7.75,0.5740740740740741,false,true,false,false,13309.0,12958.0,13294.0,13223.25,13152.75,13290.0,13178.0,112.0,70.5,351.0,false,false,false,false,false,false,false,true,-242.75,108.25,-157.0,-86.5,-223.75,-111.75,-12.25,-68.25,-75.75,-144.0,-173.75,13085.5,12963.5,13085.5,12910.75,19.25,102.75,19.25,155.5,2021-02-25,false,false,true,13304.75,13353.75,13056.25,13334.0,12958.0,13314.0,13146.0,376.0,13347.25,13274.25,13353.75,13146.0,13304.75,13195.977027010933,-238.5,-267.75,108.25,-79.75,-281.0,-208.0,-287.5,-79.75,-238.5,-129.72702701093294,false,true,false,true,0.2878989361702128,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,true,2,false,false,false,false,false,false,false,false,true,true,false,true,true,13118.75,13065.0,13113.0,false,true,true,2021,2021-02
1099458,2021-02-25T16:40:00.000000,NQH1,13067.25,13068.75,13048.25,13049.0,1715,2021-02-25,16,40,4,13194.000579676132,-145.00057967613247,-0.0013775158796969222,-0.0025225500687968694,-0.004444105361536499,13072.812113787311,13090.062778877082,13110.404192071217,-23.81211378731132,-41.062778877081655,-61.40419207121704,20.5,15.714285714285714,16.12,1429.75,1468.12,1.1995104039167688,1.1681606408195517,20.5,-18.25,18.25,0.8902439024390244,1.5,0.75,-0.0007855008046593337,-0.0014943673844739491,-0.006820446011188586,-0.007241934247835036,2021-02-25,11,0,0,2,0,0,0,0,0,false,false,true,false,false,false,false,false,2021-02-25T10:40:00.000000,2021-02-25,10,40,3,640,true,false,false,true,false,false,0.07317073170731707,0.036585365853658534,bear,17.4125,9.8625,1.1773151471643932,1.850443599493029,false,false,false,false,false,,,,,,,false,false,13073.0,13062.0,13070.75,13067.0,-3.75,0.3409090909090909,false,true,false,false,13309.0,12958.0,13294.0,13223.25,13152.75,13290.0,13178.0,112.0,70.5,351.0,false,false,false,false,false,false,false,true,-260.0,91.0,-174.25,-103.75,-241.0,-129.0,-10.25,-19.5,-89.0,-94.5,-124.5,13068.75,12963.5,13068.75,12910.75,19.75,85.5,19.75,138.25,2021-02-25,false,false,true,13304.75,13353.75,13048.25,13334.0,12958.0,13314.0,13146.0,376.0,13347.25,13274.25,13353.75,13146.0,13304.75,13194.000579676132,-255.75,-285.0,91.0,-97.0,-298.25,-225.25,-304.75,-97.0,-255.75,-145.00057967613247,false,true,false,true,0.24202127659574468,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,true,2,false,false,false,false,false,false,false,false,true,true,false,true,true,13102.75,13048.25,13093.0,false,true,true,2021,2021-02
1099465,2021-02-25T16:47:00.000000,NQH1,13034.25,13034.5,13021.25,13022.0,2273,2021-02-25,16,47,4,13190.016780844628,-168.01678084462765,-0.0009973149213655663,-0.0023558254007776114,-0.005232802413964288,13044.26454620533,13064.341310884522,13093.246785381687,-22.26454620532968,-42.34131088452159,-71.246785381687,13.75,14.5,15.325,1394.8,1414.96,1.629624318898767,1.6064058347939163,13.25,-12.25,12.25,0.9245283018867925,0.25,0.75,0.00036476731684831343,-0.003858854246659549,-0.002457379818768257,-0.006642604822607923,2021-02-25,11,0,0,2,0,0,0,0,0,false,false,true,false,false,false,false,false,2021-02-25T10:47:00.000000,2021-02-25,10,47,3,647,true,false,false,true,false,false,0.018867924528301886,0.05660377358490566,bear,14.2,6.8125,0.9330985915492959,1.798165137614679,false,false,false,false,false,,,,,,,false,false,13046.5,13031.0,13039.25,13035.0,-4.25,0.27419354838709675,false,true,false,false,13309.0,12958.0,13294.0,13223.25,13152.75,13290.0,13178.0,112.0,70.5,351.0,false,false,false,false,false,false,false,true,-287.0,64.0,-201.25,-130.75,-268.0,-156.0,4.75,-50.25,-32.0,-86.5,-97.0,13048.25,12951.0,13048.25,12910.75,26.25,71.0,26.25,111.25,2021-02-25,false,false,true,13304.75,13353.75,13021.25,13334.0,12958.0,13314.0,13146.0,376.0,13347.25,13274.25,13353.75,13146.0,13304.75,13190.016780844628,-282.75,-312.0,64.0,-124.0,-325.25,-252.25,-331.75,-124.0,-282.75,-168.01678084462765,false,true,false,true,0.1702127659574468,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,true,2,false,false,false,false,false,false,false,false,true,true,false,true,true,13073.0,13021.25,13063.0,false,true,true,2021,2021-02
1099467,2021-02-25T16:49:00.000000,NQH1,13029.5,13029.5,13007.75,13009.0,2526,2021-02-25,16,49,4,13188.303864273328,-179.30386427332814,-0.001611665387567185,-0.002549406735800952,-0.006168948986802647,13034.929309571411,13056.11159462429,13087.559989120118,-25.929309571411068,-47.111594624289864,-78.55998912011819,22.25,15.607142857142858,15.76,1494.9,1457.4,1.6897451334537426,1.7332235487855083,21.75,-20.5,20.5,0.9425287356321839,0.0,1.25,0.001979398877700156,-0.001306787608578719,-0.002210008455684531,-0.006630025367053594,2021-02-25,11,0,0,2,0,0,0,0,0,false,false,true,false,false,false,false,false,2021-02-25T10:49:00.000000,2021-02-25,10,49,3,649,true,false,false,true,false,false,0.0,0.05747126436781609,bear,14.875,7.55,1.4621848739495797,2.7152317880794703,false,false,false,false,false,,,,,,,false,false,13037.75,13016.25,13022.25,13030.0,7.75,0.36046511627906974,false,true,false,false,13309.0,12958.0,13294.0,13223.25,13152.75,13290.0,13178.0,112.0,70.5,351.0,false,false,false,false,false,false,false,true,-300.0,51.0,-214.25,-143.75,-281.0,-169.0,25.75,-17.0,-28.75,-86.25,-83.75,13048.25,12951.0,13048.25,12910.75,39.25,58.0,39.25,98.25,2021-02-25,false,false,true,13304.75,13353.75,13007.75,13334.0,12958.0,13314.0,13146.0,376.0,13347.25,13274.25,13353.75,13146.0,13304.75,13188.303864273328,-295.75,-325.0,51.0,-137.0,-338.25,-265.25,-344.75,-137.0,-295.75,-179.30386427332814,false,true,false,true,0.1356382978723404,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,true,2,false,false,false,false,false,false,false,false,true,true,false,true,true,13068.75,13007.75,13067.25,false,true,true,2021,2021-02
1103439,2021-03-02T14:46:00.000000,NQH1,13234.75,13235.75,13214.0,13214.5,1934,2021-03-02,14,46,2,13243.235132023065,-28.73513202306458,-0.0015489233094069244,-0.00020806143486729045,-0.005231857874134271,13228.681911229887,13242.760859205599,13255.828443459262,-14.181911229887191,-28.260859205598535,-41.32844345926242,21.75,17.571428571428573,9.63,2032.45,977.92,0.9515609240079707,1.977666884816754,21.75,-20.25,20.25,0.9310344827586207,1.0,0.5,-0.0019486170494532606,0.0010972795035755212,0.0006053955881797357,-0.00455938552347801,2021-03-02,4,0,0,2,0,0,0,0,0,false,false,true,false,false,false,false,false,2021-03-02T08:46:00.000000,2021-03-02,8,46,1,526,true,true,false,true,false,false,0.04597701149425287,0.022988505747126436,bear,16.175,8.3125,1.3446676970633693,2.43609022556391,false,false,false,false,false,,,,,,,false,false,13239.5,13223.5,13227.5,13235.0,7.5,0.46875,false,true,false,false,13287.0,13040.5,13266.75,13302.0,13233.25,13303.0,13179.25,123.75,68.75,246.5,false,false,false,false,false,false,false,false,-72.5,174.0,-87.5,-18.75,-88.5,35.25,-25.75,14.5,8.0,-60.25,-99.5,13248.5,13179.25,13248.5,13133.0,34.0,35.25,34.0,81.5,2021-03-02,false,false,true,13312.25,13328.25,13161.75,13318.0,12946.25,13314.0,13132.125,371.75,13328.25,13207.0,13282.0,13161.75,13312.25,13243.235132023065,-97.75,-103.5,268.25,82.375,-113.75,7.5,-67.5,52.75,-97.75,-28.73513202306458,false,true,false,true,0.7215870880968392,true,false,false,false,false,false,false,true,false,true,false,false,false,false,false,true,false,false,true,3,false,false,false,false,false,false,false,false,true,true,false,true,true,13245.75,13207.5,13237.75,false,true,true,2021,2021-03
