tier,model,trades,wins,losses,win_rate,profit_factor,net_points,avg_trade,max_dd,tp,sl,wait_bars,pullback_pts,be_trigger,min_or_range
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,30,5,15,20,50
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,40,15,15,20,70
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,20,5,15,12,40
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,40,15,15,20,60
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,20,5,15,12,50
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,40,15,15,20,50
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,20,5,15,12,60
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,40,15,15,20,40
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,20,5,15,12,70
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,40,15,15,15,70
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,20,5,15,15,40
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,40,15,15,15,60
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,20,5,15,15,50
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,40,15,15,15,50
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,20,5,15,15,60
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,40,15,15,15,40
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,20,5,15,15,70
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,40,15,15,12,70
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,20,5,15,20,40
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,40,15,15,12,60
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,20,5,15,20,50
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,40,15,15,12,50
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,20,5,15,20,60
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,40,15,15,12,40
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,20,5,15,20,70
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,20,10,15,12,40
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,20,10,15,12,50
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,20,10,15,12,60
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,20,10,15,12,70
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,20,10,15,15,40
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,20,10,15,15,50
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,20,10,15,15,60
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,20,10,15,15,70
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,20,10,15,20,40
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,20,10,15,20,50
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,20,10,15,20,60
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,40,10,15,20,70
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,40,10,15,20,60
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,40,10,15,20,50
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,40,10,15,20,40
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,20,10,15,20,70
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,40,10,15,15,70
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,20,15,15,12,40
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,40,10,15,15,60
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,20,15,15,12,50
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,40,10,15,15,50
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,20,15,15,12,60
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,40,10,15,15,40
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,40,10,15,12,70
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,20,15,15,12,70
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,40,10,15,12,60
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,20,15,15,15,40
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,40,10,15,12,50
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,20,15,15,15,50
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,40,10,15,12,40
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,20,15,15,15,60
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,20,15,15,15,70
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,20,15,15,20,40
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,20,15,15,20,50
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,20,15,15,20,60
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,20,15,15,20,70
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,25,5,15,12,40
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,25,5,15,12,50
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,25,5,15,12,60
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,25,5,15,12,70
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,25,5,15,15,40
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,25,5,15,15,50
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,25,5,15,15,60
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,25,5,15,15,70
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,25,5,15,20,40
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,25,5,15,20,50
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,25,5,15,20,60
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,25,5,15,20,70
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,25,10,15,12,40
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,25,10,15,12,50
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,25,10,15,12,60
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,25,10,15,12,70
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,25,10,15,15,40
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,25,10,15,15,50
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,25,10,15,15,60
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,25,10,15,15,70
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,40,5,15,20,70
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,25,10,15,20,40
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,40,5,15,20,60
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,25,10,15,20,50
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,40,5,15,20,50
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,25,10,15,20,60
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,40,5,15,20,40
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,25,10,15,20,70
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,40,5,15,15,70
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,25,15,15,12,40
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,40,5,15,15,60
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,25,15,15,12,50
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,40,5,15,15,50
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,25,15,15,12,60
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,40,5,15,15,40
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,40,5,15,12,70
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,40,5,15,12,60
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,40,5,15,12,50
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,40,5,15,12,40
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,25,15,15,12,70
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,25,15,15,15,40
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,25,15,15,15,50
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,25,15,15,15,60
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,25,15,15,15,70
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,25,15,15,20,40
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,25,15,15,20,50
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,25,15,15,20,60
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,30,15,15,20,70
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,30,15,15,20,60
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,30,15,15,20,50
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,30,15,15,20,40
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,25,15,15,20,70
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,30,15,15,15,70
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,30,5,15,12,40
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,30,15,15,15,60
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,30,5,15,12,50
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,30,15,15,15,50
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,30,5,15,12,60
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,30,15,15,15,40
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,30,15,15,12,70
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,30,5,15,12,70
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,30,15,15,12,60
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,30,5,15,15,40
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,30,15,15,12,50
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,30,5,15,15,50
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,30,15,15,12,40
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,30,5,15,15,60
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,30,5,15,15,70
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,30,5,15,20,40
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,30,10,15,20,70
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,30,10,15,20,60
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,30,10,15,20,50
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,30,10,15,20,40
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,30,10,15,15,70
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,30,10,15,15,60
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,30,10,15,15,50
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,30,10,15,15,40
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,30,10,15,12,70
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,30,10,15,12,60
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,30,10,15,12,50
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,30,10,15,12,40
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,30,5,15,20,70
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,40.0,40.0,0.0,40,30,5,15,20,60
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,20,10,15,12,40
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,40,15,15,20,70
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,20,5,15,12,40
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,20,5,15,12,50
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,20,5,15,12,60
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,20,5,15,12,70
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,20,5,15,15,40
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,20,5,15,15,50
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,20,5,15,15,60
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,20,5,15,15,70
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,20,5,15,20,40
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,20,5,15,20,50
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,20,5,15,20,60
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,20,5,15,20,70
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,20,10,15,12,50
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,20,10,15,12,60
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,20,10,15,12,70
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,20,10,15,15,40
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,20,10,15,15,50
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,20,10,15,15,60
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,20,10,15,15,70
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,20,10,15,20,40
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,20,10,15,20,50
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,20,10,15,20,60
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,20,10,15,20,70
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,20,15,15,12,40
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,20,15,15,12,50
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,20,15,15,12,60
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,20,15,15,12,70
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,20,15,15,15,40
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,20,15,15,15,50
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,20,15,15,15,60
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,20,15,15,15,70
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,20,15,15,20,40
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,20,15,15,20,50
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,20,15,15,20,60
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,20,15,15,20,70
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,25,5,15,12,40
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,25,5,15,12,50
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,25,5,15,12,60
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,25,5,15,12,70
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,25,5,15,15,40
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,25,5,15,15,50
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,25,5,15,15,60
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,25,5,15,15,70
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,25,5,15,20,40
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,25,5,15,20,50
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,25,5,15,20,60
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,25,5,15,20,70
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,25,10,15,12,40
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,25,10,15,12,50
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,25,10,15,12,60
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,25,10,15,12,70
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,25,10,15,15,40
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,25,10,15,15,50
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,25,10,15,15,60
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,25,10,15,15,70
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,25,10,15,20,40
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,25,10,15,20,50
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,25,10,15,20,60
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,25,10,15,20,70
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,25,15,15,12,40
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,25,15,15,12,50
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,25,15,15,12,60
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,25,15,15,12,70
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,25,15,15,15,40
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,25,15,15,15,50
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,25,15,15,15,60
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,25,15,15,15,70
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,25,15,15,20,40
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,25,15,15,20,50
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,25,15,15,20,60
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,25,15,15,20,70
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,30,5,15,12,40
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,30,5,15,12,50
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,30,5,15,12,60
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,30,5,15,12,70
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,30,5,15,15,40
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,30,5,15,15,50
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,30,5,15,15,60
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,30,5,15,15,70
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,30,5,15,20,40
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,30,5,15,20,50
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,30,5,15,20,60
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,30,5,15,20,70
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,30,10,15,12,40
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,30,10,15,12,50
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,30,10,15,12,60
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,30,10,15,12,70
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,30,10,15,15,40
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,30,10,15,15,50
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,30,10,15,15,60
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,30,10,15,15,70
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,30,10,15,20,40
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,30,10,15,20,50
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,30,10,15,20,60
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,30,10,15,20,70
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,30,15,15,12,40
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,30,15,15,12,50
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,30,15,15,12,60
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,30,15,15,12,70
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,30,15,15,15,40
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,30,15,15,15,50
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,30,15,15,15,60
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,30,15,15,15,70
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,30,15,15,20,40
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,30,15,15,20,50
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,30,15,15,20,60
REJECT,MBP_CONFIRMED,1,1,0,1.0,999.0,30.0,30.0,0.0,30,30,15,15,20,70
