setup_ts,exit_ts,trade_date_ct,hour_ct,minute_ct,symbol,entry,stop,target,exit_price,outcome,pnl,bars_held,mae,mfe,or_range_30m,premarket_range,prior_day_range,avg_spread,rel_vol_20,atr_14,atr_50,equity,drawdown,year,month
2023-10-05T14:44:00.000000,2023-10-05T14:58:00.000000,2023-10-05,8,44,NQZ3,14729.5,14709.5,14749.5,14729.5,BREAKEVEN,0.0,14,13.25,18.0,87.5,163.0,217.0,0.0,0.7227100449633937,13.089285714285714,13.15,1262.5,120.0,2023,10
2023-10-05T14:54:00.000000,2023-10-05T15:01:00.000000,2023-10-05,8,54,NQZ3,14731.25,14711.25,14751.25,14731.25,BREAKEVEN,0.0,7,14.25,15.5,87.5,163.0,217.0,0.0,1.0327072304010443,10.964285714285714,12.415,1262.5,120.0,2023,10
2023-10-05T14:56:00.000000,2023-10-05T15:01:00.000000,2023-10-05,8,56,NQZ3,14729.75,14709.75,14749.75,14729.75,BREAKEVEN,0.0,5,12.75,17.0,87.5,163.0,217.0,0.0,0.6976744186046512,11.125,12.335,1262.5,120.0,2023,10
2023-10-05T14:57:00.000000,2023-10-05T15:01:00.000000,2023-10-05,8,57,NQZ3,14730.0,14710.0,14750.0,14730.0,BREAKEVEN,0.0,4,13.0,16.75,87.5,163.0,217.0,0.0,0.44892771182086166,10.803571428571429,12.19,1262.5,120.0,2023,10
2023-10-05T15:15:00.000000,2023-10-05T15:23:00.000000,2023-10-05,9,15,NQZ3,14731.0,14711.0,14751.0,14751.0,WIN,20.0,8,0.25,28.25,87.5,163.0,217.0,0.0,1.1682242990654206,11.660714285714286,12.335,1282.5,100.0,2023,10
2023-10-13T14:51:00.000000,2023-10-13T14:53:00.000000,2023-10-13,8,51,NQZ3,15211.25,15191.25,15231.25,15191.25,LOSS,-20.0,2,24.5,11.25,109.75,100.5,252.5,0.0,2.4841388856846236,13.142857142857142,14.705,1262.5,120.0,2023,10
2024-04-10T14:53:00.000000,2024-04-10T15:07:00.000000,2024-04-10,8,53,NQM4,18152.5,18132.5,18172.5,18152.5,BREAKEVEN,0.0,14,16.75,15.75,98.25,147.0,246.5,0.0,1.0601913467091881,14.017857142857142,17.035,1262.5,120.0,2024,4
2024-04-10T15:07:00.000000,2024-04-10T15:13:00.000000,2024-04-10,9,7,NQM4,18154.75,18134.75,18174.75,18134.75,LOSS,-20.0,6,26.5,11.5,98.25,147.0,246.5,0.0,1.024540778839089,12.910714285714286,15.055,1242.5,140.0,2024,4
2024-04-12T14:52:00.000000,2024-04-12T14:59:00.000000,2024-04-12,8,52,NQM4,18195.0,18175.0,18215.0,18195.0,BREAKEVEN,0.0,7,1.75,16.5,95.0,84.5,317.0,0.0,1.4235413663539476,9.089285714285714,13.115,1242.5,140.0,2024,4
2024-04-12T14:53:00.000000,2024-04-12T15:53:00.000000,2024-04-12,8,53,NQM4,18192.75,18172.75,18212.75,18266.75,TIME_WIN,74.0,60,0.0,0.0,95.0,84.5,317.0,0.0,0.7274004683840749,9.196428571428571,12.9,1316.5,66.0,2024,4
2024-04-12T14:54:00.000000,2024-04-12T15:01:00.000000,2024-04-12,8,54,NQM4,18206.75,18186.75,18226.75,18206.75,BREAKEVEN,0.0,7,13.5,17.0,95.0,84.5,317.0,0.0,1.1393702476580936,9.892857142857142,12.87,1316.5,66.0,2024,4
2024-04-12T15:00:00.000000,2024-04-12T16:00:00.000000,2024-04-12,9,0,NQM4,18198.75,18178.75,18218.75,18254.75,TIME_WIN,56.0,60,0.0,0.0,95.0,84.5,317.0,0.0,1.6910652480451225,11.196428571428571,12.32,1372.5,10.0,2024,4
2024-04-17T14:37:00.000000,2024-04-17T14:51:00.000000,2024-04-17,8,37,NQM4,17812.75,17792.75,17832.75,17832.75,WIN,20.0,14,6.5,31.75,95.25,160.25,170.0,0.0,0.9488085921688211,14.767857142857142,15.615,1392.5,0.0,2024,4
2024-04-17T15:09:00.000000,2024-04-17T15:19:00.000000,2024-04-17,9,9,NQM4,17808.25,17788.25,17828.25,17788.25,LOSS,-20.0,10,29.25,10.25,95.25,160.25,170.0,0.0,0.39508896651753794,14.660714285714286,15.435,1372.5,20.0,2024,4
2024-07-01T14:35:00.000000,2024-07-01T14:41:00.000000,2024-07-01,8,35,NQU4,19911.0,19891.0,19931.0,19891.0,LOSS,-20.0,6,34.0,8.0,86.75,180.75,341.25,0.0,1.221387982382072,16.357142857142858,19.12,1352.5,40.0,2024,7
2024-07-01T14:40:00.000000,2024-07-01T14:41:00.000000,2024-07-01,8,40,NQU4,19906.75,19886.75,19926.75,19886.75,LOSS,-20.0,1,29.75,12.25,86.75,180.75,341.25,0.0,0.9358274876591323,16.428571428571427,18.76,1332.5,60.0,2024,7
2024-07-01T14:58:00.000000,2024-07-01T15:03:00.000000,2024-07-01,8,58,NQU4,19905.75,19885.75,19925.75,19885.75,LOSS,-20.0,5,20.75,4.0,86.75,180.75,341.25,0.0,0.771375213143151,17.482142857142858,20.14,1312.5,80.0,2024,7
2024-07-01T15:11:00.000000,2024-07-01T15:13:00.000000,2024-07-01,9,11,NQU4,19916.25,19896.25,19936.25,19936.25,WIN,20.0,2,0.0,20.25,86.75,180.75,341.25,0.0,1.6136638837550188,15.553571428571429,17.925,1332.5,60.0,2024,7
2024-07-25T14:49:00.000000,2024-07-25T15:02:00.000000,2024-07-25,8,49,NQU4,19159.0,19139.0,19179.0,19159.0,BREAKEVEN,0.0,13,3.0,17.25,175.25,361.25,329.25,0.0,0.8112105582524272,28.821428571428573,31.89,1332.5,60.0,2024,7
2024-07-25T14:55:00.000000,2024-07-25T15:03:00.000000,2024-07-25,8,55,NQU4,19163.75,19143.75,19183.75,19163.75,BREAKEVEN,0.0,8,7.75,19.75,175.25,361.25,329.25,0.0,1.1494077479161502,26.446428571428573,30.325,1332.5,60.0,2024,7
2024-07-25T15:03:00.000000,2024-07-25T15:04:00.000000,2024-07-25,9,3,NQU4,19169.0,19149.0,19189.0,19169.0,BREAKEVEN,0.0,1,15.75,15.75,175.25,361.25,329.25,0.0,0.9620937519198869,23.553571428571427,29.5,1332.5,60.0,2024,7
2024-07-25T15:07:00.000000,2024-07-25T15:10:00.000000,2024-07-25,9,7,NQU4,19178.0,19158.0,19198.0,19178.0,BREAKEVEN,0.0,3,5.5,15.0,175.25,361.25,329.25,0.0,0.8666506013538677,26.214285714285715,28.22,1332.5,60.0,2024,7
2024-07-30T14:37:00.000000,2024-07-30T14:58:00.000000,2024-07-30,8,37,NQU4,19104.5,19084.5,19124.5,19104.5,BREAKEVEN,0.0,21,0.0,17.75,80.75,160.75,235.5,0.0,1.2496361182417235,17.767857142857142,19.73,1332.5,60.0,2024,7
2024-07-30T14:39:00.000000,2024-07-30T14:41:00.000000,2024-07-30,8,39,NQU4,19127.0,19107.0,19147.0,19127.0,BREAKEVEN,0.0,2,1.25,17.25,80.75,160.75,235.5,0.0,1.6005024468112945,17.464285714285715,19.71,1332.5,60.0,2024,7
2024-07-30T14:53:00.000000,2024-07-30T14:58:00.000000,2024-07-30,8,53,NQU4,19107.25,19087.25,19127.25,19107.25,BREAKEVEN,0.0,5,2.75,15.0,80.75,160.75,235.5,0.0,0.7462333359627672,17.660714285714285,18.745,1332.5,60.0,2024,7
2024-08-01T14:50:00.000000,2024-08-01T14:53:00.000000,2024-08-01,8,50,NQU4,19371.25,19351.25,19391.25,19371.25,BREAKEVEN,0.0,3,13.25,17.5,141.75,237.0,303.25,0.0,1.6373954197788394,26.017857142857142,29.66,1332.5,60.0,2024,8
2024-08-26T14:58:00.000000,2024-08-26T15:07:00.000000,2024-08-26,8,58,NQU4,19588.0,19568.0,19608.0,19588.0,BREAKEVEN,0.0,9,2.75,18.75,113.75,193.0,301.75,0.0,1.2914713470692976,14.232142857142858,17.28,1332.5,60.0,2024,8
2024-08-26T14:59:00.000000,2024-08-26T15:07:00.000000,2024-08-26,8,59,NQU4,19591.25,19571.25,19611.25,19591.25,BREAKEVEN,0.0,8,6.0,15.5,113.75,193.0,301.75,0.0,1.2114817913922946,14.339285714285714,17.21,1332.5,60.0,2024,8
2024-08-26T15:07:00.000000,2024-08-26T15:48:00.000000,2024-08-26,9,7,NQU4,19582.0,19562.0,19602.0,19582.0,BREAKEVEN,0.0,41,17.75,17.75,113.75,193.0,301.75,0.0,1.4983100158302314,12.660714285714286,16.17,1332.5,60.0,2024,8
2024-08-26T15:08:00.000000,2024-08-26T15:16:00.000000,2024-08-26,9,8,NQU4,19586.0,19566.0,19606.0,19606.0,WIN,20.0,8,3.75,20.25,113.75,193.0,301.75,0.0,0.8218004198980248,13.125,16.31,1352.5,40.0,2024,8
2024-08-26T15:10:00.000000,2024-08-26T15:16:00.000000,2024-08-26,9,10,NQU4,19584.5,19564.5,19604.5,19604.5,WIN,20.0,6,2.25,21.75,113.75,193.0,301.75,0.0,0.7847592414576597,13.232142857142858,15.87,1372.5,20.0,2024,8
2024-08-26T15:11:00.000000,2024-08-26T15:16:00.000000,2024-08-26,9,11,NQU4,19588.75,19568.75,19608.75,19588.75,BREAKEVEN,0.0,5,6.5,17.5,113.75,193.0,301.75,0.0,0.4663304132377666,12.982142857142858,15.78,1372.5,20.0,2024,8
2024-08-28T14:32:00.000000,2024-08-28T14:35:00.000000,2024-08-28,8,32,NQU4,19570.25,19550.25,19590.25,19550.25,LOSS,-20.0,3,24.5,11.5,138.25,143.25,116.5,0.0,0.6271846599420753,14.339285714285714,17.035,1352.5,40.0,2024,8
2024-08-28T14:33:00.000000,2024-08-28T14:35:00.000000,2024-08-28,8,33,NQU4,19569.5,19549.5,19589.5,19549.5,LOSS,-20.0,2,23.75,12.25,138.25,143.25,116.5,0.0,0.660591108202004,13.910714285714286,16.98,1332.5,60.0,2024,8
2024-09-11T14:59:00.000000,2024-09-11T15:01:00.000000,2024-09-11,8,59,NQU4,18594.75,18574.75,18614.75,18574.75,LOSS,-20.0,2,25.5,9.75,110.0,284.0,288.75,0.0,1.5538974619863208,19.428571428571427,22.22,1312.5,80.0,2024,9
2024-09-11T15:03:00.000000,2024-09-11T16:03:00.000000,2024-09-11,9,3,NQU4,18592.0,18572.0,18612.0,18834.0,TIME_WIN,242.0,60,0.0,0.0,110.0,284.0,288.75,0.0,0.9718207037523726,20.785714285714285,22.17,1554.5,0.0,2024,9
2024-09-24T14:46:00.000000,2024-09-24T14:50:00.000000,2024-09-24,8,46,NQZ4,20011.25,19991.25,20031.25,20031.25,WIN,20.0,4,2.25,26.25,123.75,190.0,108.0,0.0,1.5418341249543295,17.964285714285715,18.965,1574.5,0.0,2024,9
2024-09-24T14:50:00.000000,2024-09-24T15:50:00.000000,2024-09-24,8,50,NQZ4,20025.5,20005.5,20045.5,20162.5,TIME_WIN,137.0,60,0.0,0.0,123.75,190.0,108.0,0.0,1.562802712302228,17.535714285714285,18.165,1711.5,0.0,2024,9
2024-10-03T14:49:00.000000,2024-10-03T14:58:00.000000,2024-10-03,8,49,NQZ4,19966.25,19946.25,19986.25,19966.25,BREAKEVEN,0.0,9,9.75,17.75,119.25,219.0,121.75,0.0,0.7620161270676509,27.75,27.77,1711.5,0.0,2024,10
2024-10-03T15:06:00.000000,2024-10-03T15:08:00.000000,2024-10-03,9,6,NQZ4,19967.75,19947.75,19987.75,19947.75,LOSS,-20.0,2,22.5,14.0,119.25,219.0,121.75,0.0,0.992132284304574,22.660714285714285,26.055,1691.5,20.0,2024,10
2024-10-03T15:09:00.000000,2024-10-03T15:16:00.000000,2024-10-03,9,9,NQZ4,19960.75,19940.75,19980.75,19980.75,WIN,20.0,7,15.0,32.25,119.25,219.0,121.75,0.0,0.5961075069508804,22.714285714285715,25.785,1711.5,0.0,2024,10
2024-10-03T15:14:00.000000,2024-10-03T16:14:00.000000,2024-10-03,9,14,NQZ4,19960.5,19940.5,19980.5,20038.5,TIME_WIN,78.0,60,0.0,0.0,119.25,219.0,121.75,0.0,0.7454090150250418,20.035714285714285,23.71,1789.5,0.0,2024,10
2024-10-03T15:15:00.000000,2024-10-03T15:21:00.000000,2024-10-03,9,15,NQZ4,19967.25,19947.25,19987.25,19987.25,WIN,20.0,6,4.5,21.5,119.25,219.0,121.75,0.0,0.7324516785350967,19.678571428571427,23.575,1809.5,0.0,2024,10
2024-11-04T15:11:00.000000,2024-11-04T15:15:00.000000,2024-11-04,9,11,NQZ4,20122.25,20102.25,20142.25,20122.25,BREAKEVEN,0.0,4,2.75,18.25,128.25,92.25,165.25,0.0,1.1442329740885118,17.017857142857142,19.295,1809.5,0.0,2024,11
2024-11-04T15:14:00.000000,2024-11-04T16:14:00.000000,2024-11-04,9,14,NQZ4,20118.5,20098.5,20138.5,20214.25,TIME_WIN,95.75,60,0.0,0.0,128.25,92.25,165.25,0.0,0.8085002442598925,15.785714285714286,19.6,1905.25,0.0,2024,11
2024-11-04T15:15:00.000000,2024-11-04T16:15:00.000000,2024-11-04,9,15,NQZ4,20130.5,20110.5,20150.5,20215.5,TIME_WIN,85.0,60,0.0,0.0,128.25,92.25,165.25,0.0,0.896479900020829,15.303571428571429,19.43,1990.25,0.0,2024,11
2025-01-08T15:12:00.000000,2025-01-08T15:13:00.000000,2025-01-08,9,12,NQH5,21287.75,21267.75,21307.75,21267.75,LOSS,-20.0,1,31.5,14.5,98.75,138.75,526.5,0.0,1.4945540484997943,28.875,30.66,1970.25,20.0,2025,1
2025-03-11T14:38:00.000000,2025-03-11T14:39:00.000000,2025-03-11,8,38,NQH5,19271.5,19251.5,19291.5,19291.5,WIN,20.0,1,1.75,30.5,153.5,300.5,430.75,0.0,1.5221887681633721,36.267857142857146,42.36,1990.25,0.0,2025,3
2025-03-11T14:39:00.000000,2025-03-11T14:43:00.000000,2025-03-11,8,39,NQH5,19281.75,19261.75,19301.75,19301.75,WIN,20.0,4,17.25,50.75,153.5,300.5,430.75,0.0,0.9334820954202528,35.482142857142854,42.35,2010.25,0.0,2025,3
2025-03-11T14:42:00.000000,2025-03-11T15:42:00.000000,2025-03-11,8,42,NQH5,19268.0,19248.0,19288.0,19531.0,TIME_WIN,263.0,60,0.0,0.0,153.5,300.5,430.75,0.0,0.5324459234608985,34.642857142857146,41.785,2273.25,0.0,2025,3
2025-03-21T15:00:00.000000,2025-03-21T15:05:00.000000,2025-03-21,9,0,NQM5,19795.0,19775.0,19815.0,19775.0,LOSS,-20.0,5,20.5,13.5,102.0,171.25,310.0,0.0,1.9127667387490308,17.589285714285715,19.785,2253.25,20.0,2025,3
2025-03-21T15:03:00.000000,2025-03-21T15:13:00.000000,2025-03-21,9,3,NQM5,19791.5,19771.5,19811.5,19771.5,LOSS,-20.0,10,33.5,10.25,102.0,171.25,310.0,0.0,0.8321132259638847,18.035714285714285,19.28,2233.25,40.0,2025,3
2025-04-07T14:44:00.000000,2025-04-07T14:45:00.000000,2025-04-07,8,44,NQM5,17432.0,17412.0,17452.0,17452.0,WIN,20.0,1,41.0,66.0,606.25,1688.0,760.5,0.0,1.0485811915020056,126.14285714285714,139.755,2253.25,20.0,2025,4
2025-04-07T14:48:00.000000,2025-04-07T15:14:00.000000,2025-04-07,8,48,NQM5,17409.25,17389.25,17429.25,17429.25,WIN,20.0,26,174.5,199.25,606.25,1688.0,760.5,0.0,0.6588517425808181,109.96428571428571,142.72,2273.25,0.0,2025,4
2025-06-05T14:35:00.000000,2025-06-05T14:36:00.000000,2025-06-05,8,35,NQM5,21717.75,21697.75,21737.75,21737.75,WIN,20.0,1,1.0,40.25,174.75,149.0,97.5,0.0,2.7166204131976563,19.160714285714285,19.92,2293.25,0.0,2025,6
2025-09-30T14:30:00.000000,2025-09-30T14:35:00.000000,2025-09-30,8,30,NQZ5,24782.75,24762.75,24802.75,24782.75,BREAKEVEN,0.0,5,5.25,17.25,102.25,114.75,180.5,0.0,1.2973639044140297,16.178571428571427,17.69,2293.25,0.0,2025,9
2025-09-30T14:35:00.000000,2025-09-30T14:39:00.000000,2025-09-30,8,35,NQZ5,24776.25,24756.25,24796.25,24756.25,LOSS,-20.0,4,24.0,5.5,102.25,114.75,180.5,0.0,1.185844647229023,16.589285714285715,17.36,2273.25,20.0,2025,9
2025-09-30T14:36:00.000000,2025-09-30T14:39:00.000000,2025-09-30,8,36,NQZ5,24772.25,24752.25,24792.25,24752.25,LOSS,-20.0,3,20.0,9.5,102.25,114.75,180.5,0.0,0.9165465032444124,16.339285714285715,17.41,2253.25,40.0,2025,9
2025-09-30T14:37:00.000000,2025-09-30T14:41:00.000000,2025-09-30,8,37,NQZ5,24772.0,24752.0,24792.0,24772.0,BREAKEVEN,0.0,4,19.75,15.0,102.25,114.75,180.5,0.0,0.7635802180320965,15.125,17.22,2253.25,40.0,2025,9
2025-09-30T14:41:00.000000,2025-09-30T14:44:00.000000,2025-09-30,8,41,NQZ5,24777.0,24757.0,24797.0,24777.0,BREAKEVEN,0.0,3,1.25,18.25,102.25,114.75,180.5,0.0,1.3462080064373365,15.767857142857142,17.115,2253.25,40.0,2025,9
2025-09-30T14:42:00.000000,2025-09-30T15:31:00.000000,2025-09-30,8,42,NQZ5,24770.75,24750.75,24790.75,24790.75,WIN,20.0,49,15.25,26.0,102.25,114.75,180.5,0.0,1.0038363171355498,15.910714285714286,17.11,2273.25,20.0,2025,9
2025-09-30T14:44:00.000000,2025-09-30T15:27:00.000000,2025-09-30,8,44,NQZ5,24781.25,24761.25,24801.25,24761.25,LOSS,-20.0,43,25.75,3.25,102.25,114.75,180.5,0.0,0.7872829951892909,15.303571428571429,16.775,2253.25,40.0,2025,9
2025-10-21T14:52:00.000000,2025-10-21T15:28:00.000000,2025-10-21,8,52,NQZ5,25260.25,25240.25,25280.25,25280.25,WIN,20.0,36,18.5,22.5,98.75,100.5,88.75,0.0,0.8908643843389445,12.232142857142858,14.98,2273.25,20.0,2025,10
2025-10-30T14:31:00.000000,2025-10-30T14:32:00.000000,2025-10-30,8,31,NQZ5,26050.0,26030.0,26070.0,26050.0,BREAKEVEN,0.0,1,7.75,18.5,119.75,240.25,330.5,0.0,0.9410968178740691,28.214285714285715,31.05,2273.25,20.0,2025,10
2025-10-30T14:35:00.000000,2025-10-30T14:37:00.000000,2025-10-30,8,35,NQZ5,26041.5,26021.5,26061.5,26021.5,LOSS,-20.0,2,25.5,14.25,119.75,240.25,330.5,0.0,1.0991751390753883,26.446428571428573,30.75,2253.25,40.0,2025,10
2025-10-30T14:40:00.000000,2025-10-30T14:51:00.000000,2025-10-30,8,40,NQZ5,26052.25,26032.25,26072.25,26032.25,LOSS,-20.0,11,39.75,13.5,119.75,240.25,330.5,0.0,1.068098138398541,25.410714285714285,29.555,2233.25,60.0,2025,10
2025-10-30T14:47:00.000000,2025-10-30T14:49:00.000000,2025-10-30,8,47,NQZ5,26043.0,26023.0,26063.0,26063.0,WIN,20.0,2,3.0,20.25,119.75,240.25,330.5,0.0,0.9469123916930271,22.857142857142858,29.135,2253.25,40.0,2025,10
2025-10-30T14:49:00.000000,2025-10-30T14:50:00.000000,2025-10-30,8,49,NQZ5,26045.75,26025.75,26065.75,26045.75,BREAKEVEN,0.0,1,9.0,16.75,119.75,240.25,330.5,0.0,0.8357499737954649,21.964285714285715,28.95,2253.25,40.0,2025,10
2025-10-30T14:50:00.000000,2025-10-30T14:51:00.000000,2025-10-30,8,50,NQZ5,26039.75,26019.75,26059.75,26019.75,LOSS,-20.0,1,27.25,12.0,119.75,240.25,330.5,0.0,1.1264044943820224,22.642857142857142,28.13,2233.25,60.0,2025,10
2025-10-30T15:03:00.000000,2025-10-30T15:05:00.000000,2025-10-30,9,3,NQZ5,26039.75,26019.75,26059.75,26039.75,BREAKEVEN,0.0,2,5.75,16.5,119.75,240.25,330.5,0.0,0.5587565322256466,22.357142857142858,25.18,2233.25,60.0,2025,10
2025-10-30T15:08:00.000000,2025-10-30T15:36:00.000000,2025-10-30,9,8,NQZ5,26039.75,26019.75,26059.75,26019.75,LOSS,-20.0,28,22.5,12.75,119.75,240.25,330.5,0.0,0.6638418079096045,19.946428571428573,23.475,2213.25,80.0,2025,10
2025-11-21T15:14:00.000000,2025-11-21T15:16:00.000000,2025-11-21,9,14,NQZ5,24093.25,24073.25,24113.25,24113.25,WIN,20.0,2,5.75,29.0,196.5,147.5,1218.5,0.0,0.8254967389655696,47.55357142857143,50.78,2233.25,60.0,2025,11
2025-12-31T14:30:00.000000,2025-12-31T14:32:00.000000,2025-12-31,8,30,NQH6,25670.0,25650.0,25690.0,25690.0,WIN,20.0,2,8.75,21.75,110.5,95.0,125.5,0.0,9.021097046413502,6.767857142857143,6.77,2253.25,40.0,2025,12
2026-04-20T14:38:00.000000,2026-04-20T14:41:00.000000,2026-04-20,8,38,NQM6,26727.0,26707.0,26747.0,26707.0,LOSS,-20.0,3,38.0,12.25,129.0,112.0,149.25,0.9524581307401405,0.9090171252333415,18.0,18.545,2233.25,60.0,2026,4
