tier,conditions,entry_model,target_model,mbp_overlay,trades,winrate,profit_factor,net_points,avg_trade
B,large_premarket & green_bar,15pt_pullback,20pt_target,positive_mid_pressure,15,0.5333,1.143,20.0,1.33
B,large_premarket & green_bar,15pt_pullback,20pt_target,positive_quote_pressure,15,0.5333,1.143,20.0,1.33
B,green_bar,15pt_pullback,20pt_target,positive_quote_pressure,15,0.5333,1.143,20.0,1.33
B,green_bar,15pt_pullback,20pt_target,positive_mid_pressure,15,0.5333,1.143,20.0,1.33
B,large_premarket & green_bar,5pt_pullback,20pt_target,positive_mid_pressure,15,0.5333,1.143,20.0,1.33
B,large_premarket & green_bar,5pt_pullback,20pt_target,positive_quote_pressure,15,0.5333,1.143,20.0,1.33
B,large_premarket & green_bar,15pt_pullback,20pt_target,positive_quote_pressure,15,0.5333,1.143,20.0,1.33
B,large_premarket & green_bar,15pt_pullback,20pt_target,positive_mid_pressure,15,0.5333,1.143,20.0,1.33
B,large_premarket & green_bar,5pt_pullback,20pt_target,positive_mid_pressure,15,0.5333,1.143,20.0,1.33
B,large_premarket & green_bar,5pt_pullback,20pt_target,positive_quote_pressure,15,0.5333,1.143,20.0,1.33
B,large_premarket,5pt_pullback,25pt_target,tight_spread,254,0.5315,1.43,1015.0,4.0
B,large_premarket,15pt_pullback,25pt_target,tight_spread,254,0.5315,1.43,1015.0,4.0
B,large_premarket & green_bar,15pt_pullback,25pt_target,NO_MBP_FILTER,265,0.5283,1.411,1020.0,3.85
B,large_premarket & green_bar,5pt_pullback,25pt_target,NO_MBP_FILTER,265,0.5283,1.411,1020.0,3.85
B,large_premarket,15pt_pullback,25pt_target,NO_MBP_FILTER,272,0.5221,1.376,970.0,3.57
B,large_premarket,5pt_pullback,25pt_target,NO_MBP_FILTER,272,0.5221,1.376,970.0,3.57
B,below_vwap & green_bar,5pt_pullback,20pt_target,tight_spread,265,0.5208,1.211,480.0,1.81
B,below_vwap & green_bar,5pt_pullback,20pt_target,tight_spread,265,0.5208,1.211,480.0,1.81
B,below_vwap & green_bar,15pt_pullback,20pt_target,tight_spread,265,0.5208,1.211,480.0,1.81
B,below_vwap & green_bar,15pt_pullback,20pt_target,tight_spread,265,0.5208,1.211,480.0,1.81
B,below_vwap & green_bar,15pt_pullback,20pt_target,tight_spread,265,0.5208,1.211,480.0,1.81
B,below_vwap & green_bar,15pt_pullback,20pt_target,tight_spread,265,0.5208,1.211,480.0,1.81
REJECT,below_vwap & green_bar,15pt_pullback,20pt_target,NO_MBP_FILTER,273,0.5165,1.185,440.0,1.61
REJECT,below_vwap & green_bar,15pt_pullback,20pt_target,NO_MBP_FILTER,273,0.5165,1.185,440.0,1.61
REJECT,below_vwap & green_bar,5pt_pullback,20pt_target,NO_MBP_FILTER,273,0.5165,1.185,440.0,1.61
REJECT,below_vwap & green_bar,15pt_pullback,20pt_target,NO_MBP_FILTER,273,0.5165,1.185,440.0,1.61
REJECT,below_vwap & green_bar,15pt_pullback,20pt_target,NO_MBP_FILTER,273,0.5165,1.185,440.0,1.61
REJECT,below_vwap & green_bar,5pt_pullback,20pt_target,NO_MBP_FILTER,273,0.5165,1.185,440.0,1.61
REJECT,green_bar,15pt_pullback,30pt_target,tight_spread,424,0.5118,1.652,2570.0,6.06
REJECT,green_bar,15pt_pullback,30pt_target,tight_spread,424,0.5118,1.652,2570.0,6.06
REJECT,green_bar,15pt_pullback,30pt_target,NO_MBP_FILTER,441,0.5057,1.608,2530.0,5.74
REJECT,green_bar,15pt_pullback,30pt_target,NO_MBP_FILTER,441,0.5057,1.608,2530.0,5.74
REJECT,below_vwap & green_bar,10pt_pullback,30pt_target,tight_spread,265,0.5019,1.735,1690.0,6.38
REJECT,below_vwap & green_bar,10pt_pullback,30pt_target,NO_MBP_FILTER,273,0.5018,1.727,1730.0,6.34
REJECT,low_volatility,15pt_pullback,30pt_target,NO_MBP_FILTER,152,0.5,1.652,900.0,5.92
REJECT,low_volatility,15pt_pullback,30pt_target,tight_spread,152,0.5,1.652,900.0,5.92
REJECT,low_volatility,5pt_pullback,30pt_target,NO_MBP_FILTER,152,0.5,1.652,900.0,5.92
REJECT,low_volatility,5pt_pullback,30pt_target,tight_spread,152,0.5,1.652,900.0,5.92
REJECT,below_vwap,15pt_pullback,30pt_target,positive_quote_pressure,8,0.5,1.5,40.0,5.0
REJECT,below_vwap & large_premarket,15pt_pullback,30pt_target,positive_quote_pressure,8,0.5,1.5,40.0,5.0
REJECT,below_vwap,15pt_pullback,25pt_target,positive_quote_pressure,8,0.5,1.25,20.0,2.5
REJECT,below_vwap,5pt_pullback,25pt_target,positive_quote_pressure,8,0.5,1.25,20.0,2.5
REJECT,below_vwap & large_premarket,5pt_pullback,25pt_target,positive_quote_pressure,8,0.5,1.25,20.0,2.5
REJECT,below_vwap & large_premarket,15pt_pullback,25pt_target,positive_quote_pressure,8,0.5,1.25,20.0,2.5
REJECT,below_vwap & large_premarket,15pt_pullback,20pt_target,positive_quote_pressure,8,0.5,1.0,0.0,0.0
REJECT,below_vwap & large_premarket,5pt_pullback,20pt_target,positive_quote_pressure,8,0.5,1.0,0.0,0.0
REJECT,below_vwap,15pt_pullback,20pt_target,positive_quote_pressure,8,0.5,1.0,0.0,0.0
REJECT,below_vwap,15pt_pullback,20pt_target,positive_quote_pressure,8,0.5,1.0,0.0,0.0
REJECT,below_vwap,5pt_pullback,20pt_target,positive_quote_pressure,8,0.5,1.0,0.0,0.0
REJECT,below_vwap & large_premarket,5pt_pullback,20pt_target,positive_quote_pressure,8,0.5,1.0,0.0,0.0
REJECT,below_vwap & large_premarket,15pt_pullback,20pt_target,positive_quote_pressure,8,0.5,1.0,0.0,0.0
REJECT,below_vwap,5pt_pullback,20pt_target,positive_quote_pressure,8,0.5,1.0,0.0,0.0
REJECT,below_vwap,15pt_pullback,20pt_target,positive_quote_pressure,8,0.5,1.0,0.0,0.0
REJECT,below_vwap,15pt_pullback,20pt_target,positive_quote_pressure,8,0.5,1.0,0.0,0.0
REJECT,below_vwap & large_premarket,15pt_pullback,20pt_target,positive_quote_pressure,8,0.5,1.0,0.0,0.0
REJECT,below_vwap & large_premarket,15pt_pullback,20pt_target,positive_quote_pressure,8,0.5,1.0,0.0,0.0
REJECT,CORE_ONLY,15pt_pullback,30pt_target,tight_spread,434,0.4885,1.493,2100.0,4.84
REJECT,CORE_ONLY,15pt_pullback,30pt_target,tight_spread,434,0.4885,1.493,2100.0,4.84
REJECT,below_vwap & large_premarket,15pt_pullback,25pt_target,NO_MBP_FILTER,170,0.4824,1.206,350.0,2.06
REJECT,below_vwap & large_premarket,5pt_pullback,25pt_target,NO_MBP_FILTER,170,0.4824,1.206,350.0,2.06
REJECT,CORE_ONLY,15pt_pullback,30pt_target,NO_MBP_FILTER,452,0.4823,1.453,2040.0,4.51
REJECT,CORE_ONLY,15pt_pullback,30pt_target,NO_MBP_FILTER,452,0.4823,1.453,2040.0,4.51
REJECT,below_vwap,5pt_pullback,25pt_target,NO_MBP_FILTER,287,0.4808,1.259,710.0,2.47
REJECT,below_vwap,15pt_pullback,25pt_target,NO_MBP_FILTER,287,0.4808,1.259,710.0,2.47
REJECT,below_vwap,5pt_pullback,25pt_target,tight_spread,278,0.4784,1.25,665.0,2.39
REJECT,below_vwap,15pt_pullback,25pt_target,tight_spread,278,0.4784,1.25,665.0,2.39
REJECT,below_vwap & large_premarket,15pt_pullback,25pt_target,tight_spread,161,0.4783,1.188,305.0,1.89
REJECT,below_vwap & large_premarket,5pt_pullback,25pt_target,tight_spread,161,0.4783,1.188,305.0,1.89
REJECT,large_premarket,15pt_pullback,30pt_target,tight_spread,254,0.4724,1.364,960.0,3.78
REJECT,below_vwap & green_bar,5pt_pullback,25pt_target,tight_spread,265,0.4717,1.25,625.0,2.36
REJECT,below_vwap & green_bar,15pt_pullback,25pt_target,tight_spread,265,0.4717,1.25,625.0,2.36
REJECT,below_vwap & green_bar,15pt_pullback,25pt_target,NO_MBP_FILTER,273,0.4689,1.231,600.0,2.2
REJECT,below_vwap & green_bar,5pt_pullback,25pt_target,NO_MBP_FILTER,273,0.4689,1.231,600.0,2.2
REJECT,large_premarket & green_bar,15pt_pullback,30pt_target,tight_spread,248,0.4677,1.338,880.0,3.55
REJECT,green_bar,15pt_pullback,30pt_target,positive_mid_pressure,15,0.4667,1.312,50.0,3.33
REJECT,green_bar,15pt_pullback,30pt_target,positive_mid_pressure,15,0.4667,1.312,50.0,3.33
REJECT,large_premarket & green_bar,15pt_pullback,30pt_target,positive_mid_pressure,15,0.4667,1.312,50.0,3.33
REJECT,large_premarket & green_bar,5pt_pullback,25pt_target,positive_mid_pressure,15,0.4667,1.094,15.0,1.0
REJECT,green_bar,15pt_pullback,25pt_target,positive_mid_pressure,15,0.4667,1.094,15.0,1.0
REJECT,large_premarket & green_bar,15pt_pullback,25pt_target,positive_mid_pressure,15,0.4667,1.094,15.0,1.0
REJECT,CORE_ONLY,10pt_pullback,25pt_target,positive_mid_pressure,15,0.4667,1.094,15.0,1.0
REJECT,large_premarket,10pt_pullback,25pt_target,positive_mid_pressure,15,0.4667,1.094,15.0,1.0
REJECT,green_bar,5pt_pullback,25pt_target,positive_mid_pressure,15,0.4667,1.094,15.0,1.0
REJECT,green_bar,5pt_pullback,25pt_target,positive_mid_pressure,15,0.4667,1.094,15.0,1.0
REJECT,CORE_ONLY,15pt_pullback,20pt_target,positive_mid_pressure,15,0.4667,0.875,-20.0,-1.33
REJECT,CORE_ONLY,15pt_pullback,20pt_target,positive_mid_pressure,15,0.4667,0.875,-20.0,-1.33
REJECT,large_premarket,15pt_pullback,20pt_target,positive_mid_pressure,15,0.4667,0.875,-20.0,-1.33
REJECT,CORE_ONLY,15pt_pullback,20pt_target,positive_mid_pressure,15,0.4667,0.875,-20.0,-1.33
REJECT,large_premarket,15pt_pullback,20pt_target,positive_mid_pressure,15,0.4667,0.875,-20.0,-1.33
REJECT,large_premarket,15pt_pullback,20pt_target,positive_mid_pressure,15,0.4667,0.875,-20.0,-1.33
REJECT,CORE_ONLY,15pt_pullback,20pt_target,positive_mid_pressure,15,0.4667,0.875,-20.0,-1.33
REJECT,CORE_ONLY,15pt_pullback,20pt_target,positive_mid_pressure,15,0.4667,0.875,-20.0,-1.33
REJECT,large_premarket,15pt_pullback,20pt_target,positive_mid_pressure,15,0.4667,0.875,-20.0,-1.33
REJECT,large_premarket,15pt_pullback,20pt_target,positive_mid_pressure,15,0.4667,0.875,-20.0,-1.33
REJECT,large_premarket,15pt_pullback,20pt_target,positive_mid_pressure,15,0.4667,0.875,-20.0,-1.33
REJECT,CORE_ONLY,15pt_pullback,20pt_target,positive_mid_pressure,15,0.4667,0.875,-20.0,-1.33
REJECT,large_premarket,15pt_pullback,30pt_target,NO_MBP_FILTER,272,0.4632,1.312,900.0,3.31
REJECT,large_premarket & green_bar,15pt_pullback,30pt_target,NO_MBP_FILTER,265,0.4604,1.298,840.0,3.17
REJECT,below_vwap & large_premarket,15pt_pullback,30pt_target,NO_MBP_FILTER,170,0.4294,1.165,310.0,1.82
REJECT,below_vwap & large_premarket,15pt_pullback,30pt_target,tight_spread,161,0.4286,1.163,290.0,1.8
REJECT,below_vwap,15pt_pullback,30pt_target,NO_MBP_FILTER,287,0.4146,1.144,450.0,1.57
REJECT,below_vwap,15pt_pullback,30pt_target,tight_spread,278,0.4137,1.142,430.0,1.55
REJECT,below_vwap & green_bar,15pt_pullback,30pt_target,tight_spread,265,0.4,1.104,300.0,1.13
REJECT,below_vwap & green_bar,15pt_pullback,30pt_target,tight_spread,265,0.4,1.104,300.0,1.13
REJECT,CORE_ONLY,10pt_pullback,30pt_target,positive_mid_pressure,15,0.4,1.0,0.0,0.0
REJECT,CORE_ONLY,15pt_pullback,30pt_target,positive_mid_pressure,15,0.4,1.0,0.0,0.0
REJECT,large_premarket,10pt_pullback,30pt_target,positive_mid_pressure,15,0.4,1.0,0.0,0.0
REJECT,large_premarket,15pt_pullback,30pt_target,positive_mid_pressure,15,0.4,1.0,0.0,0.0
REJECT,CORE_ONLY,15pt_pullback,30pt_target,positive_mid_pressure,15,0.4,1.0,0.0,0.0
REJECT,CORE_ONLY,5pt_pullback,25pt_target,positive_mid_pressure,15,0.4,0.833,-30.0,-2.0
REJECT,CORE_ONLY,5pt_pullback,25pt_target,positive_mid_pressure,15,0.4,0.833,-30.0,-2.0
REJECT,large_premarket,15pt_pullback,25pt_target,positive_mid_pressure,15,0.4,0.833,-30.0,-2.0
REJECT,large_premarket,5pt_pullback,25pt_target,positive_mid_pressure,15,0.4,0.833,-30.0,-2.0
REJECT,CORE_ONLY,15pt_pullback,25pt_target,positive_mid_pressure,15,0.4,0.833,-30.0,-2.0
REJECT,below_vwap & green_bar,15pt_pullback,30pt_target,NO_MBP_FILTER,273,0.3956,1.08,240.0,0.88
REJECT,below_vwap & green_bar,15pt_pullback,30pt_target,NO_MBP_FILTER,273,0.3956,1.08,240.0,0.88
REJECT,CORE_ONLY,15pt_pullback,30pt_target,positive_quote_pressure,16,0.375,0.9,-20.0,-1.25
REJECT,large_premarket,15pt_pullback,30pt_target,positive_quote_pressure,16,0.375,0.9,-20.0,-1.25
REJECT,CORE_ONLY,15pt_pullback,30pt_target,positive_quote_pressure,16,0.375,0.9,-20.0,-1.25
REJECT,CORE_ONLY,5pt_pullback,25pt_target,positive_quote_pressure,16,0.375,0.75,-50.0,-3.12
REJECT,large_premarket,5pt_pullback,25pt_target,positive_quote_pressure,16,0.375,0.75,-50.0,-3.12
REJECT,CORE_ONLY,15pt_pullback,25pt_target,positive_quote_pressure,16,0.375,0.75,-50.0,-3.12
REJECT,large_premarket,15pt_pullback,25pt_target,positive_quote_pressure,16,0.375,0.75,-50.0,-3.12
REJECT,CORE_ONLY,5pt_pullback,25pt_target,positive_quote_pressure,16,0.375,0.75,-50.0,-3.12
REJECT,CORE_ONLY,15pt_pullback,20pt_target,positive_quote_pressure,16,0.375,0.6,-80.0,-5.0
REJECT,large_premarket,15pt_pullback,20pt_target,positive_quote_pressure,16,0.375,0.6,-80.0,-5.0
REJECT,large_premarket,15pt_pullback,20pt_target,positive_quote_pressure,16,0.375,0.6,-80.0,-5.0
REJECT,CORE_ONLY,15pt_pullback,20pt_target,positive_quote_pressure,16,0.375,0.6,-80.0,-5.0
REJECT,large_premarket,15pt_pullback,20pt_target,positive_quote_pressure,16,0.375,0.6,-80.0,-5.0
REJECT,CORE_ONLY,15pt_pullback,20pt_target,positive_quote_pressure,16,0.375,0.6,-80.0,-5.0
REJECT,large_premarket,15pt_pullback,20pt_target,positive_quote_pressure,16,0.375,0.6,-80.0,-5.0
REJECT,large_premarket,15pt_pullback,20pt_target,positive_quote_pressure,16,0.375,0.6,-80.0,-5.0
REJECT,CORE_ONLY,15pt_pullback,20pt_target,positive_quote_pressure,16,0.375,0.6,-80.0,-5.0
REJECT,large_premarket,15pt_pullback,20pt_target,positive_quote_pressure,16,0.375,0.6,-80.0,-5.0
REJECT,CORE_ONLY,15pt_pullback,20pt_target,positive_quote_pressure,16,0.375,0.6,-80.0,-5.0
REJECT,CORE_ONLY,15pt_pullback,20pt_target,positive_quote_pressure,16,0.375,0.6,-80.0,-5.0
