tier,suggested_size,conditions,entry_model,stop_model,target_model,be_model,trades,trades_per_year,trades_per_week,wins,losses,breakevens,winrate,profit_factor,avg_trade,median_trade,net_points,max_drawdown,sharpe,profitable_years_pct,profitable_years,years_tested,first_year,last_year,tier_rank
REJECT,ignore,below_vwap & large_lower_wick,10pt_pullback,20pt_stop,30pt_target,no_be,128,14.22,0.27,58,70,0,0.4531,1.7005,7.66,-20.0,980.75,203.25,3.37,0.875,7,8,2018,2026,1
REJECT,ignore,below_vwap & large_lower_wick & red_bar,5pt_pullback,20pt_stop,25pt_target,no_be,64,7.11,0.14,29,35,0,0.4531,1.4604,5.04,-20.0,322.25,110.0,2.37,0.5,4,8,2018,2026,1
REJECT,ignore,below_vwap & large_lower_wick & red_bar,5pt_pullback,25pt_stop,25pt_target,be_after_20,64,7.11,0.14,29,31,4,0.4531,1.319,3.86,0.0,247.25,125.0,1.75,0.5,4,8,2018,2026,1
REJECT,ignore,low_volatility & large_premarket & green_bar,15pt_pullback,25pt_stop,30pt_target,be_after_20,117,13.0,0.25,53,34,30,0.453,3.7747,19.63,0.0,2296.75,127.75,6.2,0.75,6,8,2018,2026,1
REJECT,ignore,below_vwap & green_bar,15pt_pullback,25pt_stop,30pt_target,be_after_20,234,26.0,0.5,106,65,63,0.453,3.7745,19.0,0.0,4446.75,315.0,6.4,1.0,8,8,2018,2026,1
REJECT,ignore,below_vwap & green_bar,10pt_pullback,15pt_stop,25pt_target,be_after_20,234,26.0,0.5,106,99,29,0.453,3.0184,12.75,0.0,2982.75,155.0,5.21,1.0,8,8,2018,2026,1
REJECT,ignore,below_vwap & green_bar,5pt_pullback,20pt_stop,20pt_target,be_after_15,234,26.0,0.5,106,77,51,0.453,1.7782,5.1,0.0,1192.75,240.0,2.97,0.75,6,8,2018,2026,1
REJECT,ignore,displacement & strong_body,5pt_pullback,25pt_stop,20pt_target,be_after_15,53,5.89,0.11,24,17,12,0.4528,1.6865,5.5,0.0,291.75,155.0,2.93,0.5,4,8,2018,2026,1
REJECT,ignore,displacement & strong_body,5pt_pullback,20pt_stop,30pt_target,no_be,53,5.89,0.11,24,29,0,0.4528,1.5978,6.54,-20.0,346.75,110.0,3.14,0.5,4,8,2018,2026,1
REJECT,ignore,displacement & strong_body,5pt_pullback,25pt_stop,30pt_target,no_be,53,5.89,0.11,24,29,0,0.4528,1.2783,3.81,-25.0,201.75,160.0,1.71,0.5,4,8,2018,2026,1
REJECT,ignore,CORE_ONLY,10pt_pullback,15pt_stop,20pt_target,be_after_15,484,53.78,1.03,219,150,115,0.4525,3.9732,13.78,0.0,6668.25,180.0,5.82,1.0,8,8,2018,2026,1
REJECT,ignore,large_premarket,10pt_pullback,20pt_stop,25pt_target,be_after_20,358,39.78,0.76,162,132,64,0.4525,2.8935,13.9,0.0,4975.75,215.0,5.15,0.875,7,8,2018,2026,1
REJECT,ignore,large_premarket & strong_body & green_bar,15pt_pullback,20pt_stop,25pt_target,be_after_15,84,9.33,0.18,38,14,32,0.4524,9.6936,27.19,0.0,2284.25,80.0,8.25,0.875,7,8,2018,2026,1
REJECT,ignore,large_premarket & strong_body & green_bar,15pt_pullback,20pt_stop,30pt_target,be_after_20,84,9.33,0.18,38,26,20,0.4524,5.275,25.59,0.0,2149.25,90.0,7.48,0.875,7,8,2018,2026,1
REJECT,ignore,large_premarket & strong_body & green_bar,10pt_pullback,20pt_stop,20pt_target,be_after_15,84,9.33,0.18,38,24,22,0.4524,4.2143,17.9,0.0,1503.5,100.0,5.89,0.875,7,8,2018,2026,1
REJECT,ignore,large_premarket & strong_body & green_bar,10pt_pullback,15pt_stop,30pt_target,no_be,84,9.33,0.18,38,46,0,0.4524,3.268,18.43,-15.0,1548.5,90.0,5.89,0.875,7,8,2018,2026,1
REJECT,ignore,large_premarket & strong_body & green_bar,5pt_pullback,20pt_stop,20pt_target,be_after_15,84,9.33,0.18,38,25,21,0.4524,2.3354,7.83,0.0,658.0,140.0,4.42,0.75,6,8,2018,2026,1
REJECT,ignore,below_vwap & low_volatility & large_premarket,15pt_pullback,20pt_stop,20pt_target,be_after_15,124,15.5,0.3,56,27,41,0.4516,6.5462,23.38,0.0,2899.25,180.0,6.82,0.8571,6,7,2018,2025,1
REJECT,ignore,below_vwap & large_lower_wick & green_bar,15pt_pullback,15pt_stop,25pt_target,be_after_20,62,6.89,0.13,28,17,17,0.4516,5.4588,18.34,0.0,1137.0,90.0,7.41,1.0,8,8,2018,2026,1
REJECT,ignore,below_vwap & large_lower_wick & green_bar,15pt_pullback,20pt_stop,25pt_target,be_after_20,62,6.89,0.13,28,16,18,0.4516,4.35,17.29,0.0,1072.0,100.0,6.81,0.875,7,8,2018,2026,1
REJECT,ignore,below_vwap & large_lower_wick & green_bar,15pt_pullback,25pt_stop,25pt_target,be_after_20,62,6.89,0.13,28,15,19,0.4516,3.712,16.4,0.0,1017.0,125.0,6.31,0.875,7,8,2018,2026,1
REJECT,ignore,displacement,15pt_pullback,20pt_stop,25pt_target,be_after_20,62,6.89,0.13,28,21,13,0.4516,3.7014,17.77,0.0,1101.5,110.0,6.12,0.875,7,8,2018,2026,1
REJECT,ignore,below_vwap & low_volatility & large_premarket,5pt_pullback,15pt_stop,25pt_target,be_after_20,124,15.5,0.3,56,55,13,0.4516,2.7224,11.46,0.0,1421.0,140.0,4.53,0.7143,5,7,2018,2025,1
REJECT,ignore,displacement,5pt_pullback,15pt_stop,20pt_target,be_after_15,62,6.89,0.13,28,22,12,0.4516,2.4144,7.53,0.0,466.75,90.0,4.63,0.5,4,8,2018,2026,1
REJECT,ignore,below_vwap & large_lower_wick & green_bar,10pt_pullback,15pt_stop,30pt_target,no_be,62,6.89,0.13,28,34,0,0.4516,2.2074,9.93,-15.0,615.75,90.0,4.69,0.875,7,8,2018,2026,1
REJECT,ignore,low_volatility & large_lower_wick & green_bar,10pt_pullback,25pt_stop,30pt_target,be_after_20,31,3.88,0.07,14,12,5,0.4516,1.7708,7.46,0.0,231.25,200.0,3.73,0.5714,4,7,2018,2025,1
REJECT,ignore,low_volatility & large_lower_wick & green_bar,5pt_pullback,25pt_stop,25pt_target,be_after_20,31,3.88,0.07,14,10,7,0.4516,1.4,3.23,0.0,100.0,100.0,2.35,0.5714,4,7,2018,2025,1
REJECT,ignore,low_volatility & large_lower_wick & green_bar,5pt_pullback,20pt_stop,25pt_target,no_be,31,3.88,0.07,14,17,0,0.4516,1.0294,0.32,-20.0,10.0,135.0,0.23,0.4286,3,7,2018,2025,1
REJECT,ignore,below_vwap & large_premarket & red_bar,15pt_pullback,20pt_stop,25pt_target,be_after_20,82,9.11,0.18,37,26,19,0.4512,3.7231,17.27,0.0,1416.0,160.0,5.98,0.75,6,8,2018,2026,1
REJECT,ignore,below_vwap & large_premarket & red_bar,10pt_pullback,20pt_stop,25pt_target,no_be,82,9.11,0.18,37,45,0,0.4512,1.8422,9.24,-20.0,758.0,180.0,3.51,0.5,4,8,2018,2026,1
REJECT,ignore,low_volatility & large_premarket,15pt_pullback,15pt_stop,20pt_target,be_after_15,173,19.22,0.37,78,49,46,0.4509,5.9163,20.54,0.0,3553.25,131.75,6.65,0.75,6,8,2018,2026,1
REJECT,ignore,low_volatility & large_premarket,15pt_pullback,20pt_stop,25pt_target,be_after_20,173,19.22,0.37,78,59,36,0.4509,3.8796,19.35,0.0,3348.25,190.0,6.04,0.625,5,8,2018,2026,1
REJECT,ignore,large_lower_wick,5pt_pullback,15pt_stop,25pt_target,no_be,173,19.22,0.37,78,95,0,0.4509,1.6968,5.74,-15.0,993.0,135.0,3.39,0.875,7,8,2018,2026,1
REJECT,ignore,below_vwap & large_premarket & green_bar,5pt_pullback,20pt_stop,30pt_target,no_be,173,19.22,0.37,78,95,0,0.4509,1.4538,4.97,-20.0,859.0,302.75,2.36,0.625,5,8,2018,2026,1
REJECT,ignore,below_vwap & large_premarket & green_bar,5pt_pullback,25pt_stop,25pt_target,be_after_20,173,19.22,0.37,78,68,27,0.4509,1.4142,4.04,0.0,699.0,300.0,1.99,0.5,4,8,2018,2026,1
REJECT,ignore,below_vwap,5pt_pullback,25pt_stop,20pt_target,be_after_15,344,38.22,0.74,155,100,89,0.4506,1.7871,5.69,0.0,1958.0,330.0,2.9,0.75,6,8,2018,2026,1
REJECT,ignore,large_premarket & strong_body,15pt_pullback,25pt_stop,25pt_target,be_after_15,91,10.11,0.19,41,13,37,0.4505,8.7647,25.83,0.0,2350.75,100.0,8.02,0.875,7,8,2018,2026,1
REJECT,ignore,large_premarket & strong_body,10pt_pullback,15pt_stop,25pt_target,be_after_20,91,10.11,0.19,41,37,13,0.4505,4.0215,18.19,0.0,1655.0,90.0,6.15,0.875,7,8,2018,2026,1
REJECT,ignore,large_premarket & strong_body,5pt_pullback,15pt_stop,25pt_target,no_be,91,10.11,0.19,41,50,0,0.4505,1.883,7.28,-15.0,662.25,120.0,3.92,0.625,5,8,2018,2026,1
REJECT,ignore,large_premarket & strong_body,5pt_pullback,25pt_stop,30pt_target,no_be,91,10.11,0.19,41,50,0,0.4505,1.2824,3.84,-25.0,349.5,210.0,1.74,0.5,4,8,2018,2026,1
REJECT,ignore,above_vwap,15pt_pullback,15pt_stop,25pt_target,be_after_15,140,15.56,0.3,63,19,58,0.45,11.9316,21.69,0.0,3036.25,75.0,8.81,1.0,8,8,2018,2026,1
REJECT,ignore,above_vwap,15pt_pullback,20pt_stop,25pt_target,be_after_15,140,15.56,0.3,63,18,59,0.45,9.5298,21.19,0.0,2966.25,80.0,8.49,1.0,8,8,2018,2026,1
REJECT,ignore,above_vwap & large_premarket,5pt_pullback,20pt_stop,25pt_target,be_after_20,100,11.11,0.21,45,34,21,0.45,2.4379,9.78,0.0,977.75,120.0,4.9,0.875,7,8,2018,2026,1
REJECT,ignore,large_premarket,10pt_pullback,20pt_stop,20pt_target,be_after_15,358,39.78,0.76,161,94,103,0.4497,3.7577,14.39,0.0,5150.75,200.0,5.53,0.875,7,8,2018,2026,1
REJECT,ignore,low_volatility,10pt_pullback,25pt_stop,20pt_target,be_after_15,189,21.0,0.4,85,52,52,0.4497,2.9146,12.99,0.0,2456.0,245.0,4.68,0.625,5,8,2018,2026,1
REJECT,ignore,large_premarket,5pt_pullback,20pt_stop,25pt_target,be_after_20,358,39.78,0.76,161,143,54,0.4497,1.9821,7.83,0.0,2801.75,225.0,3.7,0.875,7,8,2018,2026,1
REJECT,ignore,below_vwap & large_premarket,15pt_pullback,20pt_stop,25pt_target,be_after_20,258,28.67,0.55,116,83,59,0.4496,3.9466,18.76,0.0,4840.5,305.0,6.14,0.875,7,8,2018,2026,1
REJECT,ignore,low_volatility & green_bar,15pt_pullback,20pt_stop,25pt_target,be_after_20,129,14.33,0.28,58,46,25,0.4496,3.4877,17.41,0.0,2245.75,170.0,5.75,0.625,5,8,2018,2026,1
REJECT,ignore,below_vwap & large_premarket,5pt_pullback,20pt_stop,25pt_target,be_after_20,258,28.67,0.55,116,109,33,0.4496,1.8395,7.07,0.0,1824.0,255.0,3.28,0.625,5,8,2018,2026,1
REJECT,ignore,above_vwap & low_volatility & large_premarket,15pt_pullback,20pt_stop,30pt_target,be_after_20,49,7.0,0.13,22,13,14,0.449,3.8615,15.18,0.0,744.0,80.0,7.2,0.6667,4,6,2020,2026,1
REJECT,ignore,above_vwap & low_volatility & large_premarket,10pt_pullback,15pt_stop,25pt_target,be_after_20,49,7.0,0.13,22,20,7,0.449,2.98,12.12,0.0,594.0,75.0,6.09,0.5,3,6,2020,2026,1
REJECT,ignore,below_vwap & low_volatility & large_lower_wick,15pt_pullback,15pt_stop,30pt_target,no_be,49,6.12,0.12,22,27,0,0.449,2.9432,16.06,-15.0,787.0,180.0,5.53,0.7143,5,7,2018,2025,1
REJECT,ignore,above_vwap & low_volatility & large_premarket,5pt_pullback,25pt_stop,20pt_target,be_after_15,49,7.0,0.13,22,12,15,0.449,2.0025,6.14,0.0,300.75,75.0,3.92,0.6667,4,6,2020,2026,1
REJECT,ignore,below_vwap & low_volatility & large_lower_wick,5pt_pullback,20pt_stop,30pt_target,be_after_20,49,6.12,0.12,22,20,7,0.449,1.9669,7.89,0.0,386.75,110.0,3.99,0.7143,5,7,2018,2025,1
REJECT,ignore,below_vwap & low_volatility & large_lower_wick,10pt_pullback,25pt_stop,30pt_target,be_after_20,49,6.12,0.12,22,17,10,0.449,1.9359,8.12,0.0,397.75,100.0,3.84,0.7143,5,7,2018,2025,1
REJECT,ignore,below_vwap & low_volatility & large_lower_wick,10pt_pullback,20pt_stop,25pt_target,be_after_20,49,6.12,0.12,22,20,7,0.449,1.8069,6.59,0.0,322.75,120.0,3.33,0.5714,4,7,2018,2025,1
REJECT,ignore,below_vwap & low_volatility & large_lower_wick,5pt_pullback,15pt_stop,25pt_target,no_be,49,6.12,0.12,22,27,0,0.449,1.6833,5.65,-15.0,276.75,105.0,3.05,0.8571,6,7,2018,2025,1
REJECT,ignore,below_vwap & green_bar,10pt_pullback,20pt_stop,20pt_target,be_after_15,234,26.0,0.5,105,66,63,0.4487,3.0897,11.68,0.0,2732.75,160.0,4.83,1.0,8,8,2018,2026,1
REJECT,ignore,below_vwap & red_bar,5pt_pullback,15pt_stop,30pt_target,no_be,107,11.89,0.23,48,59,0,0.4486,2.2274,10.15,-15.0,1086.25,60.0,4.57,0.875,7,8,2018,2026,1
REJECT,ignore,bull_fvg,15pt_pullback,15pt_stop,25pt_target,be_after_15,58,8.29,0.16,26,12,20,0.4483,9.459,24.47,0.0,1419.0,45.0,8.69,0.8571,6,7,2020,2026,1
REJECT,ignore,bull_fvg & strong_body & green_bar,15pt_pullback,20pt_stop,30pt_target,be_after_20,29,4.14,0.08,13,9,7,0.4483,6.1889,29.12,0.0,844.5,62.75,8.48,1.0,6,6,2020,2026,1
REJECT,ignore,bull_fvg & strong_body,15pt_pullback,20pt_stop,30pt_target,be_after_20,29,4.14,0.08,13,9,7,0.4483,6.1889,29.12,0.0,844.5,62.75,8.48,1.0,6,6,2020,2026,1
REJECT,ignore,below_vwap & bull_fvg & green_bar,15pt_pullback,15pt_stop,20pt_target,be_after_15,29,4.14,0.08,13,9,7,0.4483,5.444,18.81,0.0,545.5,30.0,6.63,0.8571,6,7,2020,2026,1
REJECT,ignore,bull_fvg & strong_body & green_bar,15pt_pullback,25pt_stop,30pt_target,be_after_20,29,4.14,0.08,13,9,7,0.4483,4.9679,27.74,0.0,804.5,77.75,7.89,1.0,6,6,2020,2026,1
REJECT,ignore,bull_fvg & strong_body,15pt_pullback,25pt_stop,30pt_target,be_after_20,29,4.14,0.08,13,9,7,0.4483,4.9679,27.74,0.0,804.5,77.75,7.89,1.0,6,6,2020,2026,1
REJECT,ignore,bull_fvg & strong_body & green_bar,15pt_pullback,15pt_stop,30pt_target,no_be,29,4.14,0.08,13,16,0,0.4483,4.4226,26.88,-15.0,779.5,60.0,7.66,1.0,6,6,2020,2026,1
REJECT,ignore,bull_fvg & strong_body,15pt_pullback,15pt_stop,30pt_target,no_be,29,4.14,0.08,13,16,0,0.4483,4.4226,26.88,-15.0,779.5,60.0,7.66,1.0,6,6,2020,2026,1
REJECT,ignore,bull_fvg & strong_body & green_bar,10pt_pullback,25pt_stop,20pt_target,be_after_15,29,4.14,0.08,13,7,9,0.4483,4.3661,18.31,0.0,531.0,75.0,6.5,0.8333,5,6,2020,2026,1
REJECT,ignore,bull_fvg & strong_body,10pt_pullback,25pt_stop,20pt_target,be_after_15,29,4.14,0.08,13,7,9,0.4483,4.3661,18.31,0.0,531.0,75.0,6.5,0.8333,5,6,2020,2026,1
REJECT,ignore,bull_fvg,10pt_pullback,25pt_stop,20pt_target,be_after_15,58,8.29,0.16,26,14,18,0.4483,3.547,14.61,0.0,847.5,57.75,5.84,0.8571,6,7,2020,2026,1
REJECT,ignore,bull_fvg,15pt_pullback,15pt_stop,30pt_target,no_be,58,8.29,0.16,26,32,0,0.4483,3.5313,20.41,-15.0,1184.0,83.25,6.73,0.8571,6,7,2020,2026,1
REJECT,ignore,low_volatility & red_bar,5pt_pullback,15pt_stop,20pt_target,be_after_15,58,7.25,0.14,26,19,13,0.4483,3.3991,11.79,0.0,683.75,45.0,5.04,0.5714,4,7,2018,2025,1
REJECT,ignore,bull_fvg & strong_body,10pt_pullback,15pt_stop,30pt_target,no_be,29,4.14,0.08,13,16,0,0.4483,3.3029,18.48,-15.0,536.0,67.75,6.38,1.0,6,6,2020,2026,1
REJECT,ignore,bull_fvg & strong_body & green_bar,10pt_pullback,15pt_stop,30pt_target,no_be,29,4.14,0.08,13,16,0,0.4483,3.3029,18.48,-15.0,536.0,67.75,6.38,1.0,6,6,2020,2026,1
REJECT,ignore,above_vwap & large_premarket & large_lower_wick,10pt_pullback,20pt_stop,25pt_target,be_after_20,29,3.22,0.06,13,10,6,0.4483,3.2938,15.82,0.0,458.75,60.0,6.54,0.5714,4,7,2018,2026,1
REJECT,ignore,low_volatility & red_bar,15pt_pullback,15pt_stop,30pt_target,no_be,58,7.25,0.14,26,32,0,0.4483,3.2292,18.45,-15.0,1070.0,105.0,5.81,0.7143,5,7,2018,2025,1
REJECT,ignore,below_vwap & bull_fvg & green_bar,15pt_pullback,15pt_stop,25pt_target,no_be,29,4.14,0.08,13,16,0,0.4483,3.1098,16.57,-15.0,480.5,75.0,5.58,0.8571,6,7,2020,2026,1
REJECT,ignore,bull_fvg,10pt_pullback,15pt_stop,30pt_target,no_be,58,8.29,0.16,26,32,0,0.4483,2.8562,15.13,-15.0,877.5,93.25,5.84,1.0,7,7,2020,2026,1
REJECT,ignore,low_volatility & large_premarket & large_lower_wick,15pt_pullback,15pt_stop,25pt_target,no_be,58,9.67,0.19,26,32,0,0.4483,2.6646,13.78,-15.0,799.0,100.0,4.92,0.8333,5,6,2020,2025,1
REJECT,ignore,above_vwap & large_premarket & large_lower_wick,5pt_pullback,15pt_stop,20pt_target,be_after_15,29,3.22,0.06,13,8,8,0.4483,2.65,6.83,0.0,198.0,45.0,5.73,0.2857,2,7,2018,2026,1
REJECT,ignore,above_vwap & large_premarket & large_lower_wick,10pt_pullback,25pt_stop,25pt_target,be_after_20,29,3.22,0.06,13,10,6,0.4483,2.635,14.09,0.0,408.75,75.0,5.59,0.5714,4,7,2018,2026,1
REJECT,ignore,bull_fvg & strong_body,10pt_pullback,20pt_stop,30pt_target,no_be,29,4.14,0.08,13,16,0,0.4483,2.498,15.9,-20.0,461.0,97.75,5.27,1.0,6,6,2020,2026,1
REJECT,ignore,bull_fvg & strong_body & green_bar,10pt_pullback,20pt_stop,30pt_target,no_be,29,4.14,0.08,13,16,0,0.4483,2.498,15.9,-20.0,461.0,97.75,5.27,1.0,6,6,2020,2026,1
REJECT,ignore,above_vwap & large_premarket & large_lower_wick,5pt_pullback,20pt_stop,20pt_target,be_after_15,29,3.22,0.06,13,8,8,0.4483,1.9875,5.45,0.0,158.0,60.0,4.21,0.2857,2,7,2018,2026,1
REJECT,ignore,bull_fvg & strong_body & green_bar,5pt_pullback,20pt_stop,30pt_target,no_be,29,4.14,0.08,13,16,0,0.4483,1.9616,10.37,-20.0,300.75,102.75,4.38,1.0,6,6,2020,2026,1
REJECT,ignore,bull_fvg & strong_body,5pt_pullback,20pt_stop,30pt_target,no_be,29,4.14,0.08,13,16,0,0.4483,1.9616,10.37,-20.0,300.75,102.75,4.38,1.0,6,6,2020,2026,1
REJECT,ignore,above_vwap & large_premarket & large_lower_wick,5pt_pullback,25pt_stop,20pt_target,be_after_15,29,3.22,0.06,13,7,9,0.4483,1.8171,4.93,0.0,143.0,80.0,3.62,0.2857,2,7,2018,2026,1
REJECT,ignore,bull_fvg,5pt_pullback,20pt_stop,30pt_target,no_be,58,8.29,0.16,26,32,0,0.4483,1.8021,8.75,-20.0,507.5,142.75,3.83,0.8571,6,7,2020,2026,1
REJECT,ignore,above_vwap & large_premarket & large_lower_wick,5pt_pullback,15pt_stop,30pt_target,no_be,29,3.22,0.06,13,16,0,0.4483,1.7833,6.48,-15.0,188.0,60.0,4.15,0.5714,4,7,2018,2026,1
REJECT,ignore,bull_fvg & strong_body,5pt_pullback,25pt_stop,30pt_target,no_be,29,4.14,0.08,13,16,0,0.4483,1.5822,7.78,-25.0,225.75,132.75,3.11,0.8333,5,6,2020,2026,1
REJECT,ignore,bull_fvg & strong_body & green_bar,5pt_pullback,25pt_stop,30pt_target,no_be,29,4.14,0.08,13,16,0,0.4483,1.5822,7.78,-25.0,225.75,132.75,3.11,0.8333,5,6,2020,2026,1
REJECT,ignore,low_volatility & large_premarket & large_lower_wick,10pt_pullback,25pt_stop,25pt_target,be_after_20,58,9.67,0.19,26,23,9,0.4483,1.5791,5.74,0.0,333.0,125.0,2.67,0.8333,5,6,2020,2025,1
REJECT,ignore,low_volatility & large_premarket & large_lower_wick,10pt_pullback,20pt_stop,25pt_target,no_be,58,9.67,0.19,26,32,0,0.4483,1.4187,4.62,-20.0,268.0,185.0,2.16,0.6667,4,6,2020,2025,1
REJECT,ignore,low_volatility & large_premarket & large_lower_wick,5pt_pullback,15pt_stop,20pt_target,no_be,58,9.67,0.19,26,32,0,0.4483,1.3682,3.05,-15.0,176.75,105.0,1.81,0.6667,4,6,2020,2025,1
REJECT,ignore,low_volatility & large_premarket & large_lower_wick,5pt_pullback,15pt_stop,20pt_target,be_after_20,58,9.67,0.19,26,32,0,0.4483,1.3682,3.05,-15.0,176.75,105.0,1.81,0.6667,4,6,2020,2025,1
REJECT,ignore,low_volatility & large_premarket & large_lower_wick,5pt_pullback,20pt_stop,25pt_target,no_be,58,9.67,0.19,26,32,0,0.4483,1.2215,2.44,-20.0,141.75,215.0,1.29,0.5,3,6,2020,2025,1
REJECT,ignore,strong_body,10pt_pullback,15pt_stop,30pt_target,no_be,134,14.89,0.29,60,74,0,0.4478,2.8005,14.82,-15.0,1985.5,105.0,5.41,0.875,7,8,2018,2026,1
REJECT,ignore,strong_body,5pt_pullback,20pt_stop,20pt_target,be_after_15,134,14.89,0.29,60,42,32,0.4478,2.1153,6.93,0.0,928.75,160.0,4.11,0.75,6,8,2018,2026,1
REJECT,ignore,below_vwap,10pt_pullback,15pt_stop,30pt_target,no_be,344,38.22,0.74,154,190,0,0.4477,2.5203,12.56,-15.0,4321.75,210.0,4.95,0.875,7,8,2018,2026,1
REJECT,ignore,below_vwap,5pt_pullback,20pt_stop,25pt_target,be_after_20,344,38.22,0.74,154,140,50,0.4477,1.8285,6.73,0.0,2313.75,255.0,3.33,0.75,6,8,2018,2026,1
REJECT,ignore,low_volatility & large_premarket & strong_body,15pt_pullback,20pt_stop,25pt_target,be_after_15,38,4.75,0.09,17,9,12,0.4474,7.6114,28.32,0.0,1076.0,40.0,7.83,0.8571,6,7,2018,2025,1
REJECT,ignore,large_premarket & displacement & green_bar,10pt_pullback,15pt_stop,25pt_target,be_after_20,38,5.43,0.1,17,11,10,0.4474,5.8061,20.87,0.0,793.0,60.0,6.95,0.8333,5,6,2020,2026,1
REJECT,ignore,low_volatility & large_premarket & strong_body,15pt_pullback,15pt_stop,25pt_target,be_after_20,38,4.75,0.09,17,16,5,0.4474,5.4391,26.61,0.0,1011.0,60.0,7.25,0.7143,5,7,2018,2025,1
REJECT,ignore,large_premarket & displacement & green_bar,15pt_pullback,20pt_stop,25pt_target,be_after_20,38,5.43,0.1,17,12,9,0.4474,4.7552,22.51,0.0,855.25,90.0,6.88,1.0,6,6,2020,2026,1
REJECT,ignore,large_premarket & displacement & green_bar,10pt_pullback,20pt_stop,25pt_target,be_after_20,38,5.43,0.1,17,11,10,0.4474,4.3545,19.42,0.0,738.0,90.0,6.32,0.8333,5,6,2020,2026,1
REJECT,ignore,large_premarket & displacement & green_bar,10pt_pullback,25pt_stop,25pt_target,be_after_20,38,5.43,0.1,17,11,10,0.4474,3.4836,17.97,0.0,683.0,125.0,5.7,0.8333,5,6,2020,2026,1
REJECT,ignore,large_premarket & displacement & green_bar,5pt_pullback,15pt_stop,20pt_target,be_after_15,38,5.43,0.1,17,13,8,0.4474,2.9577,10.05,0.0,381.75,75.0,5.29,0.6667,4,6,2020,2026,1
REJECT,ignore,low_volatility & large_premarket & strong_body,10pt_pullback,25pt_stop,25pt_target,be_after_20,38,4.75,0.09,17,15,6,0.4474,2.775,16.71,0.0,635.0,75.0,4.87,0.5714,4,7,2018,2025,1
REJECT,ignore,low_volatility & large_premarket & strong_body,5pt_pullback,20pt_stop,25pt_target,be_after_20,38,4.75,0.09,17,14,7,0.4474,2.165,8.36,0.0,317.75,55.0,4.54,0.8571,6,7,2018,2025,1
REJECT,ignore,low_volatility & large_premarket & strong_body,5pt_pullback,15pt_stop,30pt_target,no_be,38,4.75,0.09,17,21,0,0.4474,2.0968,9.09,-15.0,345.5,75.0,4.74,0.8571,6,7,2018,2025,1
REJECT,ignore,low_volatility & large_premarket & strong_body,5pt_pullback,25pt_stop,25pt_target,be_after_20,38,4.75,0.09,17,14,7,0.4474,1.7483,6.65,0.0,252.75,75.0,3.41,0.7143,5,7,2018,2025,1
REJECT,ignore,strong_body & green_bar,15pt_pullback,25pt_stop,25pt_target,be_after_15,123,13.67,0.26,55,16,52,0.4472,8.7518,23.81,0.0,2928.25,100.0,8.02,0.875,7,8,2018,2026,1
REJECT,ignore,strong_body & green_bar,5pt_pullback,15pt_stop,25pt_target,no_be,123,13.67,0.26,55,68,0,0.4472,1.8333,6.91,-15.0,850.0,135.0,3.81,0.75,6,8,2018,2026,1
REJECT,ignore,large_premarket & large_lower_wick,5pt_pullback,20pt_stop,30pt_target,no_be,123,13.67,0.26,55,68,0,0.4472,1.4401,4.87,-20.0,598.5,200.0,2.49,0.75,6,8,2018,2026,1
REJECT,ignore,below_vwap & low_volatility & red_bar,15pt_pullback,20pt_stop,25pt_target,be_after_20,47,5.88,0.11,21,16,10,0.4468,4.1469,21.43,0.0,1007.0,120.0,6.33,0.7143,5,7,2018,2025,1
REJECT,ignore,below_vwap & low_volatility & red_bar,15pt_pullback,25pt_stop,25pt_target,be_after_20,47,5.88,0.11,21,16,10,0.4468,3.3852,19.89,0.0,935.0,142.0,5.75,0.7143,5,7,2018,2025,1
REJECT,ignore,below_vwap & low_volatility & red_bar,10pt_pullback,20pt_stop,20pt_target,be_after_15,47,5.88,0.11,21,17,9,0.4468,2.8551,13.42,0.0,630.75,120.0,4.79,0.5714,4,7,2018,2025,1
REJECT,ignore,below_vwap & low_volatility & red_bar,5pt_pullback,20pt_stop,20pt_target,be_after_15,47,5.88,0.11,21,15,11,0.4468,2.8358,11.72,0.0,550.75,60.0,4.5,0.4286,3,7,2018,2025,1
REJECT,ignore,below_vwap & low_volatility & red_bar,5pt_pullback,20pt_stop,30pt_target,be_after_20,47,5.88,0.11,21,18,8,0.4468,2.8076,13.85,0.0,650.75,80.0,5.11,0.5714,4,7,2018,2025,1
REJECT,ignore,below_vwap & low_volatility & red_bar,5pt_pullback,25pt_stop,20pt_target,be_after_15,47,5.88,0.11,21,15,11,0.4468,2.2687,10.12,0.0,475.75,105.0,3.77,0.4286,3,7,2018,2025,1
REJECT,ignore,below_vwap & low_volatility & red_bar,5pt_pullback,25pt_stop,30pt_target,be_after_20,47,5.88,0.11,21,18,8,0.4468,2.2461,11.93,0.0,560.75,130.0,4.25,0.5714,4,7,2018,2025,1
REJECT,ignore,below_vwap & low_volatility & red_bar,10pt_pullback,20pt_stop,25pt_target,no_be,47,5.88,0.11,21,26,0,0.4468,2.0014,11.08,-20.0,520.75,140.0,3.77,0.5714,4,7,2018,2025,1
REJECT,ignore,below_vwap & large_premarket & large_lower_wick,5pt_pullback,25pt_stop,25pt_target,be_after_20,94,13.43,0.26,42,44,8,0.4468,1.2186,2.56,0.0,240.5,171.5,1.28,0.4286,3,7,2020,2026,1
