tier,suggested_size,conditions,entry_model,stop_model,target_model,be_model,trades,trades_per_year,trades_per_week,wins,losses,breakevens,winrate,profit_factor,avg_trade,median_trade,net_points,max_drawdown,sharpe,profitable_years_pct,profitable_years,years_tested,first_year,last_year,tier_rank
B,micro_or_paper,below_vwap & low_volatility & large_lower_wick,10pt_pullback,20pt_stop,20pt_target,no_be,49,6.12,0.12,29,20,0,0.5918,1.9069,7.4,20.0,362.75,80.0,3.84,0.8571,6,7,2018,2025,2
B,micro_or_paper,below_vwap & low_volatility & large_lower_wick,10pt_pullback,20pt_stop,20pt_target,be_after_20,49,6.12,0.12,29,20,0,0.5918,1.9069,7.4,20.0,362.75,80.0,3.84,0.8571,6,7,2018,2025,2
B,micro_or_paper,below_vwap & low_volatility & large_lower_wick,10pt_pullback,25pt_stop,25pt_target,no_be,49,6.12,0.12,29,20,0,0.5918,1.7955,8.12,25.0,397.75,150.0,3.81,0.8571,6,7,2018,2025,2
B,micro_or_paper,below_vwap & low_volatility & large_lower_wick,5pt_pullback,20pt_stop,20pt_target,no_be,49,6.12,0.12,29,20,0,0.5918,1.7919,6.46,20.0,316.75,100.0,3.52,0.7143,5,7,2018,2025,2
B,micro_or_paper,below_vwap & low_volatility & large_lower_wick,5pt_pullback,20pt_stop,20pt_target,be_after_20,49,6.12,0.12,29,20,0,0.5918,1.7919,6.46,20.0,316.75,100.0,3.52,0.7143,5,7,2018,2025,2
B,micro_or_paper,below_vwap & low_volatility & large_lower_wick,5pt_pullback,25pt_stop,25pt_target,no_be,49,6.12,0.12,29,20,0,0.5918,1.7135,7.28,25.0,356.75,150.0,3.55,0.7143,5,7,2018,2025,2
B,micro_or_paper,above_vwap & large_premarket & green_bar,15pt_pullback,25pt_stop,25pt_target,be_after_20,83,9.22,0.18,49,20,14,0.5904,5.2522,24.73,25.0,2052.75,100.0,8.37,0.875,7,8,2018,2026,2
B,micro_or_paper,above_vwap & large_premarket & green_bar,15pt_pullback,20pt_stop,30pt_target,no_be,83,9.22,0.18,49,34,0,0.5904,4.0067,24.19,30.0,2007.75,120.0,7.95,1.0,8,8,2018,2026,2
B,micro_or_paper,above_vwap & large_premarket & green_bar,10pt_pullback,20pt_stop,30pt_target,no_be,83,9.22,0.18,49,34,0,0.5904,3.6798,21.95,30.0,1822.25,120.0,7.63,0.875,7,8,2018,2026,2
B,micro_or_paper,low_volatility & strong_body & green_bar,15pt_pullback,25pt_stop,30pt_target,be_after_20,39,4.88,0.09,23,7,9,0.5897,9.6972,34.06,30.0,1328.5,50.0,9.73,0.8571,6,7,2018,2025,2
B,micro_or_paper,low_volatility & strong_body & green_bar,10pt_pullback,15pt_stop,25pt_target,no_be,39,4.88,0.09,23,16,0,0.5897,4.9194,23.39,25.0,912.25,45.0,7.31,0.8571,6,7,2018,2025,2
B,micro_or_paper,low_volatility & strong_body & green_bar,10pt_pullback,15pt_stop,20pt_target,be_after_20,39,4.88,0.09,23,16,0,0.5897,4.5542,21.21,20.0,827.25,45.0,6.63,0.8571,6,7,2018,2025,2
B,micro_or_paper,low_volatility & strong_body & green_bar,10pt_pullback,15pt_stop,20pt_target,no_be,39,4.88,0.09,23,16,0,0.5897,4.5542,21.21,20.0,827.25,45.0,6.63,0.8571,6,7,2018,2025,2
B,micro_or_paper,above_vwap & low_volatility & green_bar,15pt_pullback,25pt_stop,25pt_target,be_after_20,39,5.57,0.11,23,9,7,0.5897,4.24,18.69,25.0,729.0,50.0,8.32,0.6667,4,6,2020,2026,2
B,micro_or_paper,low_volatility & strong_body & green_bar,10pt_pullback,20pt_stop,25pt_target,no_be,39,4.88,0.09,23,16,0,0.5897,3.7206,21.47,25.0,837.25,60.0,6.52,0.8571,6,7,2018,2025,2
B,micro_or_paper,low_volatility & large_premarket & green_bar,15pt_pullback,20pt_stop,25pt_target,no_be,117,13.0,0.25,69,48,0,0.5897,3.5688,20.7,25.0,2421.75,115.0,6.6,0.75,6,8,2018,2026,2
B,micro_or_paper,low_volatility & strong_body & green_bar,10pt_pullback,20pt_stop,20pt_target,be_after_20,39,4.88,0.09,23,16,0,0.5897,3.4444,19.29,20.0,752.25,60.0,5.86,0.7143,5,7,2018,2025,2
B,micro_or_paper,low_volatility & strong_body & green_bar,10pt_pullback,20pt_stop,20pt_target,no_be,39,4.88,0.09,23,16,0,0.5897,3.4444,19.29,20.0,752.25,60.0,5.86,0.7143,5,7,2018,2025,2
B,micro_or_paper,above_vwap & low_volatility & green_bar,15pt_pullback,20pt_stop,30pt_target,no_be,39,5.57,0.11,23,16,0,0.5897,3.2313,18.31,30.0,714.0,80.0,7.72,0.6667,4,6,2020,2026,2
B,micro_or_paper,low_volatility & large_premarket & green_bar,10pt_pullback,25pt_stop,30pt_target,no_be,117,13.0,0.25,69,48,0,0.5897,2.7117,17.3,30.0,2024.5,170.0,5.74,0.75,6,8,2018,2026,2
B,micro_or_paper,above_vwap & low_volatility & green_bar,10pt_pullback,25pt_stop,30pt_target,no_be,39,5.57,0.11,23,16,0,0.5897,2.4975,15.36,30.0,599.0,100.0,6.36,0.6667,4,6,2020,2026,2
B,micro_or_paper,above_vwap & low_volatility & green_bar,10pt_pullback,25pt_stop,25pt_target,no_be,39,5.57,0.11,23,16,0,0.5897,2.2975,13.31,25.0,519.0,100.0,5.61,0.5,3,6,2020,2026,2
B,micro_or_paper,below_vwap & large_premarket & green_bar,15pt_pullback,20pt_stop,25pt_target,no_be,173,19.22,0.37,102,71,0,0.5896,3.517,20.41,25.0,3530.75,165.0,6.58,0.875,7,8,2018,2026,2
B,micro_or_paper,strong_body,10pt_pullback,25pt_stop,25pt_target,no_be,134,14.89,0.29,79,55,0,0.5896,2.4692,14.89,25.0,1994.75,150.0,5.25,0.875,7,8,2018,2026,2
B,micro_or_paper,large_premarket & large_lower_wick & red_bar,10pt_pullback,15pt_stop,20pt_target,no_be,56,8.0,0.15,33,23,0,0.5893,3.3152,14.26,20.0,798.75,80.0,6.3,0.7143,5,7,2020,2026,2
B,micro_or_paper,large_premarket & large_lower_wick & red_bar,10pt_pullback,15pt_stop,20pt_target,be_after_20,56,8.0,0.15,33,23,0,0.5893,3.3152,14.26,20.0,798.75,80.0,6.3,0.7143,5,7,2020,2026,2
B,micro_or_paper,large_premarket & large_lower_wick & red_bar,10pt_pullback,20pt_stop,20pt_target,no_be,56,8.0,0.15,33,23,0,0.5893,2.4864,12.21,20.0,683.75,120.0,5.15,0.5714,4,7,2020,2026,2
B,micro_or_paper,large_premarket & large_lower_wick & red_bar,10pt_pullback,20pt_stop,20pt_target,be_after_20,56,8.0,0.15,33,23,0,0.5893,2.4864,12.21,20.0,683.75,120.0,5.15,0.5714,4,7,2020,2026,2
B,micro_or_paper,low_volatility & green_bar,15pt_pullback,20pt_stop,25pt_target,no_be,129,14.33,0.28,76,53,0,0.5891,3.451,19.81,25.0,2555.75,150.0,6.52,0.75,6,8,2018,2026,2
B,micro_or_paper,low_volatility & green_bar,10pt_pullback,25pt_stop,30pt_target,no_be,129,14.33,0.28,76,53,0,0.5891,2.6312,16.54,30.0,2133.25,152.75,5.64,0.75,6,8,2018,2026,2
B,micro_or_paper,below_vwap & low_volatility & green_bar,10pt_pullback,25pt_stop,30pt_target,no_be,90,11.25,0.22,53,37,0,0.5889,2.6902,17.05,30.0,1534.25,125.0,5.45,0.8571,6,7,2018,2025,2
B,micro_or_paper,below_vwap & red_bar,15pt_pullback,20pt_stop,25pt_target,no_be,107,11.89,0.23,63,44,0,0.5888,3.2315,18.35,25.0,1963.75,180.0,6.52,0.75,6,8,2018,2026,2
B,micro_or_paper,below_vwap & low_volatility & large_premarket,15pt_pullback,25pt_stop,30pt_target,no_be,124,15.5,0.3,73,51,0,0.5887,3.4159,24.25,30.0,3007.25,232.0,6.66,0.8571,6,7,2018,2025,2
B,micro_or_paper,below_vwap & low_volatility & large_premarket,10pt_pullback,25pt_stop,30pt_target,no_be,124,15.5,0.3,73,51,0,0.5887,2.8559,18.82,30.0,2334.25,170.0,5.78,0.7143,5,7,2018,2025,2
B,micro_or_paper,below_vwap & low_volatility & large_premarket,5pt_pullback,20pt_stop,25pt_target,no_be,124,15.5,0.3,73,51,0,0.5887,2.6374,13.37,25.0,1658.25,115.0,5.13,0.7143,5,7,2018,2025,2
B,micro_or_paper,below_vwap & displacement,10pt_pullback,15pt_stop,25pt_target,no_be,34,3.78,0.07,20,14,0,0.5882,3.8548,17.63,25.0,599.5,45.0,6.97,0.625,5,8,2018,2026,2
B,micro_or_paper,below_vwap & strong_body & green_bar,15pt_pullback,20pt_stop,25pt_target,no_be,80,8.89,0.17,47,33,0,0.5875,3.9203,23.46,25.0,1877.0,95.0,7.2,0.875,7,8,2018,2026,2
B,micro_or_paper,below_vwap & strong_body & green_bar,15pt_pullback,25pt_stop,30pt_target,no_be,80,8.89,0.17,47,33,0,0.5875,3.3258,23.34,30.0,1867.0,115.0,6.91,0.875,7,8,2018,2026,2
B,micro_or_paper,below_vwap & strong_body & green_bar,10pt_pullback,25pt_stop,25pt_target,no_be,80,8.89,0.17,47,33,0,0.5875,2.5484,15.63,25.0,1250.75,100.0,5.22,0.875,7,8,2018,2026,2
B,micro_or_paper,below_vwap & strong_body & green_bar,5pt_pullback,20pt_stop,20pt_target,be_after_20,80,8.89,0.17,47,33,0,0.5875,1.7526,6.14,20.0,491.25,140.0,3.78,0.625,5,8,2018,2026,2
B,micro_or_paper,below_vwap & strong_body & green_bar,5pt_pullback,20pt_stop,20pt_target,no_be,80,8.89,0.17,47,33,0,0.5875,1.7526,6.14,20.0,491.25,140.0,3.78,0.625,5,8,2018,2026,2
B,micro_or_paper,large_premarket & bull_fvg,15pt_pullback,15pt_stop,20pt_target,be_after_20,46,6.57,0.13,27,19,0,0.587,4.8799,23.01,20.0,1058.25,32.75,7.68,0.8571,6,7,2020,2026,2
B,micro_or_paper,large_premarket & bull_fvg,15pt_pullback,15pt_stop,20pt_target,no_be,46,6.57,0.13,27,19,0,0.587,4.8799,23.01,20.0,1058.25,32.75,7.68,0.8571,6,7,2020,2026,2
B,micro_or_paper,large_premarket & bull_fvg,10pt_pullback,20pt_stop,20pt_target,be_after_20,46,6.57,0.13,27,19,0,0.587,2.7859,14.28,20.0,656.75,60.0,5.55,0.8571,6,7,2020,2026,2
B,micro_or_paper,large_premarket & bull_fvg,10pt_pullback,20pt_stop,20pt_target,no_be,46,6.57,0.13,27,19,0,0.587,2.7859,14.28,20.0,656.75,60.0,5.55,0.8571,6,7,2020,2026,2
B,micro_or_paper,large_lower_wick & green_bar,10pt_pullback,25pt_stop,25pt_target,no_be,92,10.22,0.2,54,38,0,0.587,1.9468,9.78,25.0,899.5,150.0,4.44,0.875,7,8,2018,2026,2
B,micro_or_paper,bull_fvg,15pt_pullback,20pt_stop,20pt_target,be_after_15,58,8.29,0.16,34,9,15,0.5862,10.3333,26.19,20.0,1519.0,22.75,9.47,0.8571,6,7,2020,2026,2
B,micro_or_paper,bull_fvg,15pt_pullback,25pt_stop,20pt_target,be_after_15,58,8.29,0.16,34,9,15,0.5862,8.2947,25.5,20.0,1479.0,30.0,9.07,0.8571,6,7,2020,2026,2
B,micro_or_paper,above_vwap & large_premarket & large_lower_wick,15pt_pullback,15pt_stop,20pt_target,be_after_15,29,3.22,0.06,17,6,6,0.5862,8.2639,22.54,20.0,653.75,30.0,9.88,1.0,7,7,2018,2026,2
B,micro_or_paper,bull_fvg & strong_body & green_bar,15pt_pullback,20pt_stop,25pt_target,be_after_20,29,4.14,0.08,17,9,3,0.5862,6.6498,31.71,25.0,919.5,60.0,9.42,1.0,6,6,2020,2026,2
B,micro_or_paper,bull_fvg & strong_body,15pt_pullback,20pt_stop,25pt_target,be_after_20,29,4.14,0.08,17,9,3,0.5862,6.6498,31.71,25.0,919.5,60.0,9.42,1.0,6,6,2020,2026,2
B,micro_or_paper,above_vwap & large_premarket & large_lower_wick,15pt_pullback,20pt_stop,20pt_target,be_after_15,29,3.22,0.06,17,6,6,0.5862,6.1979,21.51,20.0,623.75,40.0,9.14,0.8571,6,7,2018,2026,2
B,micro_or_paper,above_vwap & large_premarket & large_lower_wick,15pt_pullback,25pt_stop,20pt_target,be_after_15,29,3.22,0.06,17,5,7,0.5862,5.95,21.34,20.0,618.75,50.0,8.97,0.8571,6,7,2018,2026,2
B,micro_or_paper,bull_fvg & strong_body,15pt_pullback,25pt_stop,25pt_target,be_after_20,29,4.14,0.08,17,9,3,0.5862,5.3379,30.33,25.0,879.5,75.0,8.79,1.0,6,6,2020,2026,2
B,micro_or_paper,bull_fvg & strong_body & green_bar,15pt_pullback,25pt_stop,25pt_target,be_after_20,29,4.14,0.08,17,9,3,0.5862,5.3379,30.33,25.0,879.5,75.0,8.79,1.0,6,6,2020,2026,2
B,micro_or_paper,bull_fvg & strong_body,15pt_pullback,20pt_stop,30pt_target,no_be,29,4.14,0.08,17,12,0,0.5862,5.0606,31.19,30.0,904.5,72.75,9.02,1.0,6,6,2020,2026,2
B,micro_or_paper,bull_fvg & strong_body & green_bar,15pt_pullback,20pt_stop,30pt_target,no_be,29,4.14,0.08,17,12,0,0.5862,5.0606,31.19,30.0,904.5,72.75,9.02,1.0,6,6,2020,2026,2
B,micro_or_paper,above_vwap & large_premarket & large_lower_wick,15pt_pullback,15pt_stop,30pt_target,no_be,29,3.22,0.06,17,12,0,0.5862,4.6875,22.89,30.0,663.75,60.0,9.33,0.8571,6,7,2018,2026,2
B,micro_or_paper,above_vwap & large_premarket & large_lower_wick,10pt_pullback,20pt_stop,20pt_target,be_after_15,29,3.22,0.06,17,8,4,0.5862,4.4297,18.92,20.0,548.75,40.0,8.19,0.7143,5,7,2018,2026,2
B,micro_or_paper,bull_fvg & strong_body,15pt_pullback,25pt_stop,30pt_target,no_be,29,4.14,0.08,17,12,0,0.5862,4.0585,29.29,30.0,849.5,97.75,8.2,1.0,6,6,2020,2026,2
B,micro_or_paper,bull_fvg & strong_body & green_bar,15pt_pullback,25pt_stop,30pt_target,no_be,29,4.14,0.08,17,12,0,0.5862,4.0585,29.29,30.0,849.5,97.75,8.2,1.0,6,6,2020,2026,2
B,micro_or_paper,above_vwap & large_premarket & large_lower_wick,15pt_pullback,25pt_stop,25pt_target,be_after_20,29,3.22,0.06,17,8,4,0.5862,3.9688,20.47,25.0,593.75,50.0,8.11,0.7143,5,7,2018,2026,2
B,micro_or_paper,above_vwap & large_premarket & large_lower_wick,10pt_pullback,15pt_stop,20pt_target,be_after_20,29,3.22,0.06,17,12,0,0.5862,3.9375,18.23,20.0,528.75,60.0,7.87,0.8571,6,7,2018,2026,2
B,micro_or_paper,above_vwap & large_premarket & large_lower_wick,10pt_pullback,15pt_stop,20pt_target,no_be,29,3.22,0.06,17,12,0,0.5862,3.9375,18.23,20.0,528.75,60.0,7.87,0.8571,6,7,2018,2026,2
B,micro_or_paper,bull_fvg,10pt_pullback,15pt_stop,20pt_target,be_after_20,58,8.29,0.16,34,24,0,0.5862,3.7994,17.03,20.0,987.5,37.75,6.96,1.0,7,7,2020,2026,2
B,micro_or_paper,bull_fvg,10pt_pullback,15pt_stop,20pt_target,no_be,58,8.29,0.16,34,24,0,0.5862,3.7994,17.03,20.0,987.5,37.75,6.96,1.0,7,7,2020,2026,2
B,micro_or_paper,above_vwap & large_premarket & large_lower_wick,10pt_pullback,25pt_stop,20pt_target,be_after_15,29,3.22,0.06,17,8,4,0.5862,3.5438,17.54,20.0,508.75,50.0,7.29,0.7143,5,7,2018,2026,2
B,micro_or_paper,above_vwap & large_premarket & large_lower_wick,10pt_pullback,20pt_stop,30pt_target,no_be,29,3.22,0.06,17,12,0,0.5862,3.3698,19.61,30.0,568.75,60.0,7.92,0.7143,5,7,2018,2026,2
B,micro_or_paper,low_volatility & red_bar,5pt_pullback,15pt_stop,20pt_target,be_after_20,58,7.25,0.14,34,24,0,0.5862,3.1354,13.25,20.0,768.75,45.0,5.59,0.7143,5,7,2018,2025,2
B,micro_or_paper,low_volatility & red_bar,5pt_pullback,15pt_stop,20pt_target,no_be,58,7.25,0.14,34,24,0,0.5862,3.1354,13.25,20.0,768.75,45.0,5.59,0.7143,5,7,2018,2025,2
B,micro_or_paper,bull_fvg & strong_body & green_bar,10pt_pullback,25pt_stop,25pt_target,no_be,29,4.14,0.08,17,12,0,0.5862,2.931,18.83,25.0,546.0,107.75,6.32,0.8333,5,6,2020,2026,2
B,micro_or_paper,bull_fvg & strong_body,10pt_pullback,25pt_stop,25pt_target,no_be,29,4.14,0.08,17,12,0,0.5862,2.931,18.83,25.0,546.0,107.75,6.32,0.8333,5,6,2020,2026,2
B,micro_or_paper,low_volatility & large_premarket & large_lower_wick,15pt_pullback,20pt_stop,20pt_target,no_be,58,9.67,0.19,34,24,0,0.5862,2.8,14.9,20.0,864.0,100.0,5.34,0.8333,5,6,2020,2025,2
B,micro_or_paper,low_volatility & large_premarket & large_lower_wick,15pt_pullback,20pt_stop,20pt_target,be_after_20,58,9.67,0.19,34,24,0,0.5862,2.8,14.9,20.0,864.0,100.0,5.34,0.8333,5,6,2020,2025,2
B,micro_or_paper,above_vwap & large_premarket & large_lower_wick,10pt_pullback,25pt_stop,30pt_target,no_be,29,3.22,0.06,17,12,0,0.5862,2.6958,17.54,30.0,508.75,75.0,6.72,0.7143,5,7,2018,2026,2
B,micro_or_paper,low_volatility & red_bar,5pt_pullback,25pt_stop,30pt_target,no_be,58,7.25,0.14,34,24,0,0.5862,2.3479,13.94,30.0,808.75,110.0,5.21,0.7143,5,7,2018,2025,2
B,micro_or_paper,above_vwap & large_premarket & large_lower_wick,5pt_pullback,15pt_stop,20pt_target,no_be,29,3.22,0.06,17,12,0,0.5862,2.2111,7.52,20.0,218.0,55.0,5.73,0.5714,4,7,2018,2026,2
B,micro_or_paper,above_vwap & large_premarket & large_lower_wick,5pt_pullback,15pt_stop,20pt_target,be_after_20,29,3.22,0.06,17,12,0,0.5862,2.2111,7.52,20.0,218.0,55.0,5.73,0.5714,4,7,2018,2026,2
B,micro_or_paper,below_vwap & bull_fvg & green_bar,10pt_pullback,25pt_stop,20pt_target,be_after_20,29,4.14,0.08,17,12,0,0.5862,1.8939,8.72,20.0,252.75,77.75,3.59,0.7143,5,7,2020,2026,2
B,micro_or_paper,below_vwap & bull_fvg & green_bar,10pt_pullback,25pt_stop,20pt_target,no_be,29,4.14,0.08,17,12,0,0.5862,1.8939,8.72,20.0,252.75,77.75,3.59,0.7143,5,7,2020,2026,2
B,micro_or_paper,above_vwap & large_premarket & large_lower_wick,5pt_pullback,25pt_stop,25pt_target,no_be,29,3.22,0.06,17,12,0,0.5862,1.5767,5.97,25.0,173.0,75.0,3.49,0.5714,4,7,2018,2026,2
B,micro_or_paper,low_volatility & large_premarket & large_lower_wick,5pt_pullback,25pt_stop,20pt_target,no_be,58,9.67,0.19,34,24,0,0.5862,1.3613,3.74,20.0,216.75,130.0,1.98,0.6667,4,6,2020,2025,2
B,micro_or_paper,low_volatility & large_premarket & large_lower_wick,5pt_pullback,25pt_stop,20pt_target,be_after_20,58,9.67,0.19,34,24,0,0.5862,1.3613,3.74,20.0,216.75,130.0,1.98,0.6667,4,6,2020,2025,2
B,micro_or_paper,below_vwap & large_lower_wick,10pt_pullback,15pt_stop,20pt_target,no_be,128,14.22,0.27,75,53,0,0.5859,2.8311,11.37,20.0,1455.75,75.0,5.79,1.0,8,8,2018,2026,2
B,micro_or_paper,below_vwap & large_lower_wick,10pt_pullback,15pt_stop,20pt_target,be_after_20,128,14.22,0.27,75,53,0,0.5859,2.8311,11.37,20.0,1455.75,75.0,5.79,1.0,8,8,2018,2026,2
B,micro_or_paper,large_premarket & red_bar,15pt_pullback,25pt_stop,30pt_target,no_be,99,11.0,0.21,58,41,0,0.5859,2.8211,18.43,30.0,1824.25,192.0,6.16,0.75,6,8,2018,2026,2
B,micro_or_paper,large_premarket & red_bar,5pt_pullback,15pt_stop,20pt_target,be_after_20,99,11.0,0.21,58,41,0,0.5859,2.8146,11.27,20.0,1116.0,55.0,5.41,0.75,6,8,2018,2026,2
B,micro_or_paper,large_premarket & red_bar,5pt_pullback,15pt_stop,20pt_target,no_be,99,11.0,0.21,58,41,0,0.5859,2.8146,11.27,20.0,1116.0,55.0,5.41,0.75,6,8,2018,2026,2
B,micro_or_paper,large_premarket & red_bar,10pt_pullback,25pt_stop,30pt_target,no_be,99,11.0,0.21,58,41,0,0.5859,2.4917,15.44,30.0,1529.0,200.0,5.78,0.625,5,8,2018,2026,2
B,micro_or_paper,above_vwap,10pt_pullback,15pt_stop,25pt_target,no_be,140,15.56,0.3,82,58,0,0.5857,4.0256,18.8,25.0,2632.25,105.0,7.68,1.0,8,8,2018,2026,2
B,micro_or_paper,above_vwap,5pt_pullback,15pt_stop,20pt_target,no_be,140,15.56,0.3,82,58,0,0.5857,2.7083,10.62,20.0,1486.25,90.0,5.93,1.0,8,8,2018,2026,2
B,micro_or_paper,above_vwap,5pt_pullback,15pt_stop,20pt_target,be_after_20,140,15.56,0.3,82,58,0,0.5857,2.7083,10.62,20.0,1486.25,90.0,5.93,1.0,8,8,2018,2026,2
B,micro_or_paper,above_vwap,10pt_pullback,25pt_stop,30pt_target,no_be,140,15.56,0.3,82,58,0,0.5857,2.6084,16.66,30.0,2332.25,190.0,6.13,1.0,8,8,2018,2026,2
B,micro_or_paper,low_volatility & strong_body,15pt_pullback,25pt_stop,30pt_target,be_after_20,41,5.12,0.1,24,8,9,0.5854,8.6512,33.17,30.0,1360.0,75.0,9.56,0.8571,6,7,2018,2025,2
B,micro_or_paper,low_volatility & strong_body,10pt_pullback,15pt_stop,25pt_target,no_be,41,5.12,0.1,24,17,0,0.5854,4.8295,23.14,25.0,948.75,45.0,7.33,0.8571,6,7,2018,2025,2
B,micro_or_paper,low_volatility & strong_body,10pt_pullback,15pt_stop,20pt_target,no_be,41,5.12,0.1,24,17,0,0.5854,4.4864,21.07,20.0,863.75,45.0,6.68,0.8571,6,7,2018,2025,2
B,micro_or_paper,low_volatility & strong_body,10pt_pullback,15pt_stop,20pt_target,be_after_20,41,5.12,0.1,24,17,0,0.5854,4.4864,21.07,20.0,863.75,45.0,6.68,0.8571,6,7,2018,2025,2
B,micro_or_paper,large_premarket & bull_fvg & green_bar,15pt_pullback,20pt_stop,25pt_target,no_be,41,5.86,0.11,24,17,0,0.5854,3.9752,23.42,25.0,960.25,60.0,7.4,0.8571,6,7,2020,2026,2
B,micro_or_paper,low_volatility & strong_body,10pt_pullback,20pt_stop,25pt_target,no_be,41,5.12,0.1,24,17,0,0.5854,3.6506,21.19,25.0,868.75,60.0,6.51,0.8571,6,7,2018,2025,2
B,micro_or_paper,low_volatility & strong_body,10pt_pullback,20pt_stop,20pt_target,no_be,41,5.12,0.1,24,17,0,0.5854,3.3913,19.12,20.0,783.75,60.0,5.89,0.7143,5,7,2018,2025,2
B,micro_or_paper,low_volatility & strong_body,10pt_pullback,20pt_stop,20pt_target,be_after_20,41,5.12,0.1,24,17,0,0.5854,3.3913,19.12,20.0,783.75,60.0,5.89,0.7143,5,7,2018,2025,2
B,micro_or_paper,strong_body & green_bar,15pt_pullback,25pt_stop,30pt_target,no_be,123,13.67,0.26,72,51,0,0.5854,3.2219,22.26,30.0,2738.5,140.0,6.86,0.875,7,8,2018,2026,2
B,micro_or_paper,large_premarket & bull_fvg & green_bar,15pt_pullback,25pt_stop,25pt_target,no_be,41,5.86,0.11,24,17,0,0.5854,3.1856,21.47,25.0,880.25,75.0,6.56,0.8571,6,7,2020,2026,2
B,micro_or_paper,below_vwap & large_premarket & large_lower_wick,10pt_pullback,20pt_stop,20pt_target,no_be,94,13.43,0.26,55,39,0,0.5851,2.1218,9.31,20.0,875.0,100.0,4.35,0.8571,6,7,2020,2026,2
B,micro_or_paper,below_vwap & large_premarket & large_lower_wick,10pt_pullback,20pt_stop,20pt_target,be_after_20,94,13.43,0.26,55,39,0,0.5851,2.1218,9.31,20.0,875.0,100.0,4.35,0.8571,6,7,2020,2026,2
B,micro_or_paper,displacement & strong_body,15pt_pullback,15pt_stop,25pt_target,no_be,53,5.89,0.11,31,22,0,0.5849,3.9129,18.14,25.0,961.25,60.0,7.28,0.875,7,8,2018,2026,2
B,micro_or_paper,displacement & strong_body,15pt_pullback,20pt_stop,25pt_target,no_be,53,5.89,0.11,31,22,0,0.5849,2.9347,16.06,25.0,851.25,90.0,6.17,0.75,6,8,2018,2026,2
B,micro_or_paper,displacement & strong_body,10pt_pullback,20pt_stop,25pt_target,no_be,53,5.89,0.11,31,22,0,0.5849,2.6182,13.43,25.0,712.0,90.0,5.62,0.75,6,8,2018,2026,2
B,micro_or_paper,displacement & strong_body,10pt_pullback,25pt_stop,25pt_target,no_be,53,5.89,0.11,31,22,0,0.5849,2.0945,11.36,25.0,602.0,125.0,4.53,0.75,6,8,2018,2026,2
B,micro_or_paper,low_volatility & large_lower_wick,15pt_pullback,20pt_stop,25pt_target,no_be,65,8.12,0.16,38,27,0,0.5846,3.0949,17.4,25.0,1131.25,95.0,6.31,0.8571,6,7,2018,2025,2
B,micro_or_paper,low_volatility & large_lower_wick,10pt_pullback,20pt_stop,20pt_target,be_after_20,65,8.12,0.16,38,27,0,0.5846,2.0315,8.57,20.0,557.0,80.0,4.28,0.8571,6,7,2018,2025,2
B,micro_or_paper,low_volatility & large_lower_wick,10pt_pullback,20pt_stop,20pt_target,no_be,65,8.12,0.16,38,27,0,0.5846,2.0315,8.57,20.0,557.0,80.0,4.28,0.8571,6,7,2018,2025,2
B,micro_or_paper,large_premarket & large_lower_wick & green_bar,5pt_pullback,25pt_stop,20pt_target,be_after_20,65,7.22,0.14,38,27,0,0.5846,1.2615,2.72,20.0,176.5,110.0,1.76,0.625,5,8,2018,2026,2
B,micro_or_paper,large_premarket & large_lower_wick & green_bar,5pt_pullback,25pt_stop,20pt_target,no_be,65,7.22,0.14,38,27,0,0.5846,1.2615,2.72,20.0,176.5,110.0,1.76,0.625,5,8,2018,2026,2
B,micro_or_paper,low_volatility & large_premarket,10pt_pullback,20pt_stop,20pt_target,no_be,173,19.22,0.37,101,72,0,0.5838,2.7743,14.64,20.0,2533.25,127.75,5.11,0.75,6,8,2018,2026,2
B,micro_or_paper,low_volatility & large_premarket,10pt_pullback,20pt_stop,20pt_target,be_after_20,173,19.22,0.37,101,72,0,0.5838,2.7743,14.64,20.0,2533.25,127.75,5.11,0.75,6,8,2018,2026,2
B,micro_or_paper,large_premarket & strong_body & green_bar,15pt_pullback,15pt_stop,25pt_target,no_be,84,9.33,0.18,49,35,0,0.5833,5.5037,27.49,25.0,2309.25,90.0,8.2,0.875,7,8,2018,2026,2
B,micro_or_paper,large_premarket & strong_body & green_bar,15pt_pullback,20pt_stop,30pt_target,no_be,84,9.33,0.18,49,35,0,0.5833,4.3676,27.37,30.0,2299.25,130.0,7.91,0.875,7,8,2018,2026,2
B,micro_or_paper,large_premarket & strong_body & green_bar,10pt_pullback,20pt_stop,25pt_target,no_be,84,9.33,0.18,49,35,0,0.5833,3.4551,20.1,25.0,1688.5,90.0,6.46,0.875,7,8,2018,2026,2
B,micro_or_paper,below_vwap & low_volatility,15pt_pullback,20pt_stop,25pt_target,no_be,139,17.38,0.33,81,58,0,0.5827,3.7937,22.97,25.0,3192.5,250.0,6.73,0.8571,6,7,2018,2025,2
B,micro_or_paper,large_premarket & strong_body,15pt_pullback,20pt_stop,20pt_target,be_after_15,91,10.11,0.19,53,15,23,0.5824,9.8267,27.43,20.0,2495.75,80.0,8.69,0.875,7,8,2018,2026,2
B,micro_or_paper,below_vwap & strong_body,15pt_pullback,20pt_stop,25pt_target,no_be,91,10.11,0.19,53,38,0,0.5824,3.7755,22.65,25.0,2061.5,100.0,7.07,0.875,7,8,2018,2026,2
