model,month,trades,winrate,net_points,avg_trade
ATR_8_PLUS,2022-01,6,0.8333,80.0,13.33
ATR_8_PLUS,2022-02,5,0.8,60.0,12.0
ATR_8_PLUS,2022-03,15,0.7333,140.0,9.33
ATR_8_PLUS,2022-04,15,0.7333,140.0,9.33
ATR_8_PLUS,2022-05,14,0.6429,71.25,5.09
ATR_8_PLUS,2022-06,18,0.6667,120.0,6.67
ATR_8_PLUS,2022-07,16,0.6875,120.0,7.5
ATR_8_PLUS,2022-08,18,0.6111,80.0,4.44
ATR_8_PLUS,2022-09,16,0.75,160.0,10.0
ATR_8_PLUS,2022-10,16,0.625,80.0,5.0
ATR_8_PLUS,2022-11,17,0.7059,123.0,7.24
ATR_8_PLUS,2022-12,11,0.7273,100.0,9.09
ATR_8_PLUS,2023-01,13,0.6923,100.0,7.69
ATR_8_PLUS,2023-02,16,0.625,80.0,5.0
ATR_8_PLUS,2023-03,17,0.7059,140.0,8.24
ATR_8_PLUS,2023-04,13,0.5385,20.0,1.54
ATR_8_PLUS,2023-05,15,0.6,60.0,4.0
ATR_8_PLUS,2023-06,21,0.5714,79.5,3.79
ATR_8_PLUS,2023-07,17,0.4706,-4.75,-0.28
ATR_8_PLUS,2023-08,20,0.7,160.0,8.0
ATR_8_PLUS,2023-09,17,0.7647,180.0,10.59
ATR_8_PLUS,2023-10,22,0.6818,148.5,6.75
ATR_8_PLUS,2023-11,20,0.5,0.0,0.0
ATR_8_PLUS,2023-12,15,0.8,180.0,12.0
ATR_8_PLUS,2024-01,17,0.6471,100.0,5.88
ATR_8_PLUS,2024-02,14,0.5714,40.0,2.86
ATR_8_PLUS,2024-03,18,0.6667,120.0,6.67
ATR_8_PLUS,2024-04,19,0.6316,100.0,5.26
ATR_8_PLUS,2024-05,11,0.5455,20.0,1.82
ATR_8_PLUS,2024-06,15,0.5333,10.75,0.72
ATR_8_PLUS,2024-07,19,0.6316,100.0,5.26
ATR_8_PLUS,2024-08,9,0.5556,20.0,2.22
ATR_8_PLUS,2024-09,13,0.5385,20.0,1.54
ATR_8_PLUS,2024-10,18,0.6667,120.0,6.67
ATR_8_PLUS,2024-11,12,0.5833,40.0,3.33
ATR_8_PLUS,2024-12,9,0.6667,60.0,6.67
ATR_8_PLUS,2025-01,6,0.6667,40.0,6.67
ATR_8_PLUS,2025-02,9,0.5556,20.0,2.22
ATR_8_PLUS,2025-03,11,0.4545,-36.25,-3.3
ATR_8_PLUS,2025-04,12,0.6667,80.0,6.67
ATR_8_PLUS,2025-05,18,0.5556,40.0,2.22
ATR_8_PLUS,2025-06,16,0.6875,120.0,7.5
ATR_8_PLUS,2025-07,16,0.5625,40.0,2.5
ATR_8_PLUS,2025-08,19,0.5263,20.0,1.05
ATR_8_PLUS,2025-09,16,0.625,95.75,5.98
ATR_8_PLUS,2025-10,19,0.5789,60.0,3.16
ATR_8_PLUS,2025-11,2,0.5,0.0,0.0
ATR_8_PLUS,2025-12,8,0.625,40.0,5.0
ATR_8_PLUS,2026-01,6,0.8333,80.0,13.33
ATR_8_PLUS,2026-02,1,0.0,-20.0,-20.0
ATR_8_PLUS,2026-03,8,0.75,80.0,10.0
ATR_8_PLUS,2026-04,10,0.7,80.0,8.0
ATR_8_PLUS,2026-05,3,0.3333,-20.0,-6.67
BASE,2018-01,11,0.7273,30.0,2.73
BASE,2018-02,19,0.7895,188.75,9.93
BASE,2018-03,15,0.6,60.0,4.0
BASE,2018-04,20,0.6,76.0,3.8
BASE,2018-05,16,0.75,162.25,10.14
BASE,2018-06,18,0.6667,127.5,7.08
BASE,2018-07,14,0.7857,168.0,12.0
BASE,2018-08,12,0.3333,-40.25,-3.35
BASE,2018-09,14,0.5714,66.5,4.75
BASE,2018-10,20,0.75,212.25,10.61
BASE,2018-11,19,0.6842,140.0,7.37
BASE,2018-12,18,0.6111,81.0,4.5
BASE,2019-01,19,0.6316,117.75,6.2
BASE,2019-02,19,0.4211,-48.25,-2.54
BASE,2019-03,15,0.5333,74.75,4.98
BASE,2019-04,6,0.3333,-30.5,-5.08
BASE,2019-05,18,0.3889,-92.25,-5.12
BASE,2019-06,11,0.4545,-10.75,-0.98
BASE,2019-07,8,0.375,-13.25,-1.66
BASE,2019-08,19,0.6316,113.5,5.97
BASE,2019-09,13,0.6154,19.0,1.46
BASE,2019-10,17,0.4706,38.5,2.26
BASE,2019-11,16,0.6875,85.5,5.34
BASE,2019-12,9,0.7778,77.0,8.56
BASE,2020-01,19,0.5789,88.25,4.64
BASE,2020-02,15,0.7333,126.0,8.4
BASE,2020-03,14,0.6429,80.0,5.71
BASE,2020-04,20,0.65,120.0,6.0
BASE,2020-05,18,0.6111,80.0,4.44
BASE,2020-06,19,0.5789,50.0,2.63
BASE,2020-07,22,0.7727,244.5,11.11
BASE,2020-08,19,0.6316,88.5,4.66
BASE,2020-09,17,0.4706,-20.0,-1.18
BASE,2020-10,21,0.4762,-20.0,-0.95
BASE,2020-11,14,0.9286,240.0,17.14
BASE,2020-12,19,0.6842,140.0,7.37
BASE,2021-01,15,0.6667,112.0,7.47
BASE,2021-02,16,0.5,0.0,0.0
BASE,2021-03,15,0.5333,20.0,1.33
BASE,2021-04,21,0.5238,34.0,1.62
BASE,2021-05,18,0.6111,80.0,4.44
BASE,2021-06,20,0.6,72.75,3.64
BASE,2021-07,21,0.6667,140.0,6.67
BASE,2021-08,20,0.55,41.5,2.08
BASE,2021-09,20,0.7,160.0,8.0
BASE,2021-10,19,0.6316,96.75,5.09
BASE,2021-11,18,0.5,-4.75,-0.26
BASE,2021-12,13,0.8462,180.0,13.85
BASE,2022-01,6,0.8333,80.0,13.33
BASE,2022-02,5,0.8,60.0,12.0
BASE,2022-03,15,0.7333,140.0,9.33
BASE,2022-04,15,0.7333,140.0,9.33
BASE,2022-05,14,0.6429,80.0,5.71
BASE,2022-06,18,0.6667,120.0,6.67
BASE,2022-07,17,0.7647,180.0,10.59
BASE,2022-08,18,0.6111,80.0,4.44
BASE,2022-09,17,0.7059,140.0,8.24
BASE,2022-10,16,0.625,80.0,5.0
BASE,2022-11,18,0.7222,160.0,8.89
BASE,2022-12,11,0.7273,100.0,9.09
BASE,2023-01,14,0.7143,120.0,8.57
BASE,2023-02,16,0.625,80.0,5.0
BASE,2023-03,20,0.7,160.0,8.0
BASE,2023-04,17,0.5294,20.0,1.18
BASE,2023-05,21,0.5714,69.75,3.32
BASE,2023-06,21,0.5714,60.0,2.86
BASE,2023-07,20,0.4,-62.25,-3.11
BASE,2023-08,21,0.6667,140.0,6.67
BASE,2023-09,19,0.7368,194.75,10.25
BASE,2023-10,22,0.6818,148.5,6.75
BASE,2023-11,20,0.5,0.0,0.0
BASE,2023-12,20,0.7,174.25,8.71
BASE,2024-01,18,0.6667,101.75,5.65
BASE,2024-02,17,0.5294,38.75,2.28
BASE,2024-03,19,0.6316,100.0,5.26
BASE,2024-04,20,0.6,80.0,4.0
BASE,2024-05,20,0.4,-80.0,-4.0
BASE,2024-06,15,0.5333,10.75,0.72
BASE,2024-07,19,0.6316,100.0,5.26
BASE,2024-08,9,0.5556,20.0,2.22
BASE,2024-09,14,0.5,0.0,0.0
BASE,2024-10,18,0.6667,120.0,6.67
BASE,2024-11,13,0.5385,35.0,2.69
BASE,2024-12,9,0.6667,60.0,6.67
BASE,2025-01,6,0.6667,40.0,6.67
BASE,2025-02,10,0.5,0.0,0.0
BASE,2025-03,11,0.3636,-60.0,-5.45
BASE,2025-04,12,0.6667,80.0,6.67
BASE,2025-05,19,0.5263,20.0,1.05
BASE,2025-06,17,0.5882,60.0,3.53
BASE,2025-07,20,0.6,80.0,4.0
BASE,2025-08,19,0.5263,20.0,1.05
BASE,2025-09,17,0.5882,60.0,3.53
BASE,2025-10,19,0.5789,60.0,3.16
BASE,2025-11,2,0.5,0.0,0.0
BASE,2025-12,9,0.5556,20.0,2.22
BASE,2026-01,6,0.8333,80.0,13.33
BASE,2026-02,1,0.0,-20.0,-20.0
BASE,2026-03,8,0.75,80.0,10.0
BASE,2026-04,10,0.7,80.0,8.0
BASE,2026-05,3,0.3333,-20.0,-6.67
DISPLACEMENT_BREAK,2018-01,9,0.6667,-6.5,-0.72
DISPLACEMENT_BREAK,2018-02,16,0.75,149.5,9.34
DISPLACEMENT_BREAK,2018-03,13,0.7692,140.0,10.77
DISPLACEMENT_BREAK,2018-04,18,0.4444,-44.5,-2.47
DISPLACEMENT_BREAK,2018-05,15,0.8667,154.25,10.28
DISPLACEMENT_BREAK,2018-06,17,0.7059,123.75,7.28
DISPLACEMENT_BREAK,2018-07,12,0.9167,161.75,13.48
DISPLACEMENT_BREAK,2018-08,10,0.4,-22.25,-2.22
DISPLACEMENT_BREAK,2018-09,14,0.6429,73.0,5.21
DISPLACEMENT_BREAK,2018-10,16,0.6875,133.5,8.34
DISPLACEMENT_BREAK,2018-11,14,0.7143,111.5,7.96
DISPLACEMENT_BREAK,2018-12,14,0.6429,80.0,5.71
DISPLACEMENT_BREAK,2019-01,14,0.6429,88.25,6.3
DISPLACEMENT_BREAK,2019-02,16,0.5625,62.25,3.89
DISPLACEMENT_BREAK,2019-03,10,0.4,6.75,0.68
DISPLACEMENT_BREAK,2019-04,5,0.4,-12.0,-2.4
DISPLACEMENT_BREAK,2019-05,16,0.4375,-40.0,-2.5
DISPLACEMENT_BREAK,2019-06,8,0.5,9.25,1.16
DISPLACEMENT_BREAK,2019-07,8,0.375,-31.0,-3.88
DISPLACEMENT_BREAK,2019-08,14,0.4286,-14.0,-1.0
DISPLACEMENT_BREAK,2019-09,12,0.5833,26.25,2.19
DISPLACEMENT_BREAK,2019-10,13,0.4615,-1.25,-0.1
DISPLACEMENT_BREAK,2019-11,11,0.7273,60.75,5.52
DISPLACEMENT_BREAK,2019-12,7,0.7143,12.75,1.82
DISPLACEMENT_BREAK,2020-01,15,0.5333,52.5,3.5
DISPLACEMENT_BREAK,2020-02,8,0.75,58.5,7.31
DISPLACEMENT_BREAK,2020-03,13,0.6923,100.0,7.69
DISPLACEMENT_BREAK,2020-04,18,0.5,0.0,0.0
DISPLACEMENT_BREAK,2020-05,13,0.5385,31.0,2.38
DISPLACEMENT_BREAK,2020-06,16,0.625,80.0,5.0
DISPLACEMENT_BREAK,2020-07,20,0.65,107.75,5.39
DISPLACEMENT_BREAK,2020-08,15,0.5333,-15.5,-1.03
DISPLACEMENT_BREAK,2020-09,14,0.5,-16.25,-1.16
DISPLACEMENT_BREAK,2020-10,19,0.4737,-22.0,-1.16
DISPLACEMENT_BREAK,2020-11,11,0.8182,131.25,11.93
DISPLACEMENT_BREAK,2020-12,16,0.625,57.5,3.59
DISPLACEMENT_BREAK,2021-01,10,0.6,52.0,5.2
DISPLACEMENT_BREAK,2021-02,12,0.6667,89.25,7.44
DISPLACEMENT_BREAK,2021-03,12,0.75,103.5,8.62
DISPLACEMENT_BREAK,2021-04,18,0.6667,153.25,8.51
DISPLACEMENT_BREAK,2021-05,15,0.5333,56.5,3.77
DISPLACEMENT_BREAK,2021-06,17,0.5882,78.0,4.59
DISPLACEMENT_BREAK,2021-07,16,0.5625,40.0,2.5
DISPLACEMENT_BREAK,2021-08,15,0.6,79.25,5.28
DISPLACEMENT_BREAK,2021-09,16,0.75,148.75,9.3
DISPLACEMENT_BREAK,2021-10,10,0.5,10.75,1.08
DISPLACEMENT_BREAK,2021-11,12,0.6667,75.25,6.27
DISPLACEMENT_BREAK,2021-12,10,0.7,80.0,8.0
DISPLACEMENT_BREAK,2022-01,3,0.6667,20.0,6.67
DISPLACEMENT_BREAK,2022-02,5,0.8,60.0,12.0
DISPLACEMENT_BREAK,2022-03,14,0.5,0.0,0.0
DISPLACEMENT_BREAK,2022-04,10,0.8,120.0,12.0
DISPLACEMENT_BREAK,2022-05,12,0.8333,180.0,15.0
DISPLACEMENT_BREAK,2022-06,10,0.8,120.0,12.0
DISPLACEMENT_BREAK,2022-07,14,0.8571,200.0,14.29
DISPLACEMENT_BREAK,2022-08,10,0.7,80.0,8.0
DISPLACEMENT_BREAK,2022-09,14,0.7857,160.0,11.43
DISPLACEMENT_BREAK,2022-10,13,0.6923,100.0,7.69
DISPLACEMENT_BREAK,2022-11,10,0.4,-57.0,-5.7
DISPLACEMENT_BREAK,2022-12,7,0.5714,52.25,7.46
DISPLACEMENT_BREAK,2023-01,11,0.8182,140.0,12.73
DISPLACEMENT_BREAK,2023-02,12,0.75,106.75,8.9
DISPLACEMENT_BREAK,2023-03,17,0.5882,60.0,3.53
DISPLACEMENT_BREAK,2023-04,11,0.7273,131.5,11.95
DISPLACEMENT_BREAK,2023-05,16,0.625,95.0,5.94
DISPLACEMENT_BREAK,2023-06,17,0.5882,79.5,4.68
DISPLACEMENT_BREAK,2023-07,15,0.4,-9.75,-0.65
DISPLACEMENT_BREAK,2023-08,15,0.7333,140.0,9.33
DISPLACEMENT_BREAK,2023-09,13,0.6923,98.0,7.54
DISPLACEMENT_BREAK,2023-10,18,0.7778,188.5,10.47
DISPLACEMENT_BREAK,2023-11,11,0.5455,18.5,1.68
DISPLACEMENT_BREAK,2023-12,16,0.5,34.75,2.17
DISPLACEMENT_BREAK,2024-01,17,0.7647,161.75,9.51
DISPLACEMENT_BREAK,2024-02,11,0.7273,93.75,8.52
DISPLACEMENT_BREAK,2024-03,12,0.5,9.0,0.75
DISPLACEMENT_BREAK,2024-04,14,0.6429,80.0,5.71
DISPLACEMENT_BREAK,2024-05,18,0.4444,-40.0,-2.22
DISPLACEMENT_BREAK,2024-06,13,0.6923,90.75,6.98
DISPLACEMENT_BREAK,2024-07,12,0.6667,80.0,6.67
DISPLACEMENT_BREAK,2024-08,5,0.4,-20.0,-4.0
DISPLACEMENT_BREAK,2024-09,9,0.4444,-20.0,-2.22
DISPLACEMENT_BREAK,2024-10,15,0.6,60.0,4.0
DISPLACEMENT_BREAK,2024-11,11,0.7273,98.75,8.98
DISPLACEMENT_BREAK,2024-12,8,0.75,67.75,8.47
DISPLACEMENT_BREAK,2025-01,6,0.6667,40.0,6.67
DISPLACEMENT_BREAK,2025-02,10,0.4,-40.0,-4.0
DISPLACEMENT_BREAK,2025-03,9,0.4444,-20.0,-2.22
DISPLACEMENT_BREAK,2025-04,10,0.5,0.0,0.0
DISPLACEMENT_BREAK,2025-05,15,0.7333,140.0,9.33
DISPLACEMENT_BREAK,2025-06,13,0.6154,60.0,4.62
DISPLACEMENT_BREAK,2025-07,18,0.4444,-40.0,-2.22
DISPLACEMENT_BREAK,2025-08,16,0.6875,120.0,7.5
DISPLACEMENT_BREAK,2025-09,15,0.8667,233.75,15.58
DISPLACEMENT_BREAK,2025-10,16,0.5,-14.5,-0.91
DISPLACEMENT_BREAK,2025-11,2,0.5,11.5,5.75
DISPLACEMENT_BREAK,2025-12,8,0.5,0.0,0.0
DISPLACEMENT_BREAK,2026-01,5,0.8,60.0,12.0
DISPLACEMENT_BREAK,2026-02,1,0.0,-20.0,-20.0
DISPLACEMENT_BREAK,2026-03,8,1.0,160.0,20.0
DISPLACEMENT_BREAK,2026-04,6,0.5,0.0,0.0
DISPLACEMENT_BREAK,2026-05,1,0.0,-20.0,-20.0
EMA20_ALIGN,2018-01,11,0.7273,30.0,2.73
EMA20_ALIGN,2018-02,19,0.7895,188.75,9.93
EMA20_ALIGN,2018-03,15,0.6,60.0,4.0
EMA20_ALIGN,2018-04,20,0.6,76.0,3.8
EMA20_ALIGN,2018-05,16,0.75,162.25,10.14
EMA20_ALIGN,2018-06,18,0.6667,127.5,7.08
EMA20_ALIGN,2018-07,14,0.7857,168.0,12.0
EMA20_ALIGN,2018-08,12,0.3333,-40.25,-3.35
EMA20_ALIGN,2018-09,14,0.5714,66.5,4.75
EMA20_ALIGN,2018-10,20,0.75,212.25,10.61
EMA20_ALIGN,2018-11,19,0.6842,140.0,7.37
EMA20_ALIGN,2018-12,18,0.6111,81.0,4.5
EMA20_ALIGN,2019-01,19,0.6316,117.75,6.2
EMA20_ALIGN,2019-02,19,0.4211,-48.25,-2.54
EMA20_ALIGN,2019-03,15,0.5333,74.75,4.98
EMA20_ALIGN,2019-04,6,0.3333,-30.5,-5.08
EMA20_ALIGN,2019-05,18,0.3889,-92.25,-5.12
EMA20_ALIGN,2019-06,11,0.4545,-10.75,-0.98
EMA20_ALIGN,2019-07,8,0.375,-13.25,-1.66
EMA20_ALIGN,2019-08,19,0.6316,113.5,5.97
EMA20_ALIGN,2019-09,13,0.6154,19.0,1.46
EMA20_ALIGN,2019-10,17,0.4706,38.5,2.26
EMA20_ALIGN,2019-11,16,0.6875,85.5,5.34
EMA20_ALIGN,2019-12,9,0.7778,77.0,8.56
EMA20_ALIGN,2020-01,19,0.5789,88.25,4.64
EMA20_ALIGN,2020-02,15,0.7333,126.0,8.4
EMA20_ALIGN,2020-03,14,0.6429,80.0,5.71
EMA20_ALIGN,2020-04,20,0.65,120.0,6.0
EMA20_ALIGN,2020-05,18,0.6111,80.0,4.44
EMA20_ALIGN,2020-06,19,0.5789,50.0,2.63
EMA20_ALIGN,2020-07,22,0.7727,244.5,11.11
EMA20_ALIGN,2020-08,19,0.6316,88.5,4.66
EMA20_ALIGN,2020-09,17,0.4706,-20.0,-1.18
EMA20_ALIGN,2020-10,21,0.4762,-20.0,-0.95
EMA20_ALIGN,2020-11,14,0.9286,240.0,17.14
EMA20_ALIGN,2020-12,18,0.7222,160.0,8.89
EMA20_ALIGN,2021-01,15,0.6667,112.0,7.47
EMA20_ALIGN,2021-02,16,0.5,0.0,0.0
EMA20_ALIGN,2021-03,15,0.5333,20.0,1.33
EMA20_ALIGN,2021-04,21,0.5238,34.0,1.62
EMA20_ALIGN,2021-05,18,0.6111,80.0,4.44
EMA20_ALIGN,2021-06,20,0.6,72.75,3.64
EMA20_ALIGN,2021-07,21,0.6667,140.0,6.67
EMA20_ALIGN,2021-08,20,0.55,41.5,2.08
EMA20_ALIGN,2021-09,20,0.7,160.0,8.0
EMA20_ALIGN,2021-10,19,0.6316,96.75,5.09
EMA20_ALIGN,2021-11,18,0.5,-4.75,-0.26
EMA20_ALIGN,2021-12,13,0.8462,180.0,13.85
EMA20_ALIGN,2022-01,6,0.8333,80.0,13.33
EMA20_ALIGN,2022-02,5,0.8,60.0,12.0
EMA20_ALIGN,2022-03,15,0.7333,140.0,9.33
EMA20_ALIGN,2022-04,15,0.7333,140.0,9.33
EMA20_ALIGN,2022-05,14,0.6429,80.0,5.71
EMA20_ALIGN,2022-06,18,0.6667,120.0,6.67
EMA20_ALIGN,2022-07,17,0.7647,180.0,10.59
EMA20_ALIGN,2022-08,18,0.6111,80.0,4.44
EMA20_ALIGN,2022-09,17,0.7059,140.0,8.24
EMA20_ALIGN,2022-10,16,0.625,80.0,5.0
EMA20_ALIGN,2022-11,18,0.7222,160.0,8.89
EMA20_ALIGN,2022-12,11,0.7273,100.0,9.09
EMA20_ALIGN,2023-01,14,0.7143,120.0,8.57
EMA20_ALIGN,2023-02,16,0.625,80.0,5.0
EMA20_ALIGN,2023-03,20,0.7,160.0,8.0
EMA20_ALIGN,2023-04,17,0.5294,20.0,1.18
EMA20_ALIGN,2023-05,21,0.5714,69.75,3.32
EMA20_ALIGN,2023-06,21,0.5714,60.0,2.86
EMA20_ALIGN,2023-07,20,0.4,-62.25,-3.11
EMA20_ALIGN,2023-08,21,0.6667,140.0,6.67
EMA20_ALIGN,2023-09,19,0.7368,194.75,10.25
EMA20_ALIGN,2023-10,22,0.6818,148.5,6.75
EMA20_ALIGN,2023-11,20,0.5,0.0,0.0
EMA20_ALIGN,2023-12,20,0.7,174.25,8.71
EMA20_ALIGN,2024-01,18,0.6667,101.75,5.65
EMA20_ALIGN,2024-02,17,0.5294,38.75,2.28
EMA20_ALIGN,2024-03,19,0.6316,100.0,5.26
EMA20_ALIGN,2024-04,20,0.6,80.0,4.0
EMA20_ALIGN,2024-05,20,0.4,-80.0,-4.0
EMA20_ALIGN,2024-06,15,0.5333,10.75,0.72
EMA20_ALIGN,2024-07,19,0.6316,100.0,5.26
EMA20_ALIGN,2024-08,9,0.5556,20.0,2.22
EMA20_ALIGN,2024-09,14,0.5,0.0,0.0
EMA20_ALIGN,2024-10,18,0.6667,120.0,6.67
EMA20_ALIGN,2024-11,13,0.5385,35.0,2.69
EMA20_ALIGN,2024-12,9,0.6667,60.0,6.67
EMA20_ALIGN,2025-01,6,0.6667,40.0,6.67
EMA20_ALIGN,2025-02,10,0.5,0.0,0.0
EMA20_ALIGN,2025-03,11,0.3636,-60.0,-5.45
EMA20_ALIGN,2025-04,12,0.6667,80.0,6.67
EMA20_ALIGN,2025-05,19,0.5263,20.0,1.05
EMA20_ALIGN,2025-06,17,0.5882,60.0,3.53
EMA20_ALIGN,2025-07,20,0.6,80.0,4.0
EMA20_ALIGN,2025-08,19,0.5263,20.0,1.05
EMA20_ALIGN,2025-09,17,0.5882,60.0,3.53
EMA20_ALIGN,2025-10,19,0.5789,60.0,3.16
EMA20_ALIGN,2025-11,2,0.5,0.0,0.0
EMA20_ALIGN,2025-12,9,0.5556,20.0,2.22
EMA20_ALIGN,2026-01,6,0.8333,80.0,13.33
EMA20_ALIGN,2026-02,1,0.0,-20.0,-20.0
EMA20_ALIGN,2026-03,8,0.75,80.0,10.0
EMA20_ALIGN,2026-04,10,0.7,80.0,8.0
EMA20_ALIGN,2026-05,3,0.3333,-20.0,-6.67
LONG_ONLY,2018-01,8,0.75,36.5,4.56
LONG_ONLY,2018-02,14,0.7857,118.25,8.45
LONG_ONLY,2018-03,9,0.4444,-20.0,-2.22
LONG_ONLY,2018-04,13,0.7692,115.5,8.88
LONG_ONLY,2018-05,10,0.7,85.75,8.57
LONG_ONLY,2018-06,14,0.7143,96.0,6.86
LONG_ONLY,2018-07,8,0.625,48.0,6.0
LONG_ONLY,2018-08,9,0.4444,12.25,1.36
LONG_ONLY,2018-09,12,0.5833,66.5,5.54
LONG_ONLY,2018-10,11,0.5455,37.5,3.41
LONG_ONLY,2018-11,12,0.5833,40.0,3.33
LONG_ONLY,2018-12,10,0.6,40.0,4.0
LONG_ONLY,2019-01,13,0.6923,106.5,8.19
LONG_ONLY,2019-02,13,0.4615,-31.25,-2.4
LONG_ONLY,2019-03,8,0.25,-25.25,-3.16
LONG_ONLY,2019-04,3,0.6667,-1.25,-0.42
LONG_ONLY,2019-05,10,0.4,-47.25,-4.72
LONG_ONLY,2019-06,7,0.4286,-2.5,-0.36
LONG_ONLY,2019-07,1,0.0,-2.75,-2.75
LONG_ONLY,2019-08,13,0.4615,-8.75,-0.67
LONG_ONLY,2019-09,6,0.5,-10.25,-1.71
LONG_ONLY,2019-10,10,0.4,-24.5,-2.45
LONG_ONLY,2019-11,10,0.7,56.25,5.62
LONG_ONLY,2019-12,7,0.8571,77.0,11.0
LONG_ONLY,2020-01,11,0.5455,25.25,2.3
LONG_ONLY,2020-02,12,0.6667,66.0,5.5
LONG_ONLY,2020-03,12,0.6667,80.0,6.67
LONG_ONLY,2020-04,14,0.7857,160.0,11.43
LONG_ONLY,2020-05,14,0.6429,80.0,5.71
LONG_ONLY,2020-06,13,0.6154,50.0,3.85
LONG_ONLY,2020-07,14,0.7143,124.5,8.89
LONG_ONLY,2020-08,15,0.5333,16.25,1.08
LONG_ONLY,2020-09,11,0.4545,-20.0,-1.82
LONG_ONLY,2020-10,15,0.4667,-20.0,-1.33
LONG_ONLY,2020-11,8,0.875,120.0,15.0
LONG_ONLY,2020-12,11,0.7273,77.5,7.05
LONG_ONLY,2021-01,11,0.6364,85.5,7.77
LONG_ONLY,2021-02,8,0.375,-54.75,-6.84
LONG_ONLY,2021-03,13,0.6923,80.25,6.17
LONG_ONLY,2021-04,13,0.4615,12.0,0.92
LONG_ONLY,2021-05,9,0.5556,20.0,2.22
LONG_ONLY,2021-06,11,0.4545,3.5,0.32
LONG_ONLY,2021-07,13,0.6923,100.0,7.69
LONG_ONLY,2021-08,12,0.5833,41.5,3.46
LONG_ONLY,2021-09,10,0.7,80.0,8.0
LONG_ONLY,2021-10,13,0.5385,16.75,1.29
LONG_ONLY,2021-11,14,0.5714,35.25,2.52
LONG_ONLY,2021-12,6,1.0,120.0,20.0
LONG_ONLY,2022-01,3,0.6667,20.0,6.67
LONG_ONLY,2022-02,3,0.6667,20.0,6.67
LONG_ONLY,2022-03,10,0.6,40.0,4.0
LONG_ONLY,2022-04,6,0.8333,80.0,13.33
LONG_ONLY,2022-05,11,0.5455,20.0,1.82
LONG_ONLY,2022-06,7,0.7143,60.0,8.57
LONG_ONLY,2022-07,13,0.7692,135.0,10.38
LONG_ONLY,2022-08,8,0.75,80.0,10.0
LONG_ONLY,2022-09,7,0.5714,20.0,2.86
LONG_ONLY,2022-10,12,0.75,120.0,10.0
LONG_ONLY,2022-11,7,0.7143,60.0,8.57
LONG_ONLY,2022-12,6,0.6667,40.0,6.67
LONG_ONLY,2023-01,12,0.75,120.0,10.0
LONG_ONLY,2023-02,8,0.625,40.0,5.0
LONG_ONLY,2023-03,15,0.5333,20.0,1.33
LONG_ONLY,2023-04,10,0.5,0.0,0.0
LONG_ONLY,2023-05,17,0.5882,54.75,3.22
