model,month,trades,winrate,net_points,avg_trade
LONG_ONLY,2023-06,15,0.7333,140.0,9.33
LONG_ONLY,2023-07,14,0.4286,-22.25,-1.59
LONG_ONLY,2023-08,13,0.6154,60.0,4.62
LONG_ONLY,2023-09,10,0.8,111.25,11.12
LONG_ONLY,2023-10,17,0.7059,128.5,7.56
LONG_ONLY,2023-11,12,0.4167,-30.0,-2.5
LONG_ONLY,2023-12,11,0.6364,60.0,5.45
LONG_ONLY,2024-01,12,0.8333,141.75,11.81
LONG_ONLY,2024-02,11,0.5455,20.0,1.82
LONG_ONLY,2024-03,13,0.6154,60.0,4.62
LONG_ONLY,2024-04,12,0.5,18.25,1.52
LONG_ONLY,2024-05,15,0.3333,-100.0,-6.67
LONG_ONLY,2024-06,11,0.5455,4.0,0.36
LONG_ONLY,2024-07,13,0.6154,60.0,4.62
LONG_ONLY,2024-08,9,0.5556,20.0,2.22
LONG_ONLY,2024-09,8,0.375,-40.0,-5.0
LONG_ONLY,2024-10,9,0.6667,60.0,6.67
LONG_ONLY,2024-11,6,0.6667,55.0,9.17
LONG_ONLY,2024-12,8,0.75,67.75,8.47
LONG_ONLY,2025-01,3,0.6667,20.0,6.67
LONG_ONLY,2025-02,8,0.5,0.0,0.0
LONG_ONLY,2025-03,7,0.1429,-100.0,-14.29
LONG_ONLY,2025-04,7,0.5714,20.0,2.86
LONG_ONLY,2025-05,17,0.5882,60.0,3.53
LONG_ONLY,2025-06,14,0.6429,80.0,5.71
LONG_ONLY,2025-07,15,0.6,41.0,2.73
LONG_ONLY,2025-08,9,0.7778,100.0,11.11
LONG_ONLY,2025-09,8,0.625,40.0,5.0
LONG_ONLY,2025-10,13,0.4615,-8.25,-0.63
LONG_ONLY,2025-11,1,0.0,-20.0,-20.0
LONG_ONLY,2025-12,5,0.6,20.0,4.0
LONG_ONLY,2026-01,3,1.0,60.0,20.0
LONG_ONLY,2026-02,1,0.0,-20.0,-20.0
LONG_ONLY,2026-03,6,0.8333,80.0,13.33
LONG_ONLY,2026-04,9,0.7778,100.0,11.11
LONG_ONLY,2026-05,1,0.0,-20.0,-20.0
OR_20_TO_80,2018-01,11,0.7273,30.0,2.73
OR_20_TO_80,2018-02,19,0.7895,188.75,9.93
OR_20_TO_80,2018-03,13,0.6154,60.0,4.62
OR_20_TO_80,2018-04,20,0.6,76.0,3.8
OR_20_TO_80,2018-05,16,0.75,162.25,10.14
OR_20_TO_80,2018-06,18,0.6667,127.5,7.08
OR_20_TO_80,2018-07,14,0.7857,168.0,12.0
OR_20_TO_80,2018-08,12,0.3333,-40.25,-3.35
OR_20_TO_80,2018-09,14,0.5714,66.5,4.75
OR_20_TO_80,2018-10,19,0.7368,192.25,10.12
OR_20_TO_80,2018-11,17,0.6471,100.0,5.88
OR_20_TO_80,2018-12,14,0.6429,81.0,5.79
OR_20_TO_80,2019-01,19,0.6316,117.75,6.2
OR_20_TO_80,2019-02,19,0.4211,-48.25,-2.54
OR_20_TO_80,2019-03,15,0.5333,74.75,4.98
OR_20_TO_80,2019-04,6,0.3333,-30.5,-5.08
OR_20_TO_80,2019-05,18,0.3889,-92.25,-5.12
OR_20_TO_80,2019-06,11,0.4545,-10.75,-0.98
OR_20_TO_80,2019-07,8,0.375,-13.25,-1.66
OR_20_TO_80,2019-08,19,0.6316,113.5,5.97
OR_20_TO_80,2019-09,13,0.6154,19.0,1.46
OR_20_TO_80,2019-10,17,0.4706,38.5,2.26
OR_20_TO_80,2019-11,16,0.6875,85.5,5.34
OR_20_TO_80,2019-12,7,0.8571,77.0,11.0
OR_20_TO_80,2020-01,18,0.5556,68.25,3.79
OR_20_TO_80,2020-02,11,0.6364,46.0,4.18
OR_20_TO_80,2020-03,5,0.8,60.0,12.0
OR_20_TO_80,2020-04,17,0.6471,100.0,5.88
OR_20_TO_80,2020-05,16,0.625,80.0,5.0
OR_20_TO_80,2020-06,17,0.6471,90.0,5.29
OR_20_TO_80,2020-07,20,0.75,204.5,10.22
OR_20_TO_80,2020-08,18,0.6667,108.5,6.03
OR_20_TO_80,2020-09,11,0.5455,20.0,1.82
OR_20_TO_80,2020-10,16,0.5625,40.0,2.5
OR_20_TO_80,2020-11,8,1.0,160.0,20.0
OR_20_TO_80,2020-12,15,0.7333,140.0,9.33
OR_20_TO_80,2021-01,7,0.5714,32.0,4.57
OR_20_TO_80,2021-02,11,0.2727,-100.0,-9.09
OR_20_TO_80,2021-03,11,0.5455,20.0,1.82
OR_20_TO_80,2021-04,19,0.5263,34.0,1.79
OR_20_TO_80,2021-05,16,0.5625,40.0,2.5
OR_20_TO_80,2021-06,18,0.6111,72.75,4.04
OR_20_TO_80,2021-07,19,0.6316,100.0,5.26
OR_20_TO_80,2021-08,19,0.5789,61.5,3.24
OR_20_TO_80,2021-09,19,0.7368,180.0,9.47
OR_20_TO_80,2021-10,17,0.7059,136.75,8.04
OR_20_TO_80,2021-11,12,0.4167,-44.75,-3.73
OR_20_TO_80,2021-12,4,0.75,40.0,10.0
OR_20_TO_80,2022-01,2,1.0,40.0,20.0
OR_20_TO_80,2022-02,1,1.0,20.0,20.0
OR_20_TO_80,2022-03,3,0.6667,20.0,6.67
OR_20_TO_80,2022-04,9,0.7778,100.0,11.11
OR_20_TO_80,2022-05,7,0.7143,60.0,8.57
OR_20_TO_80,2022-06,8,0.5,0.0,0.0
OR_20_TO_80,2022-07,14,0.7143,120.0,8.57
OR_20_TO_80,2022-08,14,0.5714,40.0,2.86
OR_20_TO_80,2022-09,9,0.6667,60.0,6.67
OR_20_TO_80,2022-10,8,0.75,80.0,10.0
OR_20_TO_80,2022-11,7,0.7143,60.0,8.57
OR_20_TO_80,2022-12,2,0.5,0.0,0.0
OR_20_TO_80,2023-01,6,0.8333,80.0,13.33
OR_20_TO_80,2023-02,9,0.6667,60.0,6.67
OR_20_TO_80,2023-03,15,0.6667,100.0,6.67
OR_20_TO_80,2023-04,14,0.5,0.0,0.0
OR_20_TO_80,2023-05,21,0.5714,69.75,3.32
OR_20_TO_80,2023-06,15,0.4667,-20.0,-1.33
OR_20_TO_80,2023-07,18,0.3889,-62.25,-3.46
OR_20_TO_80,2023-08,17,0.7647,180.0,10.59
OR_20_TO_80,2023-09,14,0.7143,134.75,9.62
OR_20_TO_80,2023-10,16,0.6875,120.0,7.5
OR_20_TO_80,2023-11,17,0.5294,20.0,1.18
OR_20_TO_80,2023-12,16,0.6875,134.25,8.39
OR_20_TO_80,2024-01,15,0.6,41.75,2.78
OR_20_TO_80,2024-02,10,0.6,58.75,5.88
OR_20_TO_80,2024-03,13,0.6154,60.0,4.62
OR_20_TO_80,2024-04,16,0.5625,40.0,2.5
OR_20_TO_80,2024-05,18,0.3889,-80.0,-4.44
OR_20_TO_80,2024-06,12,0.5833,40.0,3.33
OR_20_TO_80,2024-07,10,0.6,40.0,4.0
OR_20_TO_80,2024-08,4,0.25,-40.0,-10.0
OR_20_TO_80,2024-09,6,0.5,0.0,0.0
OR_20_TO_80,2024-10,11,0.8182,140.0,12.73
OR_20_TO_80,2024-11,6,0.5,15.0,2.5
OR_20_TO_80,2024-12,5,0.8,60.0,12.0
OR_20_TO_80,2025-01,3,1.0,60.0,20.0
OR_20_TO_80,2025-02,5,0.4,-20.0,-4.0
OR_20_TO_80,2025-03,4,0.25,-40.0,-10.0
OR_20_TO_80,2025-04,3,0.6667,20.0,6.67
OR_20_TO_80,2025-05,12,0.5,0.0,0.0
OR_20_TO_80,2025-06,17,0.5882,60.0,3.53
OR_20_TO_80,2025-07,17,0.5882,60.0,3.53
OR_20_TO_80,2025-08,12,0.5,0.0,0.0
OR_20_TO_80,2025-09,13,0.5385,20.0,1.54
OR_20_TO_80,2025-10,14,0.5714,40.0,2.86
OR_20_TO_80,2025-12,2,0.5,0.0,0.0
OR_20_TO_80,2026-03,4,0.75,40.0,10.0
OR_20_TO_80,2026-04,5,0.6,20.0,4.0
OR_20_TO_80,2026-05,2,0.5,0.0,0.0
OR_30_TO_90,2018-01,5,0.8,36.5,7.3
OR_30_TO_90,2018-02,16,0.8125,168.75,10.55
OR_30_TO_90,2018-03,11,0.5455,20.0,1.82
OR_30_TO_90,2018-04,13,0.6154,60.0,4.62
OR_30_TO_90,2018-05,5,0.8,79.25,15.85
OR_30_TO_90,2018-06,9,0.4444,12.25,1.36
OR_30_TO_90,2018-07,1,1.0,20.0,20.0
OR_30_TO_90,2018-08,4,0.0,-47.75,-11.94
OR_30_TO_90,2018-09,4,0.5,2.75,0.69
OR_30_TO_90,2018-10,16,0.875,240.0,15.0
OR_30_TO_90,2018-11,19,0.6842,140.0,7.37
OR_30_TO_90,2018-12,16,0.625,81.0,5.06
OR_30_TO_90,2019-01,18,0.6667,137.75,7.65
OR_30_TO_90,2019-02,12,0.3333,-68.25,-5.69
OR_30_TO_90,2019-03,9,0.4444,-0.5,-0.06
OR_30_TO_90,2019-04,2,0.5,-7.5,-3.75
OR_30_TO_90,2019-05,12,0.25,-120.0,-10.0
OR_30_TO_90,2019-06,5,0.4,-2.5,-0.5
OR_30_TO_90,2019-07,1,0.0,-20.0,-20.0
OR_30_TO_90,2019-08,17,0.5882,80.5,4.74
OR_30_TO_90,2019-09,6,0.6667,21.25,3.54
OR_30_TO_90,2019-10,9,0.5556,20.0,2.22
OR_30_TO_90,2019-11,2,0.5,7.5,3.75
OR_30_TO_90,2019-12,5,0.8,48.0,9.6
OR_30_TO_90,2020-01,16,0.5,32.5,2.03
OR_30_TO_90,2020-02,12,0.6667,66.0,5.5
OR_30_TO_90,2020-03,8,0.75,80.0,10.0
OR_30_TO_90,2020-04,16,0.625,80.0,5.0
OR_30_TO_90,2020-05,15,0.6,60.0,4.0
OR_30_TO_90,2020-06,17,0.5882,50.0,2.94
OR_30_TO_90,2020-07,19,0.7368,184.5,9.71
OR_30_TO_90,2020-08,15,0.7333,128.5,8.57
OR_30_TO_90,2020-09,13,0.4615,-20.0,-1.54
OR_30_TO_90,2020-10,18,0.5556,40.0,2.22
OR_30_TO_90,2020-11,9,0.8889,140.0,15.56
OR_30_TO_90,2020-12,18,0.6667,120.0,6.67
OR_30_TO_90,2021-01,10,0.7,80.0,8.0
OR_30_TO_90,2021-02,14,0.4286,-40.0,-2.86
OR_30_TO_90,2021-03,13,0.5385,20.0,1.54
OR_30_TO_90,2021-04,16,0.5625,54.0,3.38
OR_30_TO_90,2021-05,15,0.6667,100.0,6.67
OR_30_TO_90,2021-06,16,0.625,72.75,4.55
OR_30_TO_90,2021-07,15,0.6,60.0,4.0
OR_30_TO_90,2021-08,18,0.5556,41.5,2.31
OR_30_TO_90,2021-09,16,0.75,160.0,10.0
OR_30_TO_90,2021-10,16,0.6875,116.75,7.3
OR_30_TO_90,2021-11,9,0.4444,-20.0,-2.22
OR_30_TO_90,2021-12,7,0.8571,100.0,14.29
OR_30_TO_90,2022-01,2,1.0,40.0,20.0
OR_30_TO_90,2022-02,4,0.75,40.0,10.0
OR_30_TO_90,2022-03,9,0.7778,100.0,11.11
OR_30_TO_90,2022-04,13,0.6923,100.0,7.69
OR_30_TO_90,2022-05,10,0.7,80.0,8.0
OR_30_TO_90,2022-06,10,0.6,40.0,4.0
OR_30_TO_90,2022-07,15,0.7333,140.0,9.33
OR_30_TO_90,2022-08,16,0.625,80.0,5.0
OR_30_TO_90,2022-09,12,0.75,120.0,10.0
OR_30_TO_90,2022-10,10,0.6,40.0,4.0
OR_30_TO_90,2022-11,9,0.7778,100.0,11.11
OR_30_TO_90,2022-12,4,0.75,40.0,10.0
OR_30_TO_90,2023-01,7,0.7143,60.0,8.57
OR_30_TO_90,2023-02,13,0.6923,100.0,7.69
OR_30_TO_90,2023-03,18,0.7222,160.0,8.89
OR_30_TO_90,2023-04,16,0.5625,40.0,2.5
OR_30_TO_90,2023-05,18,0.6111,74.75,4.15
OR_30_TO_90,2023-06,17,0.4706,-20.0,-1.18
OR_30_TO_90,2023-07,20,0.4,-62.25,-3.11
OR_30_TO_90,2023-08,19,0.6842,140.0,7.37
OR_30_TO_90,2023-09,17,0.7059,154.75,9.1
OR_30_TO_90,2023-10,18,0.7222,148.5,8.25
OR_30_TO_90,2023-11,18,0.5556,40.0,2.22
OR_30_TO_90,2023-12,17,0.7059,154.25,9.07
OR_30_TO_90,2024-01,15,0.6,41.75,2.78
OR_30_TO_90,2024-02,12,0.5833,40.0,3.33
OR_30_TO_90,2024-03,15,0.6,60.0,4.0
OR_30_TO_90,2024-04,15,0.6,60.0,4.0
OR_30_TO_90,2024-05,15,0.4667,-20.0,-1.33
OR_30_TO_90,2024-06,14,0.5,0.0,0.0
OR_30_TO_90,2024-07,15,0.6667,100.0,6.67
OR_30_TO_90,2024-08,5,0.4,-20.0,-4.0
OR_30_TO_90,2024-09,7,0.5714,20.0,2.86
OR_30_TO_90,2024-10,13,0.6923,100.0,7.69
OR_30_TO_90,2024-11,6,0.5,0.0,0.0
OR_30_TO_90,2024-12,7,0.5714,20.0,2.86
OR_30_TO_90,2025-01,3,1.0,60.0,20.0
OR_30_TO_90,2025-02,6,0.5,0.0,0.0
OR_30_TO_90,2025-03,7,0.4286,-20.0,-2.86
OR_30_TO_90,2025-04,5,0.8,60.0,12.0
OR_30_TO_90,2025-05,13,0.5385,20.0,1.54
OR_30_TO_90,2025-06,17,0.5882,60.0,3.53
OR_30_TO_90,2025-07,18,0.5556,40.0,2.22
OR_30_TO_90,2025-08,12,0.5,0.0,0.0
OR_30_TO_90,2025-09,13,0.5385,20.0,1.54
OR_30_TO_90,2025-10,15,0.6,60.0,4.0
OR_30_TO_90,2025-11,1,1.0,20.0,20.0
OR_30_TO_90,2025-12,2,0.5,0.0,0.0
OR_30_TO_90,2026-01,2,1.0,40.0,20.0
OR_30_TO_90,2026-02,1,0.0,-20.0,-20.0
OR_30_TO_90,2026-03,4,0.75,40.0,10.0
OR_30_TO_90,2026-04,7,0.5714,20.0,2.86
OR_30_TO_90,2026-05,3,0.3333,-20.0,-6.67
PROD_STACK_LIGHT,2018-01,11,0.7273,30.0,2.73
PROD_STACK_LIGHT,2018-02,19,0.7895,188.75,9.93
PROD_STACK_LIGHT,2018-03,14,0.5714,40.0,2.86
PROD_STACK_LIGHT,2018-04,19,0.6842,129.0,6.79
PROD_STACK_LIGHT,2018-05,14,0.7143,122.25,8.73
PROD_STACK_LIGHT,2018-06,16,0.6875,89.75,5.61
PROD_STACK_LIGHT,2018-07,14,0.7857,168.0,12.0
PROD_STACK_LIGHT,2018-08,10,0.4,-0.25,-0.02
PROD_STACK_LIGHT,2018-09,14,0.5,37.5,2.68
PROD_STACK_LIGHT,2018-10,18,0.7778,212.25,11.79
PROD_STACK_LIGHT,2018-11,19,0.6842,140.0,7.37
PROD_STACK_LIGHT,2018-12,16,0.5625,41.0,2.56
PROD_STACK_LIGHT,2019-01,19,0.6316,117.75,6.2
PROD_STACK_LIGHT,2019-02,19,0.4211,-38.25,-2.01
PROD_STACK_LIGHT,2019-03,15,0.5333,74.75,4.98
PROD_STACK_LIGHT,2019-04,6,0.3333,-30.75,-5.12
PROD_STACK_LIGHT,2019-05,18,0.4444,-52.25,-2.9
PROD_STACK_LIGHT,2019-06,11,0.4545,-11.5,-1.05
PROD_STACK_LIGHT,2019-07,7,0.4286,6.75,0.96
PROD_STACK_LIGHT,2019-08,16,0.6875,142.75,8.92
PROD_STACK_LIGHT,2019-09,12,0.5833,12.0,1.0
PROD_STACK_LIGHT,2019-10,17,0.5294,78.5,4.62
PROD_STACK_LIGHT,2019-11,16,0.6875,83.75,5.23
PROD_STACK_LIGHT,2019-12,9,0.7778,77.0,8.56
PROD_STACK_LIGHT,2020-01,19,0.5789,88.25,4.64
PROD_STACK_LIGHT,2020-02,12,0.6667,66.0,5.5
PROD_STACK_LIGHT,2020-03,7,0.8571,100.0,14.29
PROD_STACK_LIGHT,2020-04,16,0.6875,120.0,7.5
PROD_STACK_LIGHT,2020-05,17,0.7059,140.0,8.24
PROD_STACK_LIGHT,2020-06,16,0.6875,110.0,6.88
PROD_STACK_LIGHT,2020-07,19,0.7895,231.25,12.17
PROD_STACK_LIGHT,2020-08,17,0.6471,88.5,5.21
PROD_STACK_LIGHT,2020-09,10,0.6,23.75,2.38
PROD_STACK_LIGHT,2020-10,17,0.5882,60.0,3.53
PROD_STACK_LIGHT,2020-11,10,0.9,160.0,16.0
PROD_STACK_LIGHT,2020-12,18,0.6667,120.0,6.67
PROD_STACK_LIGHT,2021-01,11,0.6364,72.0,6.55
PROD_STACK_LIGHT,2021-02,14,0.4286,-40.0,-2.86
PROD_STACK_LIGHT,2021-03,12,0.5833,40.0,3.33
PROD_STACK_LIGHT,2021-04,19,0.4737,-7.75,-0.41
PROD_STACK_LIGHT,2021-05,15,0.6,60.0,4.0
PROD_STACK_LIGHT,2021-06,19,0.5789,52.75,2.78
PROD_STACK_LIGHT,2021-07,20,0.65,128.5,6.42
PROD_STACK_LIGHT,2021-08,17,0.5294,21.5,1.26
PROD_STACK_LIGHT,2021-09,17,0.7647,180.0,10.59
PROD_STACK_LIGHT,2021-10,16,0.625,76.75,4.8
PROD_STACK_LIGHT,2021-11,11,0.4545,-24.75,-2.25
PROD_STACK_LIGHT,2021-12,7,0.8571,100.0,14.29
PROD_STACK_LIGHT,2022-01,2,1.0,40.0,20.0
PROD_STACK_LIGHT,2022-02,4,0.75,40.0,10.0
PROD_STACK_LIGHT,2022-03,8,0.75,80.0,10.0
PROD_STACK_LIGHT,2022-04,11,0.7273,100.0,9.09
PROD_STACK_LIGHT,2022-05,10,0.7,80.0,8.0
PROD_STACK_LIGHT,2022-06,6,0.6667,40.0,6.67
PROD_STACK_LIGHT,2022-07,15,0.7333,140.0,9.33
PROD_STACK_LIGHT,2022-08,15,0.6,60.0,4.0
PROD_STACK_LIGHT,2022-09,10,0.8,120.0,12.0
PROD_STACK_LIGHT,2022-10,8,0.875,120.0,15.0
PROD_STACK_LIGHT,2022-11,8,0.875,120.0,15.0
PROD_STACK_LIGHT,2022-12,4,0.75,40.0,10.0
PROD_STACK_LIGHT,2023-01,7,0.7143,60.0,8.57
PROD_STACK_LIGHT,2023-02,12,0.75,120.0,10.0
PROD_STACK_LIGHT,2023-03,17,0.7647,180.0,10.59
PROD_STACK_LIGHT,2023-04,15,0.6,60.0,4.0
PROD_STACK_LIGHT,2023-05,20,0.6,89.75,4.49
PROD_STACK_LIGHT,2023-06,15,0.5333,20.0,1.33
PROD_STACK_LIGHT,2023-07,18,0.4444,-22.25,-1.24
PROD_STACK_LIGHT,2023-08,19,0.6842,140.0,7.37
PROD_STACK_LIGHT,2023-09,16,0.6875,134.75,8.42
PROD_STACK_LIGHT,2023-10,16,0.75,148.5,9.28
PROD_STACK_LIGHT,2023-11,16,0.5,0.0,0.0
PROD_STACK_LIGHT,2023-12,17,0.7059,154.25,9.07
PROD_STACK_LIGHT,2024-01,15,0.6667,81.75,5.45
PROD_STACK_LIGHT,2024-02,12,0.5,18.0,1.5
PROD_STACK_LIGHT,2024-03,14,0.5714,40.0,2.86
PROD_STACK_LIGHT,2024-04,14,0.5,0.0,0.0
PROD_STACK_LIGHT,2024-05,17,0.4118,-60.0,-3.53
PROD_STACK_LIGHT,2024-06,14,0.5714,40.0,2.86
PROD_STACK_LIGHT,2024-07,15,0.6,60.0,4.0
PROD_STACK_LIGHT,2024-08,5,0.4,-20.0,-4.0
PROD_STACK_LIGHT,2024-09,7,0.7143,60.0,8.57
PROD_STACK_LIGHT,2024-10,12,0.75,120.0,10.0
PROD_STACK_LIGHT,2024-11,7,0.4286,-5.0,-0.71
PROD_STACK_LIGHT,2024-12,7,0.5714,20.0,2.86
PROD_STACK_LIGHT,2025-01,3,1.0,60.0,20.0
PROD_STACK_LIGHT,2025-02,6,0.5,0.0,0.0
PROD_STACK_LIGHT,2025-03,6,0.8333,63.75,10.62
PROD_STACK_LIGHT,2025-04,5,0.8,60.0,12.0
PROD_STACK_LIGHT,2025-05,13,0.6154,60.0,4.62
PROD_STACK_LIGHT,2025-06,14,0.6429,80.0,5.71
PROD_STACK_LIGHT,2025-07,17,0.4706,-20.0,-1.18
PROD_STACK_LIGHT,2025-08,9,0.5556,20.0,2.22
PROD_STACK_LIGHT,2025-09,11,0.6364,60.0,5.45
PROD_STACK_LIGHT,2025-10,14,0.5714,40.0,2.86
PROD_STACK_LIGHT,2025-11,1,1.0,20.0,20.0
PROD_STACK_LIGHT,2025-12,2,0.5,0.0,0.0
PROD_STACK_LIGHT,2026-01,1,1.0,20.0,20.0
PROD_STACK_LIGHT,2026-02,1,0.0,-20.0,-20.0
PROD_STACK_LIGHT,2026-03,3,1.0,60.0,20.0
PROD_STACK_LIGHT,2026-04,7,0.5714,20.0,2.86
PROD_STACK_LIGHT,2026-05,2,0.5,0.0,0.0
PROD_STACK_STRICT,2018-01,7,0.5714,-22.25,-3.18
PROD_STACK_STRICT,2018-02,15,0.6667,89.5,5.97
PROD_STACK_STRICT,2018-03,10,0.7,86.5,8.65
PROD_STACK_STRICT,2018-04,15,0.6,53.0,3.53
PROD_STACK_STRICT,2018-05,12,0.8333,94.25,7.85
PROD_STACK_STRICT,2018-06,13,0.6923,83.75,6.44
PROD_STACK_STRICT,2018-07,9,0.8889,129.0,14.33
PROD_STACK_STRICT,2018-08,9,0.4444,-16.25,-1.81
PROD_STACK_STRICT,2018-09,11,0.6364,42.0,3.82
PROD_STACK_STRICT,2018-10,11,0.7273,113.5,10.32
PROD_STACK_STRICT,2018-11,11,0.6364,60.0,5.45
PROD_STACK_STRICT,2018-12,11,0.6364,75.0,6.82
PROD_STACK_STRICT,2019-01,10,0.6,63.5,6.35
PROD_STACK_STRICT,2019-02,15,0.6,74.0,4.93
PROD_STACK_STRICT,2019-03,8,0.5,32.0,4.0
PROD_STACK_STRICT,2019-04,5,0.4,-12.25,-2.45
PROD_STACK_STRICT,2019-05,14,0.3571,-80.0,-5.71
PROD_STACK_STRICT,2019-06,5,0.4,-20.5,-4.1
PROD_STACK_STRICT,2019-07,7,0.4286,-11.0,-1.57
PROD_STACK_STRICT,2019-08,13,0.5385,46.0,3.54
PROD_STACK_STRICT,2019-09,11,0.5455,22.5,2.05
PROD_STACK_STRICT,2019-10,10,0.5,36.25,3.62
PROD_STACK_STRICT,2019-11,10,0.7,36.0,3.6
PROD_STACK_STRICT,2019-12,4,0.75,22.5,5.62
PROD_STACK_STRICT,2020-01,12,0.5833,54.75,4.56
PROD_STACK_STRICT,2020-02,5,0.8,52.5,10.5
PROD_STACK_STRICT,2020-03,3,0.0,-60.0,-20.0
PROD_STACK_STRICT,2020-04,13,0.5385,20.0,1.54
PROD_STACK_STRICT,2020-05,11,0.7273,100.0,9.09
PROD_STACK_STRICT,2020-06,10,0.8,120.0,12.0
PROD_STACK_STRICT,2020-07,15,0.6667,97.25,6.48
PROD_STACK_STRICT,2020-08,8,0.5,-12.0,-1.5
PROD_STACK_STRICT,2020-09,7,0.5714,3.75,0.54
PROD_STACK_STRICT,2020-10,12,0.6667,78.0,6.5
PROD_STACK_STRICT,2020-11,6,0.8333,80.0,13.33
PROD_STACK_STRICT,2020-12,14,0.7143,97.5,6.96
PROD_STACK_STRICT,2021-01,5,0.4,-8.0,-1.6
PROD_STACK_STRICT,2021-02,10,0.7,89.25,8.93
PROD_STACK_STRICT,2021-03,8,0.5,0.0,0.0
PROD_STACK_STRICT,2021-04,11,0.7273,80.25,7.3
PROD_STACK_STRICT,2021-05,10,0.6,44.5,4.45
PROD_STACK_STRICT,2021-06,14,0.5714,69.75,4.98
PROD_STACK_STRICT,2021-07,12,0.6667,80.0,6.67
PROD_STACK_STRICT,2021-08,13,0.6154,61.5,4.73
PROD_STACK_STRICT,2021-09,11,0.7273,100.0,9.09
PROD_STACK_STRICT,2021-10,4,0.5,0.0,0.0
PROD_STACK_STRICT,2021-11,7,0.7143,37.75,5.39
PROD_STACK_STRICT,2021-12,3,0.6667,20.0,6.67
PROD_STACK_STRICT,2022-02,4,0.5,0.0,0.0
PROD_STACK_STRICT,2022-03,5,0.6,20.0,4.0
PROD_STACK_STRICT,2022-04,7,1.0,140.0,20.0
PROD_STACK_STRICT,2022-05,7,0.8571,84.25,12.04
PROD_STACK_STRICT,2022-06,3,0.3333,-20.0,-6.67
PROD_STACK_STRICT,2022-07,8,0.875,120.0,15.0
PROD_STACK_STRICT,2022-08,8,0.75,80.0,10.0
PROD_STACK_STRICT,2022-09,7,0.8571,100.0,14.29
PROD_STACK_STRICT,2022-10,5,0.8,60.0,12.0
PROD_STACK_STRICT,2022-11,4,0.5,-17.0,-4.25
PROD_STACK_STRICT,2022-12,3,0.6667,20.0,6.67
PROD_STACK_STRICT,2023-01,7,0.7143,60.0,8.57
PROD_STACK_STRICT,2023-02,9,0.7778,86.75,9.64
PROD_STACK_STRICT,2023-03,10,0.7,80.0,8.0
PROD_STACK_STRICT,2023-04,9,0.7778,112.25,12.47
PROD_STACK_STRICT,2023-05,12,0.6667,95.0,7.92
PROD_STACK_STRICT,2023-06,8,0.375,-40.0,-5.0
PROD_STACK_STRICT,2023-07,11,0.3636,-27.0,-2.45
PROD_STACK_STRICT,2023-08,10,0.7,80.0,8.0
PROD_STACK_STRICT,2023-09,11,0.8182,138.0,12.55
PROD_STACK_STRICT,2023-10,10,0.7,96.5,9.65
PROD_STACK_STRICT,2023-11,7,0.4286,-20.0,-2.86
PROD_STACK_STRICT,2023-12,10,0.6,74.75,7.48
PROD_STACK_STRICT,2024-01,9,0.7778,81.75,9.08
PROD_STACK_STRICT,2024-02,7,0.7143,46.25,6.61
PROD_STACK_STRICT,2024-03,8,0.75,80.0,10.0
PROD_STACK_STRICT,2024-04,9,0.7778,100.0,11.11
PROD_STACK_STRICT,2024-05,12,0.5,0.0,0.0
PROD_STACK_STRICT,2024-06,11,0.8182,140.0,12.73
PROD_STACK_STRICT,2024-07,6,0.8333,80.0,13.33
PROD_STACK_STRICT,2024-08,2,0.5,0.0,0.0
PROD_STACK_STRICT,2024-09,6,0.3333,-40.0,-6.67
PROD_STACK_STRICT,2024-10,9,0.7778,100.0,11.11
PROD_STACK_STRICT,2024-11,6,0.8333,62.5,10.42
PROD_STACK_STRICT,2024-12,5,0.6,7.75,1.55
PROD_STACK_STRICT,2025-01,2,0.0,-40.0,-20.0
PROD_STACK_STRICT,2025-02,5,0.4,-20.0,-4.0
PROD_STACK_STRICT,2025-03,4,0.5,0.0,0.0
PROD_STACK_STRICT,2025-04,4,0.5,0.0,0.0
PROD_STACK_STRICT,2025-05,9,0.7778,100.0,11.11
PROD_STACK_STRICT,2025-06,10,0.8,120.0,12.0
PROD_STACK_STRICT,2025-07,14,0.3571,-80.0,-5.71
PROD_STACK_STRICT,2025-08,7,0.5714,20.0,2.86
PROD_STACK_STRICT,2025-09,10,0.8,138.0,13.8
PROD_STACK_STRICT,2025-10,7,0.4286,-34.5,-4.93
PROD_STACK_STRICT,2025-11,1,1.0,20.0,20.0
PROD_STACK_STRICT,2025-12,2,0.5,0.0,0.0
PROD_STACK_STRICT,2026-01,1,1.0,20.0,20.0
PROD_STACK_STRICT,2026-02,1,0.0,-20.0,-20.0
PROD_STACK_STRICT,2026-03,3,1.0,60.0,20.0
PROD_STACK_STRICT,2026-04,3,0.3333,-20.0,-6.67
PROD_STACK_STRICT,2026-05,1,0.0,-20.0,-20.0
REL_VOL_1_10,2018-01,11,0.7273,30.0,2.73
REL_VOL_1_10,2018-02,19,0.7895,188.75,9.93
REL_VOL_1_10,2018-03,15,0.6,60.0,4.0
REL_VOL_1_10,2018-04,20,0.6,76.0,3.8
REL_VOL_1_10,2018-05,16,0.75,162.25,10.14
REL_VOL_1_10,2018-06,18,0.6667,127.5,7.08
REL_VOL_1_10,2018-07,14,0.7857,163.5,11.68
REL_VOL_1_10,2018-08,12,0.3333,-43.0,-3.58
