model,trade_date,entry_time,direction,pnl_points,rolling_50_net,rolling_50_wr
ATR_8_PLUS,2025-09-25,2025-09-25 09:03:00,SHORT,20.0,135.75,0.56
ATR_8_PLUS,2025-09-26,2025-09-26 10:22:00,LONG,20.0,135.75,0.56
ATR_8_PLUS,2025-09-29,2025-09-29 09:09:00,SHORT,20.0,175.75,0.58
ATR_8_PLUS,2025-09-30,2025-09-30 09:01:00,LONG,-20.0,135.75,0.56
ATR_8_PLUS,2025-10-01,2025-10-01 09:02:00,LONG,-20.0,135.75,0.56
ATR_8_PLUS,2025-10-02,2025-10-02 09:02:00,SHORT,20.0,135.75,0.56
ATR_8_PLUS,2025-10-03,2025-10-03 09:17:00,LONG,-20.0,95.75,0.54
ATR_8_PLUS,2025-10-06,2025-10-06 09:05:00,LONG,20.0,135.75,0.56
ATR_8_PLUS,2025-10-07,2025-10-07 09:03:00,SHORT,20.0,135.75,0.56
ATR_8_PLUS,2025-10-08,2025-10-08 09:34:00,LONG,20.0,135.75,0.56
ATR_8_PLUS,2025-10-09,2025-10-09 09:05:00,LONG,-20.0,95.75,0.54
ATR_8_PLUS,2025-10-14,2025-10-14 09:06:00,LONG,-20.0,95.75,0.54
ATR_8_PLUS,2025-10-15,2025-10-15 09:12:00,SHORT,20.0,135.75,0.56
ATR_8_PLUS,2025-10-16,2025-10-16 09:25:00,SHORT,20.0,175.75,0.58
ATR_8_PLUS,2025-10-20,2025-10-20 09:25:00,LONG,20.0,215.75,0.6
ATR_8_PLUS,2025-10-21,2025-10-21 09:47:00,LONG,20.0,215.75,0.6
ATR_8_PLUS,2025-10-23,2025-10-23 09:55:00,LONG,20.0,255.75,0.62
ATR_8_PLUS,2025-10-24,2025-10-24 09:23:00,LONG,-20.0,215.75,0.6
ATR_8_PLUS,2025-10-27,2025-10-27 09:14:00,LONG,20.0,215.75,0.6
ATR_8_PLUS,2025-10-28,2025-10-28 09:09:00,LONG,-20.0,215.75,0.6
ATR_8_PLUS,2025-10-29,2025-10-29 09:15:00,SHORT,-20.0,215.75,0.6
ATR_8_PLUS,2025-10-30,2025-10-30 09:47:00,SHORT,-20.0,175.75,0.58
ATR_8_PLUS,2025-10-31,2025-10-31 09:39:00,SHORT,20.0,215.75,0.6
ATR_8_PLUS,2025-11-11,2025-11-11 09:15:00,SHORT,20.0,215.75,0.6
ATR_8_PLUS,2025-11-28,2025-11-28 10:07:00,LONG,-20.0,215.75,0.6
ATR_8_PLUS,2025-12-03,2025-12-03 09:17:00,LONG,20.0,215.75,0.6
ATR_8_PLUS,2025-12-09,2025-12-09 09:29:00,LONG,20.0,215.75,0.6
ATR_8_PLUS,2025-12-10,2025-12-10 09:55:00,SHORT,20.0,215.75,0.6
ATR_8_PLUS,2025-12-12,2025-12-12 09:06:00,SHORT,20.0,255.75,0.62
ATR_8_PLUS,2025-12-23,2025-12-23 09:04:00,SHORT,-20.0,255.75,0.62
ATR_8_PLUS,2025-12-26,2025-12-26 09:04:00,SHORT,20.0,255.75,0.62
ATR_8_PLUS,2025-12-30,2025-12-30 10:23:00,LONG,-20.0,215.75,0.6
ATR_8_PLUS,2025-12-31,2025-12-31 09:19:00,SHORT,-20.0,175.75,0.58
ATR_8_PLUS,2026-01-07,2026-01-07 09:33:00,LONG,20.0,175.75,0.58
ATR_8_PLUS,2026-01-13,2026-01-13 09:04:00,SHORT,-20.0,175.75,0.58
ATR_8_PLUS,2026-01-15,2026-01-15 09:48:00,SHORT,20.0,215.75,0.6
ATR_8_PLUS,2026-01-19,2026-01-19 09:02:00,LONG,20.0,215.75,0.6
ATR_8_PLUS,2026-01-23,2026-01-23 09:01:00,LONG,20.0,255.75,0.62
ATR_8_PLUS,2026-01-28,2026-01-28 09:32:00,SHORT,20.0,255.75,0.62
ATR_8_PLUS,2026-02-16,2026-02-16 09:04:00,LONG,-20.0,255.75,0.62
ATR_8_PLUS,2026-03-17,2026-03-17 09:10:00,SHORT,-20.0,255.75,0.62
ATR_8_PLUS,2026-03-18,2026-03-18 09:01:00,LONG,20.0,255.75,0.62
ATR_8_PLUS,2026-03-19,2026-03-19 09:12:00,LONG,20.0,255.75,0.62
ATR_8_PLUS,2026-03-20,2026-03-20 10:03:00,LONG,20.0,255.75,0.62
ATR_8_PLUS,2026-03-23,2026-03-23 09:04:00,LONG,20.0,255.75,0.62
ATR_8_PLUS,2026-03-25,2026-03-25 09:08:00,SHORT,20.0,280.0,0.64
ATR_8_PLUS,2026-03-27,2026-03-27 09:05:00,LONG,-20.0,280.0,0.64
ATR_8_PLUS,2026-03-30,2026-03-30 09:01:00,LONG,20.0,280.0,0.64
ATR_8_PLUS,2026-04-09,2026-04-09 09:13:00,LONG,20.0,320.0,0.66
ATR_8_PLUS,2026-04-10,2026-04-10 09:16:00,LONG,-20.0,280.0,0.64
ATR_8_PLUS,2026-04-13,2026-04-13 10:27:00,LONG,20.0,280.0,0.64
ATR_8_PLUS,2026-04-14,2026-04-14 09:06:00,SHORT,-20.0,240.0,0.62
ATR_8_PLUS,2026-04-15,2026-04-15 09:12:00,LONG,20.0,240.0,0.62
ATR_8_PLUS,2026-04-17,2026-04-17 09:32:00,LONG,20.0,280.0,0.64
ATR_8_PLUS,2026-04-22,2026-04-22 11:19:00,LONG,20.0,320.0,0.66
ATR_8_PLUS,2026-04-23,2026-04-23 09:03:00,LONG,20.0,320.0,0.66
ATR_8_PLUS,2026-04-27,2026-04-27 09:22:00,SHORT,-20.0,320.0,0.66
ATR_8_PLUS,2026-04-29,2026-04-29 09:11:00,SHORT,20.0,320.0,0.66
ATR_8_PLUS,2026-05-04,2026-05-04 09:12:00,SHORT,20.0,320.0,0.66
ATR_8_PLUS,2026-05-05,2026-05-05 09:38:00,LONG,-20.0,280.0,0.64
ATR_8_PLUS,2026-05-07,2026-05-07 09:13:00,SHORT,-20.0,280.0,0.64
PROD_STACK_STRICT,2018-01-03,2018-01-03 09:06:00,LONG,11.5,,
PROD_STACK_STRICT,2018-01-16,2018-01-16 10:00:00,SHORT,20.0,,
PROD_STACK_STRICT,2018-01-17,2018-01-17 10:10:00,LONG,5.5,,
PROD_STACK_STRICT,2018-01-19,2018-01-19 09:09:00,SHORT,0.75,,
PROD_STACK_STRICT,2018-01-24,2018-01-24 09:14:00,LONG,-20.0,,
PROD_STACK_STRICT,2018-01-29,2018-01-29 09:41:00,SHORT,-20.0,,
PROD_STACK_STRICT,2018-01-30,2018-01-30 09:06:00,SHORT,-20.0,,
PROD_STACK_STRICT,2018-02-01,2018-02-01 10:39:00,LONG,9.75,,
PROD_STACK_STRICT,2018-02-02,2018-02-02 11:01:00,SHORT,-20.0,,
PROD_STACK_STRICT,2018-02-05,2018-02-05 11:02:00,LONG,-20.0,,
PROD_STACK_STRICT,2018-02-07,2018-02-07 09:06:00,LONG,20.0,,
PROD_STACK_STRICT,2018-02-09,2018-02-09 10:37:00,SHORT,20.0,,
PROD_STACK_STRICT,2018-02-12,2018-02-12 09:13:00,SHORT,20.0,,
PROD_STACK_STRICT,2018-02-13,2018-02-13 09:10:00,LONG,20.0,,
PROD_STACK_STRICT,2018-02-15,2018-02-15 09:57:00,SHORT,20.0,,
PROD_STACK_STRICT,2018-02-16,2018-02-16 10:54:00,LONG,11.5,,
PROD_STACK_STRICT,2018-02-19,2018-02-19 09:07:00,SHORT,20.0,,
PROD_STACK_STRICT,2018-02-20,2018-02-20 09:17:00,LONG,20.0,,
PROD_STACK_STRICT,2018-02-22,2018-02-22 10:22:00,LONG,-11.75,,
PROD_STACK_STRICT,2018-02-23,2018-02-23 09:17:00,SHORT,-20.0,,
PROD_STACK_STRICT,2018-02-27,2018-02-27 10:10:00,SHORT,20.0,,
PROD_STACK_STRICT,2018-02-28,2018-02-28 09:20:00,LONG,-20.0,,
PROD_STACK_STRICT,2018-03-05,2018-03-05 09:44:00,LONG,20.0,,
PROD_STACK_STRICT,2018-03-06,2018-03-06 09:58:00,SHORT,20.0,,
PROD_STACK_STRICT,2018-03-07,2018-03-07 11:11:00,SHORT,-13.5,,
PROD_STACK_STRICT,2018-03-08,2018-03-08 09:05:00,SHORT,-20.0,,
PROD_STACK_STRICT,2018-03-14,2018-03-14 09:14:00,SHORT,20.0,,
PROD_STACK_STRICT,2018-03-19,2018-03-19 09:05:00,SHORT,20.0,,
PROD_STACK_STRICT,2018-03-20,2018-03-20 09:15:00,SHORT,20.0,,
PROD_STACK_STRICT,2018-03-22,2018-03-22 09:30:00,SHORT,20.0,,
PROD_STACK_STRICT,2018-03-26,2018-03-26 09:06:00,SHORT,20.0,,
PROD_STACK_STRICT,2018-03-29,2018-03-29 09:10:00,LONG,-20.0,,
PROD_STACK_STRICT,2018-04-05,2018-04-05 10:11:00,LONG,-20.0,,
PROD_STACK_STRICT,2018-04-06,2018-04-06 09:24:00,SHORT,-20.0,,
PROD_STACK_STRICT,2018-04-10,2018-04-10 09:46:00,SHORT,20.0,,
PROD_STACK_STRICT,2018-04-11,2018-04-11 09:54:00,LONG,-20.0,,
PROD_STACK_STRICT,2018-04-12,2018-04-12 09:53:00,SHORT,-20.0,,
PROD_STACK_STRICT,2018-04-13,2018-04-13 09:03:00,SHORT,-20.0,,
PROD_STACK_STRICT,2018-04-16,2018-04-16 10:46:00,LONG,20.0,,
PROD_STACK_STRICT,2018-04-17,2018-04-17 09:01:00,LONG,20.0,,
PROD_STACK_STRICT,2018-04-18,2018-04-18 09:58:00,LONG,20.0,,
PROD_STACK_STRICT,2018-04-19,2018-04-19 10:48:00,SHORT,20.0,,
PROD_STACK_STRICT,2018-04-20,2018-04-20 09:04:00,SHORT,20.0,,
PROD_STACK_STRICT,2018-04-23,2018-04-23 09:05:00,LONG,-20.0,,
PROD_STACK_STRICT,2018-04-24,2018-04-24 09:29:00,SHORT,20.0,,
PROD_STACK_STRICT,2018-04-26,2018-04-26 10:44:00,LONG,13.0,,
PROD_STACK_STRICT,2018-04-30,2018-04-30 09:17:00,SHORT,20.0,,
PROD_STACK_STRICT,2018-05-01,2018-05-01 09:47:00,SHORT,2.5,,
PROD_STACK_STRICT,2018-05-02,2018-05-02 09:43:00,SHORT,20.0,,
PROD_STACK_STRICT,2018-05-03,2018-05-03 10:39:00,LONG,20.0,249.25,0.66
PROD_STACK_STRICT,2018-05-04,2018-05-04 09:03:00,LONG,20.0,257.75,0.66
PROD_STACK_STRICT,2018-05-07,2018-05-07 09:21:00,LONG,-20.0,217.75,0.64
PROD_STACK_STRICT,2018-05-08,2018-05-08 09:09:00,SHORT,-20.0,192.25,0.62
PROD_STACK_STRICT,2018-05-09,2018-05-09 10:02:00,LONG,20.0,211.5,0.62
PROD_STACK_STRICT,2018-05-11,2018-05-11 10:14:00,SHORT,4.75,236.25,0.64
PROD_STACK_STRICT,2018-05-18,2018-05-18 09:08:00,LONG,0.25,256.5,0.66
PROD_STACK_STRICT,2018-05-23,2018-05-23 09:46:00,LONG,20.0,296.5,0.68
PROD_STACK_STRICT,2018-05-30,2018-05-30 09:26:00,LONG,6.75,293.5,0.68
PROD_STACK_STRICT,2018-05-31,2018-05-31 09:39:00,LONG,20.0,333.5,0.7
PROD_STACK_STRICT,2018-06-01,2018-06-01 09:36:00,LONG,16.5,370.0,0.72
PROD_STACK_STRICT,2018-06-04,2018-06-04 09:57:00,LONG,20.0,370.0,0.72
PROD_STACK_STRICT,2018-06-05,2018-06-05 09:13:00,SHORT,20.0,370.0,0.72
PROD_STACK_STRICT,2018-06-06,2018-06-06 11:21:00,LONG,11.5,361.5,0.72
PROD_STACK_STRICT,2018-06-07,2018-06-07 11:17:00,SHORT,0.75,342.25,0.72
PROD_STACK_STRICT,2018-06-08,2018-06-08 09:27:00,LONG,-20.0,302.25,0.7
PROD_STACK_STRICT,2018-06-15,2018-06-15 11:00:00,LONG,0.75,291.5,0.7
PROD_STACK_STRICT,2018-06-18,2018-06-18 09:10:00,LONG,-5.25,266.25,0.68
PROD_STACK_STRICT,2018-06-19,2018-06-19 09:19:00,LONG,20.0,266.25,0.68
PROD_STACK_STRICT,2018-06-25,2018-06-25 09:06:00,SHORT,20.0,298.0,0.7
PROD_STACK_STRICT,2018-06-26,2018-06-26 09:15:00,LONG,20.0,338.0,0.72
PROD_STACK_STRICT,2018-06-28,2018-06-28 09:43:00,LONG,-20.0,298.0,0.7
PROD_STACK_STRICT,2018-06-29,2018-06-29 09:56:00,SHORT,-0.5,317.5,0.7
PROD_STACK_STRICT,2018-07-03,2018-07-03 09:46:00,SHORT,20.0,317.5,0.7
PROD_STACK_STRICT,2018-07-06,2018-07-06 09:08:00,LONG,20.0,317.5,0.7
PROD_STACK_STRICT,2018-07-11,2018-07-11 09:57:00,SHORT,20.0,351.0,0.72
PROD_STACK_STRICT,2018-07-17,2018-07-17 09:09:00,LONG,20.0,391.0,0.74
PROD_STACK_STRICT,2018-07-19,2018-07-19 10:01:00,LONG,-20.0,351.0,0.72
PROD_STACK_STRICT,2018-07-23,2018-07-23 09:36:00,LONG,9.0,340.0,0.72
PROD_STACK_STRICT,2018-07-27,2018-07-27 10:00:00,SHORT,20.0,340.0,0.72
PROD_STACK_STRICT,2018-07-30,2018-07-30 10:04:00,SHORT,20.0,340.0,0.72
PROD_STACK_STRICT,2018-07-31,2018-07-31 09:05:00,LONG,20.0,340.0,0.72
PROD_STACK_STRICT,2018-08-03,2018-08-03 10:02:00,SHORT,-12.5,347.5,0.72
PROD_STACK_STRICT,2018-08-07,2018-08-07 09:27:00,SHORT,-20.0,347.5,0.72
PROD_STACK_STRICT,2018-08-14,2018-08-14 09:49:00,LONG,-4.0,363.5,0.72
PROD_STACK_STRICT,2018-08-16,2018-08-16 09:17:00,LONG,-4.25,339.25,0.7
PROD_STACK_STRICT,2018-08-20,2018-08-20 11:03:00,LONG,10.75,370.0,0.72
PROD_STACK_STRICT,2018-08-22,2018-08-22 10:06:00,LONG,2.5,392.5,0.74
PROD_STACK_STRICT,2018-08-24,2018-08-24 10:04:00,LONG,-10.25,402.25,0.74
PROD_STACK_STRICT,2018-08-29,2018-08-29 09:24:00,LONG,8.25,390.5,0.74
PROD_STACK_STRICT,2018-08-30,2018-08-30 10:38:00,LONG,13.25,383.75,0.74
PROD_STACK_STRICT,2018-09-04,2018-09-04 09:51:00,SHORT,20.0,383.75,0.74
PROD_STACK_STRICT,2018-09-05,2018-09-05 10:51:00,LONG,13.0,376.75,0.74
PROD_STACK_STRICT,2018-09-06,2018-09-06 10:55:00,SHORT,-8.0,348.75,0.72
PROD_STACK_STRICT,2018-09-07,2018-09-07 10:49:00,SHORT,20.0,388.75,0.74
PROD_STACK_STRICT,2018-09-10,2018-09-10 09:33:00,LONG,5.5,374.25,0.74
PROD_STACK_STRICT,2018-09-11,2018-09-11 09:12:00,LONG,20.0,381.25,0.74
PROD_STACK_STRICT,2018-09-17,2018-09-17 10:52:00,LONG,-17.25,344.0,0.72
PROD_STACK_STRICT,2018-09-18,2018-09-18 09:28:00,LONG,-10.25,331.25,0.7
PROD_STACK_STRICT,2018-09-24,2018-09-24 10:54:00,LONG,11.5,322.75,0.7
PROD_STACK_STRICT,2018-09-25,2018-09-25 09:27:00,LONG,7.5,310.25,0.7
PROD_STACK_STRICT,2018-09-28,2018-09-28 09:09:00,LONG,-20.0,270.25,0.68
PROD_STACK_STRICT,2018-10-02,2018-10-02 10:34:00,LONG,-6.5,283.75,0.68
PROD_STACK_STRICT,2018-10-03,2018-10-03 09:01:00,SHORT,-20.0,283.75,0.68
PROD_STACK_STRICT,2018-10-04,2018-10-04 09:34:00,SHORT,20.0,283.75,0.68
PROD_STACK_STRICT,2018-10-05,2018-10-05 09:09:00,SHORT,20.0,299.0,0.68
PROD_STACK_STRICT,2018-10-08,2018-10-08 09:03:00,SHORT,20.0,318.75,0.68
PROD_STACK_STRICT,2018-10-10,2018-10-10 09:05:00,SHORT,20.0,318.75,0.68
PROD_STACK_STRICT,2018-10-11,2018-10-11 09:17:00,SHORT,20.0,332.0,0.68
PROD_STACK_STRICT,2018-10-12,2018-10-12 09:56:00,SHORT,20.0,332.0,0.68
PROD_STACK_STRICT,2018-10-15,2018-10-15 09:52:00,LONG,-20.0,295.5,0.66
PROD_STACK_STRICT,2018-10-17,2018-10-17 10:48:00,LONG,20.0,295.5,0.66
PROD_STACK_STRICT,2018-10-18,2018-10-18 09:12:00,SHORT,20.0,295.5,0.66
PROD_STACK_STRICT,2018-11-01,2018-11-01 09:35:00,LONG,20.0,304.0,0.66
PROD_STACK_STRICT,2018-11-02,2018-11-02 09:21:00,SHORT,-20.0,283.25,0.64
PROD_STACK_STRICT,2018-11-07,2018-11-07 09:03:00,LONG,20.0,323.25,0.66
PROD_STACK_STRICT,2018-11-09,2018-11-09 09:10:00,SHORT,20.0,342.5,0.66
PROD_STACK_STRICT,2018-11-12,2018-11-12 09:08:00,SHORT,20.0,367.75,0.68
PROD_STACK_STRICT,2018-11-13,2018-11-13 09:22:00,SHORT,20.0,367.75,0.68
PROD_STACK_STRICT,2018-11-15,2018-11-15 09:40:00,SHORT,-20.0,327.75,0.66
PROD_STACK_STRICT,2018-11-16,2018-11-16 09:15:00,LONG,20.0,327.75,0.66
PROD_STACK_STRICT,2018-11-28,2018-11-28 09:34:00,SHORT,-20.0,327.75,0.66
PROD_STACK_STRICT,2018-11-29,2018-11-29 09:19:00,SHORT,-20.0,308.25,0.66
PROD_STACK_STRICT,2018-11-30,2018-11-30 09:31:00,LONG,20.0,308.25,0.66
PROD_STACK_STRICT,2018-12-06,2018-12-06 11:16:00,LONG,20.0,308.25,0.66
PROD_STACK_STRICT,2018-12-11,2018-12-11 09:18:00,SHORT,-20.0,268.25,0.64
PROD_STACK_STRICT,2018-12-12,2018-12-12 09:38:00,LONG,20.0,268.25,0.64
PROD_STACK_STRICT,2018-12-13,2018-12-13 09:13:00,LONG,-20.0,268.25,0.64
PROD_STACK_STRICT,2018-12-14,2018-12-14 09:19:00,LONG,-20.0,239.25,0.62
PROD_STACK_STRICT,2018-12-17,2018-12-17 09:43:00,LONG,20.0,239.25,0.62
PROD_STACK_STRICT,2018-12-18,2018-12-18 11:09:00,LONG,20.0,239.25,0.62
PROD_STACK_STRICT,2018-12-20,2018-12-20 10:14:00,SHORT,20.0,239.25,0.62
PROD_STACK_STRICT,2018-12-27,2018-12-27 09:46:00,SHORT,20.0,271.75,0.64
PROD_STACK_STRICT,2018-12-28,2018-12-28 09:25:00,SHORT,20.0,311.75,0.66
PROD_STACK_STRICT,2018-12-31,2018-12-31 10:52:00,SHORT,-5.0,310.75,0.66
PROD_STACK_STRICT,2019-01-03,2019-01-03 09:01:00,SHORT,20.0,335.0,0.68
PROD_STACK_STRICT,2019-01-07,2019-01-07 09:31:00,LONG,20.0,344.25,0.68
PROD_STACK_STRICT,2019-01-08,2019-01-08 11:20:00,SHORT,-3.0,338.75,0.66
PROD_STACK_STRICT,2019-01-09,2019-01-09 10:57:00,LONG,8.75,357.75,0.68
PROD_STACK_STRICT,2019-01-14,2019-01-14 09:20:00,LONG,20.0,369.5,0.68
PROD_STACK_STRICT,2019-01-15,2019-01-15 09:10:00,LONG,20.0,376.25,0.68
PROD_STACK_STRICT,2019-01-16,2019-01-16 09:44:00,SHORT,-20.0,336.25,0.66
PROD_STACK_STRICT,2019-01-17,2019-01-17 10:32:00,LONG,-2.25,321.0,0.64
PROD_STACK_STRICT,2019-01-18,2019-01-18 09:45:00,LONG,20.0,349.0,0.66
PROD_STACK_STRICT,2019-01-24,2019-01-24 09:27:00,LONG,-20.0,309.0,0.64
PROD_STACK_STRICT,2019-02-01,2019-02-01 10:42:00,LONG,-20.0,283.5,0.62
PROD_STACK_STRICT,2019-02-06,2019-02-06 09:01:00,SHORT,20.0,283.5,0.62
PROD_STACK_STRICT,2019-02-07,2019-02-07 09:24:00,LONG,-20.0,280.75,0.62
PROD_STACK_STRICT,2019-02-11,2019-02-11 10:15:00,SHORT,-10.75,280.25,0.62
PROD_STACK_STRICT,2019-02-12,2019-02-12 09:02:00,LONG,20.0,288.75,0.62
PROD_STACK_STRICT,2019-02-13,2019-02-13 09:19:00,SHORT,20.0,301.25,0.62
PROD_STACK_STRICT,2019-02-14,2019-02-14 09:42:00,LONG,20.0,341.25,0.64
PROD_STACK_STRICT,2019-02-15,2019-02-15 10:23:00,SHORT,-10.0,337.75,0.64
PROD_STACK_STRICT,2019-02-19,2019-02-19 10:01:00,LONG,14.75,372.5,0.66
PROD_STACK_STRICT,2019-02-20,2019-02-20 11:07:00,SHORT,20.0,372.5,0.66
PROD_STACK_STRICT,2019-02-21,2019-02-21 09:13:00,SHORT,-20.0,332.5,0.64
PROD_STACK_STRICT,2019-02-22,2019-02-22 10:05:00,LONG,20.0,332.5,0.64
PROD_STACK_STRICT,2019-02-26,2019-02-26 09:01:00,LONG,20.0,332.5,0.64
PROD_STACK_STRICT,2019-02-27,2019-02-27 09:05:00,SHORT,20.0,332.5,0.64
PROD_STACK_STRICT,2019-02-28,2019-02-28 09:07:00,SHORT,-20.0,292.5,0.62
PROD_STACK_STRICT,2019-03-05,2019-03-05 10:51:00,LONG,-0.5,312.0,0.62
PROD_STACK_STRICT,2019-03-06,2019-03-06 09:22:00,SHORT,20.0,312.0,0.62
PROD_STACK_STRICT,2019-03-07,2019-03-07 09:22:00,SHORT,-20.0,272.0,0.6
PROD_STACK_STRICT,2019-03-08,2019-03-08 09:44:00,LONG,-20.0,232.0,0.58
PROD_STACK_STRICT,2019-03-12,2019-03-12 10:24:00,LONG,-1.25,250.75,0.58
PROD_STACK_STRICT,2019-03-13,2019-03-13 10:22:00,LONG,13.75,244.5,0.58
PROD_STACK_STRICT,2019-03-22,2019-03-22 09:17:00,SHORT,20.0,244.5,0.58
PROD_STACK_STRICT,2019-03-26,2019-03-26 09:48:00,SHORT,20.0,244.5,0.58
PROD_STACK_STRICT,2019-04-04,2019-04-04 10:19:00,SHORT,-12.0,212.5,0.56
PROD_STACK_STRICT,2019-04-12,2019-04-12 09:46:00,SHORT,-12.0,220.5,0.56
PROD_STACK_STRICT,2019-04-17,2019-04-17 09:28:00,SHORT,-1.75,198.75,0.54
PROD_STACK_STRICT,2019-04-18,2019-04-18 09:10:00,LONG,9.25,228.0,0.56
PROD_STACK_STRICT,2019-04-25,2019-04-25 10:14:00,LONG,4.25,252.25,0.58
PROD_STACK_STRICT,2019-05-02,2019-05-02 09:03:00,SHORT,20.0,252.25,0.58
PROD_STACK_STRICT,2019-05-06,2019-05-06 09:28:00,LONG,-20.0,212.25,0.56
PROD_STACK_STRICT,2019-05-07,2019-05-07 09:58:00,SHORT,-20.0,212.25,0.56
PROD_STACK_STRICT,2019-05-08,2019-05-08 09:05:00,LONG,-20.0,172.25,0.54
PROD_STACK_STRICT,2019-05-10,2019-05-10 10:47:00,LONG,20.0,212.25,0.56
PROD_STACK_STRICT,2019-05-13,2019-05-13 09:27:00,SHORT,20.0,252.25,0.58
PROD_STACK_STRICT,2019-05-17,2019-05-17 10:10:00,SHORT,-20.0,212.25,0.56
PROD_STACK_STRICT,2019-05-20,2019-05-20 09:36:00,SHORT,-20.0,172.25,0.54
PROD_STACK_STRICT,2019-05-22,2019-05-22 09:01:00,SHORT,-20.0,132.25,0.52
PROD_STACK_STRICT,2019-05-23,2019-05-23 09:12:00,SHORT,20.0,132.25,0.52
PROD_STACK_STRICT,2019-05-24,2019-05-24 09:11:00,SHORT,-20.0,92.25,0.5
PROD_STACK_STRICT,2019-05-29,2019-05-29 09:15:00,SHORT,20.0,117.25,0.52
PROD_STACK_STRICT,2019-05-30,2019-05-30 09:02:00,SHORT,-20.0,77.25,0.5
PROD_STACK_STRICT,2019-05-31,2019-05-31 09:22:00,LONG,-20.0,37.25,0.48
PROD_STACK_STRICT,2019-06-06,2019-06-06 09:09:00,LONG,-2.5,37.75,0.48
PROD_STACK_STRICT,2019-06-07,2019-06-07 09:02:00,LONG,-20.0,9.0,0.46
PROD_STACK_STRICT,2019-06-10,2019-06-10 09:38:00,LONG,20.0,9.0,0.46
PROD_STACK_STRICT,2019-06-21,2019-06-21 09:02:00,LONG,-20.0,-31.0,0.44
PROD_STACK_STRICT,2019-06-26,2019-06-26 09:16:00,SHORT,2.0,-9.0,0.46
PROD_STACK_STRICT,2019-07-01,2019-07-01 10:23:00,SHORT,20.0,13.25,0.48
PROD_STACK_STRICT,2019-07-10,2019-07-10 09:26:00,SHORT,-20.0,-26.75,0.46
PROD_STACK_STRICT,2019-07-18,2019-07-18 10:45:00,SHORT,2.25,-4.5,0.48
PROD_STACK_STRICT,2019-07-19,2019-07-19 09:40:00,SHORT,-20.0,-4.5,0.48
PROD_STACK_STRICT,2019-07-22,2019-07-22 10:44:00,LONG,-2.75,-27.25,0.46
PROD_STACK_STRICT,2019-07-23,2019-07-23 09:56:00,SHORT,-10.5,-17.75,0.46
PROD_STACK_STRICT,2019-07-25,2019-07-25 10:06:00,SHORT,20.0,13.0,0.48
PROD_STACK_STRICT,2019-08-01,2019-08-01 09:04:00,LONG,-1.25,-8.25,0.46
PROD_STACK_STRICT,2019-08-05,2019-08-05 10:31:00,SHORT,20.0,-8.25,0.46
PROD_STACK_STRICT,2019-08-06,2019-08-06 09:50:00,SHORT,20.0,-8.25,0.46
PROD_STACK_STRICT,2019-08-07,2019-08-07 10:28:00,SHORT,-20.0,-18.25,0.46
PROD_STACK_STRICT,2019-08-09,2019-08-09 09:48:00,SHORT,20.0,-13.0,0.46
PROD_STACK_STRICT,2019-08-12,2019-08-12 09:20:00,SHORT,-20.0,-53.0,0.44
PROD_STACK_STRICT,2019-08-14,2019-08-14 09:04:00,SHORT,20.0,-13.0,0.46
PROD_STACK_STRICT,2019-08-15,2019-08-15 09:24:00,SHORT,-20.0,-53.0,0.44
PROD_STACK_STRICT,2019-08-19,2019-08-19 09:18:00,LONG,15.25,-57.75,0.44
PROD_STACK_STRICT,2019-08-20,2019-08-20 09:03:00,LONG,-6.5,-84.25,0.42
PROD_STACK_STRICT,2019-08-26,2019-08-26 09:18:00,LONG,20.0,-44.25,0.44
PROD_STACK_STRICT,2019-08-28,2019-08-28 09:27:00,LONG,-4.75,-48.5,0.44
PROD_STACK_STRICT,2019-08-29,2019-08-29 09:30:00,LONG,3.25,-65.25,0.44
PROD_STACK_STRICT,2019-09-06,2019-09-06 10:46:00,SHORT,-19.0,-64.25,0.44
PROD_STACK_STRICT,2019-09-09,2019-09-09 10:08:00,SHORT,20.0,-24.25,0.46
PROD_STACK_STRICT,2019-09-10,2019-09-10 09:33:00,SHORT,-20.0,-43.0,0.46
PROD_STACK_STRICT,2019-09-13,2019-09-13 09:07:00,LONG,-20.0,-76.75,0.44
PROD_STACK_STRICT,2019-09-16,2019-09-16 10:00:00,SHORT,-8.25,-105.0,0.42
PROD_STACK_STRICT,2019-09-20,2019-09-20 09:18:00,SHORT,20.0,-105.0,0.42
PROD_STACK_STRICT,2019-09-23,2019-09-23 10:20:00,LONG,9.75,-83.25,0.44
PROD_STACK_STRICT,2019-09-24,2019-09-24 09:09:00,SHORT,20.0,-51.25,0.46
PROD_STACK_STRICT,2019-09-25,2019-09-25 10:19:00,LONG,20.0,-29.5,0.48
PROD_STACK_STRICT,2019-09-26,2019-09-26 09:01:00,SHORT,20.0,-18.75,0.48
PROD_STACK_STRICT,2019-09-27,2019-09-27 09:25:00,LONG,-20.0,-43.0,0.46
PROD_STACK_STRICT,2019-10-02,2019-10-02 10:01:00,SHORT,20.0,-43.0,0.46
PROD_STACK_STRICT,2019-10-04,2019-10-04 09:25:00,LONG,20.0,-3.0,0.48
PROD_STACK_STRICT,2019-10-07,2019-10-07 09:05:00,LONG,-4.5,12.5,0.48
PROD_STACK_STRICT,2019-10-08,2019-10-08 11:05:00,LONG,20.0,52.5,0.5
