conditions,trades,expectancy_score,sequence_score,win_15m,win_30m,win_60m,avg_15m,avg_30m,avg_60m,med_30m,std_30m
below_vwap -> tight_spread -> strong_body -> next_tight_spread -> next_displacement -> next_green_bar,27,3.704444444444445,3.160493827160493,0.5925925925925926,0.4444444444444444,0.4444444444444444,33.05555555555556,30.87037037037037,30.15740740740741,20.75,129.699937918302
tight_spread -> bull_fvg -> green_bar -> two_bar_followthrough,61,3.696516393442623,3.527277613544746,0.4098360655737705,0.3442622950819672,0.4098360655737705,16.87295081967213,17.602459016393443,5.159836065573771,12.0,127.06702116935165
back_inside_or -> green_bar -> next_displacement,98,3.680357142857143,5.528425655976677,0.41836734693877553,0.35714285714285715,0.37755102040816324,11.21938775510204,10.51530612244898,11.321428571428571,8.0,129.5486405902096
back_inside_or -> below_vwap -> strong_body -> next_displacement -> next_green_bar,25,3.6718,2.904,0.6,0.44,0.44,41.27,33.38,33.26,20.75,132.65998831599526
back_inside_or -> below_vwap -> tight_spread -> strong_body -> next_displacement -> next_green_bar,25,3.6718,2.904,0.6,0.44,0.44,41.27,33.38,33.26,20.75,132.65998831599526
back_inside_or -> below_vwap -> strong_body -> next_tight_spread -> next_displacement -> next_green_bar,25,3.6718,2.904,0.6,0.44,0.44,41.27,33.38,33.26,20.75,132.65998831599526
back_inside_or -> tight_spread -> next_tight_spread -> next_displacement -> next_green_bar,114,3.6568859649122807,7.087257617728532,0.4473684210526316,0.37719298245614036,0.3684210526315789,6.478070175438597,8.50438596491228,23.07456140350877,15.125,146.2291395850325
below_vwap -> tight_spread -> bull_fvg -> two_bar_followthrough,39,3.653461538461539,2.4852071005917162,0.38461538461538464,0.358974358974359,0.46153846153846156,17.44871794871795,26.096153846153847,18.096153846153847,12.0,122.36295523468361
bull_fvg -> strong_body -> next_tight_spread,67,3.6394029850746263,3.7531744263755846,0.40298507462686567,0.3582089552238806,0.3880597014925373,14.5,15.164179104477611,2.2761194029850746,3.0,93.90726760769472
back_inside_or -> bull_fvg -> strong_body -> next_tight_spread,67,3.6394029850746263,3.7531744263755846,0.40298507462686567,0.3582089552238806,0.3880597014925373,14.5,15.164179104477611,2.2761194029850746,3.0,93.90726760769472
bull_fvg -> green_bar -> strong_body -> next_tight_spread,67,3.6394029850746263,3.7531744263755846,0.40298507462686567,0.3582089552238806,0.3880597014925373,14.5,15.164179104477611,2.2761194029850746,3.0,93.90726760769472
back_inside_or -> bull_fvg -> green_bar -> strong_body -> next_tight_spread,67,3.6394029850746263,3.7531744263755846,0.40298507462686567,0.3582089552238806,0.3880597014925373,14.5,15.164179104477611,2.2761194029850746,3.0,93.90726760769472
large_or -> tight_spread -> bull_fvg -> green_bar -> two_bar_followthrough,28,3.587142857142857,2.9846938775510203,0.5357142857142857,0.42857142857142855,0.4642857142857143,33.875,29.892857142857142,4.839285714285714,15.125,163.29832998754023
back_inside_or -> large_or -> tight_spread -> bull_fvg -> green_bar -> two_bar_followthrough,28,3.587142857142857,2.9846938775510203,0.5357142857142857,0.42857142857142855,0.4642857142857143,33.875,29.892857142857142,4.839285714285714,15.125,163.29832998754023
large_or -> tight_spread -> next_tight_spread -> next_displacement -> next_green_bar,58,3.5772413793103444,5.8275862068965525,0.5,0.4482758620689655,0.4482758620689655,-4.116379310344827,13.758620689655173,43.33620689655172,16.75,191.21875943397296
back_inside_or -> below_vwap -> green_bar -> strong_body -> next_green_bar,136,3.566011029411765,8.604671280276817,0.4264705882352941,0.3602941176470588,0.4117647058823529,15.389705882352942,7.2775735294117645,13.748161764705882,6.5,143.0921474435077
tight_spread -> displacement -> green_bar -> next_green_bar -> two_bar_followthrough,32,3.561796875,2.3740234375,0.53125,0.40625,0.34375,28.2578125,27.3984375,17.9609375,-6.5,151.21726331105947
displacement -> green_bar -> next_tight_spread -> next_green_bar -> two_bar_followthrough,32,3.561796875,2.3740234375,0.53125,0.40625,0.34375,28.2578125,27.3984375,17.9609375,-6.5,151.21726331105947
back_inside_or -> tight_spread -> displacement -> green_bar -> next_green_bar -> two_bar_followthrough,32,3.561796875,2.3740234375,0.53125,0.40625,0.34375,28.2578125,27.3984375,17.9609375,-6.5,151.21726331105947
back_inside_or -> displacement -> green_bar -> next_tight_spread -> next_green_bar -> two_bar_followthrough,32,3.561796875,2.3740234375,0.53125,0.40625,0.34375,28.2578125,27.3984375,17.9609375,-6.5,151.21726331105947
tight_spread -> displacement -> green_bar -> next_tight_spread -> next_green_bar -> two_bar_followthrough,32,3.561796875,2.3740234375,0.53125,0.40625,0.34375,28.2578125,27.3984375,17.9609375,-6.5,151.21726331105947
below_vwap -> large_or -> bull_fvg -> next_green_bar,29,3.5606896551724136,2.7966706302021405,0.4827586206896552,0.41379310344827586,0.4827586206896552,12.706896551724139,29.67241379310345,-11.336206896551724,2.25,172.4644774947495
back_inside_or -> below_vwap -> large_or -> bull_fvg -> next_green_bar,29,3.5606896551724136,2.7966706302021405,0.4827586206896552,0.41379310344827586,0.4827586206896552,12.706896551724139,29.67241379310345,-11.336206896551724,2.25,172.4644774947495
below_vwap -> large_or -> tight_spread -> green_bar -> next_displacement -> next_green_bar,26,3.546442307692308,2.14792899408284,0.46153846153846156,0.4230769230769231,0.4230769230769231,10.076923076923077,32.24038461538461,47.76923076923077,0.375,149.95673510665054
below_vwap -> next_displacement -> next_green_bar -> two_bar_followthrough,34,3.534705882352942,2.615916955017301,0.5294117647058824,0.35294117647058826,0.4117647058823529,25.610294117647058,29.455882352941178,32.286764705882355,6.875,109.34956579752362
green_bar -> strong_body -> next_displacement,42,3.531428571428571,2.908163265306123,0.4523809523809524,0.42857142857142855,0.35714285714285715,12.101190476190476,19.61904761904762,7.232142857142857,14.5,118.91091457031561
below_vwap -> next_tight_spread -> next_displacement -> next_green_bar,77,3.5162337662337664,5.920053972002024,0.5064935064935064,0.38961038961038963,0.38961038961038963,11.782467532467532,11.720779220779221,25.61038961038961,10.5,157.49207882141278
below_vwap -> large_or -> green_bar -> next_tight_spread -> next_displacement -> next_green_bar,26,3.5147115384615386,2.326923076923077,0.5,0.4230769230769231,0.4230769230769231,22.48076923076923,31.951923076923077,24.884615384615383,0.375,150.3335627734334
back_inside_or -> green_bar -> strong_body -> next_displacement,40,3.50625,2.6774999999999998,0.45,0.425,0.35,16.1875,20.625,8.025,14.5,120.46936784819447
back_inside_or -> below_vwap -> tight_spread -> next_displacement -> next_green_bar,72,3.503888888888889,5.444444444444445,0.5,0.3888888888888889,0.3888888888888889,15.756944444444445,12.51388888888889,28.80902777777778,9.375,160.43854341408283
tight_spread -> red_bar -> next_displacement,37,3.5002702702702706,4.417823228634039,0.5675675675675675,0.4864864864864865,0.43243243243243246,6.297297297297297,19.445945945945947,48.263513513513516,30.0,185.68040358307812
below_vwap -> tight_spread -> next_displacement -> next_green_bar -> two_bar_followthrough,32,3.491640625,2.3740234375,0.53125,0.34375,0.40625,30.1015625,31.7421875,39.8203125,6.875,111.19086838040936
back_inside_or -> bull_fvg -> green_bar -> next_green_bar -> two_bar_followthrough,42,3.48095238095238,3.1020408163265305,0.42857142857142855,0.38095238095238093,0.4523809523809524,17.68452380952381,21.75595238095238,7.773809523809524,9.125,129.82095418934426
back_inside_or -> large_or -> next_displacement -> next_green_bar -> two_bar_followthrough,25,3.4661000000000004,2.7455999999999996,0.52,0.44,0.48,19.21,31.51,30.34,10.5,134.05217967269311
below_vwap -> displacement -> green_bar -> next_tight_spread -> two_bar_followthrough,29,3.462931034482758,4.1117717003567185,0.6551724137931034,0.4482758620689655,0.4827586206896552,57.80172413793103,26.637931034482758,36.310344827586206,-5.25,187.98452380029488
back_inside_or -> below_vwap -> displacement -> green_bar -> next_tight_spread -> two_bar_followthrough,29,3.462931034482758,4.1117717003567185,0.6551724137931034,0.4482758620689655,0.4827586206896552,57.80172413793103,26.637931034482758,36.310344827586206,-5.25,187.98452380029488
bull_fvg -> green_bar -> next_green_bar -> two_bar_followthrough,43,3.436279069767442,2.9594375338020553,0.4186046511627907,0.37209302325581395,0.4418604651162791,17.72093023255814,21.476744186046513,7.941860465116279,9.75,128.27922267499002
back_inside_or -> below_vwap -> green_bar -> next_displacement -> next_green_bar,52,3.4246153846153846,4.240384615384616,0.5,0.40384615384615385,0.40384615384615385,25.33653846153846,16.307692307692307,12.51923076923077,9.375,128.86770857052278
below_vwap -> large_or -> tight_spread -> displacement,34,3.4200000000000004,5.480968858131488,0.6470588235294118,0.5294117647058824,0.47058823529411764,40.036764705882355,19.0,14.720588235294118,50.875,244.422169554435
back_inside_or -> below_vwap -> large_or -> tight_spread -> displacement,34,3.4200000000000004,5.480968858131488,0.6470588235294118,0.5294117647058824,0.47058823529411764,40.036764705882355,19.0,14.720588235294118,50.875,244.422169554435
below_vwap -> large_or -> tight_spread -> displacement -> next_tight_spread,34,3.4200000000000004,5.480968858131488,0.6470588235294118,0.5294117647058824,0.47058823529411764,40.036764705882355,19.0,14.720588235294118,50.875,244.422169554435
back_inside_or -> below_vwap -> large_or -> tight_spread -> displacement -> next_tight_spread,34,3.4200000000000004,5.480968858131488,0.6470588235294118,0.5294117647058824,0.47058823529411764,40.036764705882355,19.0,14.720588235294118,50.875,244.422169554435
below_vwap -> green_bar -> strong_body -> next_green_bar,142,3.4056866197183098,8.65006943066852,0.4225352112676056,0.3591549295774648,0.4014084507042254,11.799295774647888,6.677816901408451,11.804577464788732,6.5,140.9709289890046
back_inside_or -> large_or -> tight_spread -> next_tight_spread -> next_displacement -> next_green_bar,54,3.3944444444444444,5.333333333333333,0.5,0.4444444444444444,0.4444444444444444,0.5462962962962963,14.143518518518519,43.2037037037037,16.75,196.21010952506822
back_inside_or -> next_displacement -> next_green_bar,121,3.389049586776859,7.800696673724471,0.4462809917355372,0.3884297520661157,0.371900826446281,7.590909090909091,7.210743801652892,13.15495867768595,15.5,143.69833132390747
below_vwap -> large_or -> tight_spread -> next_tight_spread -> next_displacement -> next_green_bar,40,3.3808749999999996,3.793125,0.525,0.425,0.425,6.6,19.8875,59.35,2.125,197.31942369657557
above_vwap -> bull_fvg -> strong_body -> next_tight_spread,34,3.379558823529412,2.1314878892733566,0.47058823529411764,0.4117647058823529,0.3235294117647059,30.477941176470587,24.139705882352942,1.9852941176470589,16.75,82.15546033920836
back_inside_or -> above_vwap -> bull_fvg -> strong_body -> next_tight_spread,34,3.379558823529412,2.1314878892733566,0.47058823529411764,0.4117647058823529,0.3235294117647059,30.477941176470587,24.139705882352942,1.9852941176470589,16.75,82.15546033920836
above_vwap -> bull_fvg -> green_bar -> strong_body -> next_tight_spread,34,3.379558823529412,2.1314878892733566,0.47058823529411764,0.4117647058823529,0.3235294117647059,30.477941176470587,24.139705882352942,1.9852941176470589,16.75,82.15546033920836
back_inside_or -> above_vwap -> bull_fvg -> green_bar -> strong_body -> next_tight_spread,34,3.379558823529412,2.1314878892733566,0.47058823529411764,0.4117647058823529,0.3235294117647059,30.477941176470587,24.139705882352942,1.9852941176470589,16.75,82.15546033920836
large_or -> tight_spread -> displacement -> two_bar_followthrough,27,3.3555555555555556,3.555555555555555,0.6666666666666666,0.4444444444444444,0.4444444444444444,42.166666666666664,27.962962962962962,17.537037037037038,-2.0,177.94213222745313
back_inside_or -> large_or -> tight_spread -> displacement -> two_bar_followthrough,27,3.3555555555555556,3.555555555555555,0.6666666666666666,0.4444444444444444,0.4444444444444444,42.166666666666664,27.962962962962962,17.537037037037038,-2.0,177.94213222745313
large_or -> tight_spread -> displacement -> next_tight_spread -> two_bar_followthrough,27,3.3555555555555556,3.555555555555555,0.6666666666666666,0.4444444444444444,0.4444444444444444,42.166666666666664,27.962962962962962,17.537037037037038,-2.0,177.94213222745313
back_inside_or -> large_or -> tight_spread -> displacement -> next_tight_spread -> two_bar_followthrough,27,3.3555555555555556,3.555555555555555,0.6666666666666666,0.4444444444444444,0.4444444444444444,42.166666666666664,27.962962962962962,17.537037037037038,-2.0,177.94213222745313
back_inside_or -> tight_spread -> red_bar -> next_displacement,34,3.3537500000000002,4.411764705882352,0.5882352941176471,0.5,0.4411764705882353,10.544117647058824,19.727941176470587,46.38235294117647,31.125,191.5401825834925
back_inside_or -> bull_fvg -> green_bar -> next_tight_spread -> two_bar_followthrough,58,3.3301724137931035,3.4244946492271104,0.41379310344827586,0.3448275862068966,0.41379310344827586,16.336206896551722,16.650862068965516,2.8405172413793105,9.125,130.09595766586364
back_inside_or -> tight_spread -> bull_fvg -> green_bar -> next_tight_spread -> two_bar_followthrough,58,3.3301724137931035,3.4244946492271104,0.41379310344827586,0.3448275862068966,0.41379310344827586,16.336206896551722,16.650862068965516,2.8405172413793105,9.125,130.09595766586364
back_inside_or -> below_vwap -> next_tight_spread -> next_displacement -> next_green_bar,72,3.324027777777778,5.595679012345679,0.5138888888888888,0.3888888888888889,0.3888888888888889,16.27777777777778,11.871527777777779,24.729166666666668,9.375,161.04365820152245
bull_fvg -> green_bar -> next_tight_spread -> two_bar_followthrough,60,3.311666666666666,3.2,0.4,0.3333333333333333,0.4,16.320833333333333,16.558333333333334,3.05,10.875,127.87517389575686
tight_spread -> bull_fvg -> green_bar -> next_tight_spread -> two_bar_followthrough,60,3.311666666666666,3.2,0.4,0.3333333333333333,0.4,16.320833333333333,16.558333333333334,3.05,10.875,127.87517389575686
displacement -> next_green_bar -> two_bar_followthrough,37,3.3111486486486488,2.498173849525201,0.5135135135135135,0.40540540540540543,0.32432432432432434,26.5,22.074324324324323,9.304054054054054,-5.5,156.90090937950012
back_inside_or -> displacement -> next_green_bar -> two_bar_followthrough,37,3.3111486486486488,2.498173849525201,0.5135135135135135,0.40540540540540543,0.32432432432432434,26.5,22.074324324324323,9.304054054054054,-5.5,156.90090937950012
back_inside_or -> bull_fvg -> next_green_bar -> two_bar_followthrough,44,3.3090909090909095,2.826446280991736,0.4090909090909091,0.36363636363636365,0.4318181818181818,17.488636363636363,20.681818181818183,6.954545454545454,9.125,126.90841281463166
above_vwap -> bull_fvg -> green_bar -> two_bar_followthrough,29,3.2914655172413796,2.318668252080857,0.5172413793103449,0.4482758620689655,0.3448275862068966,30.112068965517242,25.31896551724138,9.905172413793103,18.25,131.35347785772632
back_inside_or -> above_vwap -> bull_fvg -> green_bar -> two_bar_followthrough,29,3.2914655172413796,2.318668252080857,0.5172413793103449,0.4482758620689655,0.3448275862068966,30.112068965517242,25.31896551724138,9.905172413793103,18.25,131.35347785772632
back_inside_or -> below_vwap -> large_or -> red_bar -> next_green_bar -> two_bar_followthrough,43,3.2853488372093023,2.1514332071389943,0.4186046511627907,0.3953488372093023,0.3023255813953488,19.651162790697676,19.325581395348838,0.313953488372093,4.5,89.6727438895328
back_inside_or -> below_vwap -> bull_fvg -> next_tight_spread -> two_bar_followthrough,36,3.285208333333333,2.3873456790123457,0.3888888888888889,0.3611111111111111,0.4722222222222222,16.631944444444443,25.270833333333332,15.4375,8.25,127.13012702120835
back_inside_or -> below_vwap -> tight_spread -> bull_fvg -> next_tight_spread -> two_bar_followthrough,36,3.285208333333333,2.3873456790123457,0.3888888888888889,0.3611111111111111,0.4722222222222222,16.631944444444443,25.270833333333332,15.4375,8.25,127.13012702120835
back_inside_or -> below_vwap -> bull_fvg -> two_bar_followthrough,38,3.2844736842105258,2.792243767313019,0.42105263157894735,0.3684210526315789,0.47368421052631576,19.907894736842106,23.460526315789473,-0.006578947368421052,8.25,125.62167739744578
bull_fvg -> next_green_bar -> two_bar_followthrough,45,3.2702222222222224,2.7022222222222223,0.4,0.35555555555555557,0.4222222222222222,17.52777777777778,20.43888888888889,7.133333333333334,9.75,125.4685667303717
below_vwap -> large_or -> bull_fvg -> green_bar,32,3.2484375,3.0,0.5,0.375,0.5,19.6015625,27.0703125,-7.96875,0.625,164.70102721117232
back_inside_or -> below_vwap -> large_or -> bull_fvg -> green_bar,32,3.2484375,3.0,0.5,0.375,0.5,19.6015625,27.0703125,-7.96875,0.625,164.70102721117232
above_vwap -> bull_fvg -> two_bar_followthrough,30,3.241333333333333,2.1666666666666665,0.5,0.43333333333333335,0.3333333333333333,29.508333333333333,24.933333333333334,9.375,17.375,129.08617699798077
back_inside_or -> above_vwap -> bull_fvg -> two_bar_followthrough,30,3.241333333333333,2.1666666666666665,0.5,0.43333333333333335,0.3333333333333333,29.508333333333333,24.933333333333334,9.375,17.375,129.08617699798077
below_vwap -> bull_fvg -> two_bar_followthrough,40,3.217375,2.52,0.4,0.35,0.45,19.70625,22.98125,0.45,10.875,122.38007457198084
next_tight_spread -> next_displacement -> next_green_bar,120,3.21375,7.425,0.45,0.375,0.36666666666666664,4.402083333333334,7.141666666666667,17.910416666666666,14.125,144.6004700489433
below_vwap -> bull_fvg -> next_tight_spread -> two_bar_followthrough,38,3.2072368421052637,2.1426592797783934,0.3684210526315789,0.34210526315789475,0.4473684210526316,16.592105263157894,24.67105263157895,15.105263157894736,10.875,123.67705473988413
below_vwap -> tight_spread -> bull_fvg -> next_tight_spread -> two_bar_followthrough,38,3.2072368421052637,2.1426592797783934,0.3684210526315789,0.34210526315789475,0.4473684210526316,16.592105263157894,24.67105263157895,15.105263157894736,10.875,123.67705473988413
below_vwap -> tight_spread -> green_bar -> next_displacement -> next_green_bar,51,3.2009803921568625,3.690888119953864,0.47058823529411764,0.39215686274509803,0.39215686274509803,14.392156862745098,16.004901960784313,25.32843137254902,8.25,130.14675841330123
back_inside_or -> tight_spread -> next_displacement -> next_green_bar,115,3.1988260869565215,6.96453686200378,0.4434782608695652,0.3739130434782609,0.3652173913043478,6.569565217391304,7.439130434782609,19.578260869565216,14.75,146.03386560228418
tight_spread -> green_bar -> next_displacement,96,3.1951562499999997,5.02734375,0.40625,0.34375,0.375,5.4453125,9.682291666666666,17.966145833333332,7.5,130.753688079044
displacement -> green_bar -> next_tight_spread -> two_bar_followthrough,54,3.1731481481481483,4.969135802469136,0.5555555555555556,0.42592592592592593,0.3888888888888889,26.90277777777778,13.796296296296296,5.708333333333333,-5.5,157.05140573273303
back_inside_or -> displacement -> green_bar -> next_tight_spread -> two_bar_followthrough,54,3.1731481481481483,4.969135802469136,0.5555555555555556,0.42592592592592593,0.3888888888888889,26.90277777777778,13.796296296296296,5.708333333333333,-5.5,157.05140573273303
below_vwap -> green_bar -> next_tight_spread -> next_displacement -> next_green_bar,51,3.1715686274509802,3.844675124951941,0.49019607843137253,0.39215686274509803,0.39215686274509803,20.715686274509803,15.857843137254902,13.661764705882353,8.25,130.34534183182342
green_bar -> next_tight_spread -> next_displacement,96,3.1693749999999996,5.156250000000001,0.4166666666666667,0.34375,0.375,8.8046875,9.604166666666666,11.768229166666666,7.5,130.85396473825045
back_inside_or -> green_bar -> next_tight_spread -> next_displacement,94,3.142127659574468,4.943413309189678,0.4148936170212766,0.3404255319148936,0.3723404255319149,10.47340425531915,9.819148936170214,12.202127659574469,7.5,131.72035997341476
back_inside_or -> below_vwap -> green_bar -> next_tight_spread -> next_displacement -> next_green_bar,49,3.13984693877551,3.608496459808413,0.4897959183673469,0.3877551020408163,0.3877551020408163,24.403061224489797,16.525510204081634,14.571428571428571,8.25,131.97681935131047
back_inside_or -> tight_spread -> bull_fvg -> green_bar -> next_green_bar -> two_bar_followthrough,39,3.138333333333333,2.6508875739644973,0.41025641025641024,0.358974358974359,0.46153846153846156,14.064102564102564,22.416666666666668,17.794871794871796,6.25,132.97092743851812
tight_spread -> green_bar -> strong_body -> next_displacement,41,3.129451219512195,2.8822129684711477,0.4634146341463415,0.4146341463414634,0.36585365853658536,12.560975609756097,18.408536585365855,6.786585365853658,8.25,120.12584229800377
green_bar -> strong_body -> next_tight_spread -> next_displacement,41,3.129451219512195,2.8822129684711477,0.4634146341463415,0.4146341463414634,0.36585365853658536,12.560975609756097,18.408536585365855,6.786585365853658,8.25,120.12584229800377
tight_spread -> green_bar -> strong_body -> next_tight_spread -> next_displacement,41,3.129451219512195,2.8822129684711477,0.4634146341463415,0.4146341463414634,0.36585365853658536,12.560975609756097,18.408536585365855,6.786585365853658,8.25,120.12584229800377
below_vwap -> green_bar -> strong_body -> next_displacement,25,3.1236,2.9568000000000003,0.56,0.48,0.44,31.68,26.03,23.85,20.75,128.1624806967052
below_vwap -> tight_spread -> green_bar -> strong_body -> next_displacement,25,3.1236,2.9568000000000003,0.56,0.48,0.44,31.68,26.03,23.85,20.75,128.1624806967052
below_vwap -> green_bar -> strong_body -> next_tight_spread -> next_displacement,25,3.1236,2.9568000000000003,0.56,0.48,0.44,31.68,26.03,23.85,20.75,128.1624806967052
below_vwap -> tight_spread -> green_bar -> strong_body -> next_tight_spread -> next_displacement,25,3.1236,2.9568000000000003,0.56,0.48,0.44,31.68,26.03,23.85,20.75,128.1624806967052
displacement -> next_tight_spread -> two_bar_followthrough,60,3.1218750000000006,5.5,0.55,0.4166666666666667,0.4,25.3125,12.4875,8.5,-5.5,151.45912091123267
back_inside_or -> displacement -> next_tight_spread -> two_bar_followthrough,60,3.1218750000000006,5.5,0.55,0.4166666666666667,0.4,25.3125,12.4875,8.5,-5.5,151.45912091123267
green_bar -> next_displacement -> next_green_bar -> two_bar_followthrough,35,3.1125714285714285,2.387755102040816,0.42857142857142855,0.37142857142857144,0.42857142857142855,11.878571428571428,23.942857142857143,20.692857142857143,16.0,107.02192061253918
below_vwap -> large_or -> green_bar -> next_displacement -> next_green_bar,30,3.10375,2.816666666666667,0.5,0.43333333333333335,0.43333333333333335,14.608333333333333,23.875,16.875,0.375,144.9281592245168
back_inside_or -> tight_spread -> green_bar -> strong_body -> next_displacement,39,3.10051282051282,2.6508875739644973,0.46153846153846156,0.41025641025641024,0.358974358974359,16.775641025641026,19.378205128205128,7.576923076923077,8.25,121.78246989205567
back_inside_or -> green_bar -> strong_body -> next_tight_spread -> next_displacement,39,3.10051282051282,2.6508875739644973,0.46153846153846156,0.41025641025641024,0.358974358974359,16.775641025641026,19.378205128205128,7.576923076923077,8.25,121.78246989205567
back_inside_or -> tight_spread -> green_bar -> strong_body -> next_tight_spread -> next_displacement,39,3.10051282051282,2.6508875739644973,0.46153846153846156,0.41025641025641024,0.358974358974359,16.775641025641026,19.378205128205128,7.576923076923077,8.25,121.78246989205567
tight_spread -> green_bar -> next_displacement -> next_green_bar -> two_bar_followthrough,33,3.0990909090909096,2.1597796143250694,0.42424242424242425,0.36363636363636365,0.42424242424242425,15.401515151515152,25.825757575757574,27.295454545454547,16.0,108.8139984971575
green_bar -> next_tight_spread -> next_displacement -> next_green_bar -> two_bar_followthrough,33,3.0990909090909096,2.1597796143250694,0.42424242424242425,0.36363636363636365,0.42424242424242425,15.401515151515152,25.825757575757574,27.295454545454547,16.0,108.8139984971575
tight_spread -> green_bar -> next_tight_spread -> next_displacement -> next_green_bar -> two_bar_followthrough,33,3.0990909090909096,2.1597796143250694,0.42424242424242425,0.36363636363636365,0.42424242424242425,15.401515151515152,25.825757575757574,27.295454545454547,16.0,108.8139984971575
tight_spread -> bull_fvg -> green_bar -> next_green_bar -> two_bar_followthrough,40,3.0940000000000003,2.52,0.4,0.35,0.45,14.19375,22.1,17.725,8.0,131.27038059102603
back_inside_or -> large_or -> bull_quote_pressure,29,3.0879310344827586,4.447086801426872,0.5862068965517241,0.6896551724137931,0.3793103448275862,47.62931034482759,15.439655172413794,-31.54310344827586,59.5,161.1289780509204
large_or -> bull_fvg -> green_bar -> next_tight_spread -> two_bar_followthrough,27,3.0830555555555557,2.5349794238683123,0.5185185185185185,0.4074074074074074,0.4444444444444444,33.27777777777778,28.02777777777778,0.1388888888888889,12.0,166.1048720707524
back_inside_or -> large_or -> bull_fvg -> green_bar -> next_tight_spread -> two_bar_followthrough,27,3.0830555555555557,2.5349794238683123,0.5185185185185185,0.4074074074074074,0.4444444444444444,33.27777777777778,28.02777777777778,0.1388888888888889,12.0,166.1048720707524
large_or -> tight_spread -> bull_fvg -> green_bar -> next_tight_spread -> two_bar_followthrough,27,3.0830555555555557,2.5349794238683123,0.5185185185185185,0.4074074074074074,0.4444444444444444,33.27777777777778,28.02777777777778,0.1388888888888889,12.0,166.1048720707524
back_inside_or -> below_vwap -> next_displacement -> next_green_bar,76,3.075,6.076869806094184,0.5131578947368421,0.39473684210526316,0.39473684210526316,17.24671052631579,10.25,17.611842105263158,9.375,157.8137298631945
below_vwap -> tight_spread -> next_displacement -> next_green_bar,78,3.0615384615384618,5.621301775147931,0.48717948717948717,0.38461538461538464,0.38461538461538464,7.714743589743589,10.205128205128204,28.05128205128205,9.375,157.00891665260576
back_inside_or -> large_or -> next_displacement -> next_green_bar,61,3.0604918032786883,6.095135716205321,0.4918032786885246,0.45901639344262296,0.4426229508196721,3.4344262295081966,10.930327868852459,21.2172131147541,23.0,187.24346412240234
above_vwap -> tight_spread -> displacement -> green_bar -> next_green_bar,39,3.0589102564102566,2.3247863247863245,0.41025641025641024,0.4358974358974359,0.3333333333333333,5.230769230769231,17.993589743589745,-0.3141025641025641,17.75,103.45613879898903
back_inside_or -> above_vwap -> tight_spread -> displacement -> green_bar -> next_green_bar,39,3.0589102564102566,2.3247863247863245,0.41025641025641024,0.4358974358974359,0.3333333333333333,5.230769230769231,17.993589743589745,-0.3141025641025641,17.75,103.45613879898903
above_vwap -> tight_spread -> displacement -> green_bar -> next_tight_spread -> next_green_bar,39,3.0589102564102566,2.3247863247863245,0.41025641025641024,0.4358974358974359,0.3333333333333333,5.230769230769231,17.993589743589745,-0.3141025641025641,17.75,103.45613879898903
green_bar -> strong_body -> next_displacement -> next_green_bar,37,3.0454054054054054,2.5829072315558803,0.4594594594594595,0.43243243243243246,0.35135135135135137,11.675675675675675,19.033783783783782,5.054054054054054,20.75,122.58435534020717
back_inside_or -> next_tight_spread -> next_displacement -> next_green_bar,115,3.0258913043478257,7.101096408317581,0.45217391304347826,0.3739130434782609,0.3652173913043478,6.895652173913043,7.03695652173913,17.02391304347826,14.75,146.43437636962588
back_inside_or -> green_bar -> strong_body -> next_displacement -> next_green_bar,35,3.0224999999999995,2.351020408163265,0.45714285714285713,0.42857142857142855,0.34285714285714286,16.321428571428573,20.15,5.835714285714285,20.75,124.53234873860262
large_or -> bull_fvg -> strong_body -> next_green_bar,28,3.015535714285715,3.017857142857143,0.5,0.4642857142857143,0.4642857142857143,34.017857142857146,23.196428571428573,-5.75,20.25,124.97191086516604
back_inside_or -> large_or -> bull_fvg -> strong_body -> next_green_bar,28,3.015535714285715,3.017857142857143,0.5,0.4642857142857143,0.4642857142857143,34.017857142857146,23.196428571428573,-5.75,20.25,124.97191086516604
large_or -> bull_fvg -> green_bar -> strong_body -> next_green_bar,28,3.015535714285715,3.017857142857143,0.5,0.4642857142857143,0.4642857142857143,34.017857142857146,23.196428571428573,-5.75,20.25,124.97191086516604
back_inside_or -> large_or -> bull_fvg -> green_bar -> strong_body -> next_green_bar,28,3.015535714285715,3.017857142857143,0.5,0.4642857142857143,0.4642857142857143,34.017857142857146,23.196428571428573,-5.75,20.25,124.97191086516604
large_or -> tight_spread -> green_bar -> next_tight_spread -> next_displacement -> next_green_bar,38,2.9873684210526315,3.202216066481994,0.4473684210526316,0.42105263157894735,0.4473684210526316,0.20394736842105263,18.67105263157895,27.085526315789473,8.375,162.44708187490727
large_or -> tight_spread -> displacement -> green_bar -> strong_body,49,2.976734693877551,4.7830070803831735,0.5918367346938775,0.4489795918367347,0.3673469387755102,21.607142857142858,13.53061224489796,-4.545918367346939,7.0,174.24620865564722
back_inside_or -> large_or -> tight_spread -> displacement -> green_bar -> strong_body,49,2.976734693877551,4.7830070803831735,0.5918367346938775,0.4489795918367347,0.3673469387755102,21.607142857142858,13.53061224489796,-4.545918367346939,7.0,174.24620865564722
