conditions,trades,expectancy_score,sequence_score,win_15m,win_30m,win_60m,avg_15m,avg_30m,avg_60m,med_30m,std_30m
large_or -> tight_spread -> next_tight_spread -> two_bar_followthrough,255,50.44490196078431,31.459100346020758,0.5529411764705883,0.48627450980392156,0.4588235294117647,28.05294117647059,40.681372549019606,46.1078431372549,25.75,145.70286205798504
back_inside_or -> large_or -> two_bar_followthrough,265,50.424,33.52395870416518,0.5471698113207547,0.4981132075471698,0.4641509433962264,32.01698113207547,38.2,38.054716981132074,28.5,148.10251427591794
large_or -> tight_spread -> two_bar_followthrough,259,50.237027027027025,31.694876343524992,0.5521235521235521,0.4864864864864865,0.4555984555984556,27.255791505791507,39.87065637065637,44.004826254826256,25.75,145.318282619638
large_or -> next_tight_spread -> two_bar_followthrough,257,48.949416342412455,31.71130524307711,0.5525291828793775,0.48638132295719844,0.4591439688715953,28.15661478599222,39.159533073929964,44.76945525291829,25.75,149.28640101464745
tight_spread -> next_tight_spread -> two_bar_followthrough,561,48.27807486631017,40.29168692270297,0.45454545454545453,0.39572192513368987,0.39928698752228164,15.383689839572192,21.74688057040998,27.102941176470587,12.75,116.31668829905243
back_inside_or -> large_or -> tight_spread -> two_bar_followthrough,245,45.56672448979593,29.20857975843398,0.5510204081632653,0.4775510204081633,0.4530612244897959,30.071428571428573,38.94591836734694,42.731632653061226,23.5,145.5099669973403
large_or -> green_bar -> two_bar_followthrough,200,45.4783625,29.388474999999996,0.565,0.515,0.505,33.09375,44.15375,46.78,38.0,154.32212500079598
back_inside_or -> large_or -> green_bar,389,45.43897172236504,43.42532761480561,0.4910025706940874,0.4832904884318766,0.4704370179948586,18.66388174807198,24.169665809768638,24.25835475578406,23.5,159.88951808980823
back_inside_or -> large_or -> green_bar -> two_bar_followthrough,193,45.2219689119171,28.358613654057834,0.5699481865284974,0.5129533678756477,0.5025906735751295,37.10621761658031,45.67875647668394,47.34974093264249,37.0,155.50707895029709
back_inside_or -> large_or -> tight_spread -> next_tight_spread -> two_bar_followthrough,242,44.99137396694215,28.72839969947408,0.5495867768595041,0.47520661157024796,0.45454545454545453,29.91322314049587,39.122933884297524,44.59400826446281,23.25,145.9893796969583
back_inside_or -> tight_spread -> two_bar_followthrough,532,43.57736842105263,37.170784103114926,0.4548872180451128,0.39097744360902253,0.39285714285714285,16.679981203007518,20.950657894736842,25.06484962406015,12.25,116.16490277636709
back_inside_or -> large_or -> next_tight_spread -> two_bar_followthrough,244,43.538032786885246,28.98051599032518,0.5491803278688525,0.47540983606557374,0.45491803278688525,30.00717213114754,37.532786885245905,43.19672131147541,23.25,149.73571179119878
large_or -> tight_spread -> green_bar -> two_bar_followthrough,184,43.502500000000005,26.25,0.5706521739130435,0.5,0.5,32.01358695652174,47.28532608695652,53.78260869565217,30.75,150.47444812192535
back_inside_or -> large_or -> tight_spread -> green_bar -> two_bar_followthrough,177,43.183389830508474,25.212678349133398,0.576271186440678,0.4971751412429379,0.4971751412429379,36.34604519774011,49.07203389830509,54.68079096045198,28.5,151.60771971282188
large_or -> tight_spread -> green_bar -> next_tight_spread -> two_bar_followthrough,183,42.86572404371584,25.71662336886739,0.5683060109289617,0.4972677595628415,0.4972677595628415,31.915300546448087,47.1051912568306,53.35655737704918,28.5,150.8673784015614
back_inside_or -> tight_spread -> next_tight_spread -> two_bar_followthrough,527,42.659060721062616,36.51748647062424,0.45351043643263755,0.3889943074003795,0.3927893738140417,16.481499051233396,20.809297912713472,25.500948766603415,12.0,116.40408619204808
back_inside_or -> large_or -> tight_spread -> green_bar -> next_tight_spread -> two_bar_followthrough,176,42.53855113636364,24.67939695247934,0.5738636363636364,0.4943181818181818,0.4943181818181818,36.26846590909091,48.89488636363637,54.24289772727273,27.625,152.02189561089503
large_or -> next_green_bar -> two_bar_followthrough,204,42.05186274509805,25.858131487889278,0.5294117647058824,0.5196078431372549,0.46078431372549017,27.785539215686274,39.67156862745098,35.03553921568628,38.0,147.4683650654073
back_inside_or -> next_tight_spread -> two_bar_followthrough,529,41.4988752362949,36.747724600755426,0.45368620037807184,0.389413988657845,0.3931947069943289,16.575614366729678,20.145085066162572,24.928638941398866,12.0,118.59290388045011
back_inside_or -> large_or -> tight_spread,484,41.46426136363636,47.29043012772352,0.4772727272727273,0.44834710743801653,0.45661157024793386,15.292871900826446,19.107954545454547,25.945247933884296,13.5,159.99804312257646
large_or -> green_bar -> next_tight_spread -> two_bar_followthrough,185,41.32789189189189,25.966983199415633,0.5675675675675675,0.4972972972972973,0.4972972972972973,32.01756756756757,44.92162162162162,51.41891891891892,28.5,155.6960875446261
back_inside_or -> large_or -> green_bar -> next_tight_spread -> two_bar_followthrough,178,41.01269662921348,24.93018558262845,0.5730337078651685,0.4943820224719101,0.4943820224719101,36.325842696629216,46.60533707865169,52.21910112359551,27.625,157.01423992476373
back_inside_or -> large_or -> tight_spread -> next_tight_spread,479,40.534906054279745,46.359002968083296,0.4759916492693111,0.44676409185803756,0.4551148225469729,15.188413361169102,18.941544885177453,26.086116910229645,12.0,160.61093881769455
back_inside_or -> below_vwap -> large_or -> tight_spread,344,40.18133720930232,34.80259599783667,0.4796511627906977,0.45348837209302323,0.46511627906976744,20.874273255813954,25.757267441860463,33.625726744186046,12.75,162.87779793677512
back_inside_or -> below_vwap -> large_or -> tight_spread -> next_tight_spread,340,39.73652941176471,34.09847750865052,0.4764705882352941,0.45294117647058824,0.4647058823529412,20.23308823529412,25.80294117647059,34.77279411764706,12.0,163.5712470681512
large_or -> tight_spread -> next_tight_spread,505,39.612514851485145,48.07271443976081,0.47326732673267324,0.44356435643564357,0.4534653465346535,11.626732673267327,17.684158415841583,25.71930693069307,10.5,159.41084485341523
back_inside_or -> large_or -> tight_spread -> green_bar,352,39.18994318181818,38.23101756198347,0.4943181818181818,0.4659090909090909,0.4715909090909091,18.632102272727273,23.896306818181817,28.050426136363637,16.875,160.00474610303078
below_vwap -> large_or -> tight_spread -> next_tight_spread,366,38.67218579234973,35.794350383708085,0.4726775956284153,0.44808743169398907,0.46174863387978143,14.960382513661202,23.580601092896174,33.64959016393443,10.125,161.80649166810048
back_inside_or -> large_or -> tight_spread -> green_bar -> next_tight_spread,349,38.20229226361032,37.288954934688554,0.49283667621776506,0.46418338108882523,0.4670487106017192,18.654727793696274,23.581661891117477,26.81160458452722,16.75,160.6268022631222
below_vwap -> large_or -> tight_spread -> next_tight_spread -> two_bar_followthrough,189,37.860317460317454,20.928865373309815,0.5291005291005291,0.4708994708994709,0.4444444444444444,29.513227513227513,42.53968253968254,51.61243386243386,21.25,141.8329962168752
back_inside_or -> large_or -> next_tight_spread,488,37.78156762295082,46.70879803816178,0.4774590163934426,0.444672131147541,0.45081967213114754,14.534323770491802,17.410860655737704,23.15676229508197,11.875,161.55867935084888
below_vwap -> large_or -> tight_spread -> two_bar_followthrough,193,37.686023316062176,21.180971301242987,0.5284974093264249,0.47150259067357514,0.44041450777202074,28.41321243523316,41.41321243523316,48.67616580310881,21.25,141.3970815869026
large_or -> next_tight_spread -> next_green_bar -> two_bar_followthrough,186,37.63,22.65591397849462,0.5268817204301075,0.5,0.46236559139784944,26.043010752688172,40.46236559139785,43.01075268817204,31.375,148.98683256817716
below_vwap -> tight_spread -> two_bar_followthrough,394,37.278534263959386,29.703741400190673,0.4517766497461929,0.39847715736040606,0.41878172588832485,16.971446700507613,23.744289340101524,32.733502538071065,11.5,114.29041842892637
back_inside_or -> large_or -> next_green_bar -> two_bar_followthrough,191,37.136780104712045,23.39848140127738,0.5235602094240838,0.5078534031413613,0.4607329842931937,31.31282722513089,38.28534031413613,34.00785340314136,35.0,147.4982528701679
below_vwap -> large_or -> tight_spread,373,36.90273458445041,35.908660308059424,0.4718498659517426,0.4450402144772118,0.4584450402144772,13.915549597855227,22.230563002680967,31.654825737265416,9.75,161.2095779257695
below_vwap -> tight_spread -> next_tight_spread -> two_bar_followthrough,388,36.901456185567014,29.17984110957594,0.45103092783505155,0.39690721649484534,0.42010309278350516,17.323453608247423,23.961984536082475,33.60631443298969,11.5,114.51073318652051
large_or -> tight_spread -> next_tight_spread -> next_green_bar -> two_bar_followthrough,185,36.484216216216225,22.163330898466036,0.5243243243243243,0.4972972972972973,0.4594594594594595,25.24054054054054,39.65675675675676,42.67702702702703,28.5,148.98436650283242
back_inside_or -> below_vwap -> large_or -> next_tight_spread,346,36.41202312138728,33.97921748137258,0.47398843930635837,0.4508670520231214,0.4595375722543353,17.98627167630058,23.341040462427745,30.25578034682081,11.875,165.28301053546892
large_or -> tight_spread -> next_green_bar -> two_bar_followthrough,189,36.25341269841269,22.40463592844545,0.5238095238095238,0.4973544973544973,0.455026455026455,24.20767195767196,38.567460317460316,39.86772486772487,28.5,148.39009208015963
back_inside_or -> below_vwap -> large_or,360,35.72869444444445,36.11908950617284,0.48055555555555557,0.4527777777777778,0.46111111111111114,19.02777777777778,21.919444444444444,25.51597222222222,12.0,164.65937271219826
below_vwap -> large_or -> next_tight_spread,372,35.40217741935484,35.68692912475431,0.47043010752688175,0.44623655913978494,0.45698924731182794,12.955645161290322,21.326612903225808,29.466397849462364,9.625,163.41521097081755
below_vwap -> large_or -> next_tight_spread -> two_bar_followthrough,190,35.32246052631579,20.709141274238227,0.5263157894736842,0.46842105263157896,0.4421052631578947,28.875,39.68815789473684,49.464473684210525,20.125,146.81651275392568
large_or -> green_bar -> next_green_bar -> two_bar_followthrough,144,35.2996875,21.685956790123456,0.5555555555555556,0.5347222222222222,0.5069444444444444,30.69097222222222,45.84375,45.84027777777778,52.0,156.96241887689328
back_inside_or -> large_or -> green_bar -> next_tight_spread,358,35.27451117318436,37.598896726069725,0.49441340782122906,0.46089385474860334,0.46089385474860334,17.675977653631286,21.37849162011173,22.800279329608937,14.25,161.9742439789869
below_vwap -> large_or -> two_bar_followthrough,201,35.270522388059696,22.1410361129675,0.5323383084577115,0.472636815920398,0.43781094527363185,29.832089552238806,37.12686567164179,39.583333333333336,21.25,147.56213547054296
back_inside_or -> large_or -> green_bar -> next_green_bar -> two_bar_followthrough,138,34.865434782608695,20.661100609115735,0.5579710144927537,0.5289855072463768,0.5072463768115942,35.98913043478261,47.76086956521739,48.25905797101449,48.25,158.17293925671026
back_inside_or -> green_bar -> two_bar_followthrough,414,34.85319444444444,29.82608695652174,0.45652173913043476,0.3888888888888889,0.4057971014492754,17.992753623188406,21.64794685990338,23.78985507246377,12.5,124.08986458753631
below_vwap -> next_tight_spread -> two_bar_followthrough,389,34.83012853470437,29.030009053601287,0.4498714652956298,0.39588688946015427,0.4190231362467866,17.04305912596401,22.616966580976865,32.603470437018,11.5,117.39949697178544
back_inside_or -> tight_spread -> next_tight_spread,1098,34.556409380692166,69.32313595508974,0.4098360655737705,0.3870673952641166,0.39799635701275043,5.866120218579235,8.13091985428051,11.870901639344263,12.625,164.42391349734405
large_or -> tight_spread -> green_bar -> next_tight_spread,363,34.499876033057845,37.0375429729299,0.4820936639118457,0.4573002754820937,0.4628099173553719,13.979338842975206,20.78305785123967,24.85330578512397,12.0,159.2737768428783
tight_spread -> green_bar -> two_bar_followthrough,420,34.244625000000006,29.24734693877551,0.45714285714285713,0.37857142857142856,0.4023809523809524,15.054761904761905,21.5375,26.425,12.25,120.01029785642194
large_or -> tight_spread -> green_bar,368,33.878478260869564,37.5476724952741,0.48097826086956524,0.45652173913043476,0.46467391304347827,12.931385869565217,20.16576086956522,25.33423913043478,12.75,158.76882100954236
back_inside_or -> large_or -> next_green_bar,392,33.52424744897959,37.73032069970846,0.4642857142857143,0.461734693877551,0.4489795918367347,15.392219387755102,18.521683673469386,19.753826530612244,16.875,163.07334475328886
below_vwap -> tight_spread -> next_tight_spread,790,33.515791139240505,57.00867168722961,0.42025316455696204,0.40253164556962023,0.42658227848101266,5.044303797468355,10.539556962025317,15.722784810126582,13.75,181.91917295783875
tight_spread -> green_bar -> next_tight_spread -> two_bar_followthrough,417,33.358735011990404,28.64821811615456,0.4556354916067146,0.3764988009592326,0.40047961630695444,14.900479616306955,21.24760191846523,25.776378896882495,12.0,120.31896708494975
back_inside_or -> tight_spread -> green_bar -> two_bar_followthrough,398,33.286432160804026,27.252152723416078,0.4547738693467337,0.3768844221105528,0.39949748743718594,16.886306532663315,22.190954773869347,26.103015075376884,11.875,120.69649611693268
back_inside_or -> below_vwap -> large_or -> tight_spread -> two_bar_followthrough,179,33.01988826815643,18.76420835804126,0.5251396648044693,0.4581005586592179,0.43575418994413406,32.357541899441344,40.26815642458101,47.298882681564244,16.75,141.36733971719553
back_inside_or -> below_vwap -> large_or -> tight_spread -> next_tight_spread -> two_bar_followthrough,176,32.42727272727272,18.295454545454547,0.5227272727272727,0.45454545454545453,0.4375,32.17897727272727,40.53409090909091,49.9375,14.375,141.97218128823778
back_inside_or -> tight_spread -> green_bar -> next_tight_spread -> two_bar_followthrough,395,32.397012658227844,26.657548469796506,0.4531645569620253,0.37468354430379747,0.39746835443037976,16.7373417721519,21.889873417721518,25.41582278481013,11.75,121.02736071592287
large_or -> green_bar -> next_tight_spread -> next_green_bar -> two_bar_followthrough,132,32.30772727272727,19.087924701561064,0.553030303030303,0.5151515151515151,0.5075757575757576,29.013257575757574,47.51136363636363,53.53219696969697,41.125,158.72223825187052
green_bar -> next_tight_spread -> two_bar_followthrough,419,32.242935560859195,28.878304407015225,0.45584725536992843,0.37708830548926014,0.4009546539379475,15.026849642004773,20.40692124105012,25.052505966587113,12.0,122.97370566311199
back_inside_or -> below_vwap -> tight_spread -> two_bar_followthrough,360,31.980277777777776,26.05987654320988,0.4527777777777778,0.3888888888888889,0.4111111111111111,19.543055555555554,22.843055555555555,30.965972222222224,9.75,114.01794112645416
back_inside_or -> large_or -> next_tight_spread -> next_green_bar -> two_bar_followthrough,174,31.979137931034483,19.976218787158146,0.5172413793103449,0.4827586206896552,0.45977011494252873,28.354885057471265,38.070402298850574,42.014367816091955,24.875,149.20516193227385
back_inside_or -> large_or -> green_bar -> next_tight_spread -> next_green_bar -> two_bar_followthrough,126,31.801904761904762,18.05996472663139,0.5555555555555556,0.5079365079365079,0.5079365079365079,34.736111111111114,49.69047619047619,56.54761904761905,36.0,160.09245275331193
large_or -> tight_spread -> green_bar -> next_green_bar -> two_bar_followthrough,132,31.744924242424247,19.087924701561064,0.553030303030303,0.5151515151515151,0.5075757575757576,28.070075757575758,46.683712121212125,53.73674242424242,41.125,158.26035975354367
large_or -> green_bar -> next_tight_spread,372,31.654563172043016,37.369927159209155,0.4838709677419355,0.4543010752688172,0.45698924731182794,13.150537634408602,18.730510752688172,21.04032258064516,11.875,160.5791671577461
back_inside_or -> large_or -> tight_spread -> next_green_bar -> two_bar_followthrough,176,31.434303977272734,19.97675619834711,0.5170454545454546,0.48295454545454547,0.45454545454545453,27.771306818181817,36.98153409090909,39.109375,24.875,148.47755727450715
next_tight_spread -> next_green_bar -> two_bar_followthrough,409,31.42452322738386,27.297074981617758,0.4254278728606357,0.39364303178484106,0.39853300733496333,12.68398533007335,19.51833740831296,23.786063569682153,11.25,120.24024014110165
back_inside_or -> green_bar -> next_tight_spread -> two_bar_followthrough,397,31.289061712846348,26.886535667379402,0.4534005037783375,0.37531486146095716,0.3979848866498741,16.861460957178842,20.999370277078086,24.6536523929471,11.75,123.81282903925369
back_inside_or -> large_or -> tight_spread -> green_bar -> next_green_bar -> two_bar_followthrough,126,31.246984126984124,18.05996472663139,0.5555555555555556,0.5079365079365079,0.5079365079365079,33.74801587301587,48.823412698412696,56.76190476190476,36.0,159.62434985759631
large_or -> tight_spread -> green_bar -> next_tight_spread -> next_green_bar -> two_bar_followthrough,131,31.106412213740455,18.552764990385175,0.549618320610687,0.5114503816793893,0.5038167938931297,27.90267175572519,46.42748091603053,53.1412213740458,37.0,158.8403997260894
back_inside_or -> next_green_bar -> two_bar_followthrough,402,31.076616915422882,27.405262245984012,0.43034825870646765,0.39800995024875624,0.39800995024875624,16.2157960199005,19.422885572139304,20.324004975124378,11.625,119.96974223113232
back_inside_or -> below_vwap -> tight_spread -> next_tight_spread -> two_bar_followthrough,355,31.044007042253522,25.394326522515378,0.4507042253521127,0.38591549295774646,0.4112676056338028,19.288732394366196,22.659859154929578,31.696478873239435,9.75,114.35255587563769
back_inside_or -> below_vwap -> large_or -> tight_spread -> green_bar,234,30.984647435897436,26.32434801665571,0.49572649572649574,0.4658119658119658,0.48717948717948717,24.974358974358974,28.42628205128205,35.79059829059829,14.25,164.8139823574994
tight_spread -> next_green_bar -> two_bar_followthrough,414,30.912910628019322,27.45006884641415,0.4251207729468599,0.39371980676328505,0.3961352657004831,12.02536231884058,18.964975845410628,22.902173913043477,11.0,119.805815364012
back_inside_or -> large_or -> tight_spread -> next_tight_spread -> next_green_bar -> two_bar_followthrough,173,30.87192196531792,19.498579972601824,0.5144508670520231,0.4797687861271676,0.45664739884393063,27.510115606936417,37.195086705202314,41.65173410404624,23.5,149.18954948755822
back_inside_or -> below_vwap -> large_or -> two_bar_followthrough,187,30.710508021390375,19.72129600503303,0.5294117647058824,0.45989304812834225,0.43315508021390375,33.713903743315505,35.70989304812834,37.58422459893048,16.75,147.9494396381271
tight_spread -> next_tight_spread -> next_green_bar -> two_bar_followthrough,408,30.562745098039215,26.937716262975776,0.42401960784313725,0.39215686274509803,0.39705882352941174,12.287377450980392,19.10171568627451,23.587622549019606,11.0,120.0919311947357
back_inside_or -> below_vwap -> large_or -> tight_spread -> green_bar -> next_tight_spread,232,30.52862068965517,25.61950059453032,0.49137931034482757,0.46551724137931033,0.4827586206896552,24.228448275862068,28.267241379310345,35.24245689655172,13.5,165.4878110633496
back_inside_or -> below_vwap -> tight_spread,731,30.372291381668944,52.87324486629826,0.4240766073871409,0.4021887824897401,0.4240766073871409,7.613543091655266,10.330711354309166,13.90595075239398,13.75,185.79074706758578
back_inside_or -> below_vwap -> two_bar_followthrough,368,30.104021739130438,26.974480151228732,0.45652173913043476,0.391304347826087,0.41032608695652173,20.51086956521739,20.905570652173914,26.38451086956522,9.75,118.532574146238
back_inside_or -> below_vwap -> large_or -> next_tight_spread -> two_bar_followthrough,177,29.98757062146893,18.089310223754346,0.519774011299435,0.4519774011299435,0.4350282485875706,31.478813559322035,37.48446327683616,47.64124293785311,12.0,147.2675030069356
back_inside_or -> below_vwap -> tight_spread -> next_tight_spread,725,29.53750344827586,52.0087933412604,0.4220689655172414,0.4013793103448276,0.42344827586206896,7.1786206896551725,10.150344827586206,14.072758620689655,13.75,186.4094662444585
back_inside_or -> large_or -> green_bar -> next_green_bar,283,29.468639575971732,29.11411055201089,0.48056537102473496,0.47703180212014135,0.44876325088339225,17.108657243816253,21.828621908127207,20.674911660777386,23.0,164.39047301348603
back_inside_or -> below_vwap -> next_tight_spread -> two_bar_followthrough,356,29.035533707865167,25.251862138618858,0.449438202247191,0.3848314606741573,0.4101123595505618,18.97682584269663,21.1938202247191,30.606039325842698,9.625,117.49388058868132
below_vwap -> large_or -> tight_spread -> green_bar -> two_bar_followthrough,127,28.76846456692913,16.202120404240812,0.5354330708661418,0.48031496062992124,0.49606299212598426,33.87795275590551,47.161417322834644,60.631889763779526,24.0,151.2957838601204
large_or -> tight_spread -> next_tight_spread -> next_green_bar,371,28.456024258760113,34.234537674094206,0.4609164420485175,0.4474393530997305,0.4474393530997305,10.479784366576819,17.142183288409704,24.007412398921833,12.0,164.93039225711323
back_inside_or -> below_vwap -> large_or -> tight_spread -> green_bar -> two_bar_followthrough,120,28.380062499999998,15.180208333333331,0.5416666666666666,0.475,0.49166666666666664,40.37708333333333,49.78958333333333,62.35625,22.625,153.0024646772199
below_vwap -> large_or -> tight_spread -> green_bar -> next_tight_spread -> two_bar_followthrough,126,28.139285714285712,15.699168556311413,0.5317460317460317,0.47619047619047616,0.49206349206349204,33.75,46.898809523809526,60.067460317460316,22.625,151.87069888089482
large_or -> next_tight_spread -> next_green_bar,378,27.36333333333333,34.558495002939445,0.4656084656084656,0.4444444444444444,0.4417989417989418,10.366402116402117,16.28769841269841,20.779761904761905,11.25,164.2066745405136
back_inside_or -> below_vwap -> large_or -> green_bar -> next_tight_spread,238,27.088655462184875,25.45512322576089,0.48739495798319327,0.46218487394957986,0.47478991596638653,20.861344537815125,24.626050420168067,28.66386554621849,12.0,167.93776591781196
back_inside_or -> tight_spread -> next_green_bar -> two_bar_followthrough,387,26.78627906976744,24.633562352689808,0.42377260981912146,0.38242894056847543,0.39276485788113696,14.020025839793282,18.098837209302324,22.113695090439276,9.75,119.16704957580751
large_or -> tight_spread -> next_green_bar,378,26.76111111111111,34.37037037037037,0.4603174603174603,0.4444444444444444,0.4444444444444444,9.531746031746032,15.929232804232804,22.21759259259259,12.0,164.2459281657798
back_inside_or -> next_tight_spread -> next_green_bar -> two_bar_followthrough,383,26.73934725848564,24.347101691333368,0.42297650130548303,0.381201044386423,0.39425587467362927,14.131201044386422,18.31462140992167,22.890992167101828,9.75,119.68760562441288
below_vwap -> large_or -> tight_spread -> green_bar -> next_tight_spread,246,26.735447154471544,25.334919690660318,0.47560975609756095,0.45528455284552843,0.47560975609756095,17.01219512195122,23.870934959349594,31.872967479674795,11.125,163.3658669628085
back_inside_or -> below_vwap -> next_tight_spread,731,26.702681258549926,52.01568228220248,0.4213406292749658,0.4008207934336525,0.4213406292749658,6.222298221614227,9.113543091655266,12.104651162790697,13.5,186.85853588415964
large_or -> green_bar -> next_green_bar,294,26.34853741496599,29.058841223564258,0.47278911564625853,0.47278911564625853,0.4421768707482993,11.453231292517007,18.95578231292517,17.564625850340136,19.125,163.3437681843908
back_inside_or -> large_or -> tight_spread -> next_green_bar,357,26.156302521008403,32.53003162049133,0.45938375350140054,0.4425770308123249,0.4481792717086835,13.721288515406162,16.554621848739497,22.855742296918766,12.0,165.40179466807848
below_vwap -> large_or -> tight_spread -> next_tight_spread -> next_green_bar,272,26.131773897058828,24.542144247404842,0.4485294117647059,0.44485294117647056,0.4522058823529412,11.386029411764707,21.596507352941178,31.21875,10.125,169.32166765421047
back_inside_or -> tight_spread -> next_tight_spread -> next_green_bar -> two_bar_followthrough,382,25.906413612565444,23.997080672130693,0.4214659685863874,0.3795811518324607,0.39267015706806285,13.711387434554974,17.86649214659686,22.676701570680628,9.75,119.52240717344202
back_inside_or -> large_or -> tight_spread -> next_tight_spread -> next_green_bar,353,25.731161473087816,31.846239035703682,0.45609065155807366,0.44192634560906513,0.4475920679886686,13.022662889518413,16.494334277620396,23.838526912181305,12.0,166.08742468429975
below_vwap -> large_or -> tight_spread -> green_bar,250,25.58885,25.603088,0.476,0.452,0.476,16.177,22.645,31.297,11.125,162.8522818008732
below_vwap -> large_or -> green_bar -> next_tight_spread -> two_bar_followthrough,127,25.559055118110237,15.452910905821811,0.5275590551181102,0.47244094488188976,0.4881889763779528,32.761811023622045,42.59842519685039,56.78740157480315,21.25,158.84050400255606
back_inside_or -> below_vwap -> large_or -> green_bar -> next_tight_spread -> two_bar_followthrough,120,25.177833333333332,14.435555555555554,0.5333333333333333,0.4666666666666667,0.48333333333333334,39.19583333333333,44.96041666666667,58.2875,20.125,160.97076498699136
back_inside_or -> below_vwap -> large_or -> green_bar,248,24.765120967741932,26.909664412070757,0.49193548387096775,0.4596774193548387,0.4798387096774194,20.677419354838708,21.723790322580644,23.949596774193548,12.0,167.46358997149827
back_inside_or -> large_or -> next_tight_spread -> next_green_bar,360,24.66336111111111,32.17787037037037,0.46111111111111114,0.4388888888888889,0.44166666666666665,12.854166666666666,15.609722222222222,20.45277777777778,10.125,165.30652010028624
below_vwap -> large_or -> next_tight_spread -> next_green_bar,276,24.53592391304348,24.426906112161312,0.4492753623188406,0.4420289855072464,0.44565217391304346,9.615942028985508,20.11141304347826,26.3768115942029,9.25,168.80934255219748
below_vwap -> large_or -> green_bar -> two_bar_followthrough,133,24.463421052631585,16.43648595172141,0.5338345864661654,0.47368421052631576,0.48872180451127817,33.306390977443606,38.830827067669176,46.67669172932331,21.25,159.91041688663134
below_vwap -> large_or -> tight_spread -> next_green_bar,279,24.40491935483871,24.68975218715073,0.44802867383512546,0.44086021505376344,0.44802867383512546,10.078853046594983,19.841397849462364,28.612903225806452,9.75,168.34911395769552
back_inside_or -> below_vwap -> large_or -> green_bar -> two_bar_followthrough,126,24.113908730158734,15.41521793902746,0.5396825396825397,0.46825396825396826,0.48412698412698413,39.464285714285715,40.87103174603175,47.54365079365079,20.125,162.0384853487806
back_inside_or -> below_vwap -> large_or -> tight_spread -> next_green_bar,258,23.758468992248066,22.841400757166035,0.44573643410852715,0.437984496124031,0.45348837209302323,15.920542635658915,21.025193798449614,30.016472868217054,10.125,170.2111381821012
back_inside_or -> large_or -> tight_spread -> green_bar -> next_green_bar,253,23.625256916996047,25.00898311174991,0.4743083003952569,0.45849802371541504,0.45454545454545453,15.782608695652174,20.366600790513836,25.792490118577074,13.5,167.09005520591873
below_vwap -> large_or -> next_tight_spread -> next_green_bar -> two_bar_followthrough,138,23.484057971014494,13.284604074774208,0.4855072463768116,0.463768115942029,0.427536231884058,23.76268115942029,36.69384057971015,44.13586956521739,14.375,143.31658723648525
below_vwap -> large_or -> tight_spread -> next_tight_spread -> next_green_bar -> two_bar_followthrough,138,23.484057971014494,13.284604074774208,0.4855072463768116,0.463768115942029,0.427536231884058,23.76268115942029,36.69384057971015,44.13586956521739,14.375,143.31658723648525
below_vwap -> large_or -> next_green_bar -> two_bar_followthrough,149,23.42181208053691,14.699337867663617,0.4966442953020134,0.4697986577181208,0.4228187919463087,25.431208053691275,33.45973154362416,31.199664429530202,16.75,144.53354628815467
below_vwap -> large_or -> green_bar -> next_tight_spread,252,23.411845238095236,25.20767195767196,0.4722222222222222,0.4523809523809524,0.46825396825396826,14.003968253968255,20.536706349206348,25.740079365079364,10.0,165.67412810986878
back_inside_or -> below_vwap -> large_or -> tight_spread -> next_tight_spread -> next_green_bar,254,23.323110236220472,22.16008432016864,0.4409448818897638,0.43700787401574803,0.452755905511811,14.984251968503937,21.011811023622048,31.49507874015748,9.25,171.21333414428355
below_vwap -> large_or -> tight_spread -> next_green_bar -> two_bar_followthrough,142,23.316126760563375,13.550882761356874,0.4859154929577465,0.4647887323943662,0.4225352112676056,22.429577464788732,35.32746478873239,40.355633802816904,14.375,142.62650594395993
back_inside_or -> large_or -> tight_spread -> green_bar -> next_tight_spread -> next_green_bar,251,23.17868525896414,24.339454929286838,0.4701195219123506,0.4581673306772908,0.450199203187251,15.0199203187251,20.155378486055778,25.20617529880478,13.5,167.71363021816734
back_inside_or -> tight_spread -> green_bar,826,22.87790556900726,52.130903036307885,0.4128329297820823,0.38498789346246975,0.39709443099273606,5.341707021791768,7.1943099273607745,8.466101694915254,12.0,175.93847258993918
below_vwap -> tight_spread -> green_bar -> two_bar_followthrough,276,22.852192028985506,19.61672967863894,0.4492753623188406,0.37318840579710144,0.42391304347826086,17.7481884057971,22.18659420289855,33.156702898550726,11.125,119.35888039321584
green_bar -> next_green_bar -> two_bar_followthrough,308,22.401363636363637,21.011658795749703,0.43506493506493504,0.38636363636363635,0.40584415584415584,12.974025974025974,18.824675324675326,21.031655844155843,11.375,128.40328186247362
back_inside_or -> green_bar -> next_green_bar -> two_bar_followthrough,293,22.326416382252564,19.71666530769141,0.4334470989761092,0.3822525597269625,0.4061433447098976,15.582764505119455,19.93430034129693,22.251706484641637,10.75,128.7010619558635
above_vwap -> large_or -> green_bar -> next_green_bar -> two_bar_followthrough,47,22.24909574468085,12.181077410593026,0.6595744680851063,0.6595744680851063,0.5957446808510638,42.909574468085104,71.77127659574468,62.888297872340424,76.0,142.41067785773683
back_inside_or -> above_vwap -> large_or -> green_bar -> next_green_bar -> two_bar_followthrough,47,22.24909574468085,12.181077410593026,0.6595744680851063,0.6595744680851063,0.5957446808510638,42.909574468085104,71.77127659574468,62.888297872340424,76.0,142.41067785773683
