label,trades,wins,losses,winrate,net_points,avg_trade,profit_factor,max_dd,first_trade,last_trade
wick_gt_q10_range_gt_q20_hour10,34,21,13,61.76,255.3,7.51,3.38,-20.0,2018-10-12 10:09:00,2026-05-05 10:32:00
body_lt_q70_range_gt_q10_hour10,27,17,10,62.96,201.68,7.47,3.38,-21.32,2020-04-03 10:33:00,2026-05-05 10:32:00
wick_gt_q10_range_gt_q40_hour10,23,14,9,60.87,177.11,7.7,3.38,-14.94,2018-10-12 10:09:00,2026-05-05 10:32:00
hour_8_only,79,48,31,60.76,659.87,8.35,3.34,-39.24,2018-12-06 08:34:00,2026-03-16 08:48:00
wick_gt_q10_body_lt_q70_hour10,31,19,12,61.29,231.23,7.46,3.34,-21.32,2020-04-03 10:33:00,2026-05-05 10:32:00
range_expansion_20_gt_q70_2.10843,39,24,15,61.54,331.49,8.5,3.32,-36.69,2018-12-06 08:34:00,2026-01-08 08:32:00
risk_points_gt_q10_6.5,115,69,46,60.0,954.27,8.3,3.31,-34.12,2018-10-12 10:09:00,2026-03-18 10:36:00
range_expansion_20_gt_q10_1.53569,117,71,46,60.68,932.18,7.97,3.3,-34.12,2018-10-12 10:09:00,2026-05-05 10:32:00
wick_gt_q10_relvol_gt_q10_hour10,36,22,14,61.11,265.41,7.37,3.29,-24.63,2018-10-12 10:09:00,2026-05-05 10:32:00
body_lt_q90_range_gt_q10_hour10,36,22,14,61.11,262.92,7.3,3.27,-20.0,2020-04-03 10:33:00,2026-05-05 10:32:00
body_lt_q90_range_gt_q30_hour10,26,16,10,61.54,194.3,7.47,3.26,-20.0,2020-04-03 10:33:00,2026-05-05 10:32:00
range_expansion_20_gt_q50_1.85567,65,39,26,60.0,538.3,8.28,3.25,-28.56,2018-10-12 10:09:00,2026-05-05 10:32:00
body_lt_q90_range_gt_q20_hour10,33,20,13,60.61,241.18,7.31,3.24,-20.0,2020-04-03 10:33:00,2026-05-05 10:32:00
rel_vol_20_lt_q75_2.89796,98,59,39,60.2,751.42,7.67,3.23,-30.19,2018-10-12 10:09:00,2026-05-05 10:32:00
wick_gt_q25_relvol_gt_q50_hour8,36,21,15,58.33,298.07,8.28,3.23,-32.49,2018-12-06 08:34:00,2026-01-08 08:32:00
rel_vol_20_lt_q90_4.38879,117,70,47,59.83,881.09,7.53,3.21,-32.25,2018-10-12 10:09:00,2026-05-05 10:32:00
range_expansion_20_lt_q80_2.33032,104,62,42,59.62,776.28,7.46,3.21,-27.88,2018-10-12 10:09:00,2026-05-05 10:32:00
range_expansion_20_lt_q60_1.99209,78,46,32,58.97,578.23,7.41,3.21,-23.07,2018-10-12 10:09:00,2026-05-05 10:32:00
body_lt_q90_range_gt_q40_hour10,22,13,9,59.09,162.61,7.39,3.19,-14.94,2020-04-03 10:33:00,2026-05-05 10:32:00
range_expansion_20_lt_q75_2.20826,98,58,40,59.18,730.42,7.45,3.18,-27.88,2018-10-12 10:09:00,2026-05-05 10:32:00
wick_q10_body_q70_range_q10_hour10,26,16,10,61.54,184.3,7.09,3.17,-21.32,2020-04-03 10:33:00,2026-05-05 10:32:00
range_expansion_20_lt_q90_2.81596,117,70,47,59.83,873.28,7.46,3.16,-30.19,2018-10-12 10:09:00,2026-05-05 10:32:00
wick_gt_q20_body_lt_q70_hour10,30,18,12,60.0,213.23,7.11,3.15,-21.32,2020-04-03 10:33:00,2026-05-05 10:32:00
body_lt_q50_range_gt_q10_hour10,20,13,7,65.0,141.05,7.05,3.14,-20.0,2020-04-03 10:33:00,2026-05-05 10:32:00
risk_points_lt_q20_6.75,26,16,10,61.54,138.13,5.31,3.14,-12.88,2018-12-06 08:34:00,2026-05-05 10:32:00
wick_gt_q10_body_lt_q90_hour10,39,23,16,58.97,276.47,7.09,3.13,-29.38,2020-04-03 10:33:00,2026-05-05 10:32:00
lower_wick_pct_gt_q10_0.03738,117,69,48,58.97,885.16,7.57,3.12,-34.12,2018-10-12 10:09:00,2026-05-05 10:32:00
range_expansion_20_gt_q40_1.7684,78,46,32,58.97,608.48,7.8,3.1,-28.56,2018-10-12 10:09:00,2026-05-05 10:32:00
body_pct_lt_q70_0.82727,91,54,37,59.34,684.2,7.52,3.09,-34.12,2018-12-06 08:34:00,2026-05-05 10:32:00
rel_vol_20_gt_q60_2.37908,52,30,22,57.69,393.92,7.58,3.09,-36.25,2018-12-06 08:34:00,2026-01-08 08:32:00
rel_vol_20_gt_q20_1.41718,104,61,43,58.65,788.42,7.58,3.07,-34.12,2018-10-12 10:09:00,2026-05-05 10:32:00
wick_gt_q10_range_gt_q25_hour10,30,18,12,60.0,209.67,6.99,3.07,-20.0,2018-10-12 10:09:00,2026-05-05 10:32:00
wick_gt_q10_range_gt_q50_hour8,40,23,17,57.5,330.82,8.27,3.06,-48.99,2018-12-06 08:34:00,2026-02-18 08:35:00
rel_vol_20_gt_q10_1.30503,117,69,48,58.97,866.73,7.41,3.05,-34.12,2018-10-12 10:09:00,2026-05-05 10:32:00
wick_gt_q30_relvol_gt_q50_hour8,35,20,15,57.14,273.19,7.81,3.05,-41.87,2018-12-06 08:34:00,2026-01-08 08:32:00
body_pct_lt_q90_0.90909,117,68,49,58.12,871.59,7.45,3.04,-34.12,2018-12-06 08:34:00,2026-05-05 10:32:00
range_expansion_20_gt_q20_1.59057,104,61,43,58.65,782.54,7.52,3.04,-45.94,2018-10-12 10:09:00,2026-05-05 10:32:00
wick_gt_q10_body_lt_q50_hour10,23,14,9,60.87,162.86,7.08,3.04,-20.0,2020-04-03 10:33:00,2026-05-05 10:32:00
wick_gt_q10_range_gt_q10,104,61,43,58.65,771.06,7.41,3.03,-34.12,2018-10-12 10:09:00,2026-05-05 10:32:00
body_lt_q90_range_gt_q10_hour8,67,39,28,58.21,521.95,7.79,3.03,-42.24,2018-12-06 08:34:00,2026-03-16 08:48:00
body_lt_q70_range_gt_q20_hour10,25,15,10,60.0,171.56,6.86,3.02,-21.32,2020-04-03 10:33:00,2026-05-05 10:32:00
rel_vol_20_gt_q50_1.97339,65,38,27,58.46,475.36,7.31,3.0,-53.81,2018-12-06 08:34:00,2026-03-18 10:36:00
wick_gt_q10_body_lt_q90_hour8,71,41,30,57.75,542.56,7.64,2.99,-51.62,2018-12-06 08:34:00,2026-03-16 08:48:00
body_lt_q80_range_gt_q10_hour8,60,35,25,58.33,458.65,7.64,2.99,-49.18,2018-12-06 08:34:00,2026-03-16 08:48:00
wick_q10_body_q70_rel_q10_hour10,25,15,10,60.0,168.42,6.74,2.99,-21.32,2020-04-03 10:33:00,2026-05-05 10:32:00
body_lt_q90_range_gt_q10,105,61,44,58.1,769.87,7.33,2.98,-34.12,2018-12-06 08:34:00,2026-05-05 10:32:00
risk_points_lt_q80_11.31,103,61,42,59.22,653.71,6.35,2.98,-32.25,2018-10-12 10:09:00,2026-05-05 10:32:00
wick_gt_q10_range_gt_q50,59,34,25,57.63,455.99,7.73,2.98,-28.56,2018-10-12 10:09:00,2026-05-05 10:32:00
body_pct_lt_q75_0.84043,98,57,41,58.16,706.94,7.21,2.97,-42.5,2018-12-06 08:34:00,2026-05-05 10:32:00
body_pct_lt_q80_0.84967,104,60,44,57.69,752.61,7.24,2.96,-42.82,2018-12-06 08:34:00,2026-05-05 10:32:00
rel_vol_20_lt_q80_3.23446,104,60,44,57.69,734.04,7.06,2.96,-30.19,2018-10-12 10:09:00,2026-05-05 10:32:00
rel_vol_20_gt_q25_1.47237,97,56,41,57.73,706.72,7.29,2.96,-34.12,2018-10-12 10:09:00,2026-03-18 10:36:00
range_expansion_20_gt_q30_1.68981,91,53,38,58.24,675.05,7.42,2.96,-35.56,2018-10-12 10:09:00,2026-05-05 10:32:00
wick_gt_q10_range_gt_q10_hour8,64,37,27,57.81,487.77,7.62,2.96,-42.24,2018-12-06 08:34:00,2026-03-16 08:48:00
wick_gt_q30_body_lt_q70_hour10,27,16,11,59.26,181.23,6.71,2.96,-21.32,2020-04-03 10:33:00,2026-05-05 10:32:00
wick_q20_body_q70_range_q10_hour10,25,15,10,60.0,166.3,6.65,2.96,-21.32,2020-04-03 10:33:00,2026-05-05 10:32:00
wick_gt_q10_body_lt_q70,89,52,37,58.43,638.57,7.17,2.95,-34.12,2018-12-06 08:34:00,2026-05-05 10:32:00
wick_gt_q10_body_lt_q50_hour8,41,24,17,58.54,313.51,7.65,2.93,-33.38,2018-12-06 08:34:00,2026-02-26 08:46:00
wick_gt_q10_relvol_gt_q25_hour10,29,17,12,58.62,199.04,6.86,2.93,-24.63,2018-10-12 10:09:00,2026-02-10 10:23:00
body_lt_q90_range_gt_q25_hour10,29,17,12,58.62,195.55,6.74,2.93,-20.0,2020-04-03 10:33:00,2026-05-05 10:32:00
wick_gt_q10_relvol_gt_q30_hour10,27,16,11,59.26,183.17,6.78,2.93,-20.0,2018-10-12 10:09:00,2026-02-10 10:23:00
wick_q10_body_q70_rel_q25_hour10,20,12,8,60.0,139.3,6.97,2.93,-21.32,2020-04-16 10:18:00,2026-02-10 10:23:00
wick_gt_q10_body_lt_q90,112,64,48,57.14,804.03,7.18,2.92,-34.12,2018-12-06 08:34:00,2026-05-05 10:32:00
risk_points_lt_q90_13.19,117,69,48,58.97,770.54,6.59,2.92,-43.2,2018-10-12 10:09:00,2026-05-05 10:32:00
body_lt_q70_range_gt_q10,80,47,33,58.75,573.1,7.16,2.92,-34.12,2018-12-06 08:34:00,2026-05-05 10:32:00
wick_gt_q10_relvol_gt_q25_hour8,57,32,25,56.14,428.38,7.52,2.92,-37.74,2018-12-06 08:34:00,2026-02-18 08:35:00
wick_gt_q25_body_lt_q70_hour10,29,17,12,58.62,189.73,6.54,2.92,-21.32,2020-04-03 10:33:00,2026-05-05 10:32:00
body_lt_q90_range_gt_q50_hour8,41,23,18,56.1,322.13,7.86,2.91,-48.99,2018-12-06 08:34:00,2026-02-18 08:35:00
wick_gt_q10_body_lt_q80_hour8,66,38,28,57.58,485.19,7.35,2.9,-58.56,2018-12-06 08:34:00,2026-03-16 08:48:00
wick_gt_q10_body_lt_q75_hour8,62,36,26,58.06,452.71,7.3,2.9,-49.18,2018-12-06 08:34:00,2026-03-16 08:48:00
wick_gt_q20_range_gt_q50_hour8,39,22,17,56.41,304.44,7.81,2.9,-48.99,2018-12-06 08:34:00,2026-01-08 08:39:00
wick_gt_q10_body_lt_q60_hour10,27,16,11,59.26,175.48,6.5,2.9,-21.32,2020-04-03 10:33:00,2026-05-05 10:32:00
body_lt_q80_range_gt_q10,92,53,39,57.61,650.89,7.07,2.89,-34.12,2018-12-06 08:34:00,2026-05-05 10:32:00
range_expansion_20_gt_q25_1.61596,97,56,41,57.73,694.16,7.16,2.88,-45.94,2018-10-12 10:09:00,2026-05-05 10:32:00
wick_gt_q10_body_lt_q50,65,38,27,58.46,469.81,7.23,2.88,-33.18,2018-12-06 08:34:00,2026-05-05 10:32:00
body_pct_lt_q50_0.75714,65,38,27,58.46,469.81,7.23,2.88,-33.18,2018-12-06 08:34:00,2026-05-05 10:32:00
