date,entry_time,entry,stop,target,exit_price,outcome,risk_points,pnl_points,rr,mfe,mae
2019-01-16,2019-01-16 09:40:00,6689.5,6697.0,6674.5,6697.0,loss,7.5,-7.5,-1.0,10.25,-8.0
2019-01-16,2019-01-16 09:42:00,6681.0,6691.25,6660.5,6691.25,loss,10.25,-10.25,-1.0,1.0,-11.25
2019-01-16,2019-01-16 10:01:00,6688.25,6697.75,6669.25,6697.75,loss,9.5,-9.5,-1.0,12.25,-10.5
2019-01-16,2019-01-16 10:07:00,6678.0,6686.25,6661.5,6686.25,loss,8.25,-8.25,-1.0,2.0,-10.25
2019-01-16,2019-01-16 10:49:00,6691.5,6698.5,6677.5,6677.5,win,7.0,14.0,2.0,15.5,-3.75
2019-01-16,2019-01-16 10:56:00,6683.5,6689.5,6671.5,6689.5,loss,6.0,-6.0,-1.0,4.5,-9.25
2019-01-18,2019-01-18 08:52:00,6745.25,6756.5,6722.75,6756.5,loss,11.25,-11.25,-1.0,9.0,-11.5
2019-01-18,2019-01-18 09:03:00,6738.5,6746.25,6723.0,6746.25,loss,7.75,-7.75,-1.0,2.25,-10.0
2019-01-18,2019-01-18 09:08:00,6744.0,6750.5,6731.0,6750.5,loss,6.5,-6.5,-1.0,0.5,-11.0
2019-01-23,2019-01-23 09:23:00,6688.5,6695.75,6674.0,6674.0,win,7.25,14.5,2.0,15.25,-5.75
2019-01-23,2019-01-23 09:35:00,6688.5,6695.0,6675.5,6675.5,win,6.5,13.0,2.0,15.25,-5.25
2019-01-23,2019-01-23 09:40:00,6683.75,6691.25,6668.75,6668.75,win,7.5,15.0,2.0,17.25,-3.5
2019-01-23,2019-01-23 09:41:00,6679.25,6688.25,6661.25,6661.25,win,9.0,18.0,2.0,18.25,-3.75
2019-01-23,2019-01-23 09:48:00,6665.5,6673.25,6650.0,6650.0,win,7.75,15.5,2.0,18.0,-7.0
2019-01-24,2019-01-24 08:41:00,6679.75,6694.5,6650.25,6694.5,loss,14.75,-14.75,-1.0,7.0,-26.0
2019-01-24,2019-01-24 08:56:00,6685.25,6701.75,6652.25,6701.75,loss,16.5,-16.5,-1.0,7.25,-21.75
2019-01-24,2019-01-24 09:01:00,6680.5,6689.5,6662.5,6689.5,loss,9.0,-9.0,-1.0,0.0,-11.5
2019-01-24,2019-01-24 09:49:00,6688.75,6697.75,6670.75,6670.75,win,9.0,18.0,2.0,19.0,-4.25
2019-01-24,2019-01-24 09:50:00,6680.75,6689.75,6662.75,6689.75,loss,9.0,-9.0,-1.0,7.25,-11.25
2019-01-24,2019-01-24 09:52:00,6675.75,6684.25,6658.75,6684.25,loss,8.5,-8.5,-1.0,2.25,-10.5
2019-01-29,2019-01-29 08:39:00,6687.5,6693.5,6675.5,6693.5,loss,6.0,-6.0,-1.0,10.25,-8.5
2019-01-29,2019-01-29 09:11:00,6677.5,6683.75,6665.0,6683.75,loss,6.25,-6.25,-1.0,9.0,-8.0
2019-01-30,2019-01-30 09:05:00,6698.25,6706.75,6681.25,6706.75,loss,8.5,-8.5,-1.0,3.75,-9.0
2019-01-31,2019-01-31 08:37:00,6844.75,6856.5,6821.25,6856.5,loss,11.75,-11.75,-1.0,1.5,-19.0
2019-02-01,2019-02-01 08:50:00,6886.25,6898.75,6861.25,6898.75,loss,12.5,-12.5,-1.0,10.25,-14.0
2019-02-01,2019-02-01 08:51:00,6879.5,6888.5,6861.5,6888.5,loss,9.0,-9.0,-1.0,0.75,-9.75
2019-02-01,2019-02-01 09:02:00,6884.0,6893.5,6865.0,6893.5,loss,9.5,-9.5,-1.0,3.5,-12.75
2019-02-01,2019-02-01 09:57:00,6896.0,6903.25,6881.5,6903.25,loss,7.25,-7.25,-1.0,9.75,-7.25
2019-02-01,2019-02-01 10:00:00,6894.25,6902.0,6878.75,6902.0,loss,7.75,-7.75,-1.0,8.0,-9.0
2019-02-01,2019-02-01 10:02:00,6889.75,6895.0,6879.25,6895.0,loss,5.25,-5.25,-1.0,0.25,-7.75
2019-02-04,2019-02-04 08:38:00,6879.0,6893.75,6849.5,6893.75,loss,14.75,-14.75,-1.0,5.5,-18.75
2019-02-04,2019-02-04 08:45:00,6878.25,6888.25,6858.25,6888.25,loss,10.0,-10.0,-1.0,0.25,-14.5
2019-02-06,2019-02-06 08:42:00,7014.0,7023.0,6996.0,7023.0,loss,9.0,-9.0,-1.0,0.25,-13.0
2019-02-06,2019-02-06 08:59:00,7018.5,7025.25,7005.0,7005.0,win,6.75,13.5,2.0,16.0,-1.75
2019-02-06,2019-02-06 09:01:00,7013.0,7019.75,6999.5,6999.5,win,6.75,13.5,2.0,18.5,-0.5
2019-02-06,2019-02-06 09:02:00,7007.0,7014.5,6992.0,6992.0,win,7.5,15.0,2.0,15.25,-3.0
2019-02-08,2019-02-08 08:46:00,6854.75,6867.0,6830.25,6867.0,loss,12.25,-12.25,-1.0,13.25,-14.25
2019-02-08,2019-02-08 08:51:00,6855.25,6861.0,6843.75,6843.75,win,5.75,11.5,2.0,13.75,-4.5
2019-02-08,2019-02-08 09:14:00,6858.0,6865.0,6844.0,6844.0,win,7.0,14.0,2.0,14.25,-1.0
2019-02-08,2019-02-08 09:15:00,6852.5,6860.0,6837.5,6860.0,loss,7.5,-7.5,-1.0,11.5,-9.0
2019-02-08,2019-02-08 09:17:00,6851.75,6857.5,6840.25,6857.5,loss,5.75,-5.75,-1.0,10.75,-9.75
2019-02-08,2019-02-08 09:19:00,6846.5,6853.75,6832.0,6853.75,loss,7.25,-7.25,-1.0,5.5,-9.25
2019-02-08,2019-02-08 10:03:00,6855.75,6862.75,6841.75,6862.75,loss,7.0,-7.0,-1.0,2.25,-7.0
2019-02-08,2019-02-08 10:12:00,6859.75,6864.25,6850.75,6864.25,loss,4.5,-4.5,-1.0,1.75,-6.5
2019-02-08,2019-02-08 10:32:00,6858.75,6866.25,6843.75,6843.75,win,7.5,15.0,2.0,15.75,-4.0
2019-02-08,2019-02-08 10:38:00,6848.75,6855.5,6835.25,6855.5,loss,6.75,-6.75,-1.0,1.0,-8.75
2019-02-08,2019-02-08 10:47:00,6847.0,6855.75,6829.5,6855.75,loss,8.75,-8.75,-1.0,4.0,-8.75
2019-02-11,2019-02-11 08:41:00,6936.5,6948.75,6912.0,6912.0,win,12.25,24.5,2.0,27.0,-11.5
2019-02-11,2019-02-11 08:48:00,6929.75,6942.25,6904.75,6942.25,loss,12.5,-12.5,-1.0,8.0,-13.25
2019-02-11,2019-02-11 09:08:00,6931.0,6942.5,6908.0,6942.5,loss,11.5,-11.5,-1.0,0.25,-11.75
2019-02-11,2019-02-11 09:15:00,6932.25,6940.75,6915.25,6940.75,loss,8.5,-8.5,-1.0,0.5,-13.5
2019-02-11,2019-02-11 09:24:00,6924.0,6939.75,6892.5,6939.75,loss,15.75,-15.75,-1.0,2.75,-16.0
2019-02-11,2019-02-11 09:31:00,6924.25,6932.5,6907.75,6932.5,loss,8.25,-8.25,-1.0,0.25,-9.75
2019-02-11,2019-02-11 09:53:00,6927.75,6936.25,6910.75,6910.75,win,8.5,17.0,2.0,18.25,-6.5
2019-02-11,2019-02-11 09:55:00,6927.25,6933.75,6914.25,6933.75,loss,6.5,-6.5,-1.0,4.75,-7.0
2019-02-11,2019-02-11 10:02:00,6925.5,6935.25,6906.0,6935.25,loss,9.75,-9.75,-1.0,16.0,-10.5
2019-02-11,2019-02-11 10:09:00,6913.75,6927.75,6885.75,6927.75,loss,14.0,-14.0,-1.0,4.25,-14.25
2019-02-11,2019-02-11 10:31:00,6919.5,6925.5,6907.5,6925.5,loss,6.0,-6.0,-1.0,6.5,-6.5
2019-02-11,2019-02-11 10:53:00,6916.25,6921.75,6905.25,6921.75,loss,5.5,-5.5,-1.0,0.75,-6.5
2019-02-12,2019-02-12 08:32:00,6955.5,6963.75,6939.0,6963.75,loss,8.25,-8.25,-1.0,0.25,-10.0
2019-02-12,2019-02-12 08:34:00,6959.0,6967.75,6941.5,6967.75,loss,8.75,-8.75,-1.0,0.25,-9.0
2019-02-13,2019-02-13 09:09:00,7044.75,7052.75,7028.75,7028.75,win,8.0,16.0,2.0,16.0,-5.0
2019-02-13,2019-02-13 10:31:00,7022.75,7034.0,7000.25,7034.0,loss,11.25,-11.25,-1.0,2.5,-11.5
2019-02-13,2019-02-13 10:44:00,7026.0,7030.25,7017.5,7030.25,loss,4.25,-4.25,-1.0,4.0,-4.25
2019-02-26,2019-02-26 08:32:00,7095.75,7106.0,7075.25,7106.0,loss,10.25,-10.25,-1.0,4.75,-10.75
2019-02-27,2019-02-27 08:53:00,7099.75,7105.25,7088.75,7088.75,win,5.5,11.0,2.0,13.75,-0.75
2019-02-27,2019-02-27 08:56:00,7094.0,7100.25,7081.5,7081.5,win,6.25,12.5,2.0,16.0,-2.0
2019-02-27,2019-02-27 08:57:00,7089.25,7095.5,7076.75,7095.5,loss,6.25,-6.25,-1.0,2.75,-6.75
2019-02-28,2019-02-28 09:02:00,7102.75,7109.0,7090.25,7090.25,win,6.25,12.5,2.0,16.5,-0.25
2019-02-28,2019-02-28 09:04:00,7097.75,7103.75,7085.75,7085.75,win,6.0,12.0,2.0,13.25,-5.25
2019-02-28,2019-02-28 09:06:00,7095.5,7104.0,7078.5,7104.0,loss,8.5,-8.5,-1.0,11.0,-11.5
2019-02-28,2019-02-28 09:07:00,7089.25,7096.75,7074.25,7096.75,loss,7.5,-7.5,-1.0,4.75,-12.25
2019-03-01,2019-03-01 09:02:00,7136.0,7148.75,7110.5,7148.75,loss,12.75,-12.75,-1.0,0.25,-14.0
2019-03-01,2019-03-01 09:16:00,7130.75,7141.5,7109.25,7117.75,win,10.75,13.0,1.21,16.75,-8.0
2019-03-01,2019-03-01 09:22:00,7127.0,7134.5,7112.0,7134.5,loss,7.5,-7.5,-1.0,7.75,-7.5
2019-03-01,2019-03-01 10:01:00,7130.5,7137.25,7117.0,7137.25,loss,6.75,-6.75,-1.0,2.5,-7.0
2019-03-01,2019-03-01 10:04:00,7132.5,7137.75,7122.0,7122.0,win,5.25,10.5,2.0,11.25,0.0
2019-03-01,2019-03-01 10:08:00,7125.0,7130.5,7114.0,7114.0,win,5.5,11.0,2.0,11.0,-4.25
2019-03-01,2019-03-01 10:11:00,7124.5,7128.75,7116.0,7128.75,loss,4.25,-4.25,-1.0,4.5,-4.25
2019-03-01,2019-03-01 10:12:00,7121.25,7125.5,7112.75,7125.5,loss,4.25,-4.25,-1.0,1.25,-4.25
2019-03-04,2019-03-04 08:51:00,7197.5,7203.75,7185.0,7203.75,loss,6.25,-6.25,-1.0,3.25,-6.5
2019-03-04,2019-03-04 09:12:00,7187.75,7195.75,7171.75,7195.75,loss,8.0,-8.0,-1.0,4.25,-8.5
2019-03-04,2019-03-04 09:35:00,7195.75,7200.5,7186.25,7186.25,win,4.75,9.5,2.0,10.25,0.0
2019-03-04,2019-03-04 09:36:00,7191.25,7196.75,7180.25,7196.75,loss,5.5,-5.5,-1.0,6.25,-5.5
2019-03-04,2019-03-04 09:39:00,7186.5,7191.0,7177.5,7191.0,loss,4.5,-4.5,-1.0,1.5,-5.5
2019-03-05,2019-03-05 08:32:00,7149.75,7157.75,7133.75,7157.75,loss,8.0,-8.0,-1.0,5.25,-8.5
2019-03-05,2019-03-05 08:46:00,7141.5,7151.5,7121.5,7151.5,loss,10.0,-10.0,-1.0,17.25,-12.5
2019-03-05,2019-03-05 08:47:00,7136.75,7143.25,7123.75,7143.25,loss,6.5,-6.5,-1.0,0.25,-6.75
2019-03-05,2019-03-05 08:50:00,7132.25,7144.75,7107.25,7144.75,loss,12.5,-12.5,-1.0,8.0,-19.0
2019-03-05,2019-03-05 08:52:00,7131.75,7139.5,7116.25,7139.5,loss,7.75,-7.75,-1.0,7.5,-8.25
2019-03-05,2019-03-05 09:17:00,7140.25,7147.5,7125.75,7147.5,loss,7.25,-7.25,-1.0,5.75,-7.25
2019-03-05,2019-03-05 09:29:00,7137.25,7145.25,7121.25,7145.25,loss,8.0,-8.0,-1.0,0.0,-15.75
2019-03-06,2019-03-06 08:37:00,7154.25,7162.0,7138.75,7162.0,loss,7.75,-7.75,-1.0,1.25,-9.25
2019-03-06,2019-03-06 08:48:00,7151.5,7160.5,7133.5,7160.5,loss,9.0,-9.0,-1.0,9.5,-9.25
2019-03-06,2019-03-06 08:51:00,7145.25,7152.75,7130.25,7152.75,loss,7.5,-7.5,-1.0,3.25,-8.5
2019-03-06,2019-03-06 09:17:00,7149.0,7159.0,7129.0,7129.0,win,10.0,20.0,2.0,25.5,-2.75
2019-03-06,2019-03-06 09:19:00,7146.25,7152.75,7133.25,7133.25,win,6.5,13.0,2.0,13.75,-2.0
2019-03-06,2019-03-06 09:22:00,7136.75,7148.5,7113.25,7113.25,win,11.75,23.5,2.0,23.75,-11.25
2019-03-18,2019-03-18 09:25:00,7341.5,7346.25,7332.0,7332.0,win,4.75,9.5,2.0,11.75,-0.75
2019-03-18,2019-03-18 09:26:00,7338.5,7342.75,7330.0,7330.0,win,4.25,8.5,2.0,8.75,-3.75
2019-03-18,2019-03-18 10:58:00,7340.25,7342.75,7335.25,7342.75,loss,2.5,-2.5,-1.0,3.5,-2.5
2019-03-18,2019-03-18 10:59:00,7338.5,7341.5,7332.5,7341.5,loss,3.0,-3.0,-1.0,1.75,-3.0
2019-03-19,2019-03-19 08:59:00,7378.0,7382.0,7370.0,7382.0,loss,4.0,-4.0,-1.0,4.5,-4.5
2019-03-19,2019-03-19 09:00:00,7375.25,7380.75,7364.25,7380.75,loss,5.5,-5.5,-1.0,0.0,-6.0
2019-03-19,2019-03-19 09:11:00,7376.25,7380.75,7367.25,7380.75,loss,4.5,-4.5,-1.0,1.0,-8.0
2019-03-19,2019-03-19 10:49:00,7390.25,7398.25,7374.25,7398.25,loss,8.0,-8.0,-1.0,15.0,-10.0
2019-03-19,2019-03-19 10:50:00,7378.75,7391.25,7353.75,7391.25,loss,12.5,-12.5,-1.0,2.0,-13.25
2019-03-20,2019-03-20 08:42:00,7373.5,7380.0,7360.5,7380.0,loss,6.5,-6.5,-1.0,1.0,-8.0
2019-03-20,2019-03-20 10:32:00,7371.75,7377.75,7359.75,7359.75,win,6.0,12.0,2.0,18.5,-0.25
2019-03-20,2019-03-20 10:33:00,7364.25,7373.0,7346.75,7373.0,loss,8.75,-8.75,-1.0,14.75,-8.75
2019-03-20,2019-03-20 10:34:00,7358.25,7366.25,7342.25,7366.25,loss,8.0,-8.0,-1.0,8.75,-9.0
2019-03-26,2019-03-26 10:27:00,7387.5,7395.0,7372.5,7395.0,loss,7.5,-7.5,-1.0,0.75,-7.75
2019-03-26,2019-03-26 10:40:00,7383.75,7389.25,7372.75,7389.25,loss,5.5,-5.5,-1.0,8.5,-5.75
2019-03-26,2019-03-26 10:41:00,7380.25,7387.0,7366.75,7387.0,loss,6.75,-6.75,-1.0,5.0,-6.75
2019-03-26,2019-03-26 10:58:00,7386.5,7392.5,7374.5,7392.5,loss,6.0,-6.0,-1.0,3.0,-7.5
2019-03-26,2019-03-26 11:01:00,7387.5,7391.75,7379.0,7391.75,loss,4.25,-4.25,-1.0,1.0,-6.5
2019-03-28,2019-03-28 09:06:00,7323.75,7330.25,7310.75,7330.25,loss,6.5,-6.5,-1.0,5.0,-8.5
2019-03-28,2019-03-28 09:23:00,7316.0,7327.25,7293.5,7327.25,loss,11.25,-11.25,-1.0,14.5,-11.75
2019-03-28,2019-03-28 09:53:00,7313.75,7321.5,7298.25,7321.5,loss,7.75,-7.75,-1.0,0.25,-8.0
2019-03-28,2019-03-28 10:11:00,7312.5,7320.25,7297.0,7320.25,loss,7.75,-7.75,-1.0,6.75,-7.75
2019-03-28,2019-03-28 10:14:00,7309.0,7314.5,7298.0,7314.5,loss,5.5,-5.5,-1.0,3.25,-5.75
2019-03-28,2019-03-28 10:33:00,7323.0,7326.75,7315.5,7326.75,loss,3.75,-3.75,-1.0,2.25,-5.25
2019-03-29,2019-03-29 08:45:00,7373.75,7385.25,7350.75,7385.25,loss,11.5,-11.5,-1.0,17.75,-11.75
2019-03-29,2019-03-29 08:50:00,7373.0,7378.0,7363.0,7363.0,win,5.0,10.0,2.0,10.0,0.0
2019-03-29,2019-03-29 08:51:00,7365.25,7374.0,7347.75,7374.0,loss,8.75,-8.75,-1.0,9.25,-12.75
2019-03-29,2019-03-29 08:53:00,7363.25,7368.25,7353.25,7368.25,loss,5.0,-5.0,-1.0,7.25,-8.0
2019-03-29,2019-03-29 10:15:00,7373.25,7383.75,7352.25,7383.75,loss,10.5,-10.5,-1.0,1.25,-11.75
2019-04-01,2019-04-01 08:32:00,7456.5,7461.75,7446.0,7461.75,loss,5.25,-5.25,-1.0,4.75,-6.5
2019-04-02,2019-04-02 09:04:00,7500.75,7508.0,7486.25,7508.0,loss,7.25,-7.25,-1.0,9.25,-7.75
2019-04-02,2019-04-02 09:10:00,7497.5,7501.5,7489.5,7501.5,loss,4.0,-4.0,-1.0,6.0,-6.0
2019-04-02,2019-04-02 09:11:00,7494.75,7498.5,7487.25,7498.5,loss,3.75,-3.75,-1.0,3.25,-4.5
2019-04-09,2019-04-09 08:43:00,7605.0,7609.75,7595.5,7595.5,win,4.75,9.5,2.0,9.75,-1.5
2019-04-09,2019-04-09 08:45:00,7602.5,7607.25,7593.0,7607.25,loss,4.75,-4.75,-1.0,7.25,-5.0
2019-04-12,2019-04-12 09:17:00,7623.0,7626.5,7616.0,7626.5,loss,3.5,-3.5,-1.0,5.5,-6.5
2019-04-16,2019-04-16 08:46:00,7672.0,7677.0,7662.0,7677.0,loss,5.0,-5.0,-1.0,0.5,-7.0
2019-04-16,2019-04-16 09:46:00,7672.75,7676.5,7665.25,7676.5,loss,3.75,-3.75,-1.0,0.5,-3.75
2019-04-17,2019-04-17 08:53:00,7700.5,7705.75,7690.0,7705.75,loss,5.25,-5.25,-1.0,6.0,-8.0
2019-04-17,2019-04-17 09:00:00,7697.5,7702.0,7688.5,7702.0,loss,4.5,-4.5,-1.0,3.0,-4.5
2019-04-17,2019-04-17 09:17:00,7700.25,7706.25,7688.25,7688.25,win,6.0,12.0,2.0,14.25,-4.25
2019-04-17,2019-04-17 09:23:00,7698.0,7703.75,7686.5,7686.5,win,5.75,11.5,2.0,12.0,-2.25
2019-04-17,2019-04-17 09:26:00,7697.0,7701.25,7688.5,7688.5,win,4.25,8.5,2.0,11.0,-2.0
2019-04-17,2019-04-17 09:28:00,7692.5,7699.25,7679.0,7679.0,win,6.75,13.5,2.0,13.75,-0.5
2019-04-17,2019-04-17 09:29:00,7689.5,7694.0,7680.5,7680.5,win,4.5,9.0,2.0,9.25,-3.25
2019-04-17,2019-04-17 09:32:00,7686.5,7692.25,7675.0,7692.25,loss,5.75,-5.75,-1.0,7.75,-6.0
2019-04-17,2019-04-17 09:54:00,7702.25,7705.75,7695.25,7695.25,win,3.5,7.0,2.0,9.0,-1.75
2019-04-17,2019-04-17 09:56:00,7701.0,7705.0,7693.0,7693.0,win,4.0,8.0,2.0,10.0,-0.75
2019-04-17,2019-04-17 10:03:00,7692.75,7695.75,7686.75,7686.75,win,3.0,6.0,2.0,6.5,-1.75
2019-04-17,2019-04-17 10:06:00,7689.5,7695.0,7678.5,7695.0,loss,5.5,-5.5,-1.0,10.25,-8.25
2019-04-17,2019-04-17 10:07:00,7687.0,7691.0,7679.0,7691.0,loss,4.0,-4.0,-1.0,7.75,-4.0
2019-04-24,2019-04-24 08:44:00,7829.25,7833.25,7821.25,7833.25,loss,4.0,-4.0,-1.0,4.25,-4.75
2019-04-24,2019-04-24 08:45:00,7826.25,7830.75,7817.25,7830.75,loss,4.5,-4.5,-1.0,1.25,-5.25
2019-04-24,2019-04-24 09:48:00,7831.0,7834.75,7823.5,7823.5,win,3.75,7.5,2.0,8.5,-1.75
2019-04-24,2019-04-24 09:50:00,7829.25,7833.5,7820.75,7820.75,win,4.25,8.5,2.0,9.0,-0.25
2019-04-24,2019-04-24 09:51:00,7825.75,7830.5,7816.25,7816.25,win,4.75,9.5,2.0,11.25,-3.25
2019-04-29,2019-04-29 09:50:00,7844.25,7848.0,7836.75,7848.0,loss,3.75,-3.75,-1.0,2.5,-4.0
2019-04-29,2019-04-29 10:01:00,7843.0,7845.75,7837.5,7845.75,loss,2.75,-2.75,-1.0,1.25,-5.25
2019-05-02,2019-05-02 08:58:00,7768.75,7778.25,7749.75,7778.25,loss,9.5,-9.5,-1.0,7.75,-12.0
2019-05-02,2019-05-02 08:59:00,7765.75,7770.5,7756.25,7770.5,loss,4.75,-4.75,-1.0,0.25,-8.0
2019-05-02,2019-05-02 09:03:00,7764.5,7772.75,7748.0,7772.75,loss,8.25,-8.25,-1.0,3.5,-8.75
2019-05-02,2019-05-02 09:18:00,7758.25,7767.0,7740.75,7740.75,win,8.75,17.5,2.0,19.25,-3.25
2019-05-02,2019-05-02 09:20:00,7755.5,7761.75,7743.0,7743.0,win,6.25,12.5,2.0,16.5,-1.5
2019-05-02,2019-05-02 09:22:00,7748.5,7754.5,7736.5,7736.5,win,6.0,12.0,2.0,12.0,-0.25
2019-05-02,2019-05-02 09:23:00,7740.0,7749.75,7720.5,7749.75,loss,9.75,-9.75,-1.0,9.5,-12.0
2019-05-08,2019-05-08 09:38:00,7645.0,7653.5,7628.0,7653.5,loss,8.5,-8.5,-1.0,6.5,-11.0
2019-05-08,2019-05-08 10:04:00,7645.0,7651.5,7632.0,7651.5,loss,6.5,-6.5,-1.0,8.5,-7.75
2019-05-20,2019-05-20 08:45:00,7418.75,7430.5,7395.25,7430.5,loss,11.75,-11.75,-1.0,12.75,-15.25
2019-05-20,2019-05-20 08:50:00,7412.0,7422.25,7391.5,7422.25,loss,10.25,-10.25,-1.0,6.0,-11.75
2019-05-20,2019-05-20 09:02:00,7417.5,7428.75,7395.0,7395.0,win,11.25,22.5,2.0,22.5,-4.75
2019-05-20,2019-05-20 10:09:00,7419.5,7427.25,7404.0,7427.25,loss,7.75,-7.75,-1.0,1.75,-9.5
2019-05-20,2019-05-20 10:29:00,7424.0,7430.25,7411.5,7411.5,win,6.25,12.5,2.0,18.25,-1.25
2019-05-20,2019-05-20 10:30:00,7416.25,7426.25,7396.25,7426.25,loss,10.0,-10.0,-1.0,10.5,-11.25
2019-05-20,2019-05-20 10:32:00,7410.0,7419.5,7391.0,7419.5,loss,9.5,-9.5,-1.0,2.25,-11.75
2019-05-20,2019-05-20 10:41:00,7421.25,7425.75,7412.25,7412.25,win,4.5,9.0,2.0,10.0,-1.5
2019-05-20,2019-05-20 10:45:00,7415.0,7422.75,7399.5,7399.5,win,7.75,15.5,2.0,15.75,-4.0
2019-05-28,2019-05-28 08:32:00,7328.0,7337.75,7308.5,7337.75,loss,9.75,-9.75,-1.0,6.5,-11.5
2019-05-28,2019-05-28 08:33:00,7322.75,7330.25,7307.75,7330.25,loss,7.5,-7.5,-1.0,0.75,-8.0
2019-05-28,2019-05-28 09:23:00,7334.5,7341.0,7321.5,7341.0,loss,6.5,-6.5,-1.0,12.5,-7.0
2019-05-28,2019-05-28 09:27:00,7331.5,7337.25,7320.0,7337.25,loss,5.75,-5.75,-1.0,9.5,-10.0
2019-05-28,2019-05-28 09:30:00,7327.5,7334.25,7314.0,7334.25,loss,6.75,-6.75,-1.0,5.5,-7.25
2019-05-28,2019-05-28 09:53:00,7334.5,7341.5,7320.5,7341.5,loss,7.0,-7.0,-1.0,4.0,-9.25
2019-05-30,2019-05-30 09:07:00,7236.75,7241.25,7227.75,7241.25,loss,4.5,-4.5,-1.0,0.5,-6.25
2019-05-30,2019-05-30 09:34:00,7235.0,7244.25,7216.5,7244.25,loss,9.25,-9.25,-1.0,0.25,-9.5
2019-05-30,2019-05-30 09:52:00,7233.25,7243.25,7213.25,7243.25,loss,10.0,-10.0,-1.0,1.5,-10.75
2019-05-31,2019-05-31 10:11:00,7163.0,7168.75,7151.5,7151.5,win,5.75,11.5,2.0,13.5,-4.5
2019-06-06,2019-06-06 09:48:00,7231.5,7237.75,7219.0,7237.75,loss,6.25,-6.25,-1.0,5.75,-6.5
2019-06-11,2019-06-11 08:51:00,7539.0,7547.0,7523.0,7547.0,loss,8.0,-8.0,-1.0,6.25,-8.0
2019-06-11,2019-06-11 09:01:00,7538.25,7548.25,7518.25,7548.25,loss,10.0,-10.0,-1.0,2.5,-11.25
2019-06-11,2019-06-11 09:12:00,7542.0,7548.5,7529.0,7548.5,loss,6.5,-6.5,-1.0,4.75,-6.5
2019-06-11,2019-06-11 09:26:00,7538.0,7549.25,7515.5,7515.5,win,11.25,22.5,2.0,25.25,-3.0
2019-06-20,2019-06-20 08:35:00,7763.5,7769.75,7751.0,7769.75,loss,6.25,-6.25,-1.0,9.25,-7.0
2019-06-20,2019-06-20 08:38:00,7757.75,7764.75,7743.75,7764.75,loss,7.0,-7.0,-1.0,3.5,-7.0
2019-06-20,2019-06-20 08:48:00,7765.0,7769.5,7756.0,7769.5,loss,4.5,-4.5,-1.0,0.75,-5.5
2019-06-20,2019-06-20 08:52:00,7766.0,7770.75,7756.5,7756.5,win,4.75,9.5,2.0,12.75,-3.75
2019-06-20,2019-06-20 08:55:00,7765.5,7770.75,7755.0,7755.0,win,5.25,10.5,2.0,12.25,-2.0
2019-06-20,2019-06-20 08:58:00,7758.0,7764.25,7745.5,7764.25,loss,6.25,-6.25,-1.0,4.75,-8.75
2019-06-20,2019-06-20 09:00:00,7755.25,7764.75,7736.25,7764.75,loss,9.5,-9.5,-1.0,1.75,-11.5
2019-06-20,2019-06-20 09:04:00,7756.75,7764.5,7741.25,7764.5,loss,7.75,-7.75,-1.0,4.0,-8.0
2019-06-20,2019-06-20 09:15:00,7757.5,7764.0,7744.5,7744.5,win,6.5,13.0,2.0,16.75,-0.5
2019-06-20,2019-06-20 09:16:00,7752.5,7759.0,7739.5,7739.5,win,6.5,13.0,2.0,13.5,-1.75
2019-06-20,2019-06-20 09:18:00,7747.75,7755.25,7732.75,7755.25,loss,7.5,-7.5,-1.0,10.0,-11.0
2019-06-20,2019-06-20 10:17:00,7716.25,7727.0,7694.75,7727.0,loss,10.75,-10.75,-1.0,9.75,-12.5
2019-06-20,2019-06-20 10:19:00,7713.75,7721.0,7699.25,7721.0,loss,7.25,-7.25,-1.0,7.25,-11.0
2019-06-21,2019-06-21 10:11:00,7760.75,7765.5,7751.25,7751.25,win,4.75,9.5,2.0,9.5,-2.5
2019-06-24,2019-06-24 08:41:00,7760.5,7767.75,7746.0,7767.75,loss,7.25,-7.25,-1.0,2.5,-8.75
2019-06-24,2019-06-24 09:18:00,7768.75,7773.0,7760.25,7760.25,win,4.25,8.5,2.0,8.5,-0.5
2019-06-24,2019-06-24 09:19:00,7766.25,7770.25,7758.25,7770.25,loss,4.0,-4.0,-1.0,7.5,-4.0
2019-06-24,2019-06-24 09:21:00,7761.5,7766.0,7752.5,7766.0,loss,4.5,-4.5,-1.0,2.75,-8.75
2019-06-24,2019-06-24 09:36:00,7768.0,7773.5,7757.0,7773.5,loss,5.5,-5.5,-1.0,2.75,-6.0
2019-06-24,2019-06-24 10:59:00,7768.5,7770.75,7764.0,7764.0,win,2.25,4.5,2.0,4.5,-1.25
2019-06-24,2019-06-24 11:01:00,7767.25,7770.0,7761.75,7761.75,win,2.75,5.5,2.0,5.75,-2.5
2019-06-27,2019-06-27 08:47:00,7684.0,7691.25,7669.5,7691.25,loss,7.25,-7.25,-1.0,6.75,-7.25
2019-06-27,2019-06-27 08:48:00,7680.25,7686.25,7668.25,7686.25,loss,6.0,-6.0,-1.0,0.25,-6.0
2019-06-27,2019-06-27 09:19:00,7674.0,7692.5,7637.0,7692.5,loss,18.5,-18.5,-1.0,11.0,-19.75
2019-07-15,2019-07-15 08:45:00,7968.75,7972.5,7961.25,7972.5,loss,3.75,-3.75,-1.0,5.0,-4.25
