trades_taken,wins,losses_or_breakeven,tp1_hits,tp2_hits,tp3_hits,stopped_count,eod_closed_count,gross_profit_contract_points,gross_loss_contract_points,net_contract_points,net_profit_3_mnq_dollars,avg_contract_points_per_trade,avg_dollars_per_trade,biggest_loss_contract_points,biggest_loss_dollars,largest_open_adverse_points,win_rate_pct,profit_factor,total_2026_4h_fvgs,touch_candidates,skipped_due_to_active_trade,no_touch
140,129,11,127,109,92,42,6,15712.0,1231.5,14480.5,28961.0,103.43214285714286,206.86428571428573,-558.75,-1117.5,-189.75,92.14285714285714,12.758424685343078,149,145,5,4
