signal_id,ts,open,high,low,close,volume,trade_date,year,hour,minute,bias15,prev_close,prev_volume,in_orb,after_orb,orb_high,orb_low,orb_break_up_bar,orb_break_down_bar,orb_broke_up,orb_broke_down,bar_range,body_signed,body_abs,body_pct,bear_move,bull_move,vol_spike,long_signal,short_signal,direction,side,long_entry_382,long_entry_50,short_entry_382,short_entry_50,entry_382,entry_50,stop,risk_382,risk_50
170,2022-05-25T14:20:00.000000,11919.0,11921.25,11835.5,11837.0,7860.0,2022-05-25,2022,14,20,-1,11918.75,939.0,false,true,11930.0,11865.0,false,true,true,true,85.75,-82.0,82.0,95.6268221574344,82.0,-82.0,true,false,true,-1,SHORT,11868.2565,11878.375,11888.4935,11878.375,11888.4935,11878.375,11930.0,41.506499999999505,51.625
171,2022-06-06T10:00:00.000000,12665.75,12668.25,12582.25,12593.25,9352.0,2022-06-06,2022,10,0,-1,12665.25,2955.0,false,true,12804.5,12766.25,false,true,false,true,86.0,-72.5,72.5,84.30232558139535,72.5,-72.5,true,false,true,-1,SHORT,12615.102,12625.25,12635.398,12625.25,12635.398,12625.25,12804.5,169.10200000000077,179.25
172,2022-06-14T08:45:00.000000,11292.25,11372.0,11284.25,11371.75,8104.0,2022-06-14,2022,8,45,1,11291.5,7561.0,false,true,11331.75,11269.75,true,false,true,false,87.75,79.5,79.5,90.5982905982906,-79.5,79.5,true,true,false,1,LONG,11317.7705,11328.125,11338.4795,11328.125,11317.7705,11328.125,11269.75,48.02050000000054,58.375
173,2022-06-15T12:35:00.000000,11421.5,11621.5,11405.5,11566.25,18756.0,2022-06-15,2022,12,35,1,11421.5,16891.0,false,true,11530.75,11480.0,true,false,true,true,216.0,144.75,144.75,67.01388888888889,-144.75,144.75,true,true,false,1,LONG,11488.012,11513.5,11538.988,11513.5,11488.012,11513.5,11480.0,8.012000000000626,33.5
174,2022-06-15T12:40:00.000000,11566.25,11733.0,11541.75,11718.75,23644.0,2022-06-15,2022,12,40,1,11566.25,18756.0,false,true,11530.75,11480.0,true,false,true,true,191.25,152.5,152.5,79.73856209150327,-152.5,152.5,true,true,false,1,LONG,11614.8075,11637.375,11659.9425,11637.375,11614.8075,11637.375,11480.0,134.8075000000008,157.375
175,2022-06-15T13:20:00.000000,11630.5,11716.5,11630.25,11708.25,7067.0,2022-06-15,2022,13,20,1,11631.75,5763.0,false,true,11530.75,11480.0,true,false,true,true,86.25,77.75,77.75,90.14492753623189,-77.75,77.75,true,true,false,1,LONG,11663.1975,11673.375,11683.5525,11673.375,11663.1975,11673.375,11480.0,183.19750000000022,193.375
176,2022-07-27T12:35:00.000000,12422.75,12528.75,12421.5,12527.25,22432.0,2022-07-27,2022,12,35,1,12422.0,8593.0,false,true,12418.0,12387.5,true,false,true,false,107.25,104.5,104.5,97.43589743589743,-104.5,104.5,true,true,false,1,LONG,12462.4695,12475.125,12487.7805,12475.125,12462.4695,12475.125,12387.5,74.96949999999924,87.625
177,2022-07-28T14:00:00.000000,12738.25,12838.75,12732.0,12816.25,14488.0,2022-07-28,2022,14,0,1,12738.75,13130.0,false,true,12516.25,12449.0,true,false,true,false,106.75,78.0,78.0,73.06791569086651,-78.0,78.0,true,true,false,1,LONG,12772.7785,12785.375,12797.9715,12785.375,12772.7785,12785.375,12449.0,323.77850000000035,336.375
178,2022-09-08T10:00:00.000000,12316.5,12324.25,12234.75,12235.0,12633.0,2022-09-08,2022,10,0,-1,12316.25,3033.0,false,true,12316.5,12235.75,false,true,true,true,89.5,-81.5,81.5,91.06145251396647,81.5,-81.5,true,false,true,-1,SHORT,12268.939,12279.5,12290.061,12279.5,12290.061,12279.5,12316.5,26.439000000000306,37.0
179,2022-09-12T09:50:00.000000,12790.5,12792.5,12679.25,12684.75,3018.0,2022-09-12,2022,9,50,-1,12790.25,2812.0,false,true,12830.75,12790.25,false,true,false,true,113.25,-105.75,105.75,93.37748344370861,105.75,-105.75,true,false,true,-1,SHORT,12722.5115,12735.875,12749.2385,12735.875,12749.2385,12735.875,12830.75,81.51150000000052,94.875
180,2022-09-12T11:30:00.000000,12816.25,12820.5,12729.75,12736.5,2815.0,2022-09-12,2022,11,30,-1,12815.75,2683.0,false,true,12830.75,12790.25,false,true,false,true,90.75,-79.75,79.75,87.87878787878788,79.75,-79.75,true,false,true,-1,SHORT,12764.4165,12775.125,12785.8335,12775.125,12785.8335,12775.125,12830.75,44.91649999999936,55.625
181,2022-09-12T12:15:00.000000,12813.5,12821.25,12699.25,12707.75,3280.0,2022-09-12,2022,12,15,-1,12814.5,1816.0,false,true,12830.75,12790.25,false,true,false,true,122.0,-105.75,105.75,86.68032786885246,105.75,-105.75,true,false,true,-1,SHORT,12745.854,12760.25,12774.646,12760.25,12774.646,12760.25,12830.75,56.10399999999936,70.5
182,2022-09-12T14:45:00.000000,12768.0,12854.0,12767.75,12852.75,188.0,2022-09-12,2022,14,45,1,12850.75,171.0,false,true,12830.75,12790.25,true,false,true,true,86.25,84.75,84.75,98.26086956521739,-84.75,84.75,true,true,false,1,LONG,12800.6975,12810.875,12821.0525,12810.875,12800.6975,12810.875,12790.25,10.447500000000218,20.625
183,2022-09-21T12:00:00.000000,12031.5,12044.25,11787.5,11790.25,36291.0,2022-09-21,2022,12,0,-1,12029.5,4254.0,false,true,11999.75,11952.0,false,true,true,true,256.75,-241.25,241.25,93.96299902629016,241.25,-241.25,true,false,true,-1,SHORT,11885.5785,11915.875,11946.1715,11915.875,11946.1715,11915.875,11999.75,53.57849999999962,83.875
185,2022-09-21T13:25:00.000000,11944.75,11945.5,11851.25,11852.25,14480.0,2022-09-21,2022,13,25,-1,11944.25,10953.0,false,true,11999.75,11952.0,false,true,true,true,94.25,-92.5,92.5,98.14323607427056,92.5,-92.5,true,false,true,-1,SHORT,11887.2535,11898.375,11909.4965,11898.375,11909.4965,11898.375,11999.75,90.25350000000071,101.375
187,2022-10-11T09:00:00.000000,10847.25,10923.0,10843.25,10914.5,12846.0,2022-10-11,2022,9,0,1,10846.25,8810.0,false,true,10901.5,10808.75,true,false,true,false,79.75,67.25,67.25,84.32601880877742,-67.25,67.25,true,true,false,1,LONG,10873.7145,10883.125,10892.5355,10883.125,10873.7145,10883.125,10808.75,64.96450000000004,74.375
188,2022-10-13T09:05:00.000000,10683.75,10778.75,10680.0,10769.25,19873.0,2022-10-13,2022,9,5,1,10683.0,8992.0,false,true,10674.5,10604.25,true,false,true,false,98.75,85.5,85.5,86.58227848101265,-85.5,85.5,true,true,false,1,LONG,10717.7225,10729.375,10741.0275,10729.375,10717.7225,10729.375,10604.25,113.47249999999985,125.125
189,2022-10-13T09:35:00.000000,10923.25,11086.5,10922.75,11049.75,24047.0,2022-10-13,2022,9,35,1,10923.25,11876.0,false,true,10674.5,10604.25,true,false,true,false,163.75,126.5,126.5,77.25190839694656,-126.5,126.5,true,true,false,1,LONG,10985.3025,11004.625,11023.9475,11004.625,10985.3025,11004.625,10604.25,381.0524999999998,400.375
190,2022-10-14T10:05:00.000000,10867.5,10867.5,10798.25,10800.0,9042.0,2022-10-14,2022,10,5,-1,10866.5,8253.0,false,true,10948.5,10856.25,false,true,true,true,69.25,-67.5,67.5,97.47292418772562,67.5,-67.5,true,false,true,-1,SHORT,10824.7035,10832.875,10841.0465,10832.875,10841.0465,10832.875,10948.5,107.45349999999962,115.625
192,2022-10-27T14:00:00.000000,11240.0,11251.0,11058.75,11086.5,25764.0,2022-10-27,2022,14,0,-1,11240.0,15977.0,false,true,11453.0,11341.25,false,true,false,true,192.25,-153.5,153.5,79.84395318595578,153.5,-153.5,true,false,true,-1,SHORT,11132.1895,11154.875,11177.5605,11154.875,11177.5605,11154.875,11453.0,275.4395000000004,298.125
193,2022-11-02T12:00:00.000000,11251.5,11440.75,11195.5,11401.75,35737.0,2022-11-02,2022,12,0,1,11250.5,2588.0,false,true,11280.0,11254.0,true,false,true,true,245.25,150.25,150.25,61.26401630988787,-150.25,150.25,true,true,false,1,LONG,11289.1855,11318.125,11347.0645,11318.125,11289.1855,11318.125,11254.0,35.18549999999959,64.125
194,2022-11-02T12:50:00.000000,11274.5,11292.75,11118.0,11161.25,27577.0,2022-11-02,2022,12,50,-1,11275.25,16656.0,false,true,11280.0,11254.0,false,true,true,true,174.75,-113.25,113.25,64.8068669527897,113.25,-113.25,true,false,true,-1,SHORT,11184.7545,11205.375,11225.9955,11205.375,11225.9955,11205.375,11280.0,54.0044999999991,74.625
196,2022-11-23T13:00:00.000000,11812.75,11884.75,11781.25,11879.0,16153.0,2022-11-23,2022,13,0,1,11812.5,1334.0,false,true,11802.25,11745.25,true,false,true,false,103.5,66.25,66.25,64.00966183574879,-66.25,66.25,true,true,false,1,LONG,11820.787,11833.0,11845.213,11833.0,11820.787,11833.0,11745.25,75.53700000000026,87.75
197,2022-11-30T13:15:00.000000,11834.25,11917.25,11833.0,11908.75,15978.0,2022-11-30,2022,13,15,1,11834.25,9785.0,false,true,11581.5,11518.75,true,false,true,true,84.25,74.5,74.5,88.4272997032641,-74.5,74.5,true,true,false,1,LONG,11865.1835,11875.125,11885.0665,11875.125,11865.1835,11875.125,11518.75,346.4334999999992,356.375
198,2022-12-12T10:30:00.000000,11583.0,11695.75,11577.5,11684.75,2505.0,2022-12-12,2022,10,30,1,11699.25,2337.0,false,true,11682.25,11557.5,true,false,true,false,118.25,101.75,101.75,86.04651162790698,-101.75,101.75,true,true,false,1,LONG,11622.6715,11636.625,11650.5785,11636.625,11622.6715,11636.625,11557.5,65.17150000000038,79.125
199,2022-12-12T10:45:00.000000,11578.25,11711.75,11576.5,11704.5,2509.0,2022-12-12,2022,10,45,1,11695.0,1931.0,false,true,11682.25,11557.5,true,false,true,false,135.25,126.25,126.25,93.3456561922366,-126.25,126.25,true,true,false,1,LONG,11628.1655,11644.125,11660.0845,11644.125,11628.1655,11644.125,11557.5,70.66549999999916,86.625
200,2022-12-12T11:35:00.000000,11593.0,11715.25,11586.0,11710.25,1809.0,2022-12-12,2022,11,35,1,11592.75,1430.0,false,true,11682.25,11557.5,true,false,true,false,129.25,117.25,117.25,90.71566731141199,-117.25,117.25,true,true,false,1,LONG,11635.3735,11650.625,11665.8765,11650.625,11635.3735,11650.625,11557.5,77.8734999999997,93.125
201,2022-12-12T12:00:00.000000,11597.0,11742.5,11596.25,11702.25,7098.0,2022-12-12,2022,12,0,1,11714.75,1543.0,false,true,11682.25,11557.5,true,false,true,false,146.25,105.25,105.25,71.96581196581197,-105.25,105.25,true,true,false,1,LONG,11652.1175,11669.375,11686.6325,11669.375,11652.1175,11669.375,11557.5,94.61750000000029,111.875
202,2022-12-13T09:35:00.000000,12139.0,12139.0,12046.0,12046.75,10013.0,2022-12-13,2022,9,35,-1,12138.25,9735.0,false,true,12296.25,12183.75,false,true,false,true,93.0,-92.25,92.25,99.19354838709677,92.25,-92.25,true,false,true,-1,SHORT,12081.526,12092.5,12103.474,12092.5,12103.474,12092.5,12296.25,192.77599999999984,203.75
203,2022-12-13T10:45:00.000000,12092.75,12096.75,12001.0,12015.75,9494.0,2022-12-13,2022,10,45,-1,12093.5,3643.0,false,true,12296.25,12183.75,false,true,false,true,95.75,-77.0,77.0,80.4177545691906,77.0,-77.0,true,false,true,-1,SHORT,12037.5765,12048.875,12060.1735,12048.875,12060.1735,12048.875,12296.25,236.0764999999992,247.375
204,2022-12-14T13:00:00.000000,12054.25,12056.0,11841.75,11904.25,21422.0,2022-12-14,2022,13,0,-1,12050.0,2616.0,false,true,12003.25,11930.0,false,true,true,true,214.25,-150.0,150.0,70.01166861143524,150.0,-150.0,true,false,true,-1,SHORT,11923.5935,11948.875,11974.1565,11948.875,11974.1565,11948.875,12003.25,29.09350000000086,54.375
205,2022-12-14T13:30:00.000000,11877.75,11886.75,11731.5,11734.75,19314.0,2022-12-14,2022,13,30,-1,11879.0,6444.0,false,true,12003.25,11930.0,false,true,true,true,155.25,-143.0,143.0,92.10950080515298,143.0,-143.0,true,false,true,-1,SHORT,11790.8055,11809.125,11827.4445,11809.125,11827.4445,11809.125,12003.25,175.8055000000004,194.125
207,2022-12-14T14:10:00.000000,11894.0,12012.25,11890.75,11978.5,16553.0,2022-12-14,2022,14,10,1,11894.0,7781.0,false,true,12003.25,11930.0,false,false,true,true,121.5,84.5,84.5,69.54732510288066,-84.5,84.5,true,true,false,1,LONG,11937.163,11951.5,11965.837,11951.5,11937.163,11951.5,11930.0,7.163000000000466,21.5
208,2022-12-14T14:25:00.000000,11929.25,11936.75,11836.5,11836.5,8569.0,2022-12-14,2022,14,25,-1,11929.75,7427.0,false,true,12003.25,11930.0,false,true,true,true,100.25,-92.75,92.75,92.51870324189527,92.75,-92.75,true,false,true,-1,SHORT,11874.7955,11886.625,11898.4545,11886.625,11898.4545,11886.625,12003.25,104.79550000000017,116.625
209,2023-01-03T08:45:00.000000,11138.0,11146.75,11057.75,11069.25,17013.0,2023-01-03,2023,8,45,-1,11137.5,13692.0,false,true,11182.0,11072.5,false,true,false,true,89.0,-68.75,68.75,77.24719101123596,68.75,-68.75,true,false,true,-1,SHORT,11091.748,11102.25,11112.752,11102.25,11112.752,11102.25,11182.0,69.24799999999959,79.75
210,2023-01-12T12:25:00.000000,11546.0,11546.25,11472.5,11480.0,13192.0,2023-01-12,2023,12,25,-1,11545.5,2877.0,false,true,11518.75,11356.25,false,false,true,true,73.75,-66.0,66.0,89.49152542372882,66.0,-66.0,true,false,true,-1,SHORT,11500.6725,11509.375,11518.0775,11509.375,11518.0775,11509.375,11518.75,0.6725000000005821,9.375
211,2023-02-01T13:35:00.000000,12099.0,12251.75,12088.25,12241.0,22042.0,2023-02-01,2023,13,35,1,12100.0,17854.0,false,true,12156.0,12101.25,true,false,true,true,163.5,142.0,142.0,86.85015290519877,-142.0,142.0,true,true,false,1,LONG,12150.707,12170.0,12189.293,12170.0,12150.707,12170.0,12101.25,49.457000000000335,68.75
212,2023-02-01T13:40:00.000000,12241.5,12319.25,12233.5,12315.0,22355.0,2023-02-01,2023,13,40,1,12241.0,22042.0,false,true,12156.0,12101.25,true,false,true,true,85.75,73.5,73.5,85.71428571428571,-73.5,73.5,true,true,false,1,LONG,12266.2565,12276.375,12286.4935,12276.375,12266.2565,12276.375,12101.25,165.0064999999995,175.125
213,2023-02-07T11:45:00.000000,12611.5,12696.25,12610.25,12696.25,22320.0,2023-02-07,2023,11,45,1,12611.25,19868.0,false,true,12541.75,12488.75,true,false,true,true,86.0,84.75,84.75,98.54651162790698,-84.75,84.75,true,true,false,1,LONG,12643.102,12653.25,12663.398,12653.25,12643.102,12653.25,12488.75,154.35200000000077,164.5
214,2023-02-07T12:30:00.000000,12548.0,12549.0,12462.0,12462.0,20266.0,2023-02-07,2023,12,30,-1,12547.25,13714.0,false,true,12541.75,12488.75,false,true,true,true,87.0,-86.0,86.0,98.85057471264368,86.0,-86.0,true,false,true,-1,SHORT,12495.234,12505.5,12515.766,12505.5,12515.766,12505.5,12541.75,25.98400000000038,36.25
215,2023-03-07T09:00:00.000000,12333.5,12333.5,12229.5,12230.0,29283.0,2023-03-07,2023,9,0,-1,12333.75,6021.0,false,true,12361.0,12313.0,false,true,false,true,104.0,-103.5,103.5,99.51923076923077,103.5,-103.5,true,false,true,-1,SHORT,12269.228,12281.5,12293.772,12281.5,12293.772,12281.5,12361.0,67.22799999999916,79.5
216,2023-03-13T12:55:00.000000,12044.75,12178.25,12041.25,12172.0,2806.0,2023-03-13,2023,12,55,1,12170.25,2024.0,false,true,12064.0,11852.25,true,false,true,false,137.0,127.25,127.25,92.88321167883211,-127.25,127.25,true,true,false,1,LONG,12093.584,12109.75,12125.916,12109.75,12093.584,12109.75,11852.25,241.33400000000074,257.5
217,2023-03-13T14:40:00.000000,11947.5,12070.25,11940.25,12062.0,454.0,2023-03-13,2023,14,40,1,12071.75,389.0,false,true,12064.0,11852.25,false,false,true,false,130.0,114.5,114.5,88.07692307692308,-114.5,114.5,true,true,false,1,LONG,11989.91,12005.25,12020.59,12005.25,11989.91,12005.25,11852.25,137.65999999999985,153.0
218,2023-03-15T13:55:00.000000,12310.0,12393.75,12309.75,12392.0,19260.0,2023-03-15,2023,13,55,1,12310.75,9814.0,false,true,12227.5,12167.75,true,false,true,false,84.0,82.0,82.0,97.61904761904762,-82.0,82.0,true,true,false,1,LONG,12341.838,12351.75,12361.662,12351.75,12341.838,12351.75,12167.75,174.08799999999974,184.0
221,2023-04-27T14:00:00.000000,13231.25,13333.0,13201.0,13315.25,24648.0,2023-04-27,2023,14,0,1,13231.25,23979.0,false,true,13118.5,13073.0,true,false,true,false,132.0,84.0,84.0,63.63636363636363,-84.0,84.0,true,true,false,1,LONG,13251.424,13267.0,13282.576,13267.0,13251.424,13267.0,13073.0,178.4240000000009,194.0
222,2023-05-24T14:20:00.000000,13657.0,13802.0,13656.25,13791.0,13364.0,2023-05-24,2023,14,20,1,13657.0,1667.0,false,true,13606.75,13585.0,true,false,true,true,145.75,134.0,134.0,91.93825042881647,-134.0,134.0,true,true,false,1,LONG,13711.9265,13729.125,13746.3235,13729.125,13711.9265,13729.125,13585.0,126.92649999999958,144.125
223,2023-06-14T12:00:00.000000,15134.75,15136.0,15034.75,15055.0,24224.0,2023-06-14,2023,12,0,-1,15134.75,1779.0,false,true,15177.75,15143.75,false,true,true,true,101.25,-79.75,79.75,78.76543209876543,79.75,-79.75,true,false,true,-1,SHORT,15073.4275,15085.375,15097.3225,15085.375,15097.3225,15085.375,15177.75,80.42749999999978,92.375
224,2023-07-26T12:35:00.000000,15570.0,15665.5,15570.0,15659.0,21178.0,2023-07-26,2023,12,35,1,15569.75,8282.0,false,true,15620.25,15596.75,true,false,true,true,95.5,89.0,89.0,93.19371727748691,-89.0,89.0,true,true,false,1,LONG,15606.481,15617.75,15629.019,15617.75,15606.481,15617.75,15596.75,9.730999999999767,21.0
225,2023-07-26T13:05:00.000000,15623.25,15630.0,15532.75,15545.0,18104.0,2023-07-26,2023,13,5,-1,15623.75,8404.0,false,true,15620.25,15596.75,false,true,true,true,97.25,-78.25,78.25,80.46272493573264,78.25,-78.25,true,false,true,-1,SHORT,15569.8995,15581.375,15592.8505,15581.375,15592.8505,15581.375,15620.25,27.399499999999534,38.875
226,2023-08-23T14:20:00.000000,15213.75,15337.25,15206.5,15327.5,14033.0,2023-08-23,2023,14,20,1,15213.75,836.0,false,true,15163.75,15124.25,true,false,true,false,130.75,113.75,113.75,86.9980879541109,-113.75,113.75,true,true,false,1,LONG,15256.4465,15271.875,15287.3035,15271.875,15256.4465,15271.875,15124.25,132.19650000000001,147.625
228,2023-10-19T10:30:00.000000,15037.0,15046.0,14955.5,14963.75,20777.0,2023-10-19,2023,10,30,-1,15036.75,20760.0,false,true,15052.25,14995.75,false,true,true,true,90.5,-73.25,73.25,80.93922651933701,73.25,-73.25,true,false,true,-1,SHORT,14990.071,15000.75,15011.429,15000.75,15011.429,15000.75,15052.25,40.82099999999991,51.5
229,2023-11-09T12:00:00.000000,15415.5,15418.25,15318.25,15345.75,23465.0,2023-11-09,2023,12,0,-1,15415.25,3462.0,false,true,15419.5,15365.5,false,true,true,true,100.0,-69.75,69.75,69.75,69.75,-69.75,true,false,true,-1,SHORT,15356.45,15368.25,15380.05,15368.25,15380.05,15368.25,15419.5,39.45000000000073,51.25
230,2023-11-22T08:50:00.000000,16128.75,16133.0,16050.25,16059.0,23989.0,2023-11-22,2023,8,50,-1,16128.25,13430.0,false,true,16173.5,16069.25,false,true,false,true,82.75,-69.75,69.75,84.29003021148036,69.75,-69.75,true,false,true,-1,SHORT,16081.8605,16091.625,16101.3895,16091.625,16101.3895,16091.625,16173.5,72.11050000000068,81.875
231,2023-12-05T09:00:00.000000,15854.75,15928.5,15848.5,15925.5,28786.0,2023-12-05,2023,9,0,1,15854.5,7963.0,false,true,15849.5,15783.25,true,false,true,false,80.0,70.75,70.75,88.4375,-70.75,70.75,true,true,false,1,LONG,15879.06,15888.5,15897.94,15888.5,15879.06,15888.5,15783.25,95.80999999999949,105.25
232,2023-12-11T12:20:00.000000,16219.5,16439.5,16219.25,16435.5,2750.0,2023-12-11,2023,12,20,1,16432.75,2371.0,false,true,16359.75,16281.5,true,false,true,false,220.25,216.0,216.0,98.07037457434733,-216.0,216.0,true,true,false,1,LONG,16303.3855,16329.375,16355.3645,16329.375,16303.3855,16329.375,16281.5,21.88550000000032,47.875
233,2023-12-13T13:00:00.000000,16591.75,16669.75,16590.0,16668.0,28827.0,2023-12-13,2023,13,0,1,16590.5,2271.0,false,true,16657.25,16606.0,true,false,true,true,79.75,76.25,76.25,95.61128526645768,-76.25,76.25,true,true,false,1,LONG,16620.4645,16629.875,16639.2855,16629.875,16620.4645,16629.875,16606.0,14.464499999998225,23.875
234,2024-01-05T09:00:00.000000,16472.75,16545.5,16472.75,16540.25,19086.0,2024-01-05,2024,9,0,1,16471.5,8169.0,false,true,16494.25,16437.5,true,false,true,false,72.75,67.5,67.5,92.78350515463917,-67.5,67.5,true,true,false,1,LONG,16500.5405,16509.125,16517.7095,16509.125,16500.5405,16509.125,16437.5,63.040499999999156,71.625
235,2024-01-11T09:00:00.000000,16958.25,16961.5,16884.0,16891.0,15824.0,2024-01-11,2024,9,0,-1,16958.25,10775.0,false,true,17043.5,16975.0,false,true,false,true,77.5,-67.25,67.25,86.7741935483871,67.25,-67.25,true,false,true,-1,SHORT,16913.605,16922.75,16931.895,16922.75,16931.895,16922.75,17043.5,111.60499999999956,120.75
236,2024-01-31T14:00:00.000000,17379.25,17385.25,17271.0,17289.0,25529.0,2024-01-31,2024,14,0,-1,17378.75,8423.0,false,true,17426.5,17355.25,false,true,true,true,114.25,-90.25,90.25,78.99343544857767,90.25,-90.25,true,false,true,-1,SHORT,17314.6435,17328.125,17341.6065,17328.125,17341.6065,17328.125,17426.5,84.89349999999831,98.375
237,2024-02-16T08:50:00.000000,17862.75,17866.5,17772.5,17775.75,23126.0,2024-02-16,2024,8,50,-1,17862.75,11988.0,false,true,17930.0,17877.5,false,true,false,true,94.0,-87.0,87.0,92.5531914893617,87.0,-87.0,true,false,true,-1,SHORT,17808.408,17819.5,17830.592,17819.5,17830.592,17819.5,17930.0,99.40799999999945,110.5
238,2024-02-16T13:45:00.000000,17864.5,17865.5,17775.75,17795.75,17640.0,2024-02-16,2024,13,45,-1,17864.5,4237.0,false,true,17930.0,17877.5,false,true,false,true,89.75,-68.75,68.75,76.6016713091922,68.75,-68.75,true,false,true,-1,SHORT,17810.0345,17820.625,17831.2155,17820.625,17831.2155,17820.625,17930.0,98.78450000000157,109.375
239,2024-03-06T12:45:00.000000,18124.5,18130.5,18044.5,18045.75,13956.0,2024-03-06,2024,12,45,-1,18124.5,9890.0,false,true,18126.5,18069.25,false,true,true,true,86.0,-78.75,78.75,91.56976744186046,78.75,-78.75,true,false,true,-1,SHORT,18077.352,18087.5,18097.648,18087.5,18097.648,18087.5,18126.5,28.851999999998952,39.0
241,2024-03-20T12:00:00.000000,18272.5,18371.75,18272.5,18361.75,23867.0,2024-03-20,2024,12,0,1,18273.75,2079.0,false,true,18303.5,18255.5,true,false,true,true,99.25,89.25,89.25,89.92443324937027,-89.25,89.25,true,true,false,1,LONG,18310.4135,18322.125,18333.8365,18322.125,18310.4135,18322.125,18255.5,54.91349999999875,66.625
242,2024-03-20T12:35:00.000000,18297.25,18381.0,18286.25,18366.75,20469.0,2024-03-20,2024,12,35,1,18298.25,14339.0,false,true,18303.5,18255.5,true,false,true,true,94.75,69.5,69.5,73.35092348284961,-69.5,69.5,true,true,false,1,LONG,18322.4445,18333.625,18344.8055,18333.625,18322.4445,18333.625,18255.5,66.94450000000143,78.125
243,2024-04-04T12:25:00.000000,18400.75,18402.75,18327.25,18334.0,16193.0,2024-04-04,2024,12,25,-1,18400.5,13019.0,false,true,18513.75,18487.75,false,true,true,true,75.5,-66.75,66.75,88.41059602649007,66.75,-66.75,true,false,true,-1,SHORT,18356.091,18365.0,18373.909,18365.0,18373.909,18365.0,18513.75,139.84100000000035,148.75
244,2024-04-16T12:05:00.000000,17904.75,17981.5,17896.0,17978.0,13289.0,2024-04-16,2024,12,5,1,17904.5,6339.0,false,true,17878.5,17834.5,true,false,true,false,85.5,73.25,73.25,85.67251461988305,-73.25,73.25,true,true,false,1,LONG,17928.661,17938.75,17948.839,17938.75,17928.661,17938.75,17834.5,94.16100000000006,104.25
245,2024-04-17T08:50:00.000000,17854.25,17854.5,17763.5,17774.5,17226.0,2024-04-17,2024,8,50,-1,17854.0,6700.0,false,true,17857.5,17817.5,false,true,false,true,91.0,-79.75,79.75,87.63736263736264,79.75,-79.75,true,false,true,-1,SHORT,17798.262,17809.0,17819.738,17809.0,17819.738,17809.0,17857.5,37.76199999999881,48.5
246,2024-04-24T14:05:00.000000,17667.0,17672.0,17526.25,17561.5,13399.0,2024-04-24,2024,14,5,-1,17667.75,3828.0,false,true,17742.25,17695.25,false,true,false,true,145.75,-105.5,105.5,72.38421955403086,105.5,-105.5,true,false,true,-1,SHORT,17581.9265,17599.125,17616.3235,17599.125,17616.3235,17599.125,17742.25,125.9265000000014,143.125
247,2024-04-25T14:00:00.000000,17567.25,17788.0,17548.0,17782.25,22070.0,2024-04-25,2024,14,0,1,17567.25,15615.0,false,true,17436.5,17357.0,true,false,true,true,240.0,215.0,215.0,89.58333333333334,-215.0,215.0,true,true,false,1,LONG,17639.68,17668.0,17696.32,17668.0,17639.68,17668.0,17357.0,282.6800000000003,311.0
248,2024-04-29T13:00:00.000000,17887.75,17887.75,17801.25,17816.25,20082.0,2024-04-29,2024,13,0,-1,17888.25,2755.0,false,true,17916.5,17869.25,false,true,true,true,86.5,-71.5,71.5,82.65895953757226,71.5,-71.5,true,false,true,-1,SHORT,17834.293,17844.5,17854.707,17844.5,17854.707,17844.5,17916.5,61.793000000001484,72.0
249,2024-04-30T13:50:00.000000,17705.5,17705.75,17622.25,17629.25,18491.0,2024-04-30,2024,13,50,-1,17705.25,4944.0,false,true,17865.75,17818.0,false,true,true,true,83.5,-76.25,76.25,91.31736526946108,76.25,-76.25,true,false,true,-1,SHORT,17654.147,17664.0,17673.853,17664.0,17673.853,17664.0,17865.75,191.89700000000084,201.75
250,2024-04-30T13:55:00.000000,17629.25,17629.75,17563.5,17563.5,35302.0,2024-04-30,2024,13,55,-1,17629.25,18491.0,false,true,17865.75,17818.0,false,true,true,true,66.25,-65.75,65.75,99.24528301886792,65.75,-65.75,true,false,true,-1,SHORT,17588.8075,17596.625,17604.4425,17596.625,17604.4425,17596.625,17865.75,261.307499999999,269.125
251,2024-05-01T12:40:00.000000,17605.25,17723.5,17590.5,17721.75,27675.0,2024-05-01,2024,12,40,1,17606.0,25840.0,false,true,17497.75,17459.25,true,false,true,true,133.0,116.5,116.5,87.59398496240601,-116.5,116.5,true,true,false,1,LONG,17641.306,17657.0,17672.694,17657.0,17641.306,17657.0,17459.25,182.0560000000005,197.75
255,2024-06-12T14:15:00.000000,19478.5,19563.5,19475.75,19557.0,6293.0,2024-06-12,2024,14,15,1,19478.75,2130.0,false,true,19546.75,19496.25,true,false,true,true,87.75,78.5,78.5,89.45868945868945,-78.5,78.5,true,true,false,1,LONG,19509.2705,19519.625,19529.9795,19519.625,19509.2705,19519.625,19496.25,13.02049999999872,23.375
256,2024-07-18T09:10:00.000000,19927.25,19930.25,19858.75,19860.0,14994.0,2024-07-18,2024,9,10,-1,19927.0,11992.0,false,true,20047.75,19893.0,false,true,false,true,71.5,-67.25,67.25,94.05594405594405,67.25,-67.25,true,false,true,-1,SHORT,19886.063,19894.5,19902.937,19894.5,19902.937,19894.5,20047.75,144.81299999999828,153.25
