signal_id,signal_time,entry_time,exit_time,year,trade_date,side,fib_entry,target_r,entry_price,stop_price,target_price,risk_points,result,pnl_points,bars_held,mfe_points,mae_points,exit_reason,orb_high,orb_low,signal_open,signal_high,signal_low,signal_close,signal_volume,body_pct,bias15
0,2018-02-05T14:05:00.000000,2018-02-05T14:10:00.000000,2018-02-05T15:05:00.000000,2018,2018-02-05,SHORT,fib382,1.0,6585.676,6726.5,6444.852000000001,140.82399999999961,WIN,140.82399999999961,12,195.67600000000039,-59.573999999999614,target,6726.5,6682.5,6603.25,6617.0,6535.0,6538.25,28429.0,79.26829268292683,-1
0,2018-02-05T14:05:00.000000,2018-02-05T14:10:00.000000,2018-02-05T17:20:00.000000,2018,2018-02-05,SHORT,fib382,1.5,6585.676,6726.5,6374.4400000000005,140.82399999999961,WIN,106.67600000000039,24,197.92600000000039,-59.573999999999614,time_exit,6726.5,6682.5,6603.25,6617.0,6535.0,6538.25,28429.0,79.26829268292683,-1
0,2018-02-05T14:05:00.000000,2018-02-05T14:10:00.000000,2018-02-05T17:20:00.000000,2018,2018-02-05,SHORT,fib382,2.0,6585.676,6726.5,6304.028000000001,140.82399999999961,WIN,106.67600000000039,24,197.92600000000039,-59.573999999999614,time_exit,6726.5,6682.5,6603.25,6617.0,6535.0,6538.25,28429.0,79.26829268292683,-1
0,2018-02-05T14:05:00.000000,2018-02-05T14:10:00.000000,2018-02-05T15:05:00.000000,2018,2018-02-05,SHORT,fib50,1.0,6576.0,6726.5,6425.5,150.5,WIN,150.5,12,186.0,-69.25,target,6726.5,6682.5,6603.25,6617.0,6535.0,6538.25,28429.0,79.26829268292683,-1
0,2018-02-05T14:05:00.000000,2018-02-05T14:10:00.000000,2018-02-05T17:20:00.000000,2018,2018-02-05,SHORT,fib50,1.5,6576.0,6726.5,6350.25,150.5,WIN,97.0,24,188.25,-69.25,time_exit,6726.5,6682.5,6603.25,6617.0,6535.0,6538.25,28429.0,79.26829268292683,-1
0,2018-02-05T14:05:00.000000,2018-02-05T14:10:00.000000,2018-02-05T17:20:00.000000,2018,2018-02-05,SHORT,fib50,2.0,6576.0,6726.5,6275.0,150.5,WIN,97.0,24,188.25,-69.25,time_exit,6726.5,6682.5,6603.25,6617.0,6535.0,6538.25,28429.0,79.26829268292683,-1
1,2018-04-26T14:00:00.000000,,,2018,2018-04-26,LONG,fib382,1.0,6680.6105,6626.25,6734.971,54.360499999999774,NO_ENTRY,0.0,0,0.0,0.0,no_entry_or_no_exit,6645.0,6626.25,6655.0,6731.75,6649.0,6723.0,17535.0,82.17522658610272,1
1,2018-04-26T14:00:00.000000,,,2018,2018-04-26,LONG,fib382,1.5,6680.6105,6626.25,6762.151249999999,54.360499999999774,NO_ENTRY,0.0,0,0.0,0.0,no_entry_or_no_exit,6645.0,6626.25,6655.0,6731.75,6649.0,6723.0,17535.0,82.17522658610272,1
1,2018-04-26T14:00:00.000000,,,2018,2018-04-26,LONG,fib382,2.0,6680.6105,6626.25,6789.331499999999,54.360499999999774,NO_ENTRY,0.0,0,0.0,0.0,no_entry_or_no_exit,6645.0,6626.25,6655.0,6731.75,6649.0,6723.0,17535.0,82.17522658610272,1
1,2018-04-26T14:00:00.000000,,,2018,2018-04-26,LONG,fib50,1.0,6690.375,6626.25,6754.5,64.125,NO_ENTRY,0.0,0,0.0,0.0,no_entry_or_no_exit,6645.0,6626.25,6655.0,6731.75,6649.0,6723.0,17535.0,82.17522658610272,1
1,2018-04-26T14:00:00.000000,,,2018,2018-04-26,LONG,fib50,1.5,6690.375,6626.25,6786.5625,64.125,NO_ENTRY,0.0,0,0.0,0.0,no_entry_or_no_exit,6645.0,6626.25,6655.0,6731.75,6649.0,6723.0,17535.0,82.17522658610272,1
1,2018-04-26T14:00:00.000000,,,2018,2018-04-26,LONG,fib50,2.0,6690.375,6626.25,6818.625,64.125,NO_ENTRY,0.0,0,0.0,0.0,no_entry_or_no_exit,6645.0,6626.25,6655.0,6731.75,6649.0,6723.0,17535.0,82.17522658610272,1
2,2018-10-25T14:00:00.000000,,,2018,2018-10-25,SHORT,fib382,1.0,6989.053,6997.75,6980.356,8.697000000000116,NO_ENTRY,0.0,0,0.0,0.0,no_entry_or_no_exit,6997.75,6962.75,7030.5,7030.5,6922.0,6933.25,23626.0,89.63133640552995,-1
2,2018-10-25T14:00:00.000000,,,2018,2018-10-25,SHORT,fib382,1.5,6989.053,6997.75,6976.0075,8.697000000000116,NO_ENTRY,0.0,0,0.0,0.0,no_entry_or_no_exit,6997.75,6962.75,7030.5,7030.5,6922.0,6933.25,23626.0,89.63133640552995,-1
2,2018-10-25T14:00:00.000000,,,2018,2018-10-25,SHORT,fib382,2.0,6989.053,6997.75,6971.659,8.697000000000116,NO_ENTRY,0.0,0,0.0,0.0,no_entry_or_no_exit,6997.75,6962.75,7030.5,7030.5,6922.0,6933.25,23626.0,89.63133640552995,-1
2,2018-10-25T14:00:00.000000,,,2018,2018-10-25,SHORT,fib50,1.0,6976.25,6997.75,6954.75,21.5,NO_ENTRY,0.0,0,0.0,0.0,no_entry_or_no_exit,6997.75,6962.75,7030.5,7030.5,6922.0,6933.25,23626.0,89.63133640552995,-1
2,2018-10-25T14:00:00.000000,,,2018,2018-10-25,SHORT,fib50,1.5,6976.25,6997.75,6944.0,21.5,NO_ENTRY,0.0,0,0.0,0.0,no_entry_or_no_exit,6997.75,6962.75,7030.5,7030.5,6922.0,6933.25,23626.0,89.63133640552995,-1
2,2018-10-25T14:00:00.000000,,,2018,2018-10-25,SHORT,fib50,2.0,6976.25,6997.75,6933.25,21.5,NO_ENTRY,0.0,0,0.0,0.0,no_entry_or_no_exit,6997.75,6962.75,7030.5,7030.5,6922.0,6933.25,23626.0,89.63133640552995,-1
4,2018-12-19T13:40:00.000000,,,2018,2018-12-19,SHORT,fib382,1.0,6494.3055,6541.5,6447.111000000001,47.19449999999961,NO_ENTRY,0.0,0,0.0,0.0,no_entry_or_no_exit,6541.5,6493.0,6530.5,6530.5,6435.75,6438.75,16660.0,96.83377308707124,-1
4,2018-12-19T13:40:00.000000,,,2018,2018-12-19,SHORT,fib382,1.5,6494.3055,6541.5,6423.513750000001,47.19449999999961,NO_ENTRY,0.0,0,0.0,0.0,no_entry_or_no_exit,6541.5,6493.0,6530.5,6530.5,6435.75,6438.75,16660.0,96.83377308707124,-1
4,2018-12-19T13:40:00.000000,,,2018,2018-12-19,SHORT,fib382,2.0,6494.3055,6541.5,6399.916500000001,47.19449999999961,NO_ENTRY,0.0,0,0.0,0.0,no_entry_or_no_exit,6541.5,6493.0,6530.5,6530.5,6435.75,6438.75,16660.0,96.83377308707124,-1
4,2018-12-19T13:40:00.000000,,,2018,2018-12-19,SHORT,fib50,1.0,6483.125,6541.5,6424.75,58.375,NO_ENTRY,0.0,0,0.0,0.0,no_entry_or_no_exit,6541.5,6493.0,6530.5,6530.5,6435.75,6438.75,16660.0,96.83377308707124,-1
4,2018-12-19T13:40:00.000000,,,2018,2018-12-19,SHORT,fib50,1.5,6483.125,6541.5,6395.5625,58.375,NO_ENTRY,0.0,0,0.0,0.0,no_entry_or_no_exit,6541.5,6493.0,6530.5,6530.5,6435.75,6438.75,16660.0,96.83377308707124,-1
4,2018-12-19T13:40:00.000000,,,2018,2018-12-19,SHORT,fib50,2.0,6483.125,6541.5,6366.375,58.375,NO_ENTRY,0.0,0,0.0,0.0,no_entry_or_no_exit,6541.5,6493.0,6530.5,6530.5,6435.75,6438.75,16660.0,96.83377308707124,-1
5,2018-12-19T14:00:00.000000,2018-12-19T14:10:00.000000,2018-12-19T17:20:00.000000,2018,2018-12-19,SHORT,fib382,1.0,6371.5325,6541.5,6201.5650000000005,169.96749999999975,WIN,10.282500000000255,24,49.782500000000255,-22.217499999999745,time_exit,6541.5,6493.0,6397.5,6398.75,6327.5,6329.0,18221.0,96.14035087719299,-1
5,2018-12-19T14:00:00.000000,2018-12-19T14:10:00.000000,2018-12-19T17:20:00.000000,2018,2018-12-19,SHORT,fib382,1.5,6371.5325,6541.5,6116.581250000001,169.96749999999975,WIN,10.282500000000255,24,49.782500000000255,-22.217499999999745,time_exit,6541.5,6493.0,6397.5,6398.75,6327.5,6329.0,18221.0,96.14035087719299,-1
5,2018-12-19T14:00:00.000000,2018-12-19T14:10:00.000000,2018-12-19T17:20:00.000000,2018,2018-12-19,SHORT,fib382,2.0,6371.5325,6541.5,6031.597500000001,169.96749999999975,WIN,10.282500000000255,24,49.782500000000255,-22.217499999999745,time_exit,6541.5,6493.0,6397.5,6398.75,6327.5,6329.0,18221.0,96.14035087719299,-1
5,2018-12-19T14:00:00.000000,2018-12-19T14:05:00.000000,2018-12-19T17:15:00.000000,2018,2018-12-19,SHORT,fib50,1.0,6363.125,6541.5,6184.75,178.375,WIN,4.125,24,61.875,-30.625,time_exit,6541.5,6493.0,6397.5,6398.75,6327.5,6329.0,18221.0,96.14035087719299,-1
5,2018-12-19T14:00:00.000000,2018-12-19T14:05:00.000000,2018-12-19T17:15:00.000000,2018,2018-12-19,SHORT,fib50,1.5,6363.125,6541.5,6095.5625,178.375,WIN,4.125,24,61.875,-30.625,time_exit,6541.5,6493.0,6397.5,6398.75,6327.5,6329.0,18221.0,96.14035087719299,-1
5,2018-12-19T14:00:00.000000,2018-12-19T14:05:00.000000,2018-12-19T17:15:00.000000,2018,2018-12-19,SHORT,fib50,2.0,6363.125,6541.5,6006.375,178.375,WIN,4.125,24,61.875,-30.625,time_exit,6541.5,6493.0,6397.5,6398.75,6327.5,6329.0,18221.0,96.14035087719299,-1
7,2019-08-01T11:25:00.000000,,,2019,2019-08-01,SHORT,fib382,1.0,7971.423,7978.5,7964.346,7.0770000000002256,NO_ENTRY,0.0,0,0.0,0.0,no_entry_or_no_exit,7978.5,7962.75,7998.5,7999.5,7926.0,7933.0,27917.0,89.1156462585034,-1
7,2019-08-01T11:25:00.000000,,,2019,2019-08-01,SHORT,fib382,1.5,7971.423,7978.5,7960.807499999999,7.0770000000002256,NO_ENTRY,0.0,0,0.0,0.0,no_entry_or_no_exit,7978.5,7962.75,7998.5,7999.5,7926.0,7933.0,27917.0,89.1156462585034,-1
7,2019-08-01T11:25:00.000000,,,2019,2019-08-01,SHORT,fib382,2.0,7971.423,7978.5,7957.268999999999,7.0770000000002256,NO_ENTRY,0.0,0,0.0,0.0,no_entry_or_no_exit,7978.5,7962.75,7998.5,7999.5,7926.0,7933.0,27917.0,89.1156462585034,-1
7,2019-08-01T11:25:00.000000,,,2019,2019-08-01,SHORT,fib50,1.0,7962.75,7978.5,7947.0,15.75,NO_ENTRY,0.0,0,0.0,0.0,no_entry_or_no_exit,7978.5,7962.75,7998.5,7999.5,7926.0,7933.0,27917.0,89.1156462585034,-1
7,2019-08-01T11:25:00.000000,,,2019,2019-08-01,SHORT,fib50,1.5,7962.75,7978.5,7939.125,15.75,NO_ENTRY,0.0,0,0.0,0.0,no_entry_or_no_exit,7978.5,7962.75,7998.5,7999.5,7926.0,7933.0,27917.0,89.1156462585034,-1
7,2019-08-01T11:25:00.000000,,,2019,2019-08-01,SHORT,fib50,2.0,7962.75,7978.5,7931.25,15.75,NO_ENTRY,0.0,0,0.0,0.0,no_entry_or_no_exit,7978.5,7962.75,7998.5,7999.5,7926.0,7933.0,27917.0,89.1156462585034,-1
8,2019-08-23T09:00:00.000000,,,2019,2019-08-23,SHORT,fib382,1.0,7672.3925,7731.75,7613.035,59.35750000000007,NO_ENTRY,0.0,0,0.0,0.0,no_entry_or_no_exit,7731.75,7676.5,7699.0,7707.25,7616.0,7633.5,26163.0,71.78082191780823,-1
8,2019-08-23T09:00:00.000000,,,2019,2019-08-23,SHORT,fib382,1.5,7672.3925,7731.75,7583.35625,59.35750000000007,NO_ENTRY,0.0,0,0.0,0.0,no_entry_or_no_exit,7731.75,7676.5,7699.0,7707.25,7616.0,7633.5,26163.0,71.78082191780823,-1
8,2019-08-23T09:00:00.000000,,,2019,2019-08-23,SHORT,fib382,2.0,7672.3925,7731.75,7553.6775,59.35750000000007,NO_ENTRY,0.0,0,0.0,0.0,no_entry_or_no_exit,7731.75,7676.5,7699.0,7707.25,7616.0,7633.5,26163.0,71.78082191780823,-1
8,2019-08-23T09:00:00.000000,,,2019,2019-08-23,SHORT,fib50,1.0,7661.625,7731.75,7591.5,70.125,NO_ENTRY,0.0,0,0.0,0.0,no_entry_or_no_exit,7731.75,7676.5,7699.0,7707.25,7616.0,7633.5,26163.0,71.78082191780823,-1
8,2019-08-23T09:00:00.000000,,,2019,2019-08-23,SHORT,fib50,1.5,7661.625,7731.75,7556.4375,70.125,NO_ENTRY,0.0,0,0.0,0.0,no_entry_or_no_exit,7731.75,7676.5,7699.0,7707.25,7616.0,7633.5,26163.0,71.78082191780823,-1
8,2019-08-23T09:00:00.000000,,,2019,2019-08-23,SHORT,fib50,2.0,7661.625,7731.75,7521.375,70.125,NO_ENTRY,0.0,0,0.0,0.0,no_entry_or_no_exit,7731.75,7676.5,7699.0,7707.25,7616.0,7633.5,26163.0,71.78082191780823,-1
9,2020-03-02T10:10:00.000000,2020-03-02T13:40:00.000000,2020-03-02T14:20:00.000000,2020,2020-03-02,LONG,fib382,1.0,8594.1865,8485.0,8703.373,109.1864999999998,WIN,109.1864999999998,9,110.3135000000002,-20.936499999999796,target,8596.0,8485.0,8566.75,8641.0,8565.25,8636.25,15367.0,91.74917491749174,1
9,2020-03-02T10:10:00.000000,2020-03-02T13:40:00.000000,2020-03-02T14:45:00.000000,2020,2020-03-02,LONG,fib382,1.5,8594.1865,8485.0,8757.96625,109.1864999999998,WIN,163.7797499999997,14,188.0635000000002,-20.936499999999796,target,8596.0,8485.0,8566.75,8641.0,8565.25,8636.25,15367.0,91.74917491749174,1
9,2020-03-02T10:10:00.000000,2020-03-02T13:40:00.000000,2020-03-02T14:50:00.000000,2020,2020-03-02,LONG,fib382,2.0,8594.1865,8485.0,8812.5595,109.1864999999998,WIN,218.3729999999996,15,260.0635000000002,-20.936499999999796,target,8596.0,8485.0,8566.75,8641.0,8565.25,8636.25,15367.0,91.74917491749174,1
9,2020-03-02T10:10:00.000000,2020-03-02T13:40:00.000000,2020-03-02T14:35:00.000000,2020,2020-03-02,LONG,fib50,1.0,8603.125,8485.0,8721.25,118.125,WIN,118.125,12,144.375,-29.875,target,8596.0,8485.0,8566.75,8641.0,8565.25,8636.25,15367.0,91.74917491749174,1
9,2020-03-02T10:10:00.000000,2020-03-02T13:40:00.000000,2020-03-02T14:45:00.000000,2020,2020-03-02,LONG,fib50,1.5,8603.125,8485.0,8780.3125,118.125,WIN,177.1875,14,179.125,-29.875,target,8596.0,8485.0,8566.75,8641.0,8565.25,8636.25,15367.0,91.74917491749174,1
9,2020-03-02T10:10:00.000000,2020-03-02T13:40:00.000000,2020-03-02T14:50:00.000000,2020,2020-03-02,LONG,fib50,2.0,8603.125,8485.0,8839.375,118.125,WIN,236.25,15,251.125,-29.875,target,8596.0,8485.0,8566.75,8641.0,8565.25,8636.25,15367.0,91.74917491749174,1
10,2020-03-02T14:50:00.000000,2020-03-02T15:10:00.000000,2020-03-02T18:20:00.000000,2020,2020-03-02,LONG,fib382,1.0,8808.3635,8485.0,9131.726999999999,323.3634999999995,WIN,61.136500000000524,24,83.38650000000052,-26.863499999999476,time_exit,8596.0,8485.0,8780.0,8854.25,8780.0,8852.25,19619.0,97.3063973063973,1
10,2020-03-02T14:50:00.000000,2020-03-02T15:10:00.000000,2020-03-02T18:20:00.000000,2020,2020-03-02,LONG,fib382,1.5,8808.3635,8485.0,9293.408749999999,323.3634999999995,WIN,61.136500000000524,24,83.38650000000052,-26.863499999999476,time_exit,8596.0,8485.0,8780.0,8854.25,8780.0,8852.25,19619.0,97.3063973063973,1
10,2020-03-02T14:50:00.000000,2020-03-02T15:10:00.000000,2020-03-02T18:20:00.000000,2020,2020-03-02,LONG,fib382,2.0,8808.3635,8485.0,9455.090499999998,323.3634999999995,WIN,61.136500000000524,24,83.38650000000052,-26.863499999999476,time_exit,8596.0,8485.0,8780.0,8854.25,8780.0,8852.25,19619.0,97.3063973063973,1
10,2020-03-02T14:50:00.000000,2020-03-02T15:10:00.000000,2020-03-02T18:20:00.000000,2020,2020-03-02,LONG,fib50,1.0,8817.125,8485.0,9149.25,332.125,WIN,52.375,24,74.625,-35.625,time_exit,8596.0,8485.0,8780.0,8854.25,8780.0,8852.25,19619.0,97.3063973063973,1
10,2020-03-02T14:50:00.000000,2020-03-02T15:10:00.000000,2020-03-02T18:20:00.000000,2020,2020-03-02,LONG,fib50,1.5,8817.125,8485.0,9315.3125,332.125,WIN,52.375,24,74.625,-35.625,time_exit,8596.0,8485.0,8780.0,8854.25,8780.0,8852.25,19619.0,97.3063973063973,1
10,2020-03-02T14:50:00.000000,2020-03-02T15:10:00.000000,2020-03-02T18:20:00.000000,2020,2020-03-02,LONG,fib50,2.0,8817.125,8485.0,9481.375,332.125,WIN,52.375,24,74.625,-35.625,time_exit,8596.0,8485.0,8780.0,8854.25,8780.0,8852.25,19619.0,97.3063973063973,1
11,2020-03-03T09:00:00.000000,2020-03-03T09:10:00.000000,2020-03-03T09:10:00.000000,2020,2020-03-03,LONG,fib382,1.0,8862.214,8801.5,8922.928,60.71399999999994,WIN,60.71399999999994,1,107.78600000000006,-5.213999999999942,target,8904.0,8801.5,8780.25,9002.5,8775.5,8978.5,25436.0,87.33480176211454,1
11,2020-03-03T09:00:00.000000,2020-03-03T09:10:00.000000,2020-03-03T09:10:00.000000,2020,2020-03-03,LONG,fib382,1.5,8862.214,8801.5,8953.285,60.71399999999994,WIN,91.07099999999991,1,107.78600000000006,-5.213999999999942,target,8904.0,8801.5,8780.25,9002.5,8775.5,8978.5,25436.0,87.33480176211454,1
11,2020-03-03T09:00:00.000000,2020-03-03T09:10:00.000000,2020-03-03T10:10:00.000000,2020,2020-03-03,LONG,fib382,2.0,8862.214,8801.5,8983.642,60.71399999999994,LOSS,-60.71399999999994,13,107.78600000000006,-76.46399999999994,stop,8904.0,8801.5,8780.25,9002.5,8775.5,8978.5,25436.0,87.33480176211454,1
11,2020-03-03T09:00:00.000000,2020-03-03T09:10:00.000000,2020-03-03T10:10:00.000000,2020,2020-03-03,LONG,fib50,1.0,8889.0,8801.5,8976.5,87.5,LOSS,-87.5,13,81.0,-103.25,stop,8904.0,8801.5,8780.25,9002.5,8775.5,8978.5,25436.0,87.33480176211454,1
11,2020-03-03T09:00:00.000000,2020-03-03T09:10:00.000000,2020-03-03T10:10:00.000000,2020,2020-03-03,LONG,fib50,1.5,8889.0,8801.5,9020.25,87.5,LOSS,-87.5,13,81.0,-103.25,stop,8904.0,8801.5,8780.25,9002.5,8775.5,8978.5,25436.0,87.33480176211454,1
11,2020-03-03T09:00:00.000000,2020-03-03T09:10:00.000000,2020-03-03T10:10:00.000000,2020,2020-03-03,LONG,fib50,2.0,8889.0,8801.5,9064.0,87.5,LOSS,-87.5,13,81.0,-103.25,stop,8904.0,8801.5,8780.25,9002.5,8775.5,8978.5,25436.0,87.33480176211454,1
12,2020-03-03T12:40:00.000000,2020-03-03T14:00:00.000000,2020-03-03T17:10:00.000000,2020,2020-03-03,SHORT,fib382,1.0,8662.2825,8904.0,8420.564999999999,241.71750000000065,WIN,138.53249999999935,24,154.03249999999935,-42.217500000000655,time_exit,8904.0,8801.5,8686.5,8689.5,8618.25,8620.0,11065.0,93.33333333333333,-1
12,2020-03-03T12:40:00.000000,2020-03-03T14:00:00.000000,2020-03-03T17:10:00.000000,2020,2020-03-03,SHORT,fib382,1.5,8662.2825,8904.0,8299.70625,241.71750000000065,WIN,138.53249999999935,24,154.03249999999935,-42.217500000000655,time_exit,8904.0,8801.5,8686.5,8689.5,8618.25,8620.0,11065.0,93.33333333333333,-1
12,2020-03-03T12:40:00.000000,2020-03-03T14:00:00.000000,2020-03-03T17:10:00.000000,2020,2020-03-03,SHORT,fib382,2.0,8662.2825,8904.0,8178.847499999998,241.71750000000065,WIN,138.53249999999935,24,154.03249999999935,-42.217500000000655,time_exit,8904.0,8801.5,8686.5,8689.5,8618.25,8620.0,11065.0,93.33333333333333,-1
12,2020-03-03T12:40:00.000000,2020-03-03T14:00:00.000000,2020-03-03T17:10:00.000000,2020,2020-03-03,SHORT,fib50,1.0,8653.875,8904.0,8403.75,250.125,WIN,130.125,24,145.625,-50.625,time_exit,8904.0,8801.5,8686.5,8689.5,8618.25,8620.0,11065.0,93.33333333333333,-1
12,2020-03-03T12:40:00.000000,2020-03-03T14:00:00.000000,2020-03-03T17:10:00.000000,2020,2020-03-03,SHORT,fib50,1.5,8653.875,8904.0,8278.6875,250.125,WIN,130.125,24,145.625,-50.625,time_exit,8904.0,8801.5,8686.5,8689.5,8618.25,8620.0,11065.0,93.33333333333333,-1
12,2020-03-03T12:40:00.000000,2020-03-03T14:00:00.000000,2020-03-03T17:10:00.000000,2020,2020-03-03,SHORT,fib50,2.0,8653.875,8904.0,8153.625,250.125,WIN,130.125,24,145.625,-50.625,time_exit,8904.0,8801.5,8686.5,8689.5,8618.25,8620.0,11065.0,93.33333333333333,-1
16,2020-03-09T13:55:00.000000,2020-03-09T16:55:00.000000,2020-03-09T17:50:00.000000,2020,2020-03-09,SHORT,fib382,1.0,8002.82,8134.5,7871.139999999999,131.6800000000003,LOSS,-131.6800000000003,12,30.56999999999971,-136.1800000000003,stop,8134.5,8076.75,8042.5,8046.75,7931.75,7933.25,13793.0,95.0,-1
16,2020-03-09T13:55:00.000000,2020-03-09T16:55:00.000000,2020-03-09T17:50:00.000000,2020,2020-03-09,SHORT,fib382,1.5,8002.82,8134.5,7805.299999999999,131.6800000000003,LOSS,-131.6800000000003,12,30.56999999999971,-136.1800000000003,stop,8134.5,8076.75,8042.5,8046.75,7931.75,7933.25,13793.0,95.0,-1
16,2020-03-09T13:55:00.000000,2020-03-09T16:55:00.000000,2020-03-09T17:50:00.000000,2020,2020-03-09,SHORT,fib382,2.0,8002.82,8134.5,7739.459999999999,131.6800000000003,LOSS,-131.6800000000003,12,30.56999999999971,-136.1800000000003,stop,8134.5,8076.75,8042.5,8046.75,7931.75,7933.25,13793.0,95.0,-1
16,2020-03-09T13:55:00.000000,2020-03-09T16:55:00.000000,2020-03-09T17:50:00.000000,2020,2020-03-09,SHORT,fib50,1.0,7989.25,8134.5,7844.0,145.25,LOSS,-145.25,12,17.0,-149.75,stop,8134.5,8076.75,8042.5,8046.75,7931.75,7933.25,13793.0,95.0,-1
16,2020-03-09T13:55:00.000000,2020-03-09T16:55:00.000000,2020-03-09T17:50:00.000000,2020,2020-03-09,SHORT,fib50,1.5,7989.25,8134.5,7771.375,145.25,LOSS,-145.25,12,17.0,-149.75,stop,8134.5,8076.75,8042.5,8046.75,7931.75,7933.25,13793.0,95.0,-1
16,2020-03-09T13:55:00.000000,2020-03-09T16:55:00.000000,2020-03-09T17:50:00.000000,2020,2020-03-09,SHORT,fib50,2.0,7989.25,8134.5,7698.75,145.25,LOSS,-145.25,12,17.0,-149.75,stop,8134.5,8076.75,8042.5,8046.75,7931.75,7933.25,13793.0,95.0,-1
18,2020-03-12T11:00:00.000000,2020-03-12T11:10:00.000000,2020-03-12T11:10:00.000000,2020,2020-03-12,LONG,fib382,1.0,7621.062,7511.25,7730.874,109.8119999999999,LOSS,-109.8119999999999,1,84.9380000000001,-113.8119999999999,stop,7581.5,7511.25,7592.0,7770.0,7529.0,7759.0,18691.0,69.29460580912863,1
18,2020-03-12T11:00:00.000000,2020-03-12T11:10:00.000000,2020-03-12T11:10:00.000000,2020,2020-03-12,LONG,fib382,1.5,7621.062,7511.25,7785.78,109.8119999999999,LOSS,-109.8119999999999,1,84.9380000000001,-113.8119999999999,stop,7581.5,7511.25,7592.0,7770.0,7529.0,7759.0,18691.0,69.29460580912863,1
18,2020-03-12T11:00:00.000000,2020-03-12T11:10:00.000000,2020-03-12T11:10:00.000000,2020,2020-03-12,LONG,fib382,2.0,7621.062,7511.25,7840.686,109.8119999999999,LOSS,-109.8119999999999,1,84.9380000000001,-113.8119999999999,stop,7581.5,7511.25,7592.0,7770.0,7529.0,7759.0,18691.0,69.29460580912863,1
18,2020-03-12T11:00:00.000000,2020-03-12T11:05:00.000000,2020-03-12T11:05:00.000000,2020,2020-03-12,LONG,fib50,1.0,7649.5,7511.25,7787.75,138.25,WIN,138.25,1,163.5,-6.75,target,7581.5,7511.25,7592.0,7770.0,7529.0,7759.0,18691.0,69.29460580912863,1
18,2020-03-12T11:00:00.000000,2020-03-12T11:05:00.000000,2020-03-12T11:10:00.000000,2020,2020-03-12,LONG,fib50,1.5,7649.5,7511.25,7856.875,138.25,LOSS,-138.25,2,163.5,-142.25,stop,7581.5,7511.25,7592.0,7770.0,7529.0,7759.0,18691.0,69.29460580912863,1
18,2020-03-12T11:00:00.000000,2020-03-12T11:05:00.000000,2020-03-12T11:10:00.000000,2020,2020-03-12,LONG,fib50,2.0,7649.5,7511.25,7926.0,138.25,LOSS,-138.25,2,163.5,-142.25,stop,7581.5,7511.25,7592.0,7770.0,7529.0,7759.0,18691.0,69.29460580912863,1
19,2020-03-12T11:35:00.000000,2020-03-12T11:45:00.000000,2020-03-12T12:00:00.000000,2020,2020-03-12,SHORT,fib382,1.0,7516.23,7581.5,7450.959999999999,65.27000000000044,LOSS,-65.27000000000044,4,64.72999999999956,-65.52000000000044,stop,7581.5,7511.25,7554.25,7558.25,7448.25,7452.25,10280.0,92.72727272727272,-1
19,2020-03-12T11:35:00.000000,2020-03-12T11:45:00.000000,2020-03-12T12:00:00.000000,2020,2020-03-12,SHORT,fib382,1.5,7516.23,7581.5,7418.324999999999,65.27000000000044,LOSS,-65.27000000000044,4,64.72999999999956,-65.52000000000044,stop,7581.5,7511.25,7554.25,7558.25,7448.25,7452.25,10280.0,92.72727272727272,-1
19,2020-03-12T11:35:00.000000,2020-03-12T11:45:00.000000,2020-03-12T12:00:00.000000,2020,2020-03-12,SHORT,fib382,2.0,7516.23,7581.5,7385.689999999999,65.27000000000044,LOSS,-65.27000000000044,4,64.72999999999956,-65.52000000000044,stop,7581.5,7511.25,7554.25,7558.25,7448.25,7452.25,10280.0,92.72727272727272,-1
19,2020-03-12T11:35:00.000000,2020-03-12T11:45:00.000000,2020-03-12T12:00:00.000000,2020,2020-03-12,SHORT,fib50,1.0,7503.25,7581.5,7425.0,78.25,LOSS,-78.25,4,51.75,-78.5,stop,7581.5,7511.25,7554.25,7558.25,7448.25,7452.25,10280.0,92.72727272727272,-1
19,2020-03-12T11:35:00.000000,2020-03-12T11:45:00.000000,2020-03-12T12:00:00.000000,2020,2020-03-12,SHORT,fib50,1.5,7503.25,7581.5,7385.875,78.25,LOSS,-78.25,4,51.75,-78.5,stop,7581.5,7511.25,7554.25,7558.25,7448.25,7452.25,10280.0,92.72727272727272,-1
19,2020-03-12T11:35:00.000000,2020-03-12T11:45:00.000000,2020-03-12T12:00:00.000000,2020,2020-03-12,SHORT,fib50,2.0,7503.25,7581.5,7346.75,78.25,LOSS,-78.25,4,51.75,-78.5,stop,7581.5,7511.25,7554.25,7558.25,7448.25,7452.25,10280.0,92.72727272727272,-1
20,2020-03-12T13:55:00.000000,,,2020,2020-03-12,SHORT,fib382,1.0,7327.781,7581.5,7074.062,253.71900000000005,NO_ENTRY,0.0,0,0.0,0.0,no_entry_or_no_exit,7581.5,7511.25,7377.25,7377.25,7247.75,7260.5,26886.0,90.15444015444015,-1
20,2020-03-12T13:55:00.000000,,,2020,2020-03-12,SHORT,fib382,1.5,7327.781,7581.5,6947.202499999999,253.71900000000005,NO_ENTRY,0.0,0,0.0,0.0,no_entry_or_no_exit,7581.5,7511.25,7377.25,7377.25,7247.75,7260.5,26886.0,90.15444015444015,-1
