date,entry_time,side,entry,stop,target,exit_price,outcome,risk_points,pnl_points,rr,mfe,mae,swept_levels,below_dol,below_vwap,year,month
2024-02-08,2024-02-08 08:41:00,short,17826.25,17844.0,17790.75,17844.0,loss,17.75,-17.75,-1.0,18.25,-18.5,PMH,True,True,2024,2024-02
2024-02-08,2024-02-08 09:31:00,short,17827.75,17842.5,17798.25,17842.5,loss,14.75,-14.75,-1.0,3.75,-14.75,PMH,True,True,2024,2024-02
2024-03-20,2024-03-20 08:36:00,short,18272.75,18286.0,18246.25,18286.0,loss,13.25,-13.25,-1.0,23.75,-15.0,ASIA_HIGH,True,True,2024,2024-03
2024-04-16,2024-04-16 11:31:00,short,17847.75,17908.0,17727.25,17908.0,loss,60.25,-60.25,-1.0,29.75,-67.0,ASIA_HIGH,True,True,2024,2024-04
2024-04-16,2024-04-16 11:38:00,short,17873.5,17904.0,17812.5,17904.0,loss,30.5,-30.5,-1.0,4.75,-46.0,ASIA_HIGH,True,True,2024,2024-04
2024-05-16,2024-05-16 11:22:00,short,18694.0,18720.75,18640.5,18687.25,win,26.75,6.75,0.25,33.0,-19.5,PDH,True,True,2024,2024-05
2024-05-22,2024-05-22 10:47:00,short,18809.0,18817.75,18791.5,18791.5,win,8.75,17.5,2.0,18.5,-0.5,PDH,True,True,2024,2024-05
2024-06-19,2024-06-19 08:34:00,short,20227.75,20231.75,20219.75,20231.75,loss,4.0,-4.0,-1.0,4.25,-4.25,ASIA_HIGH,True,True,2024,2024-06
2024-06-26,2024-06-26 09:00:00,short,19974.75,19993.25,19937.75,19937.75,win,18.5,37.0,2.0,44.5,-10.0,PDH,True,True,2024,2024-06
2024-07-23,2024-07-23 08:39:00,short,19977.25,20005.0,19921.75,20005.0,loss,27.75,-27.75,-1.0,3.25,-33.25,ASIA_HIGH,True,True,2024,2024-07
2024-07-23,2024-07-23 10:24:00,short,19963.25,19997.25,19895.25,19964.25,loss,34.0,-1.0,-0.03,47.5,-15.75,ASIA_HIGH,True,True,2024,2024-07
2024-09-17,2024-09-17 10:23:00,short,19675.0,19699.25,19626.5,19699.25,loss,24.25,-24.25,-1.0,33.75,-25.75,ASIA_HIGH,True,True,2024,2024-09
2024-09-25,2024-09-25 10:06:00,short,20184.25,20200.0,20152.75,20200.0,loss,15.75,-15.75,-1.0,14.5,-17.5,ASIA_HIGH,True,True,2024,2024-09
2024-10-10,2024-10-10 11:52:00,short,20403.5,20424.75,20361.0,20424.75,loss,21.25,-21.25,-1.0,25.0,-24.0,PMH,True,True,2024,2024-10
2024-10-21,2024-10-21 08:40:00,short,20448.75,20478.5,20389.25,20389.25,win,29.75,59.5,2.0,66.75,-8.0,LONDON_HIGH,True,True,2024,2024-10
2024-11-08,2024-11-08 09:05:00,short,21191.0,21216.75,21139.5,21183.25,win,25.75,7.75,0.3,29.75,-20.5,PMH,True,True,2024,2024-11
2024-11-25,2024-11-25 08:54:00,short,20931.75,20980.25,20834.75,20912.0,win,48.5,19.75,0.41,62.5,-26.75,ASIA_HIGH,True,True,2024,2024-11
2024-12-09,2024-12-09 08:34:00,short,21604.5,21637.0,21539.5,21637.0,loss,32.5,-32.5,-1.0,17.0,-35.75,PMH,True,True,2024,2024-12
2025-01-23,2025-01-23 11:32:00,short,21914.5,21928.75,21886.0,21928.75,loss,14.25,-14.25,-1.0,14.25,-20.25,PMH,True,True,2025,2025-01
2025-02-03,2025-02-03 09:11:00,short,21159.0,21203.25,21070.5,21203.25,loss,44.25,-44.25,-1.0,45.75,-45.0,ASIA_HIGH,True,True,2025,2025-02
2025-02-05,2025-02-05 09:04:00,short,21519.25,21575.0,21407.75,21575.0,loss,55.75,-55.75,-1.0,18.25,-64.75,PMH|LONDON_HIGH,True,True,2025,2025-02
2025-02-06,2025-02-06 09:40:00,short,21763.25,21835.0,21619.75,21779.0,loss,71.75,-15.75,-0.22,23.0,-51.75,PDH|PMH|ASIA_HIGH|LONDON_HIGH,True,True,2025,2025-02
2025-02-13,2025-02-13 08:39:00,short,21838.0,21899.0,21716.0,21899.0,loss,61.0,-61.0,-1.0,3.25,-70.25,PDH,True,True,2025,2025-02
2025-02-27,2025-02-27 08:42:00,short,21242.75,21279.0,21170.25,21170.25,win,36.25,72.5,2.0,72.5,-3.5,ASIA_HIGH,True,True,2025,2025-02
2025-02-28,2025-02-28 11:43:00,short,20637.5,20680.0,20552.5,20552.5,win,42.5,85.0,2.0,87.0,-9.0,PMH,True,True,2025,2025-02
2025-03-03,2025-03-03 08:50:00,short,20941.5,20986.0,20852.5,20852.5,win,44.5,89.0,2.0,94.25,-22.0,PDH,True,True,2025,2025-03
2025-03-03,2025-03-03 10:26:00,short,20928.25,20979.5,20825.75,20947.25,loss,51.25,-19.0,-0.37,97.25,-26.25,PDH,True,True,2025,2025-03
2025-03-04,2025-03-04 08:40:00,short,20357.5,20415.25,20242.0,20242.0,win,57.75,115.5,2.0,130.0,-55.5,PMH,True,True,2025,2025-03
2025-03-06,2025-03-06 10:27:00,short,20378.75,20418.0,20300.25,20418.0,loss,39.25,-39.25,-1.0,29.75,-60.5,PMH,True,True,2025,2025-03
2025-04-30,2025-04-30 08:51:00,short,19293.0,19332.5,19214.0,19332.5,loss,39.5,-39.5,-1.0,8.0,-40.5,PMH,True,True,2025,2025-04
2025-05-21,2025-05-21 11:21:00,short,21321.0,21380.25,21202.5,21202.5,win,59.25,118.5,2.0,126.25,-19.25,LONDON_HIGH,True,True,2025,2025-05
2025-06-05,2025-06-05 08:33:00,short,21745.5,21781.5,21673.5,21781.5,loss,36.0,-36.0,-1.0,41.5,-50.75,ASIA_HIGH,True,True,2025,2025-06
2025-06-11,2025-06-11 11:44:00,short,21961.25,21994.25,21895.25,21895.25,win,33.0,66.0,2.0,69.5,-21.75,PDH,True,True,2025,2025-06
2025-07-04,2025-07-04 09:04:00,short,22934.25,22941.75,22919.25,22919.25,win,7.5,15.0,2.0,22.0,-5.0,PMH,True,True,2025,2025-07
2025-08-07,2025-08-07 11:03:00,short,23452.75,23482.5,23393.25,23393.25,win,29.75,59.5,2.0,64.75,-12.0,PDH,True,True,2025,2025-08
2025-09-03,2025-09-03 12:01:00,short,23339.75,23367.0,23285.25,23331.5,win,27.25,8.25,0.3,21.5,-25.25,ASIA_HIGH,True,True,2025,2025-09
2025-11-04,2025-11-04 10:41:00,short,25758.5,25789.25,25697.0,25789.25,loss,30.75,-30.75,-1.0,2.75,-37.0,PMH,True,True,2025,2025-11
2025-11-04,2025-11-04 10:57:00,short,25730.0,25768.25,25653.5,25653.5,win,38.25,76.5,2.0,87.75,-27.75,PMH,True,True,2025,2025-11
2025-11-17,2025-11-17 09:08:00,short,25116.0,25153.25,25041.5,25153.25,loss,37.25,-37.25,-1.0,62.25,-42.0,PMH,True,True,2025,2025-11
2025-11-18,2025-11-18 08:35:00,short,24743.75,24803.75,24623.75,24623.75,win,60.0,120.0,2.0,120.25,-42.75,PMH,True,True,2025,2025-11
2025-11-20,2025-11-20 10:19:00,short,24941.75,24991.0,24843.25,24843.25,win,49.25,98.5,2.0,108.5,-35.25,PDH,True,True,2025,2025-11
2025-12-01,2025-12-01 08:40:00,short,25260.25,25307.25,25166.25,25307.25,loss,47.0,-47.0,-1.0,51.0,-55.75,PMH,True,True,2025,2025-12
2025-12-04,2025-12-04 08:32:00,short,25647.75,25679.5,25584.25,25584.25,win,31.75,63.5,2.0,87.75,-20.0,ASIA_HIGH,True,True,2025,2025-12
2025-12-04,2025-12-04 08:34:00,short,25618.75,25668.75,25518.75,25595.75,win,50.0,23.0,0.46,98.25,-24.0,ASIA_HIGH,True,True,2025,2025-12
2025-12-29,2025-12-29 08:46:00,short,25747.25,25794.5,25652.75,25749.5,loss,47.25,-2.25,-0.05,85.5,-29.25,PMH,True,True,2025,2025-12
2026-01-09,2026-01-09 08:49:00,short,25688.0,25765.75,25532.5,25765.75,loss,77.75,-77.75,-1.0,72.5,-82.0,ASIA_HIGH,True,True,2026,2026-01
2026-01-13,2026-01-13 09:03:00,short,25905.75,25954.25,25808.75,25954.25,loss,48.5,-48.5,-1.0,13.0,-52.0,LONDON_HIGH,True,True,2026,2026-01
2026-01-13,2026-01-13 11:51:00,short,25924.75,25948.75,25876.75,25876.75,win,24.0,48.0,2.0,51.5,-1.25,LONDON_HIGH,True,True,2026,2026-01
2026-01-20,2026-01-20 08:41:00,short,25251.5,25305.0,25144.5,25305.0,loss,53.5,-53.5,-1.0,6.75,-59.25,PMH,True,True,2026,2026-01
2026-01-23,2026-01-23 08:33:00,short,25599.75,25649.0,25501.25,25649.0,loss,49.25,-49.25,-1.0,37.25,-58.75,PMH,True,True,2026,2026-01
2026-01-28,2026-01-28 10:52:00,short,26110.75,26131.25,26069.75,26131.25,loss,20.5,-20.5,-1.0,10.0,-25.0,PDH,True,True,2026,2026-01
2026-01-30,2026-01-30 09:37:00,short,25835.5,25892.5,25721.5,25892.5,loss,57.0,-57.0,-1.0,2.25,-58.75,PMH,True,True,2026,2026-01
2026-02-05,2026-02-05 08:42:00,short,24855.75,24930.75,24705.75,24930.75,loss,75.0,-75.0,-1.0,13.5,-80.25,PMH,True,True,2026,2026-02
2026-02-19,2026-02-19 09:22:00,short,24860.5,24918.0,24745.5,24918.0,loss,57.5,-57.5,-1.0,3.25,-61.0,PMH,True,True,2026,2026-02
2026-02-19,2026-02-19 09:51:00,short,24876.75,24921.75,24786.75,24921.75,loss,45.0,-45.0,-1.0,14.5,-51.25,PMH,True,True,2026,2026-02
2026-02-19,2026-02-19 10:29:00,short,24878.5,24905.5,24824.5,24905.5,loss,27.0,-27.0,-1.0,5.75,-28.25,PMH,True,True,2026,2026-02
2026-02-19,2026-02-19 10:45:00,short,24842.0,24883.0,24760.0,24883.0,loss,41.0,-41.0,-1.0,40.75,-47.0,PMH,True,True,2026,2026-02
2026-03-03,2026-03-03 08:35:00,short,24529.0,24596.0,24395.0,24596.0,loss,67.0,-67.0,-1.0,26.5,-91.0,PMH,True,True,2026,2026-03
2026-03-05,2026-03-05 08:41:00,short,25063.5,25104.5,24981.5,25104.5,loss,41.0,-41.0,-1.0,4.25,-48.0,PMH,True,True,2026,2026-03
2026-03-05,2026-03-05 11:08:00,short,25061.25,25093.0,24997.75,24997.75,win,31.75,63.5,2.0,67.25,-12.5,PMH,True,True,2026,2026-03
2026-04-23,2026-04-23 11:02:00,short,27028.0,27100.0,26884.0,26884.0,win,72.0,144.0,2.0,145.75,-23.0,LONDON_HIGH,True,True,2026,2026-04
