trades_taken,wins,losses_or_breakeven,tp1_hits,tp2_hits,tp3_hits,stopped_count,eod_closed_count,stop_capped_count,ambiguous_bar_total,trades_with_ambiguity,entry_bar_ambiguous_trades,stop_tp_same_bar_total,be_tp_same_bar_total,gross_profit_contract_points,gross_loss_contract_points,net_contract_points,net_profit_3_mnq_dollars,avg_contract_points_per_trade,avg_dollars_per_trade,biggest_loss_contract_points,biggest_loss_dollars,largest_open_adverse_points,win_rate_pct,profit_factor,max_sl,total_2026_4h_fvgs,touch_candidates,skipped_due_to_active_trade,no_touch
140,133,7,130,82,67,67,6,59,13,13,1,1,12,12569.5,429.0,12140.5,24281.0,86.71785714285714,173.43571428571428,-130.5,-261.0,-81.5,95.0,29.2995337995338,75.0,149,145,5,4
