trades_taken,wins,losses_or_breakeven,tp1_hits,tp2_hits,tp3_hits,stopped_count,eod_closed_count,stop_capped_count,ambiguous_bar_total,trades_with_ambiguity,gross_profit_contract_points,gross_loss_contract_points,net_contract_points,net_profit_3_mnq_dollars,avg_contract_points_per_trade,avg_dollars_per_trade,biggest_loss_contract_points,biggest_loss_dollars,largest_open_adverse_points,win_rate_pct,profit_factor,max_sl,total_2026_4h_fvgs,ny_morning_touch_candidates,outside_ny_morning,skipped_due_to_active_trade,no_touch
31,29,2,29,15,15,16,0,19,3,3,2600.0,120.0,2480.0,4960.0,80.0,160.0,-86.25,-172.5,-47.25,93.54838709677419,21.666666666666668,75.0,149,31,114,0,4
