label,trades,wins,losses,winrate,net_points,avg_trade,profit_factor,max_dd,first_trade,last_trade
no_lower_wick_filter,131,80,51,61.07,1059.66,8.09,3.39,-34.12,2018-10-12 10:09:00,2026-05-05 10:32:00
ref_q20_gt_0.02857,122,73,49,59.84,945.98,7.75,3.22,-34.12,2018-10-12 10:09:00,2026-05-05 10:32:00
ref_q25_gt_0.03509,120,71,49,59.17,915.23,7.63,3.14,-34.12,2018-10-12 10:09:00,2026-05-05 10:32:00
ref_q30_gt_0.04124,116,68,48,58.62,872.04,7.52,3.09,-34.12,2018-10-12 10:09:00,2026-05-05 10:32:00
ref_q35_gt_0.04545,112,64,48,57.14,800.16,7.14,2.91,-34.12,2018-10-12 10:09:00,2026-05-05 10:32:00
