zone_id,zone_type,zone_family,side,zone_time,trade_date,entry_time,exit_time,exit_reason,zone_low,zone_high,zone_mid,zone_size,entry,stop_initial,tp1,tp2,tp3,final_exit_price,initial_risk_points,initial_risk_dollars,tp1_hit,tp2_hit,tp3_hit,tp1_time,tp2_time,tp3_time,gross_points_3_contracts,pnl_dollars,mfe_points_from_entry,mae_points_from_entry,r_multiple,win,loss,breakeven
178,1h_FVG,FVG,LONG,2026-01-15T20:00:00.000000,2026-01-16,2026-01-16T08:56:00.000000,2026-01-16T08:56:00.000000,STOP,25762.25,25762.5,25762.38,0.25,25762.5,25761.0,25787.5,25812.5,25837.5,25761.0,1.5,9.0,false,false,false,,,,-4.5,-9.0,11.75,11.25,-1.0,false,true,false
185,30m_FVG,FVG,SHORT,2026-01-16T09:00:00.000000,2026-01-16,2026-01-16T09:07:00.000000,2026-01-16T09:19:00.000000,TP3,25765.5,25823.0,25794.25,57.5,25765.5,25824.25,25740.5,25715.5,25690.5,25690.5,58.75,352.5,true,true,true,2026-01-16T09:12:00.000000,2026-01-16T09:14:00.000000,2026-01-16T09:19:00.000000,150.0,300.0,98.25,0.0,0.8511,true,false,false
186,1h_FVG,FVG,SHORT,2026-01-16T09:00:00.000000,2026-01-16,2026-01-16T09:07:00.000000,2026-01-16T09:19:00.000000,TP3,25765.5,25802.0,25783.75,36.5,25765.5,25803.25,25740.5,25715.5,25690.5,25690.5,37.75,226.5,true,true,true,2026-01-16T09:12:00.000000,2026-01-16T09:14:00.000000,2026-01-16T09:19:00.000000,150.0,300.0,98.25,0.0,1.3245,true,false,false
187,30m_FVG,FVG,SHORT,2026-01-16T09:30:00.000000,2026-01-16,2026-01-16T09:59:00.000000,2026-01-16T10:30:00.000000,STOP,25682.25,25726.25,25704.25,44.0,25682.25,25727.5,25657.25,25632.25,25607.25,25727.5,45.25,271.5,false,false,false,,,,-135.75,-271.5,21.25,50.75,-1.0,false,true,false
188,30m_FVG,FVG,LONG,2026-01-16T10:30:00.000000,2026-01-16,2026-01-16T10:56:00.000000,2026-01-16T11:30:00.000000,STOP,25682.25,25686.5,25684.38,4.25,25686.5,25681.0,25711.5,25736.5,25761.5,25686.5,5.5,33.0,true,false,false,2026-01-16T10:56:00.000000,,,25.0,50.0,36.25,0.5,1.5152,true,false,false
192,30m_FVG,FVG,SHORT,2026-01-18T17:00:00.000000,2026-01-21,2026-01-21T09:46:00.000000,2026-01-21T10:06:00.000000,STOP,25472.0,25671.0,25571.5,199.0,25472.0,25672.25,25447.0,25422.0,25397.0,25472.0,200.25,1201.5,true,false,false,2026-01-21T10:05:00.000000,,,25.0,50.0,25.0,16.0,0.0416,true,false,false
193,1h_FVG,FVG,SHORT,2026-01-18T17:00:00.000000,2026-01-21,2026-01-21T09:46:00.000000,2026-01-21T10:06:00.000000,STOP,25472.0,25681.5,25576.75,209.5,25472.0,25682.75,25447.0,25422.0,25397.0,25472.0,210.75,1264.5,true,false,false,2026-01-21T10:05:00.000000,,,25.0,50.0,25.0,16.0,0.0395,true,false,false
195,1h_FVG,FVG,SHORT,2026-01-18T18:00:00.000000,2026-01-21,2026-01-21T09:46:00.000000,2026-01-21T10:28:00.000000,STOP,25470.0,25671.0,25570.5,201.0,25470.0,25672.25,25445.0,25420.0,25395.0,25470.0,202.25,1213.5,true,false,false,2026-01-21T10:27:00.000000,,,25.0,50.0,27.25,24.25,0.0412,true,false,false
203,1h_FVG,FVG,LONG,2026-01-19T11:00:00.000000,2026-01-19,2026-01-19T11:02:00.000000,2026-01-19T17:00:00.000000,FORCE_EXIT_1445,25344.0,25372.0,25358.0,28.0,25372.0,25342.75,25397.0,25422.0,25447.0,25402.75,29.25,175.5,true,false,false,2026-01-19T11:07:00.000000,,,86.5,173.0,45.25,0.0,0.9858,true,false,false
216,30m_FVG,FVG,LONG,2026-01-20T09:00:00.000000,2026-01-20,2026-01-20T09:20:00.000000,2026-01-20T09:21:00.000000,TP3,25253.25,25254.75,25254.0,1.5,25254.75,25252.0,25279.75,25304.75,25329.75,25329.75,2.75,16.5,true,true,true,2026-01-20T09:21:00.000000,2026-01-20T09:21:00.000000,2026-01-20T09:21:00.000000,150.0,300.0,77.25,0.0,18.1818,true,false,false
231,30m_FVG,FVG,LONG,2026-01-21T08:30:00.000000,2026-01-21,2026-01-21T08:41:00.000000,2026-01-21T08:43:00.000000,TP3,25125.5,25127.5,25126.5,2.0,25127.5,25124.25,25152.5,25177.5,25202.5,25202.5,3.25,19.5,true,true,true,2026-01-21T08:42:00.000000,2026-01-21T08:42:00.000000,2026-01-21T08:43:00.000000,150.0,300.0,76.5,0.0,15.3846,true,false,false
232,30m_FVG,FVG,LONG,2026-01-21T09:00:00.000000,2026-01-21,2026-01-21T09:10:00.000000,2026-01-21T09:16:00.000000,TP3,25258.0,25294.75,25276.38,36.75,25294.75,25256.75,25319.75,25344.75,25369.75,25369.75,38.0,228.0,true,true,true,2026-01-21T09:10:00.000000,2026-01-21T09:15:00.000000,2026-01-21T09:16:00.000000,150.0,300.0,82.25,0.0,1.3158,true,false,false
233,1h_FVG,FVG,LONG,2026-01-21T09:00:00.000000,2026-01-21,2026-01-21T09:10:00.000000,2026-01-21T09:16:00.000000,TP3,25125.5,25294.75,25210.12,169.25,25294.75,25124.25,25319.75,25344.75,25369.75,25369.75,170.5,1023.0,true,true,true,2026-01-21T09:10:00.000000,2026-01-21T09:15:00.000000,2026-01-21T09:16:00.000000,150.0,300.0,82.25,0.0,0.2933,true,false,false
234,30m_FVG,FVG,LONG,2026-01-21T09:30:00.000000,2026-01-21,2026-01-21T10:37:00.000000,2026-01-21T10:39:00.000000,STOP,25339.25,25378.0,25358.62,38.75,25378.0,25338.0,25403.0,25428.0,25453.0,25338.0,40.0,240.0,false,false,false,,,,-120.0,-240.0,10.0,43.0,-1.0,false,true,false
235,30m_FVG,FVG,LONG,2026-01-21T10:00:00.000000,2026-01-21,2026-01-21T10:27:00.000000,2026-01-21T10:30:00.000000,STOP,25386.75,25442.75,25414.75,56.0,25442.75,25385.5,25467.75,25492.75,25517.75,25442.75,57.25,343.5,true,false,false,2026-01-21T10:28:00.000000,,,25.0,50.0,35.25,2.25,0.1456,true,false,false
236,30m_FVG,FVG,SHORT,2026-01-21T11:00:00.000000,2026-01-21,2026-01-21T11:01:00.000000,2026-01-21T11:11:00.000000,TP3,25262.75,25442.75,25352.75,180.0,25262.75,25444.0,25237.75,25212.75,25187.75,25187.75,181.25,1087.5,true,true,true,2026-01-21T11:04:00.000000,2026-01-21T11:05:00.000000,2026-01-21T11:11:00.000000,150.0,300.0,79.25,0.0,0.2759,true,false,false
237,1h_FVG,FVG,SHORT,2026-01-21T11:00:00.000000,2026-01-21,2026-01-21T11:01:00.000000,2026-01-21T11:11:00.000000,TP3,25262.75,25294.75,25278.75,32.0,25262.75,25296.0,25237.75,25212.75,25187.75,25187.75,33.25,199.5,true,true,true,2026-01-21T11:04:00.000000,2026-01-21T11:05:00.000000,2026-01-21T11:11:00.000000,150.0,300.0,79.25,0.0,1.5038,true,false,false
248,30m_FVG,FVG,LONG,2026-01-22T02:00:00.000000,2026-01-22,2026-01-22T08:48:00.000000,2026-01-22T08:55:00.000000,STOP,25550.25,25583.0,25566.62,32.75,25583.0,25549.0,25608.0,25633.0,25658.0,25583.0,34.0,204.0,true,false,false,2026-01-22T08:51:00.000000,,,25.0,50.0,46.75,28.75,0.2451,true,false,false
249,1h_FVG,FVG,LONG,2026-01-22T02:00:00.000000,2026-01-22,2026-01-22T08:48:00.000000,2026-01-22T08:55:00.000000,STOP,25548.0,25583.0,25565.5,35.0,25583.0,25546.75,25608.0,25633.0,25658.0,25583.0,36.25,217.5,true,false,false,2026-01-22T08:51:00.000000,,,25.0,50.0,46.75,28.75,0.2299,true,false,false
254,30m_FVG,FVG,SHORT,2026-01-22T09:00:00.000000,2026-01-22,2026-01-22T09:23:00.000000,2026-01-22T09:26:00.000000,STOP,25610.0,25704.5,25657.25,94.5,25610.0,25705.75,25585.0,25560.0,25535.0,25585.0,95.75,574.5,true,true,false,2026-01-22T09:24:00.000000,2026-01-22T09:24:00.000000,,100.0,200.0,68.0,0.0,0.3481,true,false,false
255,1h_FVG,FVG,SHORT,2026-01-22T09:00:00.000000,2026-01-22,2026-01-22T09:47:00.000000,2026-01-22T10:06:00.000000,STOP,25658.75,25677.75,25668.25,19.0,25658.75,25679.0,25633.75,25608.75,25583.75,25633.75,20.25,121.5,true,true,false,2026-01-22T09:50:00.000000,2026-01-22T09:55:00.000000,,100.0,200.0,56.75,0.0,1.6461,true,false,false
256,30m_FVG,FVG,LONG,2026-01-22T10:30:00.000000,2026-01-22,2026-01-22T10:35:00.000000,2026-01-22T11:00:00.000000,STOP,25658.75,25660.25,25659.5,1.5,25660.25,25657.5,25685.25,25710.25,25735.25,25660.25,2.75,16.5,true,false,false,2026-01-22T10:40:00.000000,,,25.0,50.0,39.75,5.75,3.0303,true,false,false
266,30m_FVG,FVG,SHORT,2026-01-23T02:00:00.000000,2026-01-23,2026-01-23T09:02:00.000000,2026-01-23T09:02:00.000000,STOP,25692.0,25697.0,25694.5,5.0,25692.0,25698.25,25667.0,25642.0,25617.0,25698.25,6.25,37.5,false,false,false,,,,-18.75,-37.5,11.25,8.75,-1.0,false,true,false
267,1h_FVG,FVG,SHORT,2026-01-23T02:00:00.000000,2026-01-23,2026-01-23T09:02:00.000000,2026-01-23T09:04:00.000000,STOP,25692.0,25703.25,25697.62,11.25,25692.0,25704.5,25667.0,25642.0,25617.0,25704.5,12.5,75.0,false,false,false,,,,-37.5,-75.0,11.25,27.5,-1.0,false,true,false
278,30m_FVG,FVG,LONG,2026-01-23T10:00:00.000000,2026-01-23,2026-01-23T10:28:00.000000,2026-01-23T10:33:00.000000,STOP,25763.5,25779.75,25771.62,16.25,25779.75,25762.25,25804.75,25829.75,25854.75,25762.25,17.5,105.0,false,false,false,,,,-52.5,-105.0,23.0,18.75,-1.0,false,true,false
279,1h_FVG,FVG,LONG,2026-01-23T10:00:00.000000,2026-01-23,2026-01-23T10:33:00.000000,2026-01-23T10:59:00.000000,STOP,25668.0,25761.0,25714.5,93.0,25761.0,25666.75,25786.0,25811.0,25836.0,25786.0,94.25,565.5,true,true,false,2026-01-23T10:35:00.000000,2026-01-23T10:37:00.000000,,100.0,200.0,67.5,0.0,0.3537,true,false,false
297,30m_FVG,FVG,LONG,2026-01-26T09:00:00.000000,2026-01-26,2026-01-26T09:12:00.000000,2026-01-26T09:20:00.000000,TP3,25749.25,25803.0,25776.12,53.75,25803.0,25748.0,25828.0,25853.0,25878.0,25878.0,55.0,330.0,true,true,true,2026-01-26T09:13:00.000000,2026-01-26T09:17:00.000000,2026-01-26T09:20:00.000000,150.0,300.0,79.75,0.0,0.9091,true,false,false
298,1h_FVG,FVG,LONG,2026-01-26T09:00:00.000000,2026-01-26,2026-01-26T09:12:00.000000,2026-01-26T09:20:00.000000,TP3,25721.75,25803.0,25762.38,81.25,25803.0,25720.5,25828.0,25853.0,25878.0,25878.0,82.5,495.0,true,true,true,2026-01-26T09:13:00.000000,2026-01-26T09:17:00.000000,2026-01-26T09:20:00.000000,150.0,300.0,79.75,0.0,0.6061,true,false,false
303,30m_FVG,FVG,LONG,2026-01-26T19:30:00.000000,2026-01-29,2026-01-29T08:53:00.000000,2026-01-29T08:54:00.000000,STOP,25902.75,25910.0,25906.38,7.25,25910.0,25901.5,25935.0,25960.0,25985.0,25910.0,8.5,51.0,true,false,false,2026-01-29T08:53:00.000000,,,25.0,50.0,37.5,5.5,0.9804,true,false,false
304,30m_FVG,FVG,LONG,2026-01-26T20:00:00.000000,2026-01-27,2026-01-27T08:37:00.000000,2026-01-27T08:43:00.000000,STOP,25916.25,25921.25,25918.75,5.0,25921.25,25915.0,25946.25,25971.25,25996.25,25946.25,6.25,37.5,true,true,false,2026-01-27T08:40:00.000000,2026-01-27T08:42:00.000000,,100.0,200.0,62.5,4.0,5.3333,true,false,false
305,1h_FVG,FVG,LONG,2026-01-26T20:00:00.000000,2026-01-27,2026-01-27T08:37:00.000000,2026-01-27T08:43:00.000000,STOP,25902.75,25921.25,25912.0,18.5,25921.25,25901.5,25946.25,25971.25,25996.25,25946.25,19.75,118.5,true,true,false,2026-01-27T08:40:00.000000,2026-01-27T08:42:00.000000,,100.0,200.0,62.5,4.0,1.6878,true,false,false
314,30m_FVG,FVG,LONG,2026-01-27T09:00:00.000000,2026-01-27,2026-01-27T09:06:00.000000,2026-01-27T09:25:00.000000,STOP,26010.0,26021.5,26015.75,11.5,26021.5,26008.75,26046.5,26071.5,26096.5,26046.5,12.75,76.5,true,true,false,2026-01-27T09:08:00.000000,2026-01-27T09:10:00.000000,,100.0,200.0,53.25,0.0,2.6144,true,false,false
315,1h_FVG,FVG,LONG,2026-01-27T09:00:00.000000,2026-01-27,2026-01-27T09:06:00.000000,2026-01-27T09:25:00.000000,STOP,26018.0,26021.5,26019.75,3.5,26021.5,26016.75,26046.5,26071.5,26096.5,26046.5,4.75,28.5,true,true,false,2026-01-27T09:08:00.000000,2026-01-27T09:10:00.000000,,100.0,200.0,53.25,0.0,7.0175,true,false,false
316,1h_FVG,FVG,LONG,2026-01-27T10:00:00.000000,2026-01-27,2026-01-27T10:02:00.000000,2026-01-27T11:05:00.000000,STOP,26058.0,26073.25,26065.62,15.25,26073.25,26056.75,26098.25,26123.25,26148.25,26073.25,16.5,99.0,true,false,false,2026-01-27T10:10:00.000000,,,25.0,50.0,33.5,1.75,0.5051,true,false,false
318,30m_FVG,FVG,LONG,2026-01-27T17:00:00.000000,2026-01-28,2026-01-28T10:51:00.000000,2026-01-28T10:53:00.000000,STOP,26106.0,26111.25,26108.62,5.25,26111.25,26104.75,26136.25,26161.25,26186.25,26104.75,6.5,39.0,false,false,false,,,,-19.5,-39.0,19.0,7.75,-1.0,false,true,false
320,1h_FVG,FVG,LONG,2026-01-27T18:00:00.000000,2026-01-28,2026-01-28T10:42:00.000000,2026-01-28T10:51:00.000000,STOP,26118.0,26135.5,26126.75,17.5,26135.5,26116.75,26160.5,26185.5,26210.5,26116.75,18.75,112.5,false,false,false,,,,-56.25,-112.5,7.0,27.5,-1.0,false,true,false
321,30m_FVG,FVG,LONG,2026-01-27T18:30:00.000000,2026-01-28,2026-01-28T09:47:00.000000,2026-01-28T10:21:00.000000,STOP,26142.75,26167.5,26155.12,24.75,26167.5,26141.5,26192.5,26217.5,26242.5,26167.5,26.0,156.0,true,false,false,2026-01-28T10:07:00.000000,,,25.0,50.0,31.0,8.25,0.3205,true,false,false
326,1h_FVG,FVG,LONG,2026-01-27T23:00:00.000000,2026-01-28,2026-01-28T08:36:00.000000,2026-01-28T08:36:00.000000,STOP,26218.75,26220.25,26219.5,1.5,26220.25,26217.5,26245.25,26270.25,26295.25,26217.5,2.75,16.5,false,false,false,,,,-8.25,-16.5,15.0,6.5,-1.0,false,true,false
336,30m_FVG,FVG,SHORT,2026-01-28T10:00:00.000000,2026-01-28,2026-01-28T10:11:00.000000,2026-01-28T10:44:00.000000,TP3,26198.5,26205.0,26201.75,6.5,26198.5,26206.25,26173.5,26148.5,26123.5,26123.5,7.75,46.5,true,true,true,2026-01-28T10:16:00.000000,2026-01-28T10:31:00.000000,2026-01-28T10:44:00.000000,150.0,300.0,77.5,0.0,6.4516,true,false,false
337,1h_FVG,FVG,SHORT,2026-01-28T10:00:00.000000,2026-01-28,2026-01-28T10:11:00.000000,2026-01-28T10:44:00.000000,TP3,26198.5,26213.75,26206.12,15.25,26198.5,26215.0,26173.5,26148.5,26123.5,26123.5,16.5,99.0,true,true,true,2026-01-28T10:16:00.000000,2026-01-28T10:31:00.000000,2026-01-28T10:44:00.000000,150.0,300.0,77.5,0.0,3.0303,true,false,false
349,4h_FVG,FVG,SHORT,2026-01-29T08:00:00.000000,2026-04-15,2026-04-15T09:22:00.000000,2026-04-15T09:41:00.000000,STOP,26196.75,26210.0,26203.38,13.25,26196.75,26211.25,26171.75,26146.75,26121.75,26196.75,14.5,87.0,true,false,false,2026-04-15T09:32:00.000000,,,25.0,50.0,29.75,5.25,0.5747,true,false,false
352,30m_FVG,FVG,SHORT,2026-01-29T09:30:00.000000,2026-01-29,2026-01-29T09:31:00.000000,2026-01-29T09:35:00.000000,TP3,25753.25,25858.0,25805.62,104.75,25753.25,25859.25,25728.25,25703.25,25678.25,25678.25,106.0,636.0,true,true,true,2026-01-29T09:31:00.000000,2026-01-29T09:32:00.000000,2026-01-29T09:35:00.000000,150.0,300.0,75.0,0.0,0.4717,true,false,false
353,30m_FVG,FVG,SHORT,2026-01-29T10:00:00.000000,2026-01-29,2026-01-29T10:22:00.000000,2026-01-29T10:23:00.000000,STOP,25714.25,25718.25,25716.25,4.0,25714.25,25719.5,25689.25,25664.25,25639.25,25689.25,5.25,31.5,true,true,false,2026-01-29T10:22:00.000000,2026-01-29T10:22:00.000000,,100.0,200.0,54.0,0.0,6.3492,true,false,false
354,1h_FVG,FVG,SHORT,2026-01-29T10:00:00.000000,2026-01-29,2026-01-29T10:48:00.000000,2026-01-29T10:59:00.000000,STOP,25739.75,25858.0,25798.88,118.25,25739.75,25859.25,25714.75,25689.75,25664.75,25714.75,119.5,717.0,true,true,false,2026-01-29T10:49:00.000000,2026-01-29T10:58:00.000000,,100.0,200.0,55.5,0.0,0.2789,true,false,false
390,30m_FVG,FVG,LONG,2026-02-02T09:00:00.000000,2026-02-03,2026-02-03T08:43:00.000000,2026-02-03T08:44:00.000000,STOP,25547.25,25733.0,25640.12,185.75,25733.0,25546.0,25758.0,25783.0,25808.0,25758.0,187.0,1122.0,true,true,false,2026-02-03T08:43:00.000000,2026-02-03T08:43:00.000000,,100.0,200.0,70.5,10.0,0.1783,true,false,false
