zone_type,total_trades,tp1_hit_count,tp1_miss_count,tp1_hit_pct,avg_minutes_to_tp1,median_minutes_to_tp1,fastest_minutes_to_tp1,slowest_minutes_to_tp1
4h_FVG,11,11,0,100.0,2.36,0.0,0.0,12.0
