fvg_id,direction,h1_idx,fvg_time,fvg_low,fvg_high,fvg_size,fvg_mid,touched,touch_time,time_bucket,touch_depth_pct,max_favorable_points,max_adverse_points,hit_25,hit_50,hit_75,hit_100,minutes_to_25,minutes_to_50,minutes_to_75,minutes_to_100,bounce_gt_15m_before_25,bounce_gt_30m_before_25,bounce_gt_60m_before_25,bounce_gt_15m_before_50,bounce_gt_30m_before_50,bounce_gt_60m_before_50
356,bullish,1547,2026-04-07T14:00:00.000000,24238.25,24345.75,107.5,24292.0,false,,,,,,false,false,false,false,,,,,false,false,false,false,false,false
357,bullish,1549,2026-04-07T17:00:00.000000,24451.5,24913.5,462.0,24682.5,true,2026-04-12T16:00:00.000000,OTHER,1.95,105.75,9.0,true,true,true,true,0,0,0,12,false,false,false,false,false,false
358,bullish,1550,2026-04-07T18:00:00.000000,24924.5,25007.75,83.25,24966.125,true,2026-04-07T18:36:00.000000,OTHER,0.0,100.0,0.0,true,true,true,true,2,10,13,32,false,false,false,false,false,false
359,bullish,1555,2026-04-07T23:00:00.000000,25118.75,25119.0,0.25,25118.875,true,2026-04-07T23:02:00.000000,OTHER,0.0,106.0,0.0,true,true,true,true,20,29,57,237,true,false,false,true,false,false
360,bullish,1556,2026-04-08T00:00:00.000000,25156.25,25161.25,5.0,25158.75,true,2026-04-08T00:27:00.000000,OTHER,0.0,104.5,234.75,true,false,false,false,6,152,164,2016,false,false,false,false,false,false
361,bearish,1564,2026-04-08T08:00:00.000000,25105.0,25155.0,50.0,25130.0,true,2026-04-08T10:03:00.000000,NY_MORNING_0830_1130,22.0,104.0,52.5,true,false,false,false,11,136,157,166,false,false,false,false,false,false
362,bearish,1581,2026-04-09T02:00:00.000000,25006.75,25017.0,10.25,25011.875,true,2026-04-09T02:45:00.000000,OTHER,0.0,102.25,386.25,true,false,false,false,5,5115,5115,5115,false,false,false,false,false,false
363,bullish,1589,2026-04-09T10:00:00.000000,25056.0,25161.75,105.75,25108.875,true,2026-04-09T10:47:00.000000,NY_MORNING_0830_1130,0.0,107.0,16.75,true,true,true,true,3,5,24,183,false,false,false,false,false,false
364,bullish,1597,2026-04-09T19:00:00.000000,25238.0,25255.75,17.75,25246.875,true,2026-04-09T19:16:00.000000,OTHER,0.0,130.25,53.0,true,false,false,false,14,673,673,673,false,false,false,false,false,false
365,bearish,1603,2026-04-10T01:00:00.000000,25256.0,25257.5,1.5,25256.75,true,2026-04-10T01:37:00.000000,OTHER,0.0,351.5,137.0,true,true,false,false,8,40,3743,3743,false,false,false,true,true,false
366,bearish,1617,2026-04-12T16:00:00.000000,25019.25,25259.0,239.75,25139.125,true,2026-04-12T16:12:00.000000,OTHER,0.0,97.25,3925.5,true,true,true,false,2,7,17,,false,false,false,false,false,false
367,bearish,1618,2026-04-12T17:00:00.000000,24989.25,25276.75,287.5,25133.0,true,2026-04-12T17:58:00.000000,OTHER,0.0,39.25,3955.5,true,false,false,false,2,,,,false,false,false,false,false,false
368,bullish,1620,2026-04-12T19:00:00.000000,24989.25,25052.0,62.75,25020.625,true,2026-04-12T19:06:00.000000,OTHER,0.0,100.5,2.5,true,true,true,true,4,311,355,590,false,false,false,true,true,true
369,bullish,1621,2026-04-12T20:00:00.000000,25056.0,25056.5,0.5,25056.25,true,2026-04-12T20:26:00.000000,OTHER,0.0,107.75,7.0,true,false,false,false,32,231,429,513,true,true,false,false,false,false
370,bullish,1633,2026-04-13T08:00:00.000000,25179.5,25245.5,66.0,25212.5,true,2026-04-13T08:23:00.000000,OTHER,0.0,115.25,0.0,true,true,true,true,0,0,29,35,false,false,false,false,false,false
371,bullish,1636,2026-04-13T11:00:00.000000,25355.0,25396.75,41.75,25375.875,true,2026-04-13T11:09:00.000000,NY_MORNING_0830_1130,0.0,117.0,0.75,true,true,true,true,7,103,142,161,false,false,false,true,true,true
372,bullish,1639,2026-04-13T14:00:00.000000,25454.5,25533.5,79.0,25494.0,true,2026-04-13T14:03:00.000000,NY_PM_1200_1500,0.0,100.75,0.0,true,true,true,true,11,54,184,663,false,false,false,true,true,false
373,bullish,1640,2026-04-13T16:00:00.000000,25550.25,25564.25,14.0,25557.25,true,2026-04-13T18:05:00.000000,OTHER,25.0,100.75,4.25,true,true,true,true,26,420,445,527,true,false,false,true,true,true
374,bullish,1650,2026-04-14T02:00:00.000000,25593.25,25609.75,16.5,25601.5,true,2026-04-14T02:02:00.000000,OTHER,0.0,113.25,0.0,true,true,true,true,9,49,235,268,false,false,false,true,true,false
375,bullish,1654,2026-04-14T06:00:00.000000,25655.5,25656.5,1.0,25656.0,true,2026-04-14T06:25:00.000000,OTHER,0.0,104.5,4.75,true,true,false,false,1,5,70,80,false,false,false,false,false,false
376,bullish,1658,2026-04-14T10:00:00.000000,25820.25,25872.0,51.75,25846.125,false,,,,,,false,false,false,false,,,,,false,false,false,false,false,false
377,bullish,1659,2026-04-14T11:00:00.000000,25899.75,25911.75,12.0,25905.75,true,2026-04-14T11:07:00.000000,NY_MORNING_0830_1130,0.0,103.25,27.5,true,true,false,false,10,31,137,302,false,false,false,true,true,false
378,bullish,1662,2026-04-14T14:00:00.000000,25964.75,25972.0,7.25,25968.375,true,2026-04-14T14:03:00.000000,NY_PM_1200_1500,0.0,100.25,38.25,true,true,true,false,18,211,537,1076,true,false,false,true,true,true
379,bearish,1671,2026-04-15T00:00:00.000000,25998.0,26009.75,11.75,26003.875,true,2026-04-15T00:38:00.000000,OTHER,0.0,64.25,2946.75,true,false,false,false,67,228,,,true,true,true,false,false,false
380,bullish,1673,2026-04-15T02:00:00.000000,25998.0,26000.0,2.0,25999.0,true,2026-04-15T02:18:00.000000,OTHER,0.0,103.25,66.25,true,false,false,false,12,321,342,357,false,false,false,false,false,false
381,bearish,1675,2026-04-15T04:00:00.000000,25998.5,26000.0,1.5,25999.25,true,2026-04-15T04:07:00.000000,OTHER,0.0,64.75,2946.25,true,true,false,false,8,19,,,false,false,false,true,false,false
382,bullish,1679,2026-04-15T08:00:00.000000,26007.25,26048.5,41.25,26027.875,false,,,,,,false,false,false,false,,,,,false,false,false,false,false,false
383,bullish,1680,2026-04-15T09:00:00.000000,26072.25,26138.75,66.5,26105.5,true,2026-04-15T09:08:00.000000,NY_MORNING_0830_1130,0.0,100.5,0.0,true,true,true,true,3,7,37,71,false,false,false,false,false,false
384,bullish,1684,2026-04-15T13:00:00.000000,26220.0,26292.25,72.25,26256.125,true,2026-04-15T13:02:00.000000,NY_PM_1200_1500,0.0,101.0,0.0,true,true,true,true,3,32,48,225,false,false,false,true,true,false
385,bullish,1685,2026-04-15T14:00:00.000000,26315.25,26330.0,14.75,26322.625,true,2026-04-15T14:13:00.000000,NY_PM_1200_1500,0.0,100.0,0.0,true,true,true,true,10,138,213,274,false,false,false,true,true,true
386,bullish,1687,2026-04-15T17:00:00.000000,26371.25,26383.5,12.25,26377.375,true,2026-04-15T17:27:00.000000,OTHER,0.0,102.5,0.0,true,true,true,true,21,81,136,406,true,false,false,true,true,true
387,bullish,1689,2026-04-15T19:00:00.000000,26419.0,26426.0,7.0,26422.5,true,2026-04-15T19:05:00.000000,OTHER,0.0,107.5,150.5,true,false,false,false,37,301,861,871,true,true,false,false,false,false
388,bullish,1694,2026-04-16T00:00:00.000000,26444.5,26455.25,10.75,26449.875,true,2026-04-16T01:55:00.000000,OTHER,11.63,102.25,179.75,false,false,false,false,435,453,461,500,false,false,false,false,false,false
389,bearish,1699,2026-04-16T05:00:00.000000,26425.25,26433.75,8.5,26429.5,true,2026-04-16T05:50:00.000000,OTHER,0.0,111.0,28.0,true,false,false,false,17,101,111,122,true,false,false,false,false,false
390,bullish,1704,2026-04-16T10:00:00.000000,26422.75,26430.5,7.75,26426.625,true,2026-04-16T10:33:00.000000,NY_MORNING_0830_1130,0.0,101.25,75.5,true,true,true,false,0,0,6,1038,false,false,false,false,false,false
391,bearish,1714,2026-04-16T21:00:00.000000,26468.25,26480.5,12.25,26474.375,true,2026-04-16T22:06:00.000000,OTHER,18.37,28.25,2476.5,false,false,false,false,57,,,,false,false,false,false,false,false
392,bullish,1720,2026-04-17T03:00:00.000000,26492.25,26506.25,14.0,26499.25,true,2026-04-17T03:18:00.000000,OTHER,0.0,118.75,0.75,true,true,true,true,33,150,165,187,true,true,false,true,true,true
393,bullish,1723,2026-04-17T06:00:00.000000,26547.0,26561.5,14.5,26554.25,true,2026-04-19T16:00:00.000000,OTHER,100.0,107.0,26.5,true,false,false,false,0,2,3,50,false,false,false,false,false,false
394,bullish,1724,2026-04-17T07:00:00.000000,26568.25,26629.5,61.25,26598.875,true,2026-04-17T07:33:00.000000,OTHER,0.0,109.5,0.0,true,true,true,true,0,0,4,18,false,false,false,false,false,false
395,bearish,1732,2026-04-19T16:00:00.000000,26675.0,26757.75,82.75,26716.375,true,2026-04-19T16:55:00.000000,OTHER,0.0,106.25,152.75,true,true,false,false,18,72,969,972,true,false,false,true,true,true
396,bearish,1733,2026-04-19T17:00:00.000000,26682.0,26816.0,134.0,26749.0,true,2026-04-19T17:10:00.000000,OTHER,0.0,105.5,145.75,true,true,false,false,3,57,954,956,false,false,false,true,true,false
397,bullish,1736,2026-04-19T20:00:00.000000,26665.0,26684.75,19.75,26674.875,true,2026-04-19T20:48:00.000000,OTHER,0.0,118.25,72.75,false,false,false,false,255,595,601,620,false,false,false,false,false,false
398,bearish,1738,2026-04-19T22:00:00.000000,26682.25,26684.75,2.5,26683.5,true,2026-04-19T22:08:00.000000,OTHER,0.0,105.75,145.5,true,true,false,false,30,83,656,658,true,false,false,true,true,true
399,bearish,1749,2026-04-20T09:00:00.000000,26710.75,26715.75,5.0,26713.25,true,2026-04-20T09:29:00.000000,NY_MORNING_0830_1130,0.0,105.25,191.0,true,true,true,false,0,5,22,1550,false,false,false,false,false,false
400,bullish,1755,2026-04-20T16:00:00.000000,26752.0,26756.5,4.5,26754.25,true,2026-04-21T07:31:00.000000,OTHER,100.0,105.5,29.75,false,false,false,false,17,24,28,36,false,false,false,false,false,false
401,bullish,1762,2026-04-20T23:00:00.000000,26817.0,26819.0,2.0,26818.0,true,2026-04-20T23:50:00.000000,OTHER,0.0,106.75,267.25,true,false,false,false,18,301,346,1944,true,false,false,false,false,false
402,bearish,1770,2026-04-21T07:00:00.000000,26839.0,26840.0,1.0,26839.5,true,2026-04-21T07:59:00.000000,OTHER,0.0,109.0,46.25,false,false,false,false,46,48,59,60,false,false,false,false,false,false
403,bullish,1780,2026-04-21T18:00:00.000000,26760.5,26771.75,11.25,26766.125,true,2026-04-21T18:01:00.000000,OTHER,0.0,101.0,6.25,true,true,true,true,9,96,315,726,false,false,false,true,true,true
404,bullish,1781,2026-04-21T19:00:00.000000,26777.25,26792.75,15.5,26785.0,true,2026-04-21T19:21:00.000000,OTHER,0.0,102.25,27.25,true,false,false,false,15,235,645,652,false,false,false,false,false,false
405,bullish,1795,2026-04-22T09:00:00.000000,26892.75,26940.25,47.5,26916.5,true,2026-04-22T09:04:00.000000,NY_MORNING_0830_1130,0.0,109.0,0.0,true,true,true,true,3,17,126,138,false,false,false,true,false,false
406,bullish,1800,2026-04-22T14:00:00.000000,27041.0,27069.0,28.0,27055.0,true,2026-04-22T16:00:00.000000,OTHER,10.71,102.75,387.25,true,false,false,false,17,1030,1043,2185,true,false,false,false,false,false
407,bearish,1804,2026-04-22T19:00:00.000000,27062.5,27082.0,19.5,27072.25,true,2026-04-22T19:02:00.000000,OTHER,0.0,105.0,0.0,true,true,true,true,9,28,65,72,false,false,false,true,false,false
408,bearish,1806,2026-04-22T21:00:00.000000,26962.0,26993.0,31.0,26977.5,true,2026-04-22T21:02:00.000000,OTHER,0.0,102.0,193.75,true,true,true,false,3,13,29,860,false,false,false,false,false,false
409,bullish,1809,2026-04-23T00:00:00.000000,26957.25,26977.0,19.75,26967.125,true,2026-04-23T00:03:00.000000,OTHER,0.0,101.5,87.0,true,false,false,false,14,344,359,366,false,false,false,false,false,false
410,bearish,1812,2026-04-23T03:00:00.000000,26961.5,26970.25,8.75,26965.875,true,2026-04-23T03:31:00.000000,OTHER,0.0,101.5,194.25,true,false,false,false,29,465,465,471,true,false,false,false,false,false
411,bearish,1821,2026-04-23T12:00:00.000000,26982.25,27038.75,56.5,27010.5,true,2026-04-23T12:36:00.000000,NY_PM_1200_1500,0.0,104.5,0.0,true,true,true,true,3,7,14,22,false,false,false,false,false,false
412,bullish,1824,2026-04-23T16:00:00.000000,26944.5,26992.0,47.5,26968.25,false,,,,,,false,false,false,false,,,,,false,false,false,false,false,false
413,bullish,1825,2026-04-23T17:00:00.000000,26988.5,27033.5,45.0,27011.0,true,2026-04-23T17:16:00.000000,OTHER,0.0,102.25,0.0,true,true,true,true,15,44,57,74,false,false,false,true,true,false
414,bullish,1826,2026-04-23T18:00:00.000000,27053.0,27070.75,17.75,27061.875,true,2026-04-23T18:04:00.000000,OTHER,0.0,101.0,54.5,true,true,false,false,2,23,497,621,false,false,false,true,false,false
415,bullish,1827,2026-04-23T19:00:00.000000,27080.5,27099.5,19.0,27090.0,true,2026-04-23T19:37:00.000000,OTHER,0.0,129.0,83.25,true,false,false,false,11,404,529,567,false,false,false,false,false,false
416,bearish,1829,2026-04-23T21:00:00.000000,27078.25,27099.5,21.25,27088.875,true,2026-04-23T23:44:00.000000,OTHER,1.18,68.75,1866.5,false,false,false,false,6158,6306,,,false,false,false,false,false,false
417,bearish,1830,2026-04-23T22:00:00.000000,27057.25,27059.0,1.75,27058.125,true,2026-04-23T22:48:00.000000,OTHER,0.0,47.75,1887.5,true,false,false,false,24,,,,true,false,false,false,false,false
418,bullish,1832,2026-04-24T00:00:00.000000,27057.25,27066.75,9.5,27062.0,true,2026-04-24T00:50:00.000000,OTHER,0.0,102.0,2.25,true,true,true,true,12,85,90,214,false,false,false,true,true,true
419,bullish,1837,2026-04-24T05:00:00.000000,27120.75,27170.5,49.75,27145.625,true,2026-04-24T07:54:00.000000,OTHER,11.06,109.25,40.25,true,true,true,true,0,7,18,52,false,false,false,false,false,false
420,bullish,1838,2026-04-24T06:00:00.000000,27192.75,27203.0,10.25,27197.875,true,2026-04-24T06:54:00.000000,OTHER,0.0,102.0,72.75,true,true,false,false,2,12,112,129,false,false,false,false,false,false
421,bullish,1841,2026-04-24T09:00:00.000000,27266.75,27286.25,19.5,27276.5,true,2026-04-24T09:06:00.000000,NY_MORNING_0830_1130,0.0,105.75,0.0,true,true,true,true,7,24,38,38,false,false,false,true,false,false
422,bullish,1842,2026-04-24T10:00:00.000000,27297.25,27360.0,62.75,27328.625,true,2026-04-24T10:08:00.000000,NY_MORNING_0830_1130,0.0,102.5,0.0,true,true,true,true,3,22,106,106,false,false,false,true,false,false
423,bearish,1848,2026-04-26T17:00:00.000000,27398.0,27409.0,11.0,27403.5,true,2026-04-26T17:01:00.000000,OTHER,0.0,109.5,144.5,true,false,false,false,29,886,889,2072,true,false,false,false,false,false
424,bullish,1850,2026-04-26T19:00:00.000000,27398.0,27456.0,58.0,27427.0,true,2026-04-26T19:16:00.000000,OTHER,0.0,101.5,446.5,true,true,true,false,6,16,34,4238,false,false,false,true,false,false
425,bullish,1851,2026-04-26T20:00:00.000000,27474.5,27511.0,36.5,27492.75,true,2026-04-26T20:20:00.000000,OTHER,0.0,103.5,501.5,true,false,false,false,40,4180,4189,4217,true,true,false,false,false,false
426,bearish,1855,2026-04-27T00:00:00.000000,27456.0,27508.0,52.0,27482.0,true,2026-04-27T03:31:00.000000,OTHER,3.37,102.5,44.25,true,true,true,true,173,175,239,245,true,true,true,true,true,true
427,bullish,1860,2026-04-27T05:00:00.000000,27466.25,27475.0,8.75,27470.625,true,2026-04-27T06:01:00.000000,OTHER,34.29,104.25,465.5,false,false,false,false,617,3586,3593,3599,false,false,false,false,false,false
428,bearish,1862,2026-04-27T07:00:00.000000,27435.0,27475.0,40.0,27455.0,true,2026-04-27T07:30:00.000000,OTHER,0.0,110.0,0.0,true,true,true,true,0,0,6,17,false,false,false,false,false,false
429,bullish,1871,2026-04-27T17:00:00.000000,27446.0,27474.75,28.75,27460.375,true,2026-04-27T17:09:00.000000,OTHER,0.0,104.5,465.25,true,false,false,false,28,2916,2925,2931,true,false,false,false,false,false
430,bearish,1874,2026-04-27T20:00:00.000000,27437.25,27450.25,13.0,27443.75,true,2026-04-27T20:21:00.000000,OTHER,0.0,104.25,2.25,true,true,true,true,18,37,196,262,true,false,false,true,true,false
431,bearish,1878,2026-04-28T00:00:00.000000,27378.25,27404.75,26.5,27391.5,true,2026-04-28T00:10:00.000000,OTHER,0.0,103.25,0.0,true,true,true,true,26,37,117,213,true,false,false,true,true,false
432,bearish,1882,2026-04-28T04:00:00.000000,27300.75,27302.5,1.75,27301.625,true,2026-04-28T22:31:00.000000,OTHER,100.0,102.75,16.5,false,false,false,false,140,166,195,225,false,false,false,false,false,false
433,bearish,1884,2026-04-28T06:00:00.000000,27153.5,27238.75,85.25,27196.125,true,2026-04-28T06:58:00.000000,OTHER,0.0,111.25,98.5,true,true,true,false,10,32,33,101,false,false,false,true,true,false
434,bullish,1890,2026-04-28T12:00:00.000000,27095.75,27120.75,25.0,27108.25,true,2026-04-28T12:07:00.000000,NY_PM_1200_1500,0.0,102.25,0.0,true,true,true,true,8,14,54,60,false,false,false,false,false,false
435,bullish,1891,2026-04-28T13:00:00.000000,27144.25,27154.5,10.25,27149.375,true,2026-04-28T13:54:00.000000,NY_PM_1200_1500,0.0,100.0,7.25,true,true,true,true,4,24,129,246,false,false,false,true,false,false
436,bullish,1894,2026-04-28T17:00:00.000000,27207.25,27213.75,6.5,27210.5,true,2026-04-28T17:12:00.000000,OTHER,0.0,103.25,22.0,true,true,true,false,28,53,74,409,true,false,false,true,true,false
437,bullish,1895,2026-04-28T18:00:00.000000,27233.0,27246.25,13.25,27239.625,true,2026-04-28T19:02:00.000000,OTHER,28.3,116.5,122.0,false,false,false,false,68,179,1092,1138,false,false,false,false,false,false
438,bullish,1899,2026-04-28T22:00:00.000000,27281.5,27282.0,0.5,27281.75,true,2026-04-28T23:14:00.000000,OTHER,100.0,105.75,157.75,false,false,false,false,33,841,886,888,false,false,false,false,false,false
439,bullish,1914,2026-04-29T13:00:00.000000,27254.0,27262.25,8.25,27258.125,true,2026-04-29T13:51:00.000000,NY_PM_1200_1500,0.0,100.5,0.0,true,true,true,true,2,6,8,9,false,false,false,false,false,false
440,bullish,1917,2026-04-29T17:00:00.000000,27414.0,27452.0,38.0,27433.0,true,2026-04-29T17:20:00.000000,OTHER,0.0,105.5,0.0,true,true,true,true,10,18,27,34,false,false,false,true,false,false
441,bullish,1918,2026-04-29T18:00:00.000000,27500.0,27551.25,51.25,27525.625,true,2026-04-29T20:18:00.000000,OTHER,3.9,100.5,388.0,false,false,false,false,943,1018,1182,1392,false,false,false,false,false,false
442,bearish,1921,2026-04-29T21:00:00.000000,27453.5,27556.0,102.5,27504.75,true,2026-04-29T21:05:00.000000,OTHER,0.0,117.0,0.0,true,true,true,true,3,10,59,61,false,false,false,false,false,false
443,bearish,1923,2026-04-29T23:00:00.000000,27308.75,27402.5,93.75,27355.625,true,2026-04-29T23:15:00.000000,OTHER,0.0,101.75,0.0,true,true,true,true,5,11,43,48,false,false,false,false,false,false
444,bullish,1926,2026-04-30T02:00:00.000000,27307.5,27324.75,17.25,27316.125,true,2026-04-30T02:21:00.000000,OTHER,0.0,117.25,0.0,true,true,true,true,4,9,69,70,false,false,false,false,false,false
445,bullish,1930,2026-04-30T06:00:00.000000,27432.75,27438.0,5.25,27435.375,true,2026-04-30T06:05:00.000000,OTHER,0.0,103.0,0.0,true,true,true,true,2,9,12,24,false,false,false,false,false,false
446,bearish,1932,2026-04-30T08:00:00.000000,27376.0,27438.0,62.0,27407.0,true,2026-04-30T08:59:00.000000,NY_MORNING_0830_1130,0.0,44.75,1568.75,true,false,false,false,43,,,,true,true,false,false,false,false
447,bullish,1936,2026-04-30T12:00:00.000000,27435.0,27542.0,107.0,27488.5,true,2026-04-30T13:00:00.000000,NY_PM_1200_1500,0.0,101.0,0.0,true,true,true,true,2,10,44,180,false,false,false,false,false,false
448,bullish,1954,2026-05-01T07:00:00.000000,27575.0,27575.75,0.75,27575.375,false,,,,,,false,false,false,false,,,,,false,false,false,false,false,false
449,bullish,1955,2026-05-01T08:00:00.000000,27625.75,27751.0,125.25,27688.375,true,2026-05-01T08:37:00.000000,NY_MORNING_0830_1130,0.0,100.0,0.0,true,true,true,true,0,2,6,41,false,false,false,false,false,false
450,bullish,1965,2026-05-03T19:00:00.000000,27857.5,27858.5,1.0,27858.0,true,2026-05-03T19:11:00.000000,OTHER,0.0,107.25,0.0,true,true,true,true,3,26,102,248,false,false,false,true,false,false
451,bearish,1975,2026-05-04T05:00:00.000000,27847.75,27883.5,35.75,27865.625,true,2026-05-04T05:14:00.000000,OTHER,0.0,131.5,93.25,true,true,false,false,11,25,245,247,false,false,false,true,false,false
452,bearish,1980,2026-05-04T10:00:00.000000,27747.75,27844.0,96.25,27795.875,true,2026-05-04T10:26:00.000000,NY_MORNING_0830_1130,0.0,59.0,1197.0,true,true,false,false,1,12,,,false,false,false,false,false,false
453,bullish,1988,2026-05-04T19:00:00.000000,27764.75,27767.75,3.0,27766.25,true,2026-05-04T19:02:00.000000,OTHER,0.0,105.75,0.0,true,true,true,true,10,35,145,299,false,false,false,true,true,false
454,bullish,1989,2026-05-04T20:00:00.000000,27793.0,27801.0,8.0,27797.0,true,2026-05-04T20:49:00.000000,OTHER,0.0,100.25,0.0,true,true,true,true,0,74,242,255,false,false,false,true,true,true
455,bullish,1994,2026-05-05T01:00:00.000000,27855.0,27874.75,19.75,27864.875,true,2026-05-05T01:56:00.000000,OTHER,0.0,111.5,0.0,true,true,true,true,8,16,110,255,false,false,false,true,false,false
456,bullish,2000,2026-05-05T07:00:00.000000,27947.25,27971.0,23.75,27959.125,true,2026-05-05T07:31:00.000000,OTHER,0.0,107.25,0.0,true,true,true,true,0,2,5,10,false,false,false,false,false,false
457,bullish,2001,2026-05-05T08:00:00.000000,28006.0,28031.75,25.75,28018.875,true,2026-05-05T08:15:00.000000,OTHER,0.0,101.0,0.0,true,true,true,true,1,3,9,11,false,false,false,false,false,false
458,bullish,2005,2026-05-05T12:00:00.000000,28152.5,28154.25,1.75,28153.375,true,2026-05-05T12:53:00.000000,NY_PM_1200_1500,0.0,113.0,45.5,true,false,false,false,17,92,94,187,true,false,false,false,false,false
459,bullish,2008,2026-05-05T16:00:00.000000,28188.25,28243.0,54.75,28215.625,false,,,,,,false,false,false,false,,,,,false,false,false,false,false,false
460,bullish,2009,2026-05-05T17:00:00.000000,28247.0,28345.5,98.5,28296.25,true,2026-05-05T17:02:00.000000,OTHER,0.0,104.25,97.5,true,true,true,true,8,588,588,590,false,false,false,true,true,true
461,bearish,2011,2026-05-05T19:00:00.000000,28309.0,28345.5,36.5,28327.25,true,2026-05-05T19:21:00.000000,OTHER,0.0,47.5,635.75,true,false,false,false,6,,,,false,false,false,false,false,false
462,bullish,2014,2026-05-05T22:00:00.000000,28296.5,28310.25,13.75,28303.375,true,2026-05-05T22:01:00.000000,OTHER,0.0,121.75,10.25,true,true,true,true,46,119,289,289,true,true,false,true,true,true
463,bullish,2019,2026-05-06T03:00:00.000000,28352.75,28415.0,62.25,28383.875,true,2026-05-06T03:05:00.000000,OTHER,0.0,104.75,0.0,true,true,true,true,7,11,28,55,false,false,false,false,false,false
464,bearish,2023,2026-05-06T07:00:00.000000,28506.0,28512.0,6.0,28509.0,true,2026-05-06T07:55:00.000000,OTHER,0.0,118.0,0.0,true,true,true,true,1,6,9,11,false,false,false,false,false,false
465,bullish,2025,2026-05-06T09:00:00.000000,28506.0,28518.0,12.0,28512.0,true,2026-05-06T09:13:00.000000,NY_MORNING_0830_1130,0.0,100.75,5.75,true,true,true,true,2,5,58,176,false,false,false,false,false,false
466,bullish,2029,2026-05-06T13:00:00.000000,28610.25,28637.75,27.5,28624.0,true,2026-05-06T18:43:00.000000,OTHER,2.73,108.0,0.75,true,true,true,true,3,57,67,360,false,false,false,true,true,false
467,bullish,2030,2026-05-06T14:00:00.000000,28665.75,28694.5,28.75,28680.125,true,2026-05-06T14:55:00.000000,NY_PM_1200_1500,0.0,101.5,57.5,false,false,false,false,522,588,613,616,false,false,false,false,false,false
468,bullish,2040,2026-05-07T01:00:00.000000,28727.75,28728.5,0.75,28728.125,true,2026-05-07T01:02:00.000000,OTHER,0.0,103.0,38.25,true,true,true,false,5,9,13,424,false,false,false,false,false,false
469,bullish,2047,2026-05-07T08:00:00.000000,28760.75,28779.0,18.25,28769.875,true,2026-05-07T09:58:00.000000,NY_MORNING_0830_1130,13.7,15.75,238.0,false,false,false,false,,,,,false,false,false,false,false,false
470,bearish,2050,2026-05-07T11:00:00.000000,28713.5,28772.75,59.25,28743.125,true,2026-05-07T11:08:00.000000,NY_MORNING_0830_1130,0.0,102.0,0.0,true,true,true,true,1,3,10,12,false,false,false,false,false,false
