trades_taken,wins,losses_or_breakeven,tp1_hits,tp2_hits,tp3_hits,stopped_count,eod_closed_count,stop_capped_count,ambiguous_bar_total,trades_with_ambiguity,gross_profit_contract_points,gross_loss_contract_points,net_contract_points,net_profit_3_mnq_dollars,avg_contract_points_per_trade,avg_dollars_per_trade,biggest_loss_contract_points,biggest_loss_dollars,win_rate_pct,profit_factor,max_sl,target_model,total_2026_4h_fvgs,ny_morning_touch_candidates,outside_ny_morning,skipped_due_to_active_trade,no_touch
30,26,4,26,16,11,11,8,19,4,4,5598.25,499.5,5098.75,10197.5,169.95833333333334,339.9166666666667,-222.0,-444.0,86.66666666666667,11.207707707707709,75.0,1R_1.5R_2R,149,31,114,1,4
