signal_id,signal_time,entry_time,exit_time,year,trade_date,side,fib_entry,target_r,entry_price,stop_price,target_price,risk_points,result,pnl_points,bars_held,mfe_points,mae_points,exit_reason,orb_high,orb_low,signal_open,signal_high,signal_low,signal_close,signal_volume,body_pct,bias15,ema200,vwap
8,2020-03-02T10:10:00.000000,2020-03-02T13:40:00.000000,2020-03-02T14:20:00.000000,2020,2020-03-02,LONG,fib50,2.0,8603.125,8565.25,8678.875,37.875,WIN,75.75,9,101.375,-29.875,target,8596.0,8485.0,8566.75,8641.0,8565.25,8636.25,15367.0,91.74917491749174,1,8478.506862949485,8521.488631844777
9,2020-03-02T14:50:00.000000,2020-03-02T15:10:00.000000,2020-03-02T15:10:00.000000,2020,2020-03-02,LONG,fib382,1.0,8808.3635,8780.0,8836.726999999999,28.363499999999476,WIN,28.363499999999476,1,41.886500000000524,-26.863499999999476,target,8596.0,8485.0,8780.0,8854.25,8780.0,8852.25,19619.0,97.3063973063973,1,8566.849138651125,8590.652778598795
9,2020-03-02T14:50:00.000000,2020-03-02T15:10:00.000000,2020-03-02T17:00:00.000000,2020,2020-03-02,LONG,fib382,1.5,8808.3635,8780.0,8850.908749999999,28.363499999999476,WIN,42.545249999999214,8,43.636500000000524,-26.863499999999476,target,8596.0,8485.0,8780.0,8854.25,8780.0,8852.25,19619.0,97.3063973063973,1,8566.849138651125,8590.652778598795
9,2020-03-02T14:50:00.000000,2020-03-02T15:10:00.000000,2020-03-02T18:00:00.000000,2020,2020-03-02,LONG,fib382,2.0,8808.3635,8780.0,8865.090499999998,28.363499999999476,WIN,56.72699999999895,20,82.63650000000052,-26.863499999999476,target,8596.0,8485.0,8780.0,8854.25,8780.0,8852.25,19619.0,97.3063973063973,1,8566.849138651125,8590.652778598795
9,2020-03-02T14:50:00.000000,2020-03-02T15:10:00.000000,2020-03-02T17:50:00.000000,2020,2020-03-02,LONG,fib50,1.0,8817.125,8780.0,8854.25,37.125,WIN,37.125,18,40.625,-35.625,target,8596.0,8485.0,8780.0,8854.25,8780.0,8852.25,19619.0,97.3063973063973,1,8566.849138651125,8590.652778598795
9,2020-03-02T14:50:00.000000,2020-03-02T15:10:00.000000,2020-03-02T18:00:00.000000,2020,2020-03-02,LONG,fib50,1.5,8817.125,8780.0,8872.8125,37.125,WIN,55.6875,20,73.875,-35.625,target,8596.0,8485.0,8780.0,8854.25,8780.0,8852.25,19619.0,97.3063973063973,1,8566.849138651125,8590.652778598795
9,2020-03-02T14:50:00.000000,2020-03-02T15:10:00.000000,2020-03-02T18:05:00.000000,2020,2020-03-02,LONG,fib50,2.0,8817.125,8780.0,8891.375,37.125,WIN,74.25,21,74.625,-35.625,target,8596.0,8485.0,8780.0,8854.25,8780.0,8852.25,19619.0,97.3063973063973,1,8566.849138651125,8590.652778598795
11,2020-03-03T12:40:00.000000,2020-03-03T14:00:00.000000,2020-03-03T14:00:00.000000,2020,2020-03-03,SHORT,fib382,1.0,8662.2825,8689.5,8635.064999999999,27.217500000000655,WIN,27.217500000000655,1,61.282499999999345,-1.7175000000006548,target,8904.0,8801.5,8686.5,8689.5,8618.25,8620.0,11065.0,93.33333333333333,-1,8801.977688485425,8830.240289023835
11,2020-03-03T12:40:00.000000,2020-03-03T14:00:00.000000,2020-03-03T14:00:00.000000,2020,2020-03-03,SHORT,fib382,1.5,8662.2825,8689.5,8621.45625,27.217500000000655,WIN,40.82625000000098,1,61.282499999999345,-1.7175000000006548,target,8904.0,8801.5,8686.5,8689.5,8618.25,8620.0,11065.0,93.33333333333333,-1,8801.977688485425,8830.240289023835
11,2020-03-03T12:40:00.000000,2020-03-03T14:00:00.000000,2020-03-03T14:00:00.000000,2020,2020-03-03,SHORT,fib382,2.0,8662.2825,8689.5,8607.847499999998,27.217500000000655,WIN,54.43500000000131,1,61.282499999999345,-1.7175000000006548,target,8904.0,8801.5,8686.5,8689.5,8618.25,8620.0,11065.0,93.33333333333333,-1,8801.977688485425,8830.240289023835
11,2020-03-03T12:40:00.000000,2020-03-03T14:00:00.000000,2020-03-03T14:00:00.000000,2020,2020-03-03,SHORT,fib50,1.0,8653.875,8689.5,8618.25,35.625,WIN,35.625,1,52.875,-10.125,target,8904.0,8801.5,8686.5,8689.5,8618.25,8620.0,11065.0,93.33333333333333,-1,8801.977688485425,8830.240289023835
11,2020-03-03T12:40:00.000000,2020-03-03T14:00:00.000000,2020-03-03T14:15:00.000000,2020,2020-03-03,SHORT,fib50,1.5,8653.875,8689.5,8600.4375,35.625,LOSS,-35.625,4,52.875,-50.125,stop,8904.0,8801.5,8686.5,8689.5,8618.25,8620.0,11065.0,93.33333333333333,-1,8801.977688485425,8830.240289023835
11,2020-03-03T12:40:00.000000,2020-03-03T14:00:00.000000,2020-03-03T14:15:00.000000,2020,2020-03-03,SHORT,fib50,2.0,8653.875,8689.5,8582.625,35.625,LOSS,-35.625,4,52.875,-50.125,stop,8904.0,8801.5,8686.5,8689.5,8618.25,8620.0,11065.0,93.33333333333333,-1,8801.977688485425,8830.240289023835
