total_fvgs,trades_taken,no_touch,wins,losses_or_breakeven,tp1_hits,tp2_hits,tp3_hits,stopped_count,eod_closed_count,gross_profit_contract_points,gross_loss_contract_points,net_contract_points,net_profit_3_mnq_dollars,avg_contract_points_per_fvg,avg_dollars_per_fvg,win_rate_pct,profit_factor
149,145,4,133,16,131,113,95,44,6,16237.0,2177.25,14059.75,28119.5,94.36073825503355,188.7214765100671,91.72413793103448,7.4575726260190605
