signal_time,hour,minute,stage1_lower_wick_pct,stage1_range_expansion,stage2_body_pct,stage2_lower_wick_pct,dist_pdh,dist_vwap
2018-02-02T13:15:00.000000,13,15,0.4230769230769231,1.379310344827586,0.5263157894736842,0.05263157894736842,-175.5,-42.90140600192353
2018-02-02T13:20:00.000000,13,20,0.6,1.3020833333333335,0.8461538461538461,0.07692307692307693,-174.75,-41.40279669126903
2018-02-02T13:59:00.000000,13,59,0.37209302325581395,1.5837937384898713,0.4642857142857143,0.14285714285714285,-193.75,-55.11858556420066
2018-02-02T14:20:00.000000,14,20,0.2702702702702703,1.289198606271777,0.6896551724137931,0.1724137931034483,-186.0,-43.35007487296207
2018-02-02T14:31:00.000000,14,31,0.5,1.2830188679245282,0.75,0.14285714285714285,-205.75,-61.941955587060875
2018-02-02T15:30:00.000000,15,30,0.40540540540540543,1.942257217847769,0.5217391304347826,0.08695652173913043,-227.0,-75.76815550853098
2018-02-02T15:58:00.000000,15,58,0.3076923076923077,1.43646408839779,0.6666666666666666,0.0,-235.0,-83.52324374330783
2018-02-05T06:13:00.000000,6,13,0.4,1.779359430604982,0.631578947368421,0.15789473684210525,-270.25,-43.70246088683871
2018-02-05T06:31:00.000000,6,31,0.36,1.7123287671232876,0.6666666666666666,0.06666666666666667,-253.5,-23.821050458026548
2018-02-05T06:46:00.000000,6,46,0.2727272727272727,1.4814814814814816,0.6666666666666666,0.0,-272.25,-41.03330907741929
2018-02-05T06:58:00.000000,6,58,0.4,1.2658227848101264,0.7272727272727273,0.09090909090909091,-264.5,-31.50157436309837
2018-02-05T12:04:00.000000,12,4,0.30952380952380953,1.4867256637168142,0.7407407407407407,0.0,-248.25,-32.9298446473922
2018-02-05T12:07:00.000000,12,7,0.37777777777777777,1.5517241379310345,0.84,0.04,-251.75,-36.06308506708774
2018-02-05T12:40:00.000000,12,40,0.20930232558139536,1.360759493670886,0.851063829787234,0.0425531914893617,-257.25,-36.711388491106845
2018-02-05T13:16:00.000000,13,16,0.23809523809523808,1.5789473684210527,0.75,0.10714285714285714,-264.25,-41.38676624227537
2018-02-05T13:52:00.000000,13,52,0.6170212765957447,1.422087745839637,0.7428571428571429,0.08571428571428572,-314.25,-84.39007540851526
2018-02-05T13:59:00.000000,13,59,0.5945945945945946,1.793939393939394,0.8974358974358975,0.02564102564102564,-332.75,-99.42544764222566
2018-02-05T14:01:00.000000,14,1,0.3614457831325301,1.9014891179839635,0.7704918032786885,0.11475409836065574,-331.25,-96.54153401809617
2018-02-05T14:15:00.000000,14,15,0.2987012987012987,1.6184971098265895,0.875,0.057692307692307696,-355.75,-107.38098334146162
2018-02-05T15:11:00.000000,15,11,0.3254437869822485,2.003556609365738,0.4961832061068702,0.09923664122137404,-505.5,-226.5069825486362
2018-02-05T17:01:00.000000,17,1,0.5495495495495496,2.4503311258278146,0.5853658536585366,0.0,-325.5,-191.94178682041093
2018-02-05T17:55:00.000000,17,55,0.4230769230769231,1.4878397711015736,0.7395833333333334,0.0,-361.25,-224.50186385798406
2018-02-05T20:03:00.000000,20,3,0.211864406779661,1.4694894146948942,0.8472222222222222,0.0,-466.25,-52.32232392923015
2018-02-05T21:40:00.000000,21,40,0.3333333333333333,1.5445544554455446,0.8222222222222222,0.17777777777777778,-491.0,-53.8563974044755
2018-02-05T21:42:00.000000,21,42,0.6097560975609756,1.5769230769230769,0.8604651162790697,0.0,-481.25,-43.8485631207659
2018-02-05T22:19:00.000000,22,19,0.7027027027027027,2.0,0.775,0.1,-524.75,-80.72481394330771
2018-02-05T22:58:00.000000,22,58,0.6190476190476191,1.3461538461538463,0.75,0.10714285714285714,-510.5,-57.0342758487468
2018-02-06T06:06:00.000000,6,6,0.33962264150943394,1.4133333333333333,0.7678571428571429,0.05357142857142857,-437.5,-35.432887988571565
2018-02-07T02:03:00.000000,2,3,0.5714285714285714,1.5469613259668507,0.7419354838709677,0.0967741935483871,-79.0,-22.87803525355048
2018-02-07T17:25:00.000000,17,25,0.21428571428571427,1.6766467065868265,0.5,0.125,-190.75,-114.56628915562123
2018-02-07T17:39:00.000000,17,39,0.6774193548387096,1.9076923076923078,0.5714285714285714,0.09523809523809523,-217.75,-141.0988821249066
2018-02-07T18:00:00.000000,18,0,0.2222222222222222,2.493074792243767,0.7804878048780488,0.024390243902439025,-210.5,0.0
2018-02-08T08:51:00.000000,8,51,0.3968253968253968,1.390728476821192,0.7450980392156863,0.0392156862745098,-156.25,-11.308228427471477
2018-02-08T09:56:00.000000,9,56,0.48717948717948717,1.8932038834951455,0.8372093023255814,0.16279069767441862,-225.5,-70.0030939930275
2018-02-08T10:46:00.000000,10,46,0.4838709677419355,1.3870246085011184,0.5833333333333334,0.020833333333333332,-235.75,-64.13384032158137
2018-02-08T11:28:00.000000,11,28,0.4107142857142857,1.7665615141955837,0.5681818181818182,0.06818181818181818,-263.25,-83.38861663075932
2018-02-08T11:40:00.000000,11,40,0.4166666666666667,1.2749003984063745,0.8636363636363636,0.13636363636363635,-253.75,-70.25680101089893
2018-02-08T11:42:00.000000,11,42,0.3492063492063492,1.5422276621787026,0.7090909090909091,0.03636363636363636,-256.0,-71.7965652017865
2018-02-08T11:46:00.000000,11,46,0.3333333333333333,1.291053227633069,0.7636363636363637,0.12727272727272726,-285.5,-99.88116749287383
2018-02-08T12:56:00.000000,12,56,0.27419354838709675,1.3762486126526083,0.7647058823529411,0.16176470588235295,-250.5,-44.97527822998563
2018-02-08T14:01:00.000000,14,1,0.5964912280701754,1.3751507840772013,0.8181818181818182,0.1590909090909091,-281.25,-68.0904157446721
2018-02-08T14:21:00.000000,14,21,0.3793103448275862,1.2540540540540541,0.6129032258064516,0.0,-308.0,-91.91884116982328
2018-02-08T15:06:00.000000,15,6,0.22123893805309736,1.7225609756097562,0.8032786885245902,0.0,-396.0,-158.85443359378223
2018-02-08T15:56:00.000000,15,56,0.29411764705882354,1.2878787878787878,0.5217391304347826,0.043478260869565216,-383.75,-143.4629228777103
2018-02-08T17:26:00.000000,17,26,0.6,1.4989293361884368,0.46153846153846156,0.15384615384615385,-299.75,-157.73673584811695
2018-02-08T23:25:00.000000,23,25,0.37037037037037035,1.2980769230769231,0.8181818181818182,0.06060606060606061,-309.25,-23.473329970262967
2018-02-09T06:34:00.000000,6,34,0.43333333333333335,1.488833746898263,0.5609756097560976,0.14634146341463414,-299.75,-22.555406018358553
2018-02-09T09:45:00.000000,9,45,0.37142857142857144,1.4227642276422763,0.6833333333333333,0.16666666666666666,-297.75,-44.23852789797638
2018-02-09T10:01:00.000000,10,1,0.35365853658536583,1.34096484055601,0.7222222222222222,0.018518518518518517,-270.5,-10.730210720502328
2018-02-09T11:09:00.000000,11,9,0.4098360655737705,1.3450937155457552,0.6417910447761194,0.11940298507462686,-377.75,-108.92079905833998
2018-02-09T11:17:00.000000,11,17,0.24,1.3020833333333333,0.7142857142857143,0.14285714285714285,-370.5,-97.83632168393433
2018-02-13T05:36:00.000000,5,36,0.4074074074074074,2.7,0.5,0.0,-85.25,-34.406259556992154
2018-02-20T04:42:00.000000,4,42,0.4166666666666667,1.5189873417721518,0.7,0.0,-85.5,-34.12773164592727
2018-02-20T05:28:00.000000,5,28,0.8181818181818182,1.4379084967320261,0.5,0.0,-91.25,-36.94066496438063
2018-02-21T15:49:00.000000,15,49,0.4,1.3605442176870748,0.7142857142857143,0.14285714285714285,-86.0,-66.93730497467277
2018-02-21T17:05:00.000000,17,5,0.6086956521739131,1.8775510204081634,0.6923076923076923,0.07692307692307693,-133.25,-72.17703034756778
2018-02-21T17:10:00.000000,17,10,0.21052631578947367,1.4232209737827717,0.8571428571428571,0.09523809523809523,-131.75,-70.64613614452264
2018-02-21T17:38:00.000000,17,38,0.25,1.6080402010050252,0.7142857142857143,0.0,-142.5,-81.01437519838692
2018-02-21T17:54:00.000000,17,54,0.21739130434782608,1.8775510204081634,0.6428571428571429,0.14285714285714285,-167.5,-105.40696841933277
2018-02-21T17:56:00.000000,17,56,0.23529411764705882,1.317829457364341,0.6875,0.0,-163.0,-100.70258493787878
2018-02-22T14:04:00.000000,14,4,0.3125,1.4414414414414416,0.6071428571428571,0.07142857142857142,-125.0,-26.445587444603916
2018-02-27T11:23:00.000000,11,23,0.26666666666666666,1.3157894736842104,0.6923076923076923,0.11538461538461539,-90.25,-54.88023543672716
2018-02-27T14:51:00.000000,14,51,0.2777777777777778,2.2546972860125263,0.7407407407407407,0.037037037037037035,-83.0,-35.07114178113807
2018-02-27T15:30:00.000000,15,30,0.7241379310344828,1.4285714285714286,0.6666666666666666,0.16666666666666666,-92.0,-41.27518915895416
2018-02-27T17:12:00.000000,17,12,0.3333333333333333,1.340782122905028,0.5,0.0,-90.75,-38.364559003166505
2018-02-28T14:26:00.000000,14,26,0.30952380952380953,1.6184971098265897,0.6190476190476191,0.0,-107.5,-28.512555601972963
2018-02-28T17:01:00.000000,17,1,0.25,1.9631901840490797,0.875,0.125,-88.25,-39.66796782380334
2018-02-28T17:03:00.000000,17,3,0.4444444444444444,1.978021978021978,0.6,0.0,-88.75,-40.14437155112864
2018-02-28T17:12:00.000000,17,12,0.21428571428571427,1.4285714285714284,0.8,0.1,-92.0,-43.35588568622643
2018-02-28T19:19:00.000000,19,19,0.3333333333333333,2.315112540192926,0.8214285714285714,0.0,-119.0,-16.54700021088138
2018-03-01T05:47:00.000000,5,47,0.2727272727272727,2.0276497695852536,0.6923076923076923,0.0,-123.5,-20.533008709048772
2018-03-01T08:45:00.000000,8,45,0.2830188679245283,1.3520408163265305,0.8703703703703703,0.09259259259259259,-139.0,-29.97463127553874
2018-03-01T09:01:00.000000,9,1,0.4077669902912621,2.047713717693837,0.5348837209302325,0.11627906976744186,-155.0,-38.04641278051258
2018-03-01T11:30:00.000000,11,30,0.5555555555555556,1.62748643761302,0.8888888888888888,0.1111111111111111,-156.5,-38.305045126008736
2018-03-01T13:32:00.000000,13,32,0.36363636363636365,1.2600229095074456,0.6818181818181818,0.13636363636363635,-253.75,-103.81222855131546
2018-03-01T13:36:00.000000,13,36,0.2571428571428571,1.5069967707212055,0.7941176470588235,0.08823529411764706,-259.0,-107.97317314679549
2018-03-01T15:30:00.000000,15,30,0.4482758620689655,2.0714285714285716,0.8888888888888888,0.05555555555555555,-214.75,-50.08907330866805
2018-03-01T17:26:00.000000,17,26,0.2727272727272727,1.4666666666666666,0.8235294117647058,0.11764705882352941,-139.75,-46.70164325719634
2018-03-02T03:36:00.000000,3,36,0.5,1.348314606741573,0.8125,0.0,-156.25,-18.347016123483627
2018-03-02T04:24:00.000000,4,24,0.5,1.44,0.6,0.0,-165.5,-25.013511849800125
2018-03-02T04:52:00.000000,4,52,0.2608695652173913,1.6083916083916083,0.8214285714285714,0.07142857142857142,-172.25,-29.317836279208677
2018-03-02T05:21:00.000000,5,21,0.5714285714285714,1.3461538461538463,0.84,0.12,-193.5,-45.556811017089785
2018-03-02T06:02:00.000000,6,2,0.25,1.3008130081300813,0.7931034482758621,0.13793103448275862,-199.0,-44.82095256620869
2018-03-02T06:44:00.000000,6,44,0.3125,1.2598425196850394,0.7777777777777778,0.0,-202.25,-43.86150387656289
2018-03-02T06:47:00.000000,6,47,0.21428571428571427,1.9444444444444444,0.627906976744186,0.0,-219.5,-59.57865091785243
2018-03-02T08:36:00.000000,8,36,0.5333333333333333,1.6453382084095063,0.696969696969697,0.015151515151515152,-215.5,-30.903547938703923
2018-03-02T08:39:00.000000,8,39,0.36363636363636365,1.6176470588235294,0.5512820512820513,0.0641025641025641,-231.0,-44.395865733959
2018-03-05T01:45:00.000000,1,45,0.23333333333333334,2.214022140221402,0.8666666666666667,0.06666666666666667,-75.5,-34.03626361129318
2018-03-06T17:29:00.000000,17,29,0.21052631578947367,1.450381679389313,0.6923076923076923,0.15384615384615385,-118.75,-86.21926074582734
2018-03-06T17:43:00.000000,17,43,0.391304347826087,2.1004566210045663,0.6666666666666666,0.13333333333333333,-112.5,-79.2953641885988
2018-03-06T17:47:00.000000,17,47,0.36,1.976284584980237,0.6666666666666666,0.0,-111.25,-77.88587034230295
2018-03-13T13:46:00.000000,13,46,0.30303030303030304,1.346938775510204,0.7222222222222222,0.0,-125.5,-74.75647518376172
2018-03-14T09:39:00.000000,9,39,0.2777777777777778,1.518987341772152,0.64,0.16,-166.25,-36.86075754163721
2018-03-14T09:42:00.000000,9,42,0.6470588235294118,1.9577735124760076,0.7142857142857143,0.14285714285714285,-165.5,-35.20143707941861
2018-03-19T03:34:00.000000,3,34,0.21428571428571427,1.346153846153846,0.5833333333333334,0.16666666666666666,-85.0,-29.145931770931384
2018-03-19T04:10:00.000000,4,10,0.21428571428571427,1.6766467065868265,0.8571428571428571,0.0,-86.75,-29.65564689710027
2018-03-19T07:39:00.000000,7,39,0.26666666666666666,2.3195876288659796,0.8421052631578947,0.05263157894736842,-85.5,-14.535859342606273
2018-03-19T08:45:00.000000,8,45,0.3125,2.900302114803625,0.6956521739130435,0.043478260869565216,-114.5,-34.1424666372377
2018-03-19T09:44:00.000000,9,44,0.41379310344827586,1.45,0.813953488372093,0.06976744186046512,-177.5,-77.63583269711035
2018-03-19T09:53:00.000000,9,53,0.25806451612903225,1.3839285714285716,0.6842105263157895,0.0,-179.5,-75.29761447398687
2018-03-19T10:22:00.000000,10,22,0.5,1.4715719063545152,0.8823529411764706,0.058823529411764705,-180.75,-64.61725196387943
2018-03-19T10:47:00.000000,10,47,0.4117647058823529,1.4255765199161425,0.65,0.0,-198.0,-76.19654413340595
2018-03-19T12:25:00.000000,12,25,0.22727272727272727,1.2941176470588236,0.5333333333333333,0.13333333333333333,-196.5,-58.422106470751714
2018-03-19T12:39:00.000000,12,39,0.20408163265306123,2.311320754716981,0.7931034482758621,0.06896551724137931,-213.5,-73.36588321167892
2018-03-19T12:41:00.000000,12,41,0.4411764705882353,1.497797356828194,0.7727272727272727,0.13636363636363635,-213.5,-73.00512410733245
2018-03-19T13:07:00.000000,13,7,0.2702702702702703,1.6017316017316017,0.6666666666666666,0.05128205128205128,-195.0,-51.58003504999306
2018-03-20T09:52:00.000000,9,52,0.5769230769230769,1.452513966480447,0.7906976744186046,0.11627906976744186,-177.75,-33.97444505724707
2018-03-22T01:01:00.000000,1,1,0.5454545454545454,2.682926829268293,0.75,0.0,-81.25,-24.751783535154573
2018-03-22T01:04:00.000000,1,4,0.7272727272727273,1.375,0.5833333333333334,0.0,-83.25,-26.343969338751776
2018-03-22T01:06:00.000000,1,6,0.29411764705882354,1.9318181818181817,0.7142857142857143,0.0,-85.0,-27.660738651868996
2018-03-22T01:41:00.000000,1,41,0.30434782608695654,1.6312056737588654,0.5,0.05555555555555555,-114.0,-48.50575936237601
2018-03-22T04:41:00.000000,4,41,0.7857142857142857,1.530054644808743,0.875,0.0,-143.75,-42.19444936759828
2018-03-22T04:52:00.000000,4,52,0.2777777777777778,1.6438356164383563,0.65,0.0,-156.0,-52.57579099423765
2018-03-22T05:58:00.000000,5,58,0.36363636363636365,1.3496932515337423,0.8571428571428571,0.0,-148.75,-39.753593456512135
2018-03-22T08:56:00.000000,8,56,0.22727272727272727,1.5068493150684932,0.6333333333333333,0.0,-197.75,-52.77480889847084
2018-03-22T08:58:00.000000,8,58,0.32558139534883723,1.4700854700854702,0.8148148148148148,0.07407407407407407,-197.0,-50.984955934342
2018-03-22T10:03:00.000000,10,3,0.32653061224489793,2.0416666666666665,0.6956521739130435,0.17391304347826086,-221.75,-60.218338702255096
2018-03-22T10:28:00.000000,10,28,0.8372093023255814,1.2932330827067668,0.725,0.15,-180.25,-14.899478305785124
2018-03-22T12:31:00.000000,12,31,0.6071428571428571,1.2698412698412698,0.6,0.13333333333333333,-191.25,-23.77556625629404
2018-03-22T13:01:00.000000,13,1,0.34210526315789475,1.3644524236983842,0.8421052631578947,0.0,-197.75,-29.49414088546655
2018-03-22T13:58:00.000000,13,58,0.20754716981132076,1.4133333333333333,0.6511627906976745,0.16279069767441862,-250.5,-73.98665330808944
2018-03-22T16:04:00.000000,16,4,0.20833333333333334,2.00836820083682,0.6875,0.0,-268.25,-88.15767464288183
2018-03-22T16:38:00.000000,16,38,0.35,2.6143790849673203,0.875,0.0,-286.25,-105.58514370861758
2018-03-22T17:23:00.000000,17,23,0.21739130434782608,1.8699186991869918,0.5,0.16666666666666666,-257.0,-111.55690411809064
2018-03-23T12:55:00.000000,12,55,0.325,1.3888888888888888,0.8484848484848485,0.12121212121212122,-305.0,-53.22537002628724
2018-03-27T13:07:00.000000,13,7,0.5254237288135594,1.4390243902439024,0.7802197802197802,0.15384615384615385,-211.0,-172.62753618743864
2018-03-27T13:34:00.000000,13,34,0.39285714285714285,2.0,0.7538461538461538,0.03076923076923077,-261.75,-206.36913401620495
2018-03-27T14:50:00.000000,14,50,0.35294117647058826,1.4406779661016949,0.8888888888888888,0.0,-240.25,-160.98148295230476
2018-03-27T17:14:00.000000,17,14,0.3125,1.4746543778801844,0.5263157894736842,0.10526315789473684,-306.0,-162.80397563252973
2018-03-27T18:00:00.000000,18,0,0.2222222222222222,1.9672131147540983,0.5384615384615384,0.15384615384615385,-297.75,0.0
2018-03-27T23:08:00.000000,23,8,0.8,1.762114537444934,0.7142857142857143,0.0,-320.75,-30.642727619774632
2018-03-27T23:19:00.000000,23,19,0.3,2.608695652173913,0.7777777777777778,0.0,-332.5,-41.19573369398131
2018-03-27T23:42:00.000000,23,42,0.3076923076923077,1.4857142857142858,0.7272727272727273,0.09090909090909091,-336.25,-39.952770539021
2018-03-28T03:42:00.000000,3,42,0.3225806451612903,1.5270935960591132,0.8,0.13333333333333333,-334.75,-19.56669971867359
2018-03-28T07:13:00.000000,7,13,0.4411764705882353,1.266294227188082,0.75,0.08333333333333333,-353.5,-39.432574427934014
2018-03-28T07:43:00.000000,7,43,0.35294117647058826,1.2710280373831775,0.640625,0.0625,-379.5,-51.187909050870076
2018-03-28T11:20:00.000000,11,20,0.4788732394366197,1.5219721329046088,0.7941176470588235,0.11764705882352941,-356.5,-11.258964048186499
2018-03-28T13:13:00.000000,13,13,0.29310344827586204,1.303370786516854,0.6470588235294118,0.11764705882352941,-388.0,-41.563475972171545
2018-03-29T08:02:00.000000,8,2,0.3188405797101449,1.5771428571428572,0.5862068965517241,0.1724137931034483,-113.5,-24.776665551859878
2018-04-02T09:08:00.000000,9,8,0.4727272727272727,1.5172413793103448,0.7105263157894737,0.13157894736842105,-164.5,-76.08208459875914
2018-04-02T09:38:00.000000,9,38,0.4868421052631579,1.6084656084656084,0.5714285714285714,0.07142857142857142,-198.25,-93.86719174964765
2018-04-02T10:08:00.000000,10,8,0.2073170731707317,1.7540106951871657,0.7954545454545454,0.022727272727272728,-200.5,-79.98166178321117
2018-04-02T11:33:00.000000,11,33,0.3673469387755102,1.51702786377709,0.4523809523809524,0.047619047619047616,-206.5,-71.39801934161824
2018-04-02T11:57:00.000000,11,57,0.32142857142857145,1.4432989690721651,0.5128205128205128,0.05128205128205128,-232.0,-91.45155499082466
2018-04-02T12:41:00.000000,12,41,0.6923076923076923,1.3231552162849873,0.7954545454545454,0.1590909090909091,-256.25,-103.70660573925306
2018-04-02T13:32:00.000000,13,32,0.25,1.3061224489795917,0.5384615384615384,0.0,-229.0,-68.58301842311175
2018-04-02T14:30:00.000000,14,30,0.47058823529411764,1.3152804642166342,0.8333333333333334,0.16666666666666666,-190.0,-25.147709501704412
2018-04-02T16:48:00.000000,16,48,0.4230769230769231,3.5616438356164384,0.5714285714285714,0.14285714285714285,-190.25,-25.3036025968986
2018-04-04T01:08:00.000000,1,8,0.48,2.100840336134454,0.6111111111111112,0.16666666666666666,-82.0,-22.357632007750908
2018-04-04T01:31:00.000000,1,31,0.42857142857142855,1.2962962962962963,0.6666666666666666,0.0,-88.0,-25.788132715432766
2018-04-04T01:43:00.000000,1,43,0.23076923076923078,1.3265306122448979,0.7619047619047619,0.09523809523809523,-94.0,-30.978372363073504
2018-04-04T01:46:00.000000,1,46,0.29411764705882354,1.5315315315315317,0.71875,0.09375,-92.5,-28.27850852643769
2018-04-04T04:21:00.000000,4,21,0.7666666666666667,1.6713091922005572,0.8536585365853658,0.12195121951219512,-173.75,-57.441876565031635
2018-04-04T05:18:00.000000,5,18,0.3333333333333333,1.2883435582822085,0.5,0.05555555555555555,-154.0,-29.59548076234114
2018-04-04T05:23:00.000000,5,23,0.64,1.457725947521866,0.5294117647058824,0.11764705882352941,-151.25,-26.38882003265917
2018-04-04T06:26:00.000000,6,26,0.5454545454545454,1.3147410358565736,0.8846153846153846,0.0,-150.5,-22.228429351994237
2018-04-05T17:11:00.000000,17,11,0.28431372549019607,2.001962708537782,0.7555555555555555,0.0,-124.0,-80.25179031163316
2018-04-06T11:50:00.000000,11,50,0.32,1.4836795252225519,0.55,0.175,-170.25,-57.80873518649969
2018-04-06T12:52:00.000000,12,52,0.39215686274509803,1.2846347607052895,0.8928571428571429,0.03571428571428571,-226.5,-101.33861286894353
2018-04-06T13:52:00.000000,13,52,0.25925925925925924,1.2811387900355873,0.775,0.15,-191.25,-53.86303073323779
2018-04-06T14:58:00.000000,14,58,0.2857142857142857,1.3861386138613863,0.7777777777777778,0.0,-198.75,-58.052631340183325
2018-04-09T17:31:00.000000,17,31,0.35714285714285715,1.627906976744186,0.8571428571428571,0.14285714285714285,-128.75,-55.14024022058584
2018-04-11T05:06:00.000000,5,6,0.8387096774193549,1.5233415233415233,0.5714285714285714,0.07142857142857142,-89.75,-26.013626544759973
2018-04-19T09:23:00.000000,9,23,0.225,1.7582417582417582,0.6666666666666666,0.05555555555555555,-84.25,-24.906736204347908
2018-04-19T11:44:00.000000,11,44,0.30434782608695654,1.4511041009463723,0.68,0.08,-90.75,-19.38202290784284
2018-04-19T12:07:00.000000,12,7,0.45454545454545453,1.5017064846416381,0.8,0.1,-91.0,-18.85113684762291
2018-04-19T17:27:00.000000,17,27,0.5526315789473685,7.3076923076923075,0.75,0.08333333333333333,-97.75,-22.22490604100676
2018-04-19T17:32:00.000000,17,32,0.625,1.3114754098360657,0.75,0.0,-97.0,-21.461824406748747
2018-04-20T01:40:00.000000,1,40,0.35294117647058826,1.6504854368932038,0.8666666666666667,0.13333333333333333,-121.25,-26.31217078763075
2018-04-20T07:41:00.000000,7,41,0.5757575757575758,1.5034168564920274,0.7142857142857143,0.0,-119.75,-13.598504895475344
2018-04-20T09:06:00.000000,9,6,0.5925925925925926,1.3636363636363635,0.75,0.0625,-169.0,-42.18064043557297
2018-04-20T11:30:00.000000,11,30,0.20833333333333334,1.3186813186813187,0.75,0.16666666666666666,-180.75,-29.962784096745054
2018-04-20T11:59:00.000000,11,59,0.375,1.3852813852813852,0.6,0.1,-179.0,-27.014212791186765
2018-04-20T12:20:00.000000,12,20,0.3157894736842105,1.3669064748201438,0.5882352941176471,0.17647058823529413,-190.25,-37.519701065377376
2018-04-20T12:31:00.000000,12,31,0.3333333333333333,1.3584905660377358,0.8421052631578947,0.10526315789473684,-187.5,-34.1952473049796
2018-04-24T09:15:00.000000,9,15,0.5454545454545454,1.5047879616963065,0.8709677419354839,0.0967741935483871,-150.0,-69.46530016856104
2018-04-24T09:23:00.000000,9,23,0.46938775510204084,1.3461538461538463,0.5357142857142857,0.07142857142857142,-138.5,-53.164383603018905
2018-04-24T10:09:00.000000,10,9,0.7058823529411765,1.2878787878787878,0.75,0.125,-151.5,-56.76895821288508
2018-04-24T10:16:00.000000,10,16,0.3157894736842105,1.4100185528756957,0.5581395348837209,0.11627906976744186,-167.25,-70.83325019302356
2018-04-24T10:43:00.000000,10,43,0.6923076923076923,1.4634146341463414,0.8214285714285714,0.14285714285714285,-198.75,-91.95894980286994
2018-04-24T11:44:00.000000,11,44,0.2571428571428571,1.2844036697247707,0.6666666666666666,0.03333333333333333,-211.5,-90.62695677486136
2018-04-24T13:21:00.000000,13,21,0.3170731707317073,1.4774774774774775,0.7586206896551724,0.0,-207.0,-59.767014600689436
2018-04-24T16:06:00.000000,16,6,0.3333333333333333,1.8181818181818183,0.5,0.0,-203.0,-47.312191336875
2018-04-24T16:45:00.000000,16,45,0.2222222222222222,2.0454545454545454,0.75,0.0,-202.25,-46.472940000032395
2018-04-25T02:37:00.000000,2,37,0.22727272727272727,2.0370370370370368,0.47058823529411764,0.17647058823529413,-228.5,-24.323493398636856
2018-04-25T03:18:00.000000,3,18,0.2608695652173913,2.053571428571429,0.5833333333333334,0.16666666666666666,-235.25,-26.57856413994159
2018-04-27T09:50:00.000000,9,50,0.3103448275862069,1.3975903614457832,0.5714285714285714,0.07142857142857142,-100.25,-39.84997753510743
