timeframe,fvg_ts,year,month,symbol,direction,displacement,gap_width,gap_low,gap_high,gap_mid,touched_10d,touch_ts,reclaimed_after_touch,reclaim_ts,width_ge_5,width_ge_10,width_ge_20,width_ge_30,width_ge_50
1h,2026-02-13T20:00:00.000000,2026,2,NQH6,bear,false,10.25,24890.5,24900.75,24895.625,true,2026-02-13T20:07:00.000000,true,2026-02-13T20:07:00.000000,true,true,false,false,false
1h,2026-02-13T21:00:00.000000,2026,2,NQH6,bear,false,20.75,24828.0,24848.75,24838.375,true,2026-02-15T23:00:00.000000,true,2026-02-15T23:00:00.000000,true,true,true,false,false
1h,2026-02-16T08:00:00.000000,2026,2,NQH6,bull,false,13.75,24827.25,24841.0,24834.125,true,2026-02-16T08:03:00.000000,true,2026-02-16T08:03:00.000000,true,true,false,false,false
1h,2026-02-16T09:00:00.000000,2026,2,NQH6,bull,false,14.0,24874.0,24888.0,24881.0,true,2026-02-16T09:01:00.000000,true,2026-02-16T09:01:00.000000,true,true,false,false,false
1h,2026-02-16T11:00:00.000000,2026,2,NQH6,bear,false,8.75,24879.25,24888.0,24883.625,true,2026-02-16T12:27:00.000000,true,2026-02-16T12:27:00.000000,true,false,false,false,false
1h,2026-02-16T14:00:00.000000,2026,2,NQH6,bear,true,3.5,24844.25,24847.75,24846.0,true,2026-02-17T18:40:00.000000,true,2026-02-17T18:41:00.000000,false,false,false,false,false
1h,2026-02-16T15:00:00.000000,2026,2,NQH6,bear,true,46.75,24797.5,24844.25,24820.875,true,2026-02-16T15:06:00.000000,true,2026-02-16T15:06:00.000000,true,true,true,true,false
1h,2026-02-17T00:00:00.000000,2026,2,NQH6,bull,false,3.5,24770.75,24774.25,24772.5,true,2026-02-17T00:57:00.000000,true,2026-02-17T00:57:00.000000,false,false,false,false,false
1h,2026-02-17T02:00:00.000000,2026,2,NQH6,bear,false,88.25,24686.0,24774.25,24730.125,true,2026-02-17T02:24:00.000000,true,2026-02-17T02:24:00.000000,true,true,true,true,true
1h,2026-02-17T19:00:00.000000,2026,2,NQH6,bull,false,43.25,24764.5,24807.75,24786.125,true,2026-02-17T19:58:00.000000,true,2026-02-17T19:58:00.000000,true,true,true,true,false
1h,2026-02-18T00:00:00.000000,2026,2,NQH6,bear,false,0.5,24754.75,24755.25,24755.0,true,2026-02-18T00:15:00.000000,true,2026-02-18T00:15:00.000000,false,false,false,false,false
1h,2026-02-18T04:00:00.000000,2026,2,NQH6,bull,false,12.5,24770.75,24783.25,24777.0,true,2026-02-18T04:01:00.000000,true,2026-02-18T04:01:00.000000,true,true,false,false,false
1h,2026-02-18T05:00:00.000000,2026,2,NQH6,bull,false,21.25,24798.75,24820.0,24809.375,true,2026-02-18T05:56:00.000000,true,2026-02-18T05:56:00.000000,true,true,true,false,false
1h,2026-02-18T09:00:00.000000,2026,2,NQH6,bull,false,57.75,24842.0,24899.75,24870.875,true,2026-02-18T09:07:00.000000,true,2026-02-18T09:07:00.000000,true,true,true,true,true
1h,2026-02-18T15:00:00.000000,2026,2,NQH6,bull,true,15.75,24921.75,24937.5,24929.625,true,2026-02-18T19:36:00.000000,true,2026-02-18T19:36:00.000000,true,true,false,false,false
1h,2026-02-18T16:00:00.000000,2026,2,NQH6,bull,false,99.0,24958.5,25057.5,25008.0,true,2026-02-18T16:58:00.000000,true,2026-02-18T16:58:00.000000,true,true,true,true,true
1h,2026-02-18T19:00:00.000000,2026,2,NQH6,bear,true,22.0,25036.75,25058.75,25047.75,true,2026-02-18T19:01:00.000000,true,2026-02-18T19:01:00.000000,true,true,true,false,false
1h,2026-02-19T07:00:00.000000,2026,2,NQH6,bull,false,2.5,25005.5,25008.0,25006.75,true,2026-02-19T07:05:00.000000,true,2026-02-19T07:05:00.000000,false,false,false,false,false
1h,2026-02-19T09:00:00.000000,2026,2,NQH6,bear,false,35.0,24973.0,25008.0,24990.5,true,2026-02-19T09:01:00.000000,true,2026-02-19T09:01:00.000000,true,true,true,true,false
1h,2026-02-19T10:00:00.000000,2026,2,NQH6,bear,false,43.25,24902.75,24946.0,24924.375,true,2026-02-19T10:03:00.000000,true,2026-02-19T10:03:00.000000,true,true,true,true,false
1h,2026-02-20T01:00:00.000000,2026,2,NQH6,bull,false,2.75,24889.25,24892.0,24890.625,true,2026-02-20T01:51:00.000000,true,2026-02-20T01:51:00.000000,false,false,false,false,false
1h,2026-02-20T06:00:00.000000,2026,2,NQH6,bull,false,17.0,24913.75,24930.75,24922.25,true,2026-02-20T06:50:00.000000,true,2026-02-20T06:50:00.000000,true,true,false,false,false
1h,2026-02-20T11:00:00.000000,2026,2,NQH6,bear,true,29.25,24902.5,24931.75,24917.125,true,2026-02-20T14:42:00.000000,true,2026-02-20T14:43:00.000000,true,true,true,false,false
1h,2026-02-20T12:00:00.000000,2026,2,NQH6,bear,false,51.25,24849.5,24900.75,24875.125,true,2026-02-20T12:15:00.000000,true,2026-02-20T12:15:00.000000,true,true,true,true,true
1h,2026-02-20T16:00:00.000000,2026,2,NQH6,bull,false,9.75,24957.5,24967.25,24962.375,true,2026-02-20T16:30:00.000000,true,2026-02-20T16:30:00.000000,true,false,false,false,false
1h,2026-02-23T00:00:00.000000,2026,2,NQH6,bear,false,93.25,24971.0,25064.25,25017.625,true,2026-02-23T09:08:00.000000,true,2026-02-23T09:08:00.000000,true,true,true,true,true
1h,2026-02-23T01:00:00.000000,2026,2,NQH6,bear,false,53.75,24882.75,24936.5,24909.625,true,2026-02-23T01:23:00.000000,true,2026-02-23T01:23:00.000000,true,true,true,true,true
1h,2026-02-23T07:00:00.000000,2026,2,NQH6,bull,false,19.0,24844.25,24863.25,24853.75,true,2026-02-23T14:46:00.000000,true,2026-02-23T14:46:00.000000,true,true,false,false,false
1h,2026-02-23T08:00:00.000000,2026,2,NQH6,bull,false,8.0,24869.5,24877.5,24873.5,true,2026-02-23T08:08:00.000000,true,2026-02-23T08:08:00.000000,true,false,false,false,false
1h,2026-02-23T09:00:00.000000,2026,2,NQH6,bull,false,16.0,24914.75,24930.75,24922.75,true,2026-02-23T11:47:00.000000,true,2026-02-23T11:47:00.000000,true,true,false,false,false
1h,2026-02-23T10:00:00.000000,2026,2,NQH6,bull,false,10.5,24934.5,24945.0,24939.75,true,2026-02-23T10:26:00.000000,true,2026-02-23T10:26:00.000000,true,true,false,false,false
1h,2026-02-23T12:00:00.000000,2026,2,NQH6,bear,false,1.5,24943.5,24945.0,24944.25,true,2026-02-23T12:07:00.000000,true,2026-02-23T12:07:00.000000,false,false,false,false,false
1h,2026-02-23T16:00:00.000000,2026,2,NQH6,bear,false,68.5,24789.25,24857.75,24823.5,true,2026-02-23T16:31:00.000000,true,2026-02-23T16:31:00.000000,true,true,true,true,true
1h,2026-02-23T21:00:00.000000,2026,2,NQH6,bull,false,3.0,24755.0,24758.0,24756.5,true,2026-02-24T14:31:00.000000,true,2026-02-24T14:31:00.000000,false,false,false,false,false
1h,2026-02-24T03:00:00.000000,2026,2,NQH6,bull,false,31.25,24835.5,24866.75,24851.125,true,2026-02-24T03:02:00.000000,true,2026-02-24T03:02:00.000000,true,true,true,true,false
1h,2026-02-24T06:00:00.000000,2026,2,NQH6,bear,false,12.5,24853.25,24865.75,24859.5,true,2026-02-24T06:09:00.000000,true,2026-02-24T06:09:00.000000,true,true,false,false,false
1h,2026-02-24T16:00:00.000000,2026,2,NQH6,bull,false,5.0,24964.25,24969.25,24966.75,true,2026-02-24T16:34:00.000000,true,2026-02-24T16:34:00.000000,true,false,false,false,false
1h,2026-02-25T01:00:00.000000,2026,2,NQH6,bull,false,10.5,25051.0,25061.5,25056.25,true,2026-02-25T03:23:00.000000,true,2026-02-25T03:24:00.000000,true,true,false,false,false
1h,2026-02-25T02:00:00.000000,2026,2,NQH6,bull,false,7.25,25075.0,25082.25,25078.625,true,2026-02-25T02:17:00.000000,true,2026-02-25T02:17:00.000000,true,false,false,false,false
1h,2026-02-25T04:00:00.000000,2026,2,NQH6,bear,false,14.5,25067.75,25082.25,25075.0,true,2026-02-25T08:04:00.000000,true,2026-02-25T08:04:00.000000,true,true,false,false,false
1h,2026-02-25T09:00:00.000000,2026,2,NQH6,bull,false,1.75,25053.5,25055.25,25054.375,true,2026-02-25T09:05:00.000000,true,2026-02-25T09:05:00.000000,false,false,false,false,false
1h,2026-02-25T12:00:00.000000,2026,2,NQH6,bull,false,10.25,25094.75,25105.0,25099.875,true,2026-02-25T12:13:00.000000,true,2026-02-25T12:13:00.000000,true,true,false,false,false
1h,2026-02-25T15:00:00.000000,2026,2,NQH6,bull,true,98.75,25165.75,25264.5,25215.125,true,2026-02-25T15:55:00.000000,true,2026-02-25T15:55:00.000000,true,true,true,true,true
1h,2026-02-25T18:00:00.000000,2026,2,NQH6,bull,false,1.0,25333.25,25334.25,25333.75,true,2026-02-25T18:32:00.000000,true,2026-02-25T18:32:00.000000,false,false,false,false,false
1h,2026-02-26T00:00:00.000000,2026,2,NQH6,bear,false,28.5,25341.5,25370.0,25355.75,true,2026-02-26T00:30:00.000000,true,2026-02-26T00:30:00.000000,true,true,true,false,false
1h,2026-02-26T07:00:00.000000,2026,2,NQH6,bull,false,16.5,25309.75,25326.25,25318.0,true,2026-02-26T14:30:00.000000,true,2026-02-26T14:31:00.000000,true,true,false,false,false
1h,2026-02-26T15:00:00.000000,2026,2,NQH6,bear,true,150.5,25210.75,25361.25,25286.0,true,2026-03-04T18:43:00.000000,true,2026-03-04T18:43:00.000000,true,true,true,true,true
1h,2026-02-26T16:00:00.000000,2026,2,NQH6,bear,false,95.75,25085.5,25181.25,25133.375,true,2026-02-26T16:26:00.000000,true,2026-02-26T16:26:00.000000,true,true,true,true,true
1h,2026-02-27T11:00:00.000000,2026,2,NQH6,bear,false,11.75,25012.75,25024.5,25018.625,true,2026-02-27T11:01:00.000000,true,2026-02-27T11:01:00.000000,true,true,false,false,false
1h,2026-03-01T23:00:00.000000,2026,3,NQH6,bear,true,78.5,24815.0,24893.5,24854.25,true,2026-03-01T23:12:00.000000,true,2026-03-01T23:12:00.000000,true,true,true,true,true
1h,2026-03-02T00:00:00.000000,2026,3,NQH6,bear,false,143.0,24796.25,24939.25,24867.75,true,2026-03-02T00:59:00.000000,true,2026-03-02T00:59:00.000000,true,true,true,true,true
1h,2026-03-02T02:00:00.000000,2026,3,NQH6,bull,false,0.25,24796.25,24796.5,24796.375,true,2026-03-02T02:52:00.000000,true,2026-03-02T02:52:00.000000,false,false,false,false,false
1h,2026-03-02T05:00:00.000000,2026,3,NQH6,bear,false,15.75,24769.5,24785.25,24777.375,true,2026-03-02T05:02:00.000000,true,2026-03-02T05:02:00.000000,true,true,false,false,false
1h,2026-03-02T06:00:00.000000,2026,3,NQH6,bear,true,37.75,24703.0,24740.75,24721.875,true,2026-03-02T06:06:00.000000,true,2026-03-02T06:06:00.000000,true,true,true,true,false
1h,2026-03-02T07:00:00.000000,2026,3,NQH6,bear,false,69.5,24602.5,24672.0,24637.25,true,2026-03-02T09:07:00.000000,true,2026-03-02T09:07:00.000000,true,true,true,true,true
1h,2026-03-02T10:00:00.000000,2026,3,NQH6,bull,false,34.5,24591.0,24625.5,24608.25,true,2026-03-02T10:01:00.000000,true,2026-03-02T10:01:00.000000,true,true,true,true,false
1h,2026-03-02T15:00:00.000000,2026,3,NQH6,bull,false,62.75,24739.25,24802.0,24770.625,true,2026-03-03T04:29:00.000000,true,2026-03-03T04:29:00.000000,true,true,true,true,true
1h,2026-03-02T17:00:00.000000,2026,3,NQH6,bull,false,49.0,24958.5,25007.5,24983.0,true,2026-03-02T17:13:00.000000,true,2026-03-02T17:13:00.000000,true,true,true,true,false
1h,2026-03-03T02:00:00.000000,2026,3,NQH6,bear,false,45.75,24879.25,24925.0,24902.125,true,2026-03-03T02:41:00.000000,true,2026-03-03T02:41:00.000000,true,true,true,true,false
1h,2026-03-03T08:00:00.000000,2026,3,NQH6,bear,true,41.5,24694.5,24736.0,24715.25,true,2026-03-03T08:10:00.000000,true,2026-03-03T08:10:00.000000,true,true,true,true,false
1h,2026-03-03T09:00:00.000000,2026,3,NQH6,bear,false,86.75,24581.75,24668.5,24625.125,true,2026-03-03T09:09:00.000000,true,2026-03-03T09:09:00.000000,true,true,true,true,true
1h,2026-03-03T10:00:00.000000,2026,3,NQH6,bear,false,21.0,24484.0,24505.0,24494.5,true,2026-03-03T10:04:00.000000,true,2026-03-03T10:04:00.000000,true,true,true,false,false
1h,2026-03-03T17:00:00.000000,2026,3,NQH6,bull,false,40.0,24562.5,24602.5,24582.5,true,2026-03-03T17:36:00.000000,true,2026-03-03T17:36:00.000000,true,true,true,true,false
1h,2026-03-04T08:00:00.000000,2026,3,NQH6,bull,false,21.5,24590.0,24611.5,24600.75,true,2026-03-04T08:27:00.000000,true,2026-03-04T08:27:00.000000,true,true,true,false,false
1h,2026-03-04T10:00:00.000000,2026,3,NQH6,bull,false,46.0,24688.25,24734.25,24711.25,true,2026-03-04T10:06:00.000000,true,2026-03-04T10:06:00.000000,true,true,true,true,false
1h,2026-03-04T11:00:00.000000,2026,3,NQH6,bull,false,30.0,24771.25,24801.25,24786.25,true,2026-03-04T11:56:00.000000,true,2026-03-04T11:56:00.000000,true,true,true,true,false
1h,2026-03-04T16:00:00.000000,2026,3,NQH6,bull,false,80.75,24970.25,25051.0,25010.625,true,2026-03-04T16:24:00.000000,true,2026-03-04T16:24:00.000000,true,true,true,true,true
1h,2026-03-04T21:00:00.000000,2026,3,NQH6,bear,false,17.0,25163.25,25180.25,25171.75,true,2026-03-04T21:15:00.000000,true,2026-03-04T21:15:00.000000,true,true,false,false,false
1h,2026-03-05T02:00:00.000000,2026,3,NQH6,bear,false,34.75,25125.5,25160.25,25142.875,true,2026-03-05T02:50:00.000000,true,2026-03-05T02:50:00.000000,true,true,true,true,false
1h,2026-03-05T10:00:00.000000,2026,3,NQH6,bull,false,6.75,25078.25,25085.0,25081.625,true,2026-03-05T10:04:00.000000,true,2026-03-05T10:04:00.000000,true,false,false,false,false
1h,2026-03-05T13:00:00.000000,2026,3,NQH6,bear,false,9.25,25076.0,25085.25,25080.625,true,2026-03-05T14:33:00.000000,true,2026-03-05T14:40:00.000000,true,false,false,false,false
1h,2026-03-05T18:00:00.000000,2026,3,NQH6,bear,false,53.25,24888.75,24942.0,24915.375,true,2026-03-05T18:15:00.000000,true,2026-03-05T18:15:00.000000,true,true,true,true,true
1h,2026-03-05T21:00:00.000000,2026,3,NQH6,bull,false,118.0,24882.25,25000.25,24941.25,true,2026-03-05T21:47:00.000000,true,2026-03-05T21:47:00.000000,true,true,true,true,true
1h,2026-03-06T00:00:00.000000,2026,3,NQH6,bull,false,8.25,25051.0,25059.25,25055.125,true,2026-03-06T01:22:00.000000,true,2026-03-06T01:22:00.000000,true,false,false,false,false
1h,2026-03-06T09:00:00.000000,2026,3,NQH6,bear,true,9.75,25082.0,25091.75,25086.875,true,2026-03-10T08:00:00.000000,true,2026-03-10T08:00:00.000000,true,false,false,false,false
1h,2026-03-06T10:00:00.000000,2026,3,NQH6,bear,false,52.0,24981.0,25033.0,25007.0,true,2026-03-06T10:29:00.000000,true,2026-03-06T10:29:00.000000,true,true,true,true,true
1h,2026-03-06T12:00:00.000000,2026,3,NQH6,bear,false,33.5,24884.75,24918.25,24901.5,true,2026-03-06T12:15:00.000000,true,2026-03-06T12:15:00.000000,true,true,true,true,false
1h,2026-03-06T14:00:00.000000,2026,3,NQH6,bear,false,63.0,24742.5,24805.5,24774.0,true,2026-03-06T14:51:00.000000,true,2026-03-06T14:51:00.000000,true,true,true,true,true
1h,2026-03-06T16:00:00.000000,2026,3,NQH6,bull,false,47.5,24742.5,24790.0,24766.25,true,2026-03-06T16:23:00.000000,true,2026-03-06T16:23:00.000000,true,true,true,true,false
1h,2026-03-06T21:00:00.000000,2026,3,NQH6,bear,false,91.25,24682.25,24773.5,24727.875,true,2026-03-06T21:52:00.000000,true,2026-03-06T21:52:00.000000,true,true,true,true,true
1h,2026-03-08T22:00:00.000000,2026,3,NQH6,bear,true,128.0,24473.0,24601.0,24537.0,true,2026-03-09T09:33:00.000000,true,2026-03-09T09:33:00.000000,true,true,true,true,true
1h,2026-03-08T23:00:00.000000,2026,3,NQH6,bear,false,291.75,24326.25,24618.0,24472.125,true,2026-03-09T08:33:00.000000,true,2026-03-09T08:33:00.000000,true,true,true,true,true
1h,2026-03-09T01:00:00.000000,2026,3,NQH6,bear,false,30.5,24137.75,24168.25,24153.0,true,2026-03-09T01:02:00.000000,true,2026-03-09T01:02:00.000000,true,true,true,true,false
1h,2026-03-09T06:00:00.000000,2026,3,NQH6,bull,false,92.5,24134.25,24226.75,24180.5,true,2026-03-09T06:53:00.000000,true,2026-03-09T06:53:00.000000,true,true,true,true,true
1h,2026-03-09T10:00:00.000000,2026,3,NQH6,bull,false,2.75,24337.25,24340.0,24338.625,true,2026-03-09T10:51:00.000000,true,2026-03-09T10:51:00.000000,false,false,false,false,false
1h,2026-03-09T15:00:00.000000,2026,3,NQH6,bull,false,24.25,24525.25,24549.5,24537.375,true,2026-03-12T19:54:00.000000,true,2026-03-12T19:54:00.000000,true,true,true,false,false
1h,2026-03-09T16:00:00.000000,2026,3,NQH6,bull,false,45.75,24585.5,24631.25,24608.375,true,2026-03-09T16:01:00.000000,true,2026-03-09T16:01:00.000000,true,true,true,true,false
1h,2026-03-09T20:00:00.000000,2026,3,NQH6,bull,false,199.25,24708.25,24907.5,24807.875,true,2026-03-09T20:20:00.000000,true,2026-03-09T20:20:00.000000,true,true,true,true,true
1h,2026-03-10T06:00:00.000000,2026,3,NQH6,bull,false,21.25,24919.75,24941.0,24930.375,true,2026-03-10T06:21:00.000000,true,2026-03-10T06:21:00.000000,true,true,true,false,false
1h,2026-03-10T08:00:00.000000,2026,3,NQH6,bull,false,77.25,24986.25,25063.5,25024.875,true,2026-03-10T08:02:00.000000,true,2026-03-10T08:02:00.000000,true,true,true,true,true
1h,2026-03-10T09:00:00.000000,2026,3,NQH6,bull,false,4.25,25076.5,25080.75,25078.625,true,2026-03-10T10:00:00.000000,true,2026-03-10T10:00:00.000000,false,false,false,false,false
1h,2026-03-10T12:00:00.000000,2026,3,NQH6,bear,false,20.75,24999.5,25020.25,25009.875,true,2026-03-10T12:55:00.000000,true,2026-03-10T12:55:00.000000,true,true,true,false,false
1h,2026-03-10T15:00:00.000000,2026,3,NQH6,bull,false,28.0,25081.75,25109.75,25095.75,true,2026-03-10T15:34:00.000000,true,2026-03-10T15:34:00.000000,true,true,true,false,false
1h,2026-03-10T19:00:00.000000,2026,3,NQH6,bear,false,29.75,25072.5,25102.25,25087.375,true,2026-03-10T19:19:00.000000,true,2026-03-10T19:19:00.000000,true,true,true,false,false
1h,2026-03-11T01:00:00.000000,2026,3,NQH6,bull,false,25.5,25025.5,25051.0,25038.25,true,2026-03-11T01:03:00.000000,true,2026-03-11T01:03:00.000000,true,true,true,false,false
1h,2026-03-11T06:00:00.000000,2026,3,NQH6,bear,false,33.25,25053.25,25086.5,25069.875,true,2026-03-11T06:39:00.000000,true,2026-03-11T06:39:00.000000,true,true,true,true,false
1h,2026-03-11T23:00:00.000000,2026,3,NQH6,bear,false,86.25,24853.75,24940.0,24896.875,true,2026-03-12T07:55:00.000000,true,2026-03-12T07:55:00.000000,true,true,true,true,true
1h,2026-03-12T00:00:00.000000,2026,3,NQH6,bear,false,11.5,24805.0,24816.5,24810.75,true,2026-03-12T00:40:00.000000,true,2026-03-12T00:40:00.000000,true,true,false,false,false
1h,2026-03-12T03:00:00.000000,2026,3,NQH6,bear,false,11.5,24758.5,24770.0,24764.25,true,2026-03-12T03:07:00.000000,true,2026-03-12T03:07:00.000000,true,true,false,false,false
1h,2026-03-12T07:00:00.000000,2026,3,NQH6,bull,false,30.0,24777.75,24807.75,24792.75,true,2026-03-12T12:31:00.000000,true,2026-03-12T12:31:00.000000,true,true,true,true,false
1h,2026-03-12T08:00:00.000000,2026,3,NQH6,bull,false,22.25,24814.5,24836.75,24825.625,true,2026-03-12T08:41:00.000000,true,2026-03-12T08:41:00.000000,true,true,true,false,false
1h,2026-03-12T12:00:00.000000,2026,3,NQH6,bear,false,12.5,24862.75,24875.25,24869.0,true,2026-03-16T12:11:00.000000,true,2026-03-16T12:11:00.000000,true,true,false,false,false
1h,2026-03-12T14:00:00.000000,2026,3,NQH6,bear,false,53.75,24747.5,24801.25,24774.375,true,2026-03-12T14:04:00.000000,true,2026-03-12T14:04:00.000000,true,true,true,true,true
1h,2026-03-12T20:00:00.000000,2026,3,NQH6,bear,false,17.75,24577.5,24595.25,24586.375,true,2026-03-12T20:53:00.000000,true,2026-03-12T20:53:00.000000,true,true,false,false,false
1h,2026-03-13T01:00:00.000000,2026,3,NQH6,bull,false,4.25,24614.0,24618.25,24616.125,true,2026-03-13T01:55:00.000000,true,2026-03-13T01:55:00.000000,false,false,false,false,false
1h,2026-03-13T07:00:00.000000,2026,3,NQH6,bear,false,65.5,24488.0,24553.5,24520.75,true,2026-03-13T08:49:00.000000,true,2026-03-13T08:49:00.000000,true,true,true,true,true
1h,2026-03-13T09:00:00.000000,2026,3,NQH6,bull,false,20.5,24488.0,24508.5,24498.25,true,2026-03-13T09:39:00.000000,true,2026-03-13T09:39:00.000000,true,true,true,false,false
1h,2026-03-13T10:00:00.000000,2026,3,NQH6,bull,false,1.0,24524.25,24525.25,24524.75,true,2026-03-13T14:56:00.000000,true,2026-03-13T15:09:00.000000,false,false,false,false,false
1h,2026-03-13T11:00:00.000000,2026,3,NQH6,bull,false,27.75,24574.25,24602.0,24588.125,true,2026-03-13T11:10:00.000000,true,2026-03-13T11:10:00.000000,true,true,true,false,false
1h,2026-03-13T12:00:00.000000,2026,3,NQH6,bull,false,7.5,24623.0,24630.5,24626.75,true,2026-03-13T12:21:00.000000,true,2026-03-13T12:21:00.000000,true,false,false,false,false
1h,2026-03-13T15:00:00.000000,2026,3,NQH6,bear,true,41.75,24569.25,24611.0,24590.125,true,2026-03-13T15:14:00.000000,true,2026-03-13T15:14:00.000000,true,true,true,true,false
1h,2026-03-15T23:00:00.000000,2026,3,NQH6,bull,false,8.25,24400.25,24408.5,24404.375,true,2026-03-15T23:39:00.000000,true,2026-03-15T23:39:00.000000,true,false,false,false,false
1h,2026-03-16T00:00:00.000000,2026,3,NQM6,bull,false,171.5,24475.5,24647.0,24561.25,true,2026-03-18T19:59:00.000000,true,2026-03-18T19:59:00.000000,true,true,true,true,true
1h,2026-03-16T01:00:00.000000,2026,3,NQM6,bull,false,181.0,24496.75,24677.75,24587.25,true,2026-03-16T01:33:00.000000,true,2026-03-16T01:33:00.000000,true,true,true,true,true
1h,2026-03-16T11:00:00.000000,2026,3,NQM6,bull,false,42.5,24747.0,24789.5,24768.25,true,2026-03-16T11:28:00.000000,true,2026-03-16T11:28:00.000000,true,true,true,true,false
1h,2026-03-16T12:00:00.000000,2026,3,NQM6,bull,false,9.25,24827.75,24837.0,24832.375,true,2026-03-16T13:30:00.000000,true,2026-03-16T13:30:00.000000,true,false,false,false,false
1h,2026-03-17T06:00:00.000000,2026,3,NQM6,bear,false,15.75,24774.0,24789.75,24781.875,true,2026-03-17T06:40:00.000000,true,2026-03-17T06:40:00.000000,true,true,false,false,false
1h,2026-03-17T13:00:00.000000,2026,3,NQM6,bull,true,69.25,24860.25,24929.5,24894.875,true,2026-03-18T12:43:00.000000,true,2026-03-18T12:43:00.000000,true,true,true,true,true
1h,2026-03-17T14:00:00.000000,2026,3,NQM6,bull,false,55.5,24940.25,24995.75,24968.0,true,2026-03-17T14:17:00.000000,true,2026-03-17T14:17:00.000000,true,true,true,true,true
1h,2026-03-18T01:00:00.000000,2026,3,NQM6,bull,false,55.75,25023.75,25079.5,25051.625,true,2026-03-18T12:04:00.000000,true,2026-03-18T12:04:00.000000,true,true,true,true,true
1h,2026-03-18T02:00:00.000000,2026,3,NQM6,bull,false,11.25,25083.0,25094.25,25088.625,true,2026-03-18T12:03:00.000000,false,,true,true,false,false,false
1h,2026-03-18T03:00:00.000000,2026,3,NQM6,bull,false,8.5,25098.5,25107.0,25102.75,true,2026-03-18T03:07:00.000000,true,2026-03-18T03:07:00.000000,true,false,false,false,false
1h,2026-03-18T04:00:00.000000,2026,3,NQM6,bull,false,0.5,25130.0,25130.5,25130.25,true,2026-03-18T04:41:00.000000,true,2026-03-18T04:41:00.000000,false,false,false,false,false
1h,2026-03-18T06:00:00.000000,2026,3,NQM6,bull,false,17.5,25148.5,25166.0,25157.25,true,2026-03-18T06:04:00.000000,true,2026-03-18T06:04:00.000000,true,true,false,false,false
1h,2026-03-18T12:00:00.000000,2026,3,NQM6,bear,true,39.5,25119.0,25158.5,25138.75,false,,false,,true,true,true,true,false
1h,2026-03-18T13:00:00.000000,2026,3,NQM6,bear,true,99.25,24998.25,25097.5,25047.875,true,2026-03-18T13:46:00.000000,true,2026-03-18T13:46:00.000000,true,true,true,true,true
1h,2026-03-18T20:00:00.000000,2026,3,NQM6,bear,false,51.25,24690.0,24741.25,24715.625,true,2026-03-18T20:01:00.000000,true,2026-03-18T20:01:00.000000,true,true,true,true,true
1h,2026-03-18T22:00:00.000000,2026,3,NQM6,bear,false,13.25,24628.5,24641.75,24635.125,true,2026-03-18T23:41:00.000000,true,2026-03-18T23:43:00.000000,true,true,false,false,false
1h,2026-03-19T05:00:00.000000,2026,3,NQM6,bear,false,15.0,24648.0,24663.0,24655.5,true,2026-03-19T05:20:00.000000,true,2026-03-19T05:20:00.000000,true,true,false,false,false
1h,2026-03-19T12:00:00.000000,2026,3,NQM6,bear,true,13.75,24558.25,24572.0,24565.125,true,2026-03-19T12:07:00.000000,true,2026-03-19T12:07:00.000000,true,true,false,false,false
1h,2026-03-19T19:00:00.000000,2026,3,NQM6,bull,true,17.75,24488.25,24506.0,24497.125,true,2026-03-20T07:00:00.000000,true,2026-03-20T07:00:00.000000,true,true,false,false,false
1h,2026-03-19T20:00:00.000000,2026,3,NQM6,bull,false,39.0,24524.5,24563.5,24544.0,true,2026-03-19T20:03:00.000000,true,2026-03-19T20:03:00.000000,true,true,true,true,false
1h,2026-03-20T10:00:00.000000,2026,3,NQM6,bear,false,112.75,24440.25,24553.0,24496.625,true,2026-03-20T11:03:00.000000,true,2026-03-20T11:03:00.000000,true,true,true,true,true
1h,2026-03-20T14:00:00.000000,2026,3,NQM6,bear,false,96.75,24328.0,24424.75,24376.375,true,2026-03-20T14:07:00.000000,true,2026-03-20T14:07:00.000000,true,true,true,true,true
1h,2026-03-20T18:00:00.000000,2026,3,NQM6,bear,true,13.25,24222.25,24235.5,24228.875,true,2026-03-23T11:05:00.000000,true,2026-03-24T02:11:00.000000,true,true,false,false,false
1h,2026-03-20T19:00:00.000000,2026,3,NQM6,bear,false,46.0,24118.0,24164.0,24141.0,true,2026-03-20T19:02:00.000000,true,2026-03-20T19:02:00.000000,true,true,true,true,false
1h,2026-03-22T23:00:00.000000,2026,3,NQM6,bear,false,11.5,24084.5,24096.0,24090.25,true,2026-03-22T23:12:00.000000,true,2026-03-22T23:12:00.000000,true,true,false,false,false
1h,2026-03-23T07:00:00.000000,2026,3,NQM6,bear,false,19.5,23913.25,23932.75,23923.0,true,2026-03-23T07:11:00.000000,true,2026-03-23T07:11:00.000000,true,true,false,false,false
1h,2026-03-23T12:00:00.000000,2026,3,NQM6,bull,true,416.0,23929.0,24345.0,24137.0,true,2026-03-23T12:01:00.000000,true,2026-03-23T12:01:00.000000,true,true,true,true,true
1h,2026-03-23T16:00:00.000000,2026,3,NQM6,bear,false,62.0,24465.5,24527.5,24496.5,true,2026-03-23T16:12:00.000000,true,2026-03-23T16:12:00.000000,true,true,true,true,true
