model,first_trade,last_trade,trades,wins,losses,winrate,net_points,avg_trade,profit_factor,max_dd,avg_risk,avg_mfe,avg_mae
combo_8_10,2019-08-29 08:38:00,2026-03-18 10:36:00,48,44,4,91.67,920.15,19.17,26.82,-18.07,10.7,27.5,-4.16
