stage,signal_time,entry_time,date,entry,signal_high,signal_low,signal_close,stop,target,exit_price,exit_time,outcome,risk_points,pnl_points,rr,mfe,mae
step1_market,2025-06-17 10:52:00,2025-06-17 10:53:00,2025-06-17,22058.0,22074.75,22052.75,22057.5,22076.75,22020.5,22020.5,2025-06-17 11:00:00,win,18.75,37.5,2.0,38.75,-6.25
step1_market,2025-06-18 09:32:00,2025-06-18 09:33:00,2025-06-18,22053.75,22064.25,22050.25,22053.75,22066.25,22028.75,22066.25,2025-06-18 09:40:00,loss,12.5,-12.5,-1.0,11.75,-12.75
step1_market,2025-06-18 11:21:00,2025-06-18 11:22:00,2025-06-18,22002.25,22018.0,22001.0,22002.5,22020.0,21966.75,21966.75,2025-06-18 11:31:00,win,17.75,35.5,2.0,50.5,-1.5
step1_market,2025-06-19 08:31:00,2025-06-19 08:32:00,2025-06-19,21703.25,21715.0,21701.5,21702.5,21717.0,21675.75,21717.0,2025-06-19 08:38:00,loss,13.75,-13.75,-1.0,18.75,-14.0
step1_market,2025-06-19 09:51:00,2025-06-19 09:52:00,2025-06-19,21703.25,21717.25,21702.0,21703.5,21719.25,21671.25,21719.25,2025-06-19 10:17:00,loss,16.0,-16.0,-1.0,27.75,-17.0
step1_market,2025-06-19 09:58:00,2025-06-19 09:59:00,2025-06-19,21680.75,21697.0,21679.5,21680.75,21699.0,21644.25,21699.0,2025-06-19 10:03:00,loss,18.25,-18.25,-1.0,5.25,-22.25
step1_market,2025-06-19 10:58:00,2025-06-19 10:59:00,2025-06-19,21703.75,21718.75,21703.75,21704.5,21720.75,21669.75,21720.75,2025-06-19 16:00:00,loss,17.0,-17.0,-1.0,12.25,-108.0
step1_market,2025-06-20 09:00:00,2025-06-20 09:01:00,2025-06-20,21780.0,21818.5,21778.25,21782.0,21820.5,21699.0,21820.5,2025-06-20 09:06:00,loss,40.5,-40.5,-1.0,4.0,-42.25
step1_market,2025-06-20 11:27:00,2025-06-20 11:28:00,2025-06-20,21815.5,21835.25,21813.75,21816.25,21837.25,21772.0,21772.0,2025-06-20 11:37:00,win,21.75,43.5,2.0,50.5,-3.0
step1_market,2025-06-20 11:28:00,2025-06-20 11:29:00,2025-06-20,21799.25,21818.5,21795.75,21800.0,21820.5,21756.75,21820.5,2025-06-20 11:43:00,loss,21.25,-21.25,-1.0,34.25,-22.5
step1_market,2025-06-23 09:41:00,2025-06-23 09:42:00,2025-06-23,21924.25,21951.75,21923.75,21924.25,21953.75,21865.25,21953.75,2025-06-23 09:51:00,loss,29.5,-29.5,-1.0,2.0,-39.25
step1_market,2025-06-23 10:17:00,2025-06-23 10:18:00,2025-06-23,21914.5,21932.5,21912.0,21914.0,21934.5,21874.5,21874.5,2025-06-23 10:25:00,win,20.0,40.0,2.0,44.75,-15.0
step1_market,2025-06-23 10:25:00,2025-06-23 10:26:00,2025-06-23,21873.0,21890.5,21869.75,21872.75,21892.5,21834.0,21834.0,2025-06-23 10:32:00,win,19.5,39.0,2.0,41.25,-11.25
