stage,signal_time,entry_time,date,entry,signal_high,signal_low,signal_close,stop,target,exit_price,exit_time,outcome,risk_points,pnl_points,rr,mfe,mae
step1_market,2025-08-29 10:05:00,2025-08-29 10:06:00,2025-08-29,23434.25,23452.0,23433.25,23434.75,23454.0,23394.75,23454.0,2025-08-29 10:08:00,loss,19.75,-19.75,-1.0,1.5,-20.75
step1_market,2025-08-29 11:04:00,2025-08-29 11:05:00,2025-08-29,23432.75,23450.5,23431.5,23432.75,23452.5,23393.25,23452.5,2025-08-29 11:46:00,loss,19.75,-19.75,-1.0,35.25,-20.0
step1_market,2025-08-29 11:15:00,2025-08-29 11:16:00,2025-08-29,23405.25,23425.0,23405.25,23405.5,23427.0,23361.75,23427.0,2025-08-29 11:21:00,loss,21.75,-21.75,-1.0,7.75,-28.25
step1_market,2025-09-02 09:50:00,2025-09-02 09:51:00,2025-09-02,23035.0,23053.25,23034.25,23034.5,23055.25,22994.5,23055.25,2025-09-02 09:56:00,loss,20.25,-20.25,-1.0,8.0,-22.75
step1_market,2025-09-03 09:25:00,2025-09-03 09:26:00,2025-09-03,23449.25,23471.0,23449.0,23449.0,23473.0,23401.75,23401.75,2025-09-03 09:57:00,win,23.75,47.5,2.0,49.0,-2.25
step1_market,2025-09-03 10:40:00,2025-09-03 10:41:00,2025-09-03,23398.0,23422.0,23396.25,23397.5,23424.0,23346.0,23424.0,2025-09-03 11:01:00,loss,26.0,-26.0,-1.0,6.5,-26.5
step1_market,2025-09-04 10:27:00,2025-09-04 10:28:00,2025-09-04,23513.25,23528.0,23512.5,23513.0,23530.0,23479.75,23530.0,2025-09-04 10:30:00,loss,16.75,-16.75,-1.0,0.5,-19.25
step1_market,2025-09-05 08:41:00,2025-09-05 08:42:00,2025-09-05,23598.25,23639.5,23593.25,23598.5,23641.5,23511.75,23511.75,2025-09-05 09:10:00,win,43.25,86.5,2.0,93.25,-39.25
step1_market,2025-09-05 08:58:00,2025-09-05 08:59:00,2025-09-05,23554.25,23593.0,23550.75,23554.25,23595.0,23472.75,23595.0,2025-09-05 09:20:00,loss,40.75,-40.75,-1.0,49.25,-44.75
step1_market,2025-09-08 09:46:00,2025-09-08 09:47:00,2025-09-08,23839.75,23856.0,23838.0,23839.75,23858.0,23803.25,23858.0,2025-09-08 09:51:00,loss,18.25,-18.25,-1.0,10.0,-19.25
step1_market,2025-09-08 11:07:00,2025-09-08 11:08:00,2025-09-08,23788.25,23802.5,23787.0,23787.5,23804.5,23755.75,23804.5,2025-09-08 11:11:00,loss,16.25,-16.25,-1.0,2.75,-17.5
step1_market,2025-09-09 08:32:00,2025-09-09 08:33:00,2025-09-09,23771.75,23795.25,23771.0,23771.5,23797.25,23720.75,23797.25,2025-09-09 08:55:00,loss,25.5,-25.5,-1.0,45.75,-27.25
step1_market,2025-09-09 08:34:00,2025-09-09 08:35:00,2025-09-09,23754.25,23776.5,23752.25,23754.0,23778.5,23705.75,23778.5,2025-09-09 08:53:00,loss,24.25,-24.25,-1.0,28.25,-30.0
step1_market,2025-09-09 09:37:00,2025-09-09 09:38:00,2025-09-09,23767.0,23778.5,23764.25,23766.75,23780.5,23740.0,23780.5,2025-09-09 09:51:00,loss,13.5,-13.5,-1.0,13.25,-15.0
step1_market,2025-09-10 10:02:00,2025-09-10 10:03:00,2025-09-10,23929.5,23942.0,23928.75,23929.5,23944.0,23900.5,23900.5,2025-09-10 10:45:00,win,14.5,29.0,2.0,30.25,-12.0
step1_market,2025-09-10 10:19:00,2025-09-10 10:20:00,2025-09-10,23919.75,23934.75,23919.0,23919.5,23936.75,23885.75,23936.75,2025-09-10 11:02:00,loss,17.0,-17.0,-1.0,22.5,-20.5
step1_market,2025-09-11 10:52:00,2025-09-11 10:53:00,2025-09-11,23995.75,24004.25,23994.0,23995.5,24006.25,23974.75,24006.25,2025-09-11 10:54:00,loss,10.5,-10.5,-1.0,0.25,-13.0
step1_market,2025-09-11 11:18:00,2025-09-11 11:19:00,2025-09-11,24014.25,24025.5,24013.25,24014.0,24027.5,23987.75,24027.5,2025-09-11 11:25:00,loss,13.25,-13.25,-1.0,2.5,-15.75
step1_market,2025-09-16 08:38:00,2025-09-16 08:39:00,2025-09-16,24529.5,24552.25,24527.25,24529.5,24554.25,24480.0,24514.5,2025-09-16 10:09:00,win,24.75,15.0,0.61,30.25,-21.25
step1_market,2025-09-17 08:50:00,2025-09-17 08:51:00,2025-09-17,24412.25,24429.25,24410.75,24412.25,24431.25,24374.25,24431.25,2025-09-17 08:54:00,loss,19.0,-19.0,-1.0,2.25,-19.75
step1_market,2025-09-18 09:50:00,2025-09-18 09:51:00,2025-09-18,24751.75,24766.5,24750.25,24751.75,24768.5,24718.25,24768.5,2025-09-18 10:17:00,loss,16.75,-16.75,-1.0,31.0,-21.25
step1_market,2025-09-23 11:00:00,2025-09-23 11:01:00,2025-09-23,24919.75,24930.5,24918.5,24920.25,24932.5,24894.25,24894.25,2025-09-23 11:25:00,win,12.75,25.5,2.0,34.5,-7.0
step1_market,2025-09-23 11:25:00,2025-09-23 11:26:00,2025-09-23,24886.75,24901.25,24885.25,24886.25,24903.25,24853.75,24853.75,2025-09-23 11:35:00,win,16.5,33.0,2.0,39.5,-6.75
step1_market,2025-09-24 08:32:00,2025-09-24 08:33:00,2025-09-24,24806.25,24825.75,24805.25,24806.75,24827.75,24763.25,24827.75,2025-09-24 08:49:00,loss,21.5,-21.5,-1.0,12.5,-23.0
step1_market,2025-09-24 08:54:00,2025-09-24 08:55:00,2025-09-24,24801.75,24815.5,24799.5,24802.0,24817.5,24770.25,24770.25,2025-09-24 09:34:00,win,15.75,31.5,2.0,33.75,-8.25
step1_market,2025-09-24 09:14:00,2025-09-24 09:15:00,2025-09-24,24778.0,24793.5,24777.25,24778.25,24795.5,24743.0,24795.5,2025-09-24 09:20:00,loss,17.5,-17.5,-1.0,0.0,-23.25
step1_market,2025-09-24 09:33:00,2025-09-24 09:34:00,2025-09-24,24770.75,24783.5,24770.5,24771.0,24785.5,24741.25,24741.25,2025-09-24 09:46:00,win,14.75,29.5,2.0,33.75,-14.0
step1_market,2025-09-24 09:38:00,2025-09-24 09:39:00,2025-09-24,24766.5,24783.25,24766.25,24766.5,24785.25,24729.0,24729.0,2025-09-24 09:48:00,win,18.75,37.5,2.0,38.5,-10.5
step1_market,2025-09-24 09:41:00,2025-09-24 09:42:00,2025-09-24,24761.25,24774.0,24760.25,24761.0,24776.0,24731.75,24731.75,2025-09-24 09:48:00,win,14.75,29.5,2.0,33.25,-10.75
step1_market,2025-09-24 09:46:00,2025-09-24 09:47:00,2025-09-24,24743.75,24758.25,24737.0,24743.75,24760.25,24710.75,24710.75,2025-09-24 09:55:00,win,16.5,33.0,2.0,35.25,-7.25
step1_market,2025-09-24 09:58:00,2025-09-24 09:59:00,2025-09-24,24683.25,24710.75,24681.0,24684.0,24712.75,24624.25,24712.75,2025-09-24 11:08:00,loss,29.5,-29.5,-1.0,56.25,-30.0
step1_market,2025-09-25 10:40:00,2025-09-25 10:41:00,2025-09-25,24617.0,24644.25,24613.0,24617.0,24646.25,24558.5,24558.5,2025-09-25 11:36:00,win,29.25,58.5,2.0,58.75,-27.75
step1_market,2025-09-25 11:21:00,2025-09-25 11:22:00,2025-09-25,24578.5,24596.5,24574.5,24579.0,24598.5,24538.5,24598.5,2025-09-25 11:26:00,loss,20.0,-20.0,-1.0,14.0,-23.25
step1_market,2025-09-29 10:17:00,2025-09-29 10:18:00,2025-09-29,24828.5,24853.25,24825.75,24829.25,24855.25,24775.0,24855.25,2025-09-29 10:23:00,loss,26.75,-26.75,-1.0,0.0,-30.0
step1_market,2025-09-29 10:43:00,2025-09-29 10:44:00,2025-09-29,24850.75,24860.75,24849.25,24850.25,24862.75,24826.75,24826.75,2025-09-29 10:54:00,win,12.0,24.0,2.0,26.25,0.0
step1_market,2025-09-30 09:35:00,2025-09-30 09:36:00,2025-09-30,24775.25,24799.0,24771.0,24775.5,24801.0,24723.75,24801.0,2025-09-30 09:50:00,loss,25.75,-25.75,-1.0,13.75,-28.75
step1_market,2025-09-30 11:10:00,2025-09-30 11:11:00,2025-09-30,24769.0,24781.75,24767.25,24769.25,24783.75,24739.5,24739.5,2025-09-30 11:24:00,win,14.75,29.5,2.0,33.25,-7.25
step1_market,2025-09-30 11:21:00,2025-09-30 11:22:00,2025-09-30,24748.75,24763.75,24746.0,24749.0,24765.75,24714.75,24765.75,2025-09-30 11:46:00,loss,17.0,-17.0,-1.0,17.0,-21.0
step1_market,2025-10-02 08:31:00,2025-10-02 08:32:00,2025-10-02,25070.5,25090.75,25066.0,25070.0,25092.75,25026.0,25026.0,2025-10-02 08:46:00,win,22.25,44.5,2.0,44.5,-18.5
step1_market,2025-10-02 08:46:00,2025-10-02 08:47:00,2025-10-02,25027.0,25054.0,25026.0,25026.5,25056.0,24969.0,25056.0,2025-10-02 08:48:00,loss,29.0,-29.0,-1.0,0.75,-29.75
step1_market,2025-10-02 09:37:00,2025-10-02 09:38:00,2025-10-02,25005.5,25028.75,25000.75,25005.5,25030.75,24955.0,25030.75,2025-10-02 09:41:00,loss,25.25,-25.25,-1.0,0.0,-34.5
step1_market,2025-10-03 11:03:00,2025-10-03 11:04:00,2025-10-03,25052.5,25073.0,25046.0,25053.0,25075.0,25007.5,25075.0,2025-10-03 11:11:00,loss,22.5,-22.5,-1.0,29.5,-29.75
step1_market,2025-10-07 08:35:00,2025-10-07 08:36:00,2025-10-07,25204.0,25223.5,25199.25,25203.5,25225.5,25161.0,25161.0,2025-10-07 09:03:00,win,21.5,43.0,2.0,49.0,-7.25
step1_market,2025-10-07 09:03:00,2025-10-07 09:04:00,2025-10-07,25158.0,25174.0,25155.0,25158.75,25176.0,25122.0,25122.0,2025-10-07 09:05:00,win,18.0,36.0,2.0,44.5,-3.75
step1_market,2025-10-07 09:05:00,2025-10-07 09:06:00,2025-10-07,25116.75,25147.25,25113.5,25116.5,25149.25,25051.75,25051.75,2025-10-07 09:31:00,win,32.5,65.0,2.0,67.75,-9.25
step1_market,2025-10-07 09:06:00,2025-10-07 09:07:00,2025-10-07,25089.75,25117.0,25080.5,25090.25,25119.0,25031.25,25119.0,2025-10-07 09:13:00,loss,29.25,-29.25,-1.0,36.75,-31.25
step1_market,2025-10-07 09:36:00,2025-10-07 09:37:00,2025-10-07,25028.75,25057.0,25027.75,25029.25,25059.0,24968.25,25059.0,2025-10-07 09:43:00,loss,30.25,-30.25,-1.0,23.5,-39.25
step1_market,2025-10-07 10:58:00,2025-10-07 10:59:00,2025-10-07,25017.5,25033.5,25012.0,25018.0,25035.5,24981.5,25035.5,2025-10-07 11:01:00,loss,18.0,-18.0,-1.0,3.0,-18.0
step1_market,2025-10-07 11:12:00,2025-10-07 11:13:00,2025-10-07,25031.5,25056.25,25030.75,25031.75,25058.25,24978.0,25058.25,2025-10-07 11:23:00,loss,26.75,-26.75,-1.0,6.75,-29.75
step1_market,2025-10-09 10:40:00,2025-10-09 10:41:00,2025-10-09,25238.75,25251.75,25235.25,25238.5,25253.75,25208.75,25253.75,2025-10-09 10:45:00,loss,15.0,-15.0,-1.0,21.75,-16.0
step1_market,2025-10-09 10:41:00,2025-10-09 10:42:00,2025-10-09,25220.5,25238.75,25219.25,25220.5,25240.75,25180.0,25240.75,2025-10-09 10:43:00,loss,20.25,-20.25,-1.0,3.5,-24.25
step1_market,2025-10-10 08:36:00,2025-10-10 08:37:00,2025-10-10,25324.75,25340.0,25318.0,25323.75,25342.0,25290.25,25342.0,2025-10-10 08:37:00,loss,17.25,-17.25,-1.0,0.25,-21.5
step1_market,2025-10-10 09:02:00,2025-10-10 09:03:00,2025-10-10,25020.5,25080.25,25006.0,25022.0,25082.25,24897.0,25082.25,2025-10-10 09:03:00,loss,61.75,-61.75,-1.0,9.75,-71.0
step1_market,2025-10-13 08:48:00,2025-10-13 08:49:00,2025-10-13,24805.5,24837.25,24800.75,24805.5,24839.25,24738.0,24839.25,2025-10-13 09:15:00,loss,33.75,-33.75,-1.0,61.5,-43.0
step1_market,2025-10-15 09:32:00,2025-10-15 09:33:00,2025-10-15,25034.25,25055.75,25032.75,25034.0,25057.75,24987.25,24987.25,2025-10-15 09:35:00,win,23.5,47.0,2.0,49.25,-2.25
step1_market,2025-10-15 09:35:00,2025-10-15 09:36:00,2025-10-15,24994.0,25015.25,24985.0,24993.25,25017.25,24947.5,24947.5,2025-10-15 09:42:00,win,23.25,46.5,2.0,51.0,-12.25
step1_market,2025-10-15 09:40:00,2025-10-15 09:41:00,2025-10-15,24971.5,25001.5,24969.0,24971.5,25003.5,24907.5,24907.5,2025-10-15 09:50:00,win,32.0,64.0,2.0,90.0,-6.0
step1_market,2025-10-15 09:50:00,2025-10-15 09:51:00,2025-10-15,24886.0,24926.5,24881.5,24886.0,24928.5,24801.0,24928.5,2025-10-15 09:55:00,loss,42.5,-42.5,-1.0,8.75,-54.75
step1_market,2025-10-15 10:45:00,2025-10-15 10:46:00,2025-10-15,24917.25,24938.5,24913.25,24917.0,24940.5,24870.75,24870.75,2025-10-15 11:00:00,win,23.25,46.5,2.0,85.0,-18.75
step1_market,2025-10-15 11:00:00,2025-10-15 11:01:00,2025-10-15,24834.25,24903.75,24832.25,24834.25,24905.75,24691.25,24691.25,2025-10-15 11:15:00,win,71.5,143.0,2.0,169.25,-23.5
step1_market,2025-10-15 11:08:00,2025-10-15 11:09:00,2025-10-15,24798.0,24832.5,24796.0,24797.0,24834.5,24725.0,24725.0,2025-10-15 11:11:00,win,36.5,73.0,2.0,78.25,-1.25
step1_market,2025-10-15 11:10:00,2025-10-15 11:11:00,2025-10-15,24762.5,24795.25,24759.25,24762.5,24797.25,24693.0,24693.0,2025-10-15 11:15:00,win,34.75,69.5,2.0,97.5,-3.25
step1_market,2025-10-15 11:11:00,2025-10-15 11:12:00,2025-10-15,24722.75,24765.75,24719.75,24723.5,24767.75,24632.75,24767.75,2025-10-15 11:22:00,loss,45.0,-45.0,-1.0,59.5,-46.0
step1_market,2025-10-16 09:30:00,2025-10-16 09:31:00,2025-10-16,25005.0,25038.25,25002.0,25005.25,25040.25,24934.5,25040.25,2025-10-16 09:32:00,loss,35.25,-35.25,-1.0,5.25,-36.0
step1_market,2025-10-16 09:40:00,2025-10-16 09:41:00,2025-10-16,25004.5,25049.75,25002.5,25004.5,25051.75,24910.0,24910.0,2025-10-16 10:19:00,win,47.25,94.5,2.0,100.25,-13.25
step1_market,2025-10-16 10:30:00,2025-10-16 10:31:00,2025-10-16,24820.0,24877.75,24801.5,24820.0,24879.75,24700.5,24879.75,2025-10-16 10:55:00,loss,59.75,-59.75,-1.0,88.0,-67.25
step1_market,2025-10-16 10:32:00,2025-10-16 10:33:00,2025-10-16,24758.75,24825.5,24756.0,24759.0,24827.5,24621.25,24827.5,2025-10-16 10:41:00,loss,68.75,-68.75,-1.0,8.75,-72.25
step1_market,2025-10-17 11:21:00,2025-10-17 11:22:00,2025-10-17,24830.5,24863.5,24830.0,24830.5,24865.5,24760.5,24865.5,2025-10-17 11:22:00,loss,35.0,-35.0,-1.0,1.5,-41.75
step1_market,2025-10-22 09:21:00,2025-10-22 09:22:00,2025-10-22,25079.5,25109.25,25078.75,25080.25,25111.25,25016.0,25016.0,2025-10-22 09:30:00,win,31.75,63.5,2.0,76.25,0.0
step1_market,2025-10-22 10:20:00,2025-10-22 10:21:00,2025-10-22,25042.75,25068.75,25040.25,25041.5,25070.75,24986.75,24986.75,2025-10-22 10:30:00,win,28.0,56.0,2.0,132.75,-9.75
step1_market,2025-10-28 08:39:00,2025-10-28 08:40:00,2025-10-28,26027.25,26045.0,26024.5,26027.5,26047.0,25987.75,26047.0,2025-10-28 09:02:00,loss,19.75,-19.75,-1.0,18.5,-24.75
step1_market,2025-10-28 09:03:00,2025-10-28 09:04:00,2025-10-28,26035.25,26053.0,26034.5,26034.75,26055.0,25995.75,26055.0,2025-10-28 09:08:00,loss,19.75,-19.75,-1.0,2.25,-21.5
step1_market,2025-10-29 08:49:00,2025-10-29 08:50:00,2025-10-29,26261.0,26274.75,26259.5,26260.75,26276.75,26229.5,26276.75,2025-10-29 08:52:00,loss,15.75,-15.75,-1.0,17.5,-21.25
step1_market,2025-10-29 09:10:00,2025-10-29 09:11:00,2025-10-29,26243.25,26262.0,26240.0,26243.0,26264.0,26201.75,26264.0,2025-10-29 09:19:00,loss,20.75,-20.75,-1.0,5.25,-23.5
step1_market,2025-10-29 09:15:00,2025-10-29 09:16:00,2025-10-29,26240.25,26255.5,26238.0,26240.0,26257.5,26205.75,26257.5,2025-10-29 09:18:00,loss,17.25,-17.25,-1.0,0.75,-21.5
step1_market,2025-10-29 09:37:00,2025-10-29 09:38:00,2025-10-29,26230.5,26243.5,26229.5,26230.5,26245.5,26200.5,26245.5,2025-10-29 09:39:00,loss,15.0,-15.0,-1.0,0.75,-15.25
step1_market,2025-10-29 09:47:00,2025-10-29 09:48:00,2025-10-29,26227.75,26242.25,26226.0,26228.25,26244.25,26194.75,26244.25,2025-10-29 09:49:00,loss,16.5,-16.5,-1.0,9.25,-20.75
step1_market,2025-10-29 09:50:00,2025-10-29 09:51:00,2025-10-29,26233.25,26249.25,26233.0,26233.25,26251.25,26197.25,26251.25,2025-10-29 10:26:00,loss,18.0,-18.0,-1.0,30.0,-21.5
step1_market,2025-10-29 10:04:00,2025-10-29 10:05:00,2025-10-29,26214.25,26229.75,26213.0,26213.75,26231.75,26179.25,26231.75,2025-10-29 10:16:00,loss,17.5,-17.5,-1.0,11.0,-18.0
step1_market,2025-10-29 10:09:00,2025-10-29 10:10:00,2025-10-29,26213.5,26231.0,26210.75,26213.5,26233.0,26174.5,26233.0,2025-10-29 10:20:00,loss,19.5,-19.5,-1.0,10.25,-25.0
step1_market,2025-10-29 11:25:00,2025-10-29 11:26:00,2025-10-29,26227.5,26241.75,26225.75,26227.5,26243.75,26195.0,26243.75,2025-10-29 11:40:00,loss,16.25,-16.25,-1.0,8.5,-17.0
step1_market,2025-10-30 08:51:00,2025-10-30 08:52:00,2025-10-30,26014.25,26051.75,26012.5,26014.75,26053.75,25935.25,26053.75,2025-10-30 09:02:00,loss,39.5,-39.5,-1.0,35.25,-42.5
step1_market,2025-10-30 09:36:00,2025-10-30 09:37:00,2025-10-30,26019.0,26040.75,26017.25,26019.0,26042.75,25971.5,25971.5,2025-10-30 09:47:00,win,23.75,47.5,2.0,53.75,-4.5
step1_market,2025-10-30 11:05:00,2025-10-30 11:06:00,2025-10-30,26016.25,26044.75,26013.5,26017.0,26046.75,25955.25,26046.75,2025-10-30 11:24:00,loss,30.5,-30.5,-1.0,17.25,-36.0
step1_market,2025-10-30 11:30:00,2025-10-30 11:31:00,2025-10-30,26042.25,26061.25,26037.5,26042.25,26063.25,26000.25,26063.25,2025-10-30 11:46:00,loss,21.0,-21.0,-1.0,13.75,-24.5
step1_market,2025-10-31 09:33:00,2025-10-31 09:34:00,2025-10-31,26134.25,26151.25,26132.75,26134.25,26153.25,26096.25,26096.25,2025-10-31 09:39:00,win,19.0,38.0,2.0,43.5,-8.25
step1_market,2025-10-31 09:37:00,2025-10-31 09:38:00,2025-10-31,26100.5,26129.75,26099.75,26101.25,26131.75,26038.0,26131.75,2025-10-31 09:45:00,loss,31.25,-31.25,-1.0,27.0,-57.5
step1_market,2025-10-31 09:46:00,2025-10-31 09:47:00,2025-10-31,26101.0,26141.75,26098.0,26100.25,26143.75,26015.5,26015.5,2025-10-31 10:00:00,win,42.75,85.5,2.0,85.75,-11.25
step1_market,2025-10-31 10:00:00,2025-10-31 10:01:00,2025-10-31,26020.5,26053.0,26015.25,26022.0,26055.0,25951.5,25951.5,2025-10-31 10:56:00,win,34.5,69.0,2.0,73.25,-33.0
step1_market,2025-11-04 10:40:00,2025-11-04 10:41:00,2025-11-04,25758.5,25788.25,25756.75,25758.5,25790.25,25695.0,25790.25,2025-11-04 10:43:00,loss,31.75,-31.75,-1.0,2.75,-37.0
step1_market,2025-11-04 10:44:00,2025-11-04 10:45:00,2025-11-04,25773.0,25796.5,25769.5,25773.5,25798.5,25722.0,25722.0,2025-11-04 11:05:00,win,25.5,51.0,2.0,51.25,-7.75
step1_market,2025-11-04 10:56:00,2025-11-04 10:57:00,2025-11-04,25730.0,25767.25,25726.75,25730.0,25769.25,25651.5,25651.5,2025-11-04 11:20:00,win,39.25,78.5,2.0,87.75,-27.75
step1_market,2025-11-04 11:19:00,2025-11-04 11:20:00,2025-11-04,25655.25,25688.75,25654.0,25655.0,25690.75,25584.25,25690.75,2025-11-04 11:23:00,loss,35.5,-35.5,-1.0,13.0,-50.5
step1_market,2025-11-05 08:31:00,2025-11-05 08:32:00,2025-11-05,25527.5,25576.0,25522.25,25526.5,25578.0,25426.5,25578.0,2025-11-05 08:47:00,loss,50.5,-50.5,-1.0,39.5,-73.75
step1_market,2025-11-05 08:34:00,2025-11-05 08:35:00,2025-11-05,25502.25,25542.5,25500.5,25501.5,25544.5,25417.75,25544.5,2025-11-05 08:38:00,loss,42.25,-42.25,-1.0,14.25,-49.25
step1_market,2025-11-06 08:41:00,2025-11-06 08:42:00,2025-11-06,25597.5,25622.75,25586.0,25597.75,25624.75,25543.0,25624.75,2025-11-06 08:45:00,loss,27.25,-27.25,-1.0,6.75,-47.0
step1_market,2025-11-06 10:35:00,2025-11-06 10:36:00,2025-11-06,25251.25,25302.5,25240.0,25251.75,25304.5,25144.75,25304.5,2025-11-06 11:11:00,loss,53.25,-53.25,-1.0,50.0,-57.75
step1_market,2025-11-06 10:55:00,2025-11-06 10:56:00,2025-11-06,25233.0,25270.75,25229.25,25233.25,25272.75,25153.5,25272.75,2025-11-06 11:01:00,loss,39.75,-39.75,-1.0,31.75,-40.0
step1_market,2025-11-06 11:21:00,2025-11-06 11:22:00,2025-11-06,25221.0,25251.0,25214.75,25220.75,25253.0,25157.0,25253.0,2025-11-06 11:32:00,loss,32.0,-32.0,-1.0,23.25,-49.0
step1_market,2025-11-07 08:33:00,2025-11-07 08:34:00,2025-11-07,25051.5,25088.75,25050.75,25051.5,25090.75,24973.0,24973.0,2025-11-07 08:37:00,win,39.25,78.5,2.0,103.5,-23.25
step1_market,2025-11-07 08:35:00,2025-11-07 08:36:00,2025-11-07,25032.25,25061.0,25030.25,25032.0,25063.0,24970.75,24970.75,2025-11-07 08:37:00,win,30.75,61.5,2.0,84.25,-1.0
step1_market,2025-11-07 08:36:00,2025-11-07 08:37:00,2025-11-07,24999.75,25033.25,24997.75,25000.25,25035.25,24928.75,24928.75,2025-11-07 08:39:00,win,35.5,71.0,2.0,80.5,-7.0
step1_market,2025-11-07 08:37:00,2025-11-07 08:38:00,2025-11-07,24951.75,25006.75,24948.0,24950.5,25008.75,24837.75,25008.75,2025-11-07 08:53:00,loss,57.0,-57.0,-1.0,34.0,-61.75
step1_market,2025-11-07 09:00:00,2025-11-07 09:01:00,2025-11-07,24972.5,25031.25,24964.5,24972.25,25033.25,24851.0,25033.25,2025-11-07 09:15:00,loss,60.75,-60.75,-1.0,90.5,-70.75
step1_market,2025-11-10 09:51:00,2025-11-10 09:52:00,2025-11-10,25551.25,25580.5,25550.0,25552.0,25582.5,25488.75,25488.75,2025-11-10 10:05:00,win,31.25,62.5,2.0,80.25,-9.25
step1_market,2025-11-10 10:00:00,2025-11-10 10:01:00,2025-11-10,25502.25,25525.25,25493.0,25501.75,25527.25,25452.25,25527.25,2025-11-10 10:08:00,loss,25.0,-25.0,-1.0,31.25,-27.25
step1_market,2025-11-11 09:06:00,2025-11-11 09:07:00,2025-11-11,25548.25,25595.0,25544.5,25548.25,25597.0,25450.75,25597.0,2025-11-11 09:10:00,loss,48.75,-48.75,-1.0,3.0,-49.25
step1_market,2025-11-12 08:30:00,2025-11-12 08:31:00,2025-11-12,25735.75,25780.75,25735.0,25735.25,25782.75,25641.75,25641.75,2025-11-12 08:44:00,win,47.0,94.0,2.0,98.5,-2.25
step1_market,2025-11-12 08:31:00,2025-11-12 08:32:00,2025-11-12,25702.5,25738.0,25692.75,25702.5,25740.0,25627.5,25627.5,2025-11-12 08:46:00,win,37.5,75.0,2.0,109.5,-10.75
step1_market,2025-11-12 08:34:00,2025-11-12 08:35:00,2025-11-12,25678.5,25695.25,25674.0,25678.5,25697.25,25641.0,25697.25,2025-11-12 08:35:00,loss,18.75,-18.75,-1.0,6.0,-26.5
step1_market,2025-11-12 08:40:00,2025-11-12 08:41:00,2025-11-12,25663.5,25690.25,25661.0,25663.0,25692.25,25606.0,25606.0,2025-11-12 08:46:00,win,28.75,57.5,2.0,70.5,-6.0
step1_market,2025-11-12 08:46:00,2025-11-12 08:47:00,2025-11-12,25597.25,25654.5,25593.0,25595.75,25656.5,25478.75,25656.5,2025-11-12 09:10:00,loss,59.25,-59.25,-1.0,35.75,-62.25
step1_market,2025-11-12 09:12:00,2025-11-12 09:13:00,2025-11-12,25617.0,25654.25,25608.75,25617.25,25656.25,25538.5,25538.5,2025-11-12 09:36:00,win,39.25,78.5,2.0,88.5,-11.25
step1_market,2025-11-12 09:34:00,2025-11-12 09:35:00,2025-11-12,25576.75,25603.75,25573.5,25576.75,25605.75,25518.75,25605.75,2025-11-12 09:40:00,loss,29.0,-29.0,-1.0,48.25,-30.5
step1_market,2025-11-12 09:36:00,2025-11-12 09:37:00,2025-11-12,25536.5,25575.5,25528.5,25536.5,25577.5,25454.5,25577.5,2025-11-12 09:39:00,loss,41.0,-41.0,-1.0,1.5,-52.0
step1_market,2025-11-13 08:36:00,2025-11-13 08:37:00,2025-11-13,25366.5,25404.0,25363.75,25366.0,25406.0,25287.5,25287.5,2025-11-13 08:44:00,win,39.5,79.0,2.0,79.25,-19.75
step1_market,2025-11-13 08:43:00,2025-11-13 08:44:00,2025-11-13,25307.75,25348.25,25299.0,25309.0,25350.25,25222.75,25350.25,2025-11-13 08:51:00,loss,42.5,-42.5,-1.0,27.5,-59.25
step1_market,2025-11-13 09:34:00,2025-11-13 09:35:00,2025-11-13,25317.75,25357.5,25314.0,25317.75,25359.5,25234.25,25234.25,2025-11-13 09:48:00,win,41.75,83.5,2.0,87.25,-23.25
step1_market,2025-11-13 09:37:00,2025-11-13 09:38:00,2025-11-13,25294.0,25333.0,25292.5,25293.0,25335.0,25212.0,25335.0,2025-11-13 09:41:00,loss,41.0,-41.0,-1.0,5.0,-41.75
step1_market,2025-11-13 09:45:00,2025-11-13 09:46:00,2025-11-13,25261.0,25297.25,25257.75,25261.0,25299.25,25184.5,25184.5,2025-11-13 10:19:00,win,38.25,76.5,2.0,79.0,-16.75
step1_market,2025-11-17 08:30:00,2025-11-17 08:31:00,2025-11-17,24968.75,24999.75,24955.0,24968.5,25001.75,24902.75,25001.75,2025-11-17 08:31:00,loss,33.0,-33.0,-1.0,6.25,-47.5
step1_market,2025-11-17 09:32:00,2025-11-17 09:33:00,2025-11-17,25087.5,25138.5,25079.75,25086.75,25140.5,24981.5,25140.5,2025-11-17 09:46:00,loss,53.0,-53.0,-1.0,29.25,-53.0
step1_market,2025-11-17 10:01:00,2025-11-17 10:02:00,2025-11-17,25050.25,25087.25,25042.75,25050.5,25089.25,24972.25,24972.25,2025-11-17 10:15:00,win,39.0,78.0,2.0,91.75,-9.5
step1_market,2025-11-18 08:31:00,2025-11-18 08:32:00,2025-11-18,24670.0,24736.75,24664.5,24670.25,24738.75,24532.5,24738.75,2025-11-18 08:32:00,loss,68.75,-68.75,-1.0,0.0,-128.0
step1_market,2025-11-18 11:27:00,2025-11-18 11:28:00,2025-11-18,24541.25,24594.75,24534.75,24540.75,24596.75,24430.25,24596.75,2025-11-18 11:38:00,loss,55.5,-55.5,-1.0,47.75,-79.5
