stage,signal_time,entry_time,date,entry,signal_high,signal_low,signal_close,retrace_fill_bars,stop,target,exit_price,exit_time,outcome,risk_points,pnl_points,rr,mfe,mae
step1_2_deep_retrace,2025-11-12 09:36:00,2025-11-12 09:37:00,2025-11-12,25563.75,25575.5,25528.5,25536.5,1,25577.5,25536.25,25536.25,2025-11-12 09:37:00,win,13.75,27.5,2.0,28.75,-4.75
step1_2_deep_retrace,2025-11-13 09:37:00,2025-11-13 09:39:00,2025-11-13,25322.88,25333.0,25292.5,25293.0,2,25335.0,25298.62,25335.0,2025-11-13 09:41:00,loss,12.12,-12.12,-1.0,20.62,-12.88
step1_2_deep_retrace,2025-11-17 08:30:00,2025-11-17 08:31:00,2025-11-17,24988.56,24999.75,24955.0,24968.5,1,25001.75,24962.19,25001.75,2025-11-17 08:31:00,loss,13.19,-13.19,-1.0,26.06,-27.69
step1_2_deep_retrace,2025-11-18 08:31:00,2025-11-18 08:32:00,2025-11-18,24718.69,24736.75,24664.5,24670.25,1,24738.75,24678.56,24738.75,2025-11-18 08:32:00,loss,20.06,-20.06,-1.0,48.69,-79.31
step1_2_deep_retrace,2025-11-20 08:33:00,2025-11-20 08:34:00,2025-11-20,25186.12,25197.75,25151.25,25163.0,1,25199.75,25158.88,25199.75,2025-11-20 08:34:00,loss,13.62,-13.62,-1.0,20.88,-18.88
step1_2_deep_retrace,2025-11-20 10:22:00,2025-11-20 10:25:00,2025-11-20,24935.06,24949.25,24892.5,24908.5,3,24951.25,24902.69,24902.69,2025-11-20 10:25:00,win,16.19,32.38,2.0,48.81,-7.94
step1_2_deep_retrace,2025-11-20 10:38:00,2025-11-20 10:39:00,2025-11-20,24813.5,24829.5,24765.5,24781.75,1,24831.5,24777.5,24777.5,2025-11-20 10:40:00,win,18.0,36.0,2.0,56.75,-11.75
step1_2_deep_retrace,2025-11-21 08:38:00,2025-11-21 08:41:00,2025-11-21,24240.19,24260.75,24178.5,24178.5,3,24262.75,24195.06,24262.75,2025-11-21 08:42:00,loss,22.56,-22.56,-1.0,55.44,-26.31
step1_2_deep_retrace,2025-11-21 10:18:00,2025-11-21 10:20:00,2025-11-21,24044.38,24062.0,23991.5,23998.25,2,24064.0,24005.12,24064.0,2025-11-21 10:20:00,loss,19.62,-19.62,-1.0,52.12,-30.88
step1_2_deep_retrace,2025-11-25 09:02:00,2025-11-25 09:07:00,2025-11-25,24762.81,24783.75,24700.0,24705.5,5,24785.75,24716.94,24785.75,2025-11-25 09:08:00,loss,22.94,-22.94,-1.0,30.31,-30.94
step1_2_deep_retrace,2025-12-04 08:34:00,2025-12-04 08:35:00,2025-12-04,25604.44,25619.25,25560.0,25566.5,1,25621.25,25570.81,25570.81,2025-12-04 08:35:00,win,16.81,33.62,2.0,53.69,-9.81
step1_2_deep_retrace,2025-12-05 09:56:00,2025-12-05 09:57:00,2025-12-05,25743.38,25750.5,25722.0,25725.25,1,25752.5,25725.12,25725.12,2025-12-05 09:57:00,win,9.12,18.25,2.0,27.12,-7.62
step1_2_deep_retrace,2025-12-05 10:31:00,2025-12-05 10:33:00,2025-12-05,25682.69,25690.75,25658.5,25662.25,2,25692.75,25662.56,25692.75,2025-12-05 10:34:00,loss,10.06,-10.06,-1.0,16.69,-10.31
step1_2_deep_retrace,2025-12-08 08:48:00,2025-12-08 08:50:00,2025-12-08,25774.0,25786.0,25738.0,25742.25,2,25788.0,25746.0,25746.0,2025-12-08 08:52:00,win,14.0,28.0,2.0,28.5,-7.0
step1_2_deep_retrace,2025-12-08 09:25:00,2025-12-08 09:28:00,2025-12-08,25698.62,25705.25,25678.75,25681.25,3,25707.25,25681.38,25707.25,2025-12-08 09:32:00,loss,8.62,-8.62,-1.0,15.12,-15.38
step1_2_deep_retrace,2025-12-08 10:01:00,2025-12-08 10:05:00,2025-12-08,25654.75,25662.0,25633.0,25634.0,4,25664.0,25636.25,25636.25,2025-12-08 10:06:00,win,9.25,18.5,2.0,27.25,-1.5
step1_2_deep_retrace,2025-12-10 08:35:00,2025-12-10 08:37:00,2025-12-10,25608.94,25618.5,25580.25,25583.25,2,25620.5,25585.81,25620.5,2025-12-10 08:37:00,loss,11.56,-11.56,-1.0,27.19,-15.06
step1_2_deep_retrace,2025-12-10 08:55:00,2025-12-10 08:59:00,2025-12-10,25618.0,25626.5,25592.5,25592.5,4,25628.5,25597.0,25628.5,2025-12-10 08:59:00,loss,10.5,-10.5,-1.0,5.5,-21.25
step1_2_deep_retrace,2025-12-10 09:55:00,2025-12-10 09:57:00,2025-12-10,25569.94,25576.5,25550.25,25553.25,2,25578.5,25552.81,25578.5,2025-12-10 09:58:00,loss,8.56,-8.56,-1.0,14.69,-8.56
step1_2_deep_retrace,2025-12-10 11:26:00,2025-12-10 11:27:00,2025-12-10,25632.0,25635.5,25621.5,25625.5,1,25637.5,25621.0,25621.0,2025-12-10 11:30:00,win,5.5,11.0,2.0,14.5,-5.0
step1_2_deep_retrace,2025-12-12 09:08:00,2025-12-12 09:10:00,2025-12-12,25455.12,25464.5,25427.0,25431.5,2,25466.5,25432.38,25432.38,2025-12-12 09:10:00,win,11.38,22.75,2.0,30.62,-2.62
step1_2_deep_retrace,2025-12-12 09:28:00,2025-12-12 09:32:00,2025-12-12,25357.81,25369.0,25324.25,25331.0,4,25371.0,25331.44,25331.44,2025-12-12 09:32:00,win,13.19,26.38,2.0,31.56,-2.69
step1_2_deep_retrace,2025-12-15 08:34:00,2025-12-15 08:35:00,2025-12-15,25336.06,25343.25,25314.5,25316.5,1,25345.25,25317.69,25345.25,2025-12-15 08:35:00,loss,9.19,-9.19,-1.0,0.0,-271.19
step1_2_deep_retrace,2025-12-16 09:50:00,2025-12-16 09:52:00,2025-12-16,25271.06,25284.5,25230.75,25238.75,2,25286.5,25240.19,25286.5,2025-12-16 09:52:00,loss,15.44,-15.44,-1.0,24.81,-15.94
step1_2_deep_retrace,2025-12-17 08:36:00,2025-12-17 08:37:00,2025-12-17,25368.5,25380.75,25331.75,25347.0,1,25382.75,25340.0,25340.0,2025-12-17 08:37:00,win,14.25,28.5,2.0,30.25,0.0
step1_2_deep_retrace,2025-12-17 08:46:00,2025-12-17 08:49:00,2025-12-17,25290.12,25305.0,25245.5,25257.5,3,25307.0,25256.38,25307.0,2025-12-17 08:49:00,loss,16.88,-16.88,-1.0,34.12,-23.62
step1_2_deep_retrace,2025-12-18 11:16:00,2025-12-18 11:19:00,2025-12-18,25222.62,25230.5,25199.0,25202.5,3,25232.5,25202.88,25232.5,2025-12-18 11:21:00,loss,9.88,-9.88,-1.0,18.88,-24.88
step1_2_deep_retrace,2025-12-23 09:11:00,2025-12-23 09:15:00,2025-12-23,25657.94,25665.75,25634.5,25636.25,4,25667.75,25638.31,25667.75,2025-12-23 09:16:00,loss,9.81,-9.81,-1.0,10.19,-15.06
step1_2_deep_retrace,2025-12-26 09:01:00,2025-12-26 09:04:00,2025-12-26,25865.88,25873.0,25844.5,25850.75,3,25875.0,25847.62,25847.62,2025-12-26 09:11:00,win,9.12,18.25,2.0,25.62,-6.38
step1_2_deep_retrace,2025-12-26 10:21:00,2025-12-26 10:22:00,2025-12-26,25880.31,25884.0,25869.25,25870.0,1,25886.0,25868.94,25886.0,2025-12-26 10:23:00,loss,5.69,-5.69,-1.0,10.56,-5.69
step1_2_deep_retrace,2025-12-26 11:17:00,2025-12-26 11:18:00,2025-12-26,25856.75,25859.75,25847.75,25851.25,1,25861.75,25846.75,25861.75,2025-12-26 11:25:00,loss,5.0,-5.0,-1.0,7.75,-10.75
step1_2_deep_retrace,2025-12-31 08:45:00,2025-12-31 08:50:00,2025-12-31,25616.88,25626.25,25588.75,25594.5,5,25628.25,25594.12,25594.12,2025-12-31 08:50:00,win,11.38,22.75,2.0,24.12,-0.12
step1_2_deep_retrace,2025-12-31 09:18:00,2025-12-31 09:20:00,2025-12-31,25585.25,25591.0,25568.0,25570.0,2,25593.0,25569.75,25593.0,2025-12-31 09:23:00,loss,7.75,-7.75,-1.0,9.25,-13.5
step1_2_deep_retrace,2025-12-31 09:55:00,2025-12-31 10:00:00,2025-12-31,25563.56,25569.5,25545.75,25550.0,5,25571.5,25547.69,25571.5,2025-12-31 10:16:00,loss,7.94,-7.94,-1.0,10.81,-10.19
step1_2_deep_retrace,2026-01-02 08:32:00,2026-01-02 08:37:00,2026-01-02,25702.5,25717.0,25659.0,25670.5,5,25719.0,25669.5,25669.5,2026-01-02 08:37:00,win,16.5,33.0,2.0,35.0,-1.75
step1_2_deep_retrace,2026-01-02 08:35:00,2026-01-02 08:36:00,2026-01-02,25676.19,25684.0,25652.75,25655.5,1,25686.0,25656.56,25686.0,2026-01-02 08:36:00,loss,9.81,-9.81,-1.0,25.44,-22.31
step1_2_deep_retrace,2026-01-06 09:55:00,2026-01-06 09:57:00,2026-01-06,25695.5,25701.75,25676.75,25680.0,2,25703.75,25679.0,25679.0,2026-01-06 10:00:00,win,8.25,16.5,2.0,24.25,-4.5
step1_2_deep_retrace,2026-01-06 10:43:00,2026-01-06 10:46:00,2026-01-06,25677.06,25682.5,25660.75,25663.75,3,25684.5,25662.19,25684.5,2026-01-06 10:47:00,loss,7.44,-7.44,-1.0,8.06,-9.94
step1_2_deep_retrace,2026-01-06 10:55:00,2026-01-06 10:57:00,2026-01-06,25684.75,25690.5,25667.5,25670.25,2,25692.5,25669.25,25692.5,2026-01-06 10:58:00,loss,7.75,-7.75,-1.0,12.5,-10.0
step1_2_deep_retrace,2026-01-08 08:31:00,2026-01-08 08:32:00,2026-01-08,25752.81,25759.0,25734.25,25741.0,1,25761.0,25736.44,25761.0,2026-01-08 08:32:00,loss,8.19,-8.19,-1.0,23.31,-12.69
step1_2_deep_retrace,2026-01-08 08:38:00,2026-01-08 08:39:00,2026-01-08,25706.19,25715.5,25678.25,25688.5,1,25717.5,25683.56,25683.56,2026-01-08 08:39:00,win,11.31,22.62,2.0,29.94,-1.81
step1_2_deep_retrace,2026-01-08 08:42:00,2026-01-08 08:47:00,2026-01-08,25669.25,25683.5,25626.5,25638.75,5,25685.5,25636.75,25636.75,2026-01-08 08:50:00,win,16.25,32.5,2.0,43.0,-7.0
step1_2_deep_retrace,2026-01-09 08:48:00,2026-01-09 08:53:00,2026-01-09,25745.38,25764.75,25687.25,25688.0,5,25766.75,25702.62,25702.62,2026-01-09 08:53:00,win,21.38,42.75,2.0,50.62,-3.88
step1_2_deep_retrace,2026-01-13 09:02:00,2026-01-13 09:05:00,2026-01-13,25939.56,25953.25,25898.5,25906.0,3,25955.25,25908.19,25955.25,2026-01-13 09:05:00,loss,15.69,-15.69,-1.0,13.06,-18.19
step1_2_deep_retrace,2026-01-13 09:48:00,2026-01-13 09:50:00,2026-01-13,25840.31,25848.5,25815.75,25820.0,2,25850.5,25819.94,25819.94,2026-01-13 09:50:00,win,10.19,20.38,2.0,29.06,-4.44
step1_2_deep_retrace,2026-01-14 09:00:00,2026-01-14 09:05:00,2026-01-14,25573.25,25587.5,25530.5,25540.5,5,25589.5,25540.75,25589.5,2026-01-14 09:06:00,loss,16.25,-16.25,-1.0,24.0,-18.25
step1_2_deep_retrace,2026-01-15 09:28:00,2026-01-15 09:30:00,2026-01-15,25875.12,25885.75,25843.25,25854.5,2,25887.75,25849.88,25887.75,2026-01-15 09:31:00,loss,12.62,-12.62,-1.0,18.12,-17.12
step1_2_deep_retrace,2026-01-15 09:46:00,2026-01-15 09:47:00,2026-01-15,25844.88,25853.5,25819.0,25827.25,1,25855.5,25823.62,25823.62,2026-01-15 09:48:00,win,10.62,21.25,2.0,28.38,-5.12
step1_2_deep_retrace,2026-01-16 08:59:00,2026-01-16 09:03:00,2026-01-16,25748.75,25756.25,25726.25,25728.5,4,25758.25,25729.75,25729.75,2026-01-16 09:03:00,win,9.5,19.0,2.0,27.25,-0.5
step1_2_deep_retrace,2026-01-16 11:30:00,2026-01-16 11:33:00,2026-01-16,25699.12,25703.5,25686.0,25686.5,3,25705.5,25686.38,25705.5,2026-01-16 11:34:00,loss,6.38,-6.38,-1.0,11.12,-6.62
step1_2_deep_retrace,2026-01-20 10:51:00,2026-01-20 10:56:00,2026-01-20,25387.12,25398.25,25353.75,25356.5,5,25400.25,25360.88,25400.25,2026-01-20 10:57:00,loss,13.12,-13.12,-1.0,25.62,-17.62
step1_2_deep_retrace,2026-01-21 11:12:00,2026-01-21 11:17:00,2026-01-21,25193.38,25202.25,25166.75,25167.75,5,25204.25,25171.62,25171.62,2026-01-21 11:17:00,win,10.88,21.75,2.0,28.62,-1.38
step1_2_deep_retrace,2026-01-22 09:17:00,2026-01-22 09:18:00,2026-01-22,25566.88,25576.75,25537.25,25543.0,1,25578.75,25543.12,25543.12,2026-01-22 09:18:00,win,11.88,23.75,2.0,25.88,-2.62
step1_2_deep_retrace,2026-01-22 09:24:00,2026-01-22 09:26:00,2026-01-22,25585.25,25597.5,25548.5,25549.25,2,25599.5,25556.75,25599.5,2026-01-22 09:28:00,loss,14.25,-14.25,-1.0,24.5,-16.5
step1_2_deep_retrace,2026-01-27 08:36:00,2026-01-27 08:40:00,2026-01-27,25945.94,25952.0,25927.75,25933.75,4,25954.0,25929.81,25954.0,2026-01-27 08:40:00,loss,8.06,-8.06,-1.0,17.19,-13.06
step1_2_deep_retrace,2026-01-28 09:34:00,2026-01-28 09:36:00,2026-01-28,26215.44,26222.5,26194.25,26195.75,2,26224.5,26197.31,26197.31,2026-01-28 09:36:00,win,9.06,18.12,2.0,18.94,-3.56
step1_2_deep_retrace,2026-01-30 09:36:00,2026-01-30 09:38:00,2026-01-30,25876.81,25891.5,25832.75,25835.25,2,25893.5,25843.44,25893.5,2026-01-30 09:40:00,loss,16.69,-16.69,-1.0,33.06,-17.44
step1_2_deep_retrace,2026-01-30 10:21:00,2026-01-30 10:23:00,2026-01-30,25781.56,25790.5,25754.75,25758.5,2,25792.5,25759.69,25759.69,2026-01-30 10:23:00,win,10.94,21.88,2.0,23.06,-0.94
step1_2_deep_retrace,2026-02-03 08:33:00,2026-02-03 08:35:00,2026-02-03,25879.19,25886.25,25858.0,25860.0,2,25888.25,25861.06,25888.25,2026-02-03 08:35:00,loss,9.06,-9.06,-1.0,20.69,-14.06
step1_2_deep_retrace,2026-02-03 08:43:00,2026-02-03 08:47:00,2026-02-03,25783.38,25803.5,25723.0,25746.75,4,25805.5,25739.12,25805.5,2026-02-03 08:47:00,loss,22.12,-22.12,-1.0,12.88,-28.12
step1_2_deep_retrace,2026-02-04 08:31:00,2026-02-04 08:33:00,2026-02-04,25295.62,25309.5,25254.0,25265.5,2,25311.5,25263.88,25263.88,2026-02-04 08:33:00,win,15.88,31.75,2.0,45.38,-5.12
step1_2_deep_retrace,2026-02-05 08:30:00,2026-02-05 08:32:00,2026-02-05,24750.56,24770.25,24691.5,24712.5,2,24772.25,24707.19,24707.19,2026-02-05 08:32:00,win,21.69,43.38,2.0,98.56,-9.94
step1_2_deep_retrace,2026-02-06 09:12:00,2026-02-06 09:17:00,2026-02-06,24837.44,24852.25,24793.0,24796.75,5,24854.25,24803.81,24803.81,2026-02-06 09:17:00,win,16.81,33.62,2.0,39.94,-2.81
step1_2_deep_retrace,2026-02-06 09:23:00,2026-02-06 09:25:00,2026-02-06,24881.25,24905.0,24810.0,24819.0,2,24907.0,24829.75,24829.75,2026-02-06 09:25:00,win,25.75,51.5,2.0,55.25,-9.25
step1_2_deep_retrace,2026-02-10 08:37:00,2026-02-10 08:39:00,2026-02-10,25327.94,25336.0,25303.75,25305.5,2,25338.0,25307.81,25338.0,2026-02-10 08:39:00,loss,10.06,-10.06,-1.0,25.19,-12.56
step1_2_deep_retrace,2026-02-10 09:56:00,2026-02-10 09:57:00,2026-02-10,25369.0,25376.0,25348.0,25353.25,1,25378.0,25351.0,25378.0,2026-02-10 09:57:00,loss,9.0,-9.0,-1.0,17.5,-10.0
step1_2_deep_retrace,2026-02-10 10:09:00,2026-02-10 10:10:00,2026-02-10,25374.12,25382.0,25350.5,25350.75,1,25384.0,25354.38,25354.38,2026-02-10 10:10:00,win,9.88,19.75,2.0,23.12,-4.38
step1_2_deep_retrace,2026-02-10 10:22:00,2026-02-10 10:23:00,2026-02-10,25358.06,25367.0,25331.25,25336.75,1,25369.0,25336.19,25336.19,2026-02-10 10:23:00,win,10.94,21.88,2.0,24.31,-5.94
step1_2_deep_retrace,2026-02-12 09:08:00,2026-02-12 09:10:00,2026-02-12,25207.25,25218.75,25172.75,25177.0,2,25220.75,25180.25,25180.25,2026-02-12 09:12:00,win,13.5,27.0,2.0,28.75,-10.75
step1_2_deep_retrace,2026-02-13 08:40:00,2026-02-13 08:43:00,2026-02-13,24662.12,24677.0,24617.5,24620.75,3,24679.0,24628.38,24679.0,2026-02-13 08:43:00,loss,16.88,-16.88,-1.0,56.62,-36.12
step1_2_deep_retrace,2026-02-16 08:36:00,2026-02-16 08:38:00,2026-02-16,24754.19,24760.25,24736.0,24736.75,2,24762.25,24738.06,24738.06,2026-02-16 08:39:00,win,8.06,16.12,2.0,24.19,-1.56
step1_2_deep_retrace,2026-02-16 08:45:00,2026-02-16 08:48:00,2026-02-16,24718.69,24725.75,24697.5,24705.0,3,24727.75,24700.56,24727.75,2026-02-16 08:48:00,loss,9.06,-9.06,-1.0,11.69,-12.06
step1_2_deep_retrace,2026-02-16 09:44:00,2026-02-16 09:45:00,2026-02-16,24697.94,24703.0,24682.75,24686.0,1,24705.0,24683.81,24683.81,2026-02-16 09:45:00,win,7.06,14.12,2.0,19.44,-3.56
step1_2_deep_retrace,2026-02-17 11:22:00,2026-02-17 11:24:00,2026-02-17,24700.19,24710.75,24668.5,24671.25,2,24712.75,24675.06,24675.06,2026-02-17 11:24:00,win,12.56,25.12,2.0,27.19,-3.31
step1_2_deep_retrace,2026-02-18 08:34:00,2026-02-18 08:35:00,2026-02-18,24799.31,24810.5,24765.75,24767.75,1,24812.5,24772.94,24772.94,2026-02-18 08:35:00,win,13.19,26.38,2.0,43.56,-6.94
step1_2_deep_retrace,2026-02-19 08:35:00,2026-02-19 08:39:00,2026-02-19,24827.38,24838.0,24795.5,24806.5,4,24840.0,24802.12,24802.12,2026-02-19 08:40:00,win,12.62,25.25,2.0,39.62,-9.38
step1_2_deep_retrace,2026-02-19 08:45:00,2026-02-19 08:48:00,2026-02-19,24833.62,24852.5,24777.0,24778.5,3,24854.5,24791.88,24854.5,2026-02-19 08:50:00,loss,20.88,-20.88,-1.0,39.38,-23.12
step1_2_deep_retrace,2026-02-20 11:24:00,2026-02-20 11:27:00,2026-02-20,24912.25,24921.75,24883.75,24886.5,3,24923.75,24889.25,24923.75,2026-02-20 11:29:00,loss,11.5,-11.5,-1.0,17.75,-15.25
step1_2_deep_retrace,2026-02-24 08:33:00,2026-02-24 08:38:00,2026-02-24,24759.19,24772.5,24719.25,24722.25,5,24774.5,24728.56,24774.5,2026-02-24 08:38:00,loss,15.31,-15.31,-1.0,39.44,-48.31
step1_2_deep_retrace,2026-02-26 08:36:00,2026-02-26 08:38:00,2026-02-26,25259.56,25271.25,25224.5,25234.0,2,25273.25,25232.19,25273.25,2026-02-26 08:38:00,loss,13.69,-13.69,-1.0,16.31,-15.94
step1_2_deep_retrace,2026-02-26 08:45:00,2026-02-26 08:46:00,2026-02-26,25253.19,25266.0,25214.75,25230.25,1,25268.0,25223.56,25223.56,2026-02-26 08:48:00,win,14.81,29.62,2.0,39.94,-11.06
step1_2_deep_retrace,2026-02-26 09:01:00,2026-02-26 09:03:00,2026-02-26,25171.75,25184.25,25134.25,25144.0,2,25186.25,25142.75,25186.25,2026-02-26 09:04:00,loss,14.5,-14.5,-1.0,17.5,-17.75
step1_2_deep_retrace,2026-02-27 11:22:00,2026-02-27 11:23:00,2026-02-27,24921.06,24928.0,24900.25,24903.25,1,24930.0,24903.19,24903.19,2026-02-27 11:23:00,win,8.94,17.88,2.0,20.06,-6.44
step1_2_deep_retrace,2026-03-06 11:25:00,2026-03-06 11:29:00,2026-03-06,24832.75,24843.0,24802.0,24806.0,4,24845.0,24808.25,24808.25,2026-03-06 11:31:00,win,12.25,24.5,2.0,30.25,-1.0
step1_2_deep_retrace,2026-03-10 10:05:00,2026-03-10 10:10:00,2026-03-10,25110.25,25117.0,25090.0,25092.5,5,25119.0,25092.75,25119.0,2026-03-10 10:10:00,loss,8.75,-8.75,-1.0,15.5,-15.0
step1_2_deep_retrace,2026-03-10 10:12:00,2026-03-10 10:16:00,2026-03-10,25121.19,25129.25,25097.0,25097.5,4,25131.25,25101.06,25131.25,2026-03-10 10:18:00,loss,10.06,-10.06,-1.0,13.44,-25.81
step1_2_deep_retrace,2026-03-11 10:19:00,2026-03-11 10:22:00,2026-03-11,24929.5,24936.75,24907.75,24910.25,3,24938.75,24911.0,24938.75,2026-03-11 10:22:00,loss,9.25,-9.25,-1.0,11.75,-10.75
step1_2_deep_retrace,2026-03-13 08:35:00,2026-03-13 08:37:00,2026-03-13,24678.81,24691.25,24641.5,24643.25,2,24693.25,24649.94,24649.94,2026-03-13 08:37:00,win,14.44,28.88,2.0,36.31,-6.94
step1_2_deep_retrace,2026-03-13 08:46:00,2026-03-13 08:50:00,2026-03-13,24582.69,24593.0,24551.75,24553.0,4,24595.0,24558.06,24595.0,2026-03-13 08:50:00,loss,12.31,-12.31,-1.0,22.69,-14.81
step1_2_deep_retrace,2026-03-13 10:13:00,2026-03-13 10:15:00,2026-03-13,24448.44,24462.0,24407.75,24412.5,2,24464.0,24417.31,24417.31,2026-03-13 10:17:00,win,15.56,31.12,2.0,31.44,-0.31
step1_2_deep_retrace,2026-03-16 08:38:00,2026-03-16 08:41:00,2026-03-16,24672.19,24684.25,24636.0,24641.25,3,24686.25,24644.06,24686.25,2026-03-16 08:41:00,loss,14.06,-14.06,-1.0,0.0,-200.31
step1_2_deep_retrace,2026-03-16 08:47:00,2026-03-16 08:48:00,2026-03-16,24658.12,24667.5,24630.0,24632.5,1,24669.5,24635.38,24635.38,2026-03-16 08:48:00,win,11.38,22.75,2.0,25.62,-4.12
step1_2_deep_retrace,2026-03-16 10:04:00,2026-03-16 10:06:00,2026-03-16,24683.94,24690.25,24665.0,24666.0,2,24692.25,24667.31,24692.25,2026-03-16 10:07:00,loss,8.31,-8.31,-1.0,10.44,-14.06
step1_2_deep_retrace,2026-03-17 09:21:00,2026-03-17 09:23:00,2026-03-17,25034.06,25041.75,25011.0,25012.5,2,25043.75,25014.69,25043.75,2026-03-17 09:25:00,loss,9.69,-9.69,-1.0,14.81,-10.19
step1_2_deep_retrace,2026-03-17 09:36:00,2026-03-17 09:39:00,2026-03-17,24977.0,24985.0,24953.0,24954.75,3,24987.0,24957.0,24987.0,2026-03-17 09:44:00,loss,10.0,-10.0,-1.0,18.75,-21.0
step1_2_deep_retrace,2026-03-18 10:35:00,2026-03-18 10:36:00,2026-03-18,24848.75,24854.75,24830.75,24831.5,1,24856.75,24832.75,24832.75,2026-03-18 10:36:00,win,8.0,16.0,2.0,16.75,-1.0
step1_2_deep_retrace,2026-03-18 11:01:00,2026-03-18 11:04:00,2026-03-18,24830.88,24838.5,24808.0,24814.0,3,24840.5,24811.62,24811.62,2026-03-18 11:09:00,win,9.62,19.25,2.0,21.38,-7.38
step1_2_deep_retrace,2026-03-20 09:16:00,2026-03-20 09:17:00,2026-03-20,24295.75,24304.75,24268.75,24272.75,1,24306.75,24273.75,24273.75,2026-03-20 09:17:00,win,11.0,22.0,2.0,23.25,0.0
step1_2_deep_retrace,2026-03-20 11:05:00,2026-03-20 11:08:00,2026-03-20,24273.38,24289.25,24225.75,24231.25,3,24291.25,24237.62,24237.62,2026-03-20 11:17:00,win,17.88,35.75,2.0,36.12,-9.88
step1_2_deep_retrace,2026-03-23 10:29:00,2026-03-23 10:31:00,2026-03-23,24348.62,24362.0,24308.5,24317.5,2,24364.0,24317.88,24317.88,2026-03-23 10:31:00,win,15.38,30.75,2.0,32.12,-1.88
step1_2_deep_retrace,2026-03-26 09:31:00,2026-03-26 09:35:00,2026-03-26,24073.56,24081.0,24051.25,24054.5,4,24083.0,24054.69,24083.0,2026-03-26 09:38:00,loss,9.44,-9.44,-1.0,14.06,-12.69
step1_2_deep_retrace,2026-03-26 10:16:00,2026-03-26 10:18:00,2026-03-26,24063.12,24069.25,24044.75,24046.25,2,24071.25,24046.88,24046.88,2026-03-26 10:18:00,win,8.12,16.25,2.0,29.62,-7.62
step1_2_deep_retrace,2026-03-27 10:37:00,2026-03-27 10:41:00,2026-03-27,23468.69,23474.25,23452.0,23459.25,4,23476.25,23453.56,23453.56,2026-03-27 10:41:00,win,7.56,15.12,2.0,17.44,-2.81
step1_2_deep_retrace,2026-03-30 08:35:00,2026-03-30 08:40:00,2026-03-30,23325.94,23334.5,23300.25,23301.75,5,23336.5,23304.81,23304.81,2026-03-30 08:41:00,win,10.56,21.12,2.0,45.69,-6.06
step1_2_deep_retrace,2026-03-30 11:04:00,2026-03-30 11:05:00,2026-03-30,23276.0,23281.5,23259.5,23263.5,1,23283.5,23261.0,23261.0,2026-03-30 11:05:00,win,7.5,15.0,2.0,15.25,-4.0
step1_2_deep_retrace,2026-04-06 11:02:00,2026-04-06 11:04:00,2026-04-06,24277.06,24283.0,24259.25,24262.25,2,24285.0,24261.19,24285.0,2026-04-06 11:04:00,loss,7.94,-7.94,-1.0,6.81,-8.19
step1_2_deep_retrace,2026-04-06 11:12:00,2026-04-06 11:17:00,2026-04-06,24254.94,24265.75,24222.5,24224.0,5,24267.75,24229.31,24229.31,2026-04-06 11:18:00,win,12.81,25.62,2.0,27.44,-3.81
step1_2_deep_retrace,2026-04-08 08:55:00,2026-04-08 08:59:00,2026-04-08,24995.75,25006.25,24964.25,24966.0,4,25008.25,24970.75,25008.25,2026-04-08 09:00:00,loss,12.5,-12.5,-1.0,12.25,-13.25
step1_2_deep_retrace,2026-04-10 10:20:00,2026-04-10 10:22:00,2026-04-10,25286.06,25291.25,25270.5,25272.75,2,25293.25,25271.69,25271.69,2026-04-10 10:22:00,win,7.19,14.38,2.0,14.56,-0.19
step1_2_deep_retrace,2026-04-10 11:22:00,2026-04-10 11:23:00,2026-04-10,25240.56,25244.75,25228.0,25230.5,1,25246.75,25228.19,25246.75,2026-04-10 11:26:00,loss,6.19,-6.19,-1.0,9.81,-12.44
step1_2_deep_retrace,2026-04-17 11:20:00,2026-04-17 11:23:00,2026-04-17,26812.44,26818.25,26795.0,26798.25,3,26820.25,26796.81,26820.25,2026-04-17 11:23:00,loss,7.81,-7.81,-1.0,10.44,-10.56
step1_2_deep_retrace,2026-04-21 09:35:00,2026-04-21 09:40:00,2026-04-21,26732.81,26740.0,26711.25,26718.25,5,26742.0,26714.44,26714.44,2026-04-21 09:41:00,win,9.19,18.38,2.0,23.06,-0.94
step1_2_deep_retrace,2026-04-21 10:20:00,2026-04-21 10:22:00,2026-04-21,26742.5,26748.5,26724.5,26730.75,2,26750.5,26726.5,26726.5,2026-04-21 10:23:00,win,8.0,16.0,2.0,26.0,-0.75
step1_2_deep_retrace,2026-04-21 10:43:00,2026-04-21 10:46:00,2026-04-21,26697.06,26702.25,26681.5,26682.75,3,26704.25,26682.69,26704.25,2026-04-21 10:46:00,loss,7.19,-7.19,-1.0,7.31,-11.19
step1_2_deep_retrace,2026-04-23 10:04:00,2026-04-23 10:08:00,2026-04-23,27063.94,27070.25,27045.0,27046.75,4,27072.25,27047.31,27047.31,2026-04-23 10:09:00,win,8.31,16.62,2.0,19.69,-1.81
step1_2_deep_retrace,2026-04-27 09:03:00,2026-04-27 09:08:00,2026-04-27,27357.0,27364.0,27336.0,27342.25,5,27366.0,27339.0,27366.0,2026-04-27 09:09:00,loss,9.0,-9.0,-1.0,5.75,-10.0
