group,trades,wins,losses,win_rate,net_points,avg_points,avg_rr,profit_factor,avg_risk,avg_mfe,avg_mae,max_drawdown_points
ALL,98,61,37,62.24,986.23,10.06,0.87,3.66,10.72,25.75,-8.44,-42.75
